[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	1.636	53.1%	0.009	53.1%	82.1	11.3%	5.534	51.9%	47.31%	53.9%	26.2%	19.9%	[1-0.43 0]
1	H	(3)	39.48	0.874	54.2%	0.010	54.2%	53.5	12.8%	4.539	52.7%	33.73%	71.7%	16.3%	12.0%	[1-0.43 0]
2	H	(3)	59.17	1.128	41.7%	0.019	41.7%	52.7	14.7%	5.943	39.1%	24.17%	76.7%	11.3%	12.0%	[1-0.43 0]
3	H	(3)	81.18	0.954	39.4%	0.022	39.4%	42.8	14.2%	6.183	36.8%	20.88%	82.4%	8.5%	9.1%	[1-1.00 1]
4	H	(3)	100.89	0.835	38.6%	0.023	38.6%	37.0	13.9%	6.266	36.0%	19.01%	85.7%	6.8%	7.4%	[1-1.00 1]
5	H	(3)	121.78	0.576	33.5%	0.019	33.5%	23.1	15.1%	6.917	29.9%	16.89%	94.9%	1.6%	3.5%	[1-1.00 1]
6	H	(3)	139.15	0.526	32.5%	0.020	32.5%	21.4	13.3%	6.845	29.7%	15.90%	96.4%	0.6%	3.0%	[1-1.00 1]
7	H	(3)	160.01	0.343	29.6%	0.015	29.6%	14.0	8.6%	6.809	28.3%	14.98%	98.8%	0.4%	0.8%	[1-1.00 1]
8	H	(3)	179.70	0.357	27.2%	0.018	27.2%	14.2	8.2%	6.997	25.9%	13.90%	98.8%	0.4%	0.8%	[1-1.00 1]
9	H	(3)	201.72	0.390	25.1%	0.022	25.1%	15.6	7.1%	6.941	24.1%	13.13%	98.2%	0.5%	1.3%	[1-1.00 1]
10	H	(3)	220.27	0.413	23.6%	0.025	23.6%	16.7	6.5%	6.894	22.7%	12.62%	97.9%	0.5%	1.6%	[1-1.00 1]
11	H	(3)	239.98	0.494	22.9%	0.033	22.9%	19.8	6.4%	6.915	22.0%	11.98%	96.6%	0.9%	2.5%	[1-1.00 1]
12	H	(3)	261.98	0.502	22.6%	0.037	22.6%	20.1	6.5%	6.932	21.7%	11.53%	95.6%	1.8%	2.6%	[1-1.00 1]
13	H	(6)	280.53	0.491	22.6%	0.038	22.6%	20.0	6.4%	6.841	21.6%	11.14%	95.0%	2.5%	2.6%	[1-1.00 1]
14	H	(6)	302.57	0.478	24.1%	0.040	24.1%	19.5	9.0%	6.828	22.4%	10.73%	94.8%	2.8%	2.4%	[1-1.00 1]
15	H	(6)	322.28	0.463	26.0%	0.041	26.0%	19.0	11.7%	6.787	23.2%	10.43%	94.5%	3.2%	2.3%	[1-1.00 1]
16	H	(6)	361.72	0.418	27.0%	0.042	27.0%	16.9	13.7%	6.855	23.2%	9.83%	95.6%	2.7%	1.7%	[1-1.00 1]
17	H	(6)	382.60	0.433	26.9%	0.046	26.9%	17.2	14.4%	6.978	22.7%	9.49%	96.0%	2.2%	1.8%	[1-1.00 1]
18	H	(6)	419.70	0.442	26.0%	0.052	26.0%	17.4	14.3%	7.062	21.7%	8.97%	96.1%	2.1%	1.8%	[1-1.00 1]
19	H	(6)	440.57	0.422	23.5%	0.052	23.5%	16.6	11.8%	7.051	20.4%	8.76%	96.0%	2.4%	1.6%	[1-1.00 1]
20	H	(6)	461.44	0.412	20.7%	0.053	20.7%	16.1	8.9%	7.124	18.7%	8.48%	95.6%	2.9%	1.4%	[1-1.00 1]
21	H	(6)	479.98	0.367	18.7%	0.049	18.7%	14.4	7.2%	7.090	17.2%	8.24%	95.0%	4.0%	0.9%	[1-1.00 1]
22	H	(6)	499.69	0.349	16.4%	0.048	16.4%	13.5	4.9%	7.184	15.6%	7.98%	94.6%	4.8%	0.7%	[1-1.00 1]
23	H	(6)	519.40	0.347	15.6%	0.050	15.6%	13.3	4.6%	7.239	14.8%	7.73%	93.9%	5.4%	0.6%	[1-1.00 1]
24	H	(6)	541.46	0.336	14.8%	0.051	14.8%	12.9	4.3%	7.225	14.2%	7.53%	93.3%	6.2%	0.5%	[1-1.00 1]
25	H	(6)	585.54	0.350	14.3%	0.057	14.3%	13.2	4.4%	7.383	13.6%	7.15%	92.6%	6.8%	0.6%	[1-1.00 1]
26	H	(6)	623.82	0.353	14.9%	0.061	14.9%	13.2	6.2%	7.447	13.5%	6.91%	92.4%	7.1%	0.6%	[1-1.00 1]
27	H	(6)	662.09	0.355	14.8%	0.065	14.8%	13.2	6.2%	7.509	13.5%	6.67%	92.0%	7.5%	0.6%	[1-1.00 1]
28	H	(6)	700.34	0.368	15.3%	0.072	15.3%	13.6	7.1%	7.538	13.5%	6.45%	91.7%	7.6%	0.7%	[1-1.00 1]
29	H	(6)	720.05	0.383	15.4%	0.077	15.4%	14.0	7.2%	7.587	13.6%	6.36%	91.5%	7.6%	0.8%	[1-1.00 1]
30	H	(6)	740.92	0.393	15.3%	0.081	15.3%	14.3	7.3%	7.647	13.4%	6.24%	91.5%	7.6%	0.9%	[1-1.00 1]
31	H	(6)	760.62	0.399	14.1%	0.084	14.1%	14.4	5.7%	7.688	12.9%	6.13%	91.6%	7.5%	1.0%	[1-1.00 1]
32	H	(6)	780.33	0.422	13.9%	0.091	13.9%	15.1	6.2%	7.731	12.5%	6.03%	91.6%	7.2%	1.2%	[1-1.00 1]
33	H	(6)	800.03	0.445	13.5%	0.099	13.5%	15.7	5.8%	7.851	12.1%	5.92%	91.7%	7.0%	1.4%	[1-1.00 1]
34	H	(6)	819.74	0.453	13.0%	0.103	13.0%	15.8	5.7%	7.979	11.7%	5.79%	91.6%	7.0%	1.4%	[1-1.00 1]
35	H	(6)	840.60	0.451	12.8%	0.105	12.8%	15.7	5.6%	7.972	11.5%	5.73%	91.7%	6.9%	1.4%	[1-1.00 1]
36	H	(6)	861.47	0.516	13.4%	0.123	13.4%	17.7	6.6%	8.092	11.7%	5.63%	91.5%	6.6%	1.9%	[1-1.00 1]
37	H	(6)	881.17	0.553	13.3%	0.135	13.3%	19.0	6.0%	8.083	11.9%	5.58%	91.3%	6.3%	2.3%	[1-1.00 1]
38	H	(6)	899.71	0.585	13.5%	0.146	13.5%	19.9	6.3%	8.184	12.0%	5.49%	91.1%	6.3%	2.6%	[1-1.00 1]
39	H	(6)	920.58	0.624	14.2%	0.160	14.2%	21.1	7.6%	8.223	12.0%	5.43%	91.1%	6.0%	3.0%	[1-1.00 1]
40	H	(6)	940.27	0.646	14.4%	0.169	14.4%	21.7	8.1%	8.253	11.9%	5.38%	91.0%	5.8%	3.2%	[1-1.00 1]
41	H	(6)	959.96	0.611	14.4%	0.163	14.4%	20.6	8.0%	8.224	11.9%	5.32%	91.0%	6.1%	2.8%	[1-1.00 1]
42	H	(6)	981.99	0.622	14.7%	0.170	14.7%	20.9	8.7%	8.270	11.8%	5.23%	90.9%	6.2%	2.9%	[1-1.00 1]
43	H	(6)	1001.70	0.664	15.4%	0.185	15.4%	22.1	9.7%	8.337	12.0%	5.17%	90.9%	5.8%	3.3%	[1-1.00 1]
44	H	(6)	1021.40	0.655	14.8%	0.186	14.8%	21.9	8.7%	8.328	12.0%	5.13%	91.0%	5.8%	3.2%	[1-1.00 1]
45	H	(6)	1042.28	0.704	15.6%	0.204	15.6%	23.4	9.5%	8.345	12.3%	5.08%	91.0%	5.4%	3.7%	[1-1.00 1]
46	H	(6)	1061.98	0.746	16.6%	0.220	16.6%	24.7	11.0%	8.405	12.4%	5.02%	90.9%	5.0%	4.0%	[1-1.00 1]
47	H	(6)	1080.52	0.743	16.4%	0.223	16.4%	24.6	10.7%	8.399	12.4%	4.98%	91.2%	4.8%	4.0%	[1-1.00 1]
48	H	(6)	1102.55	0.747	16.8%	0.229	16.8%	24.8	11.3%	8.383	12.4%	4.93%	91.1%	4.9%	4.0%	[1-1.00 1]
49	H	(6)	1121.12	0.801	17.3%	0.249	17.3%	26.4	12.0%	8.426	12.5%	4.89%	90.8%	4.6%	4.6%	[1-1.00 1]
50	H	(6)	1141.99	0.847	17.3%	0.269	17.3%	27.8	11.9%	8.452	12.6%	4.84%	90.5%	4.5%	5.0%	[1-1.00 1]
51	H	(6)	1161.70	0.869	16.4%	0.281	16.4%	28.4	10.7%	8.501	12.4%	4.79%	90.4%	4.4%	5.2%	[1-1.00 1]
52	H	(6)	1182.56	0.880	17.0%	0.289	17.0%	28.6	11.7%	8.538	12.3%	4.73%	90.4%	4.3%	5.3%	[1-1.00 1]
53	H	(6)	1202.27	0.887	16.4%	0.296	16.4%	28.9	11.1%	8.534	12.1%	4.69%	90.4%	4.3%	5.4%	[1-1.00 1]
54	H	(6)	1221.97	0.893	15.9%	0.303	15.9%	29.1	10.5%	8.525	11.9%	4.65%	90.3%	4.4%	5.3%	[1-1.00 1]
55	H	(6)	1241.67	0.852	14.5%	0.294	14.5%	27.7	9.1%	8.544	11.3%	4.59%	90.4%	4.7%	4.9%	[1-1.00 1]
56	H	(6)	1260.21	0.811	13.7%	0.284	13.7%	26.4	8.3%	8.535	10.9%	4.56%	90.4%	5.2%	4.5%	[1-1.00 1]
57	H	(6)	1281.08	0.792	13.1%	0.282	13.1%	25.8	7.8%	8.540	10.5%	4.51%	90.3%	5.4%	4.3%	[1-1.00 1]
58	H	(6)	1300.78	0.723	11.9%	0.261	11.9%	23.5	6.6%	8.540	9.9%	4.47%	90.6%	5.8%	3.6%	[1-1.00 1]
59	H	(6)	1320.49	0.635	11.4%	0.233	11.4%	20.7	6.5%	8.525	9.4%	4.44%	91.1%	6.1%	2.8%	[1-1.00 1]
60	H	(6)	1341.36	0.583	11.7%	0.217	11.7%	19.1	7.2%	8.493	9.2%	4.41%	91.4%	6.2%	2.3%	[1-1.00 1]
61	H	(6)	1361.08	0.574	12.2%	0.217	12.2%	18.8	8.0%	8.496	9.2%	4.39%	91.6%	6.1%	2.2%	[1-1.00 1]
62	H	(6)	1380.79	0.563	12.4%	0.216	12.4%	18.5	8.1%	8.461	9.3%	4.36%	91.8%	6.1%	2.2%	[1-1.00 1]
63	H	(6)	1400.49	0.557	12.9%	0.217	12.9%	18.3	8.7%	8.451	9.5%	4.34%	92.0%	5.9%	2.1%	[1-1.00 1]
64	H	(6)	1420.19	0.573	12.6%	0.226	12.6%	18.9	8.0%	8.441	9.8%	4.32%	92.0%	5.7%	2.3%	[1-1.00 1]
65	H	(6)	1441.06	0.556	12.3%	0.223	12.3%	18.4	7.5%	8.422	9.8%	4.30%	92.2%	5.7%	2.1%	[1-1.00 1]
66	H	(6)	1460.76	0.541	12.0%	0.219	12.0%	17.9	6.7%	8.382	9.9%	4.27%	92.2%	5.8%	2.0%	[1-1.00 1]
67	H	(6)	1481.62	0.524	11.6%	0.216	11.6%	17.5	6.1%	8.345	9.9%	4.25%	92.2%	5.9%	1.9%	[1-1.00 1]
68	H	(6)	1501.33	0.530	11.7%	0.221	11.7%	17.7	6.3%	8.327	9.9%	4.22%	91.9%	6.1%	1.9%	[1-1.00 1]
69	H	(6)	1522.19	0.520	11.8%	0.220	11.8%	17.4	6.4%	8.281	9.9%	4.20%	91.8%	6.3%	1.9%	[1-1.00 1]
70	H	(6)	1541.90	0.528	12.1%	0.226	12.1%	17.7	6.9%	8.268	10.0%	4.17%	91.6%	6.5%	2.0%	[1-1.00 1]
71	H	(6)	1560.44	0.516	12.1%	0.224	12.1%	17.5	7.0%	8.219	9.8%	4.15%	91.3%	6.8%	1.9%	[1-1.00 1]
72	H	(6)	1581.32	0.513	12.1%	0.225	12.1%	17.4	7.0%	8.181	9.8%	4.12%	91.1%	7.1%	1.8%	[1-1.00 1]
73	H	(6)	1601.03	0.488	11.5%	0.217	11.5%	16.6	6.5%	8.141	9.5%	4.09%	91.0%	7.4%	1.6%	[1-1.00 1]
74	H	(6)	1620.75	0.473	11.3%	0.213	11.3%	16.2	6.6%	8.087	9.2%	4.07%	90.8%	7.7%	1.5%	[1-1.00 1]
75	H	(6)	1640.45	0.446	10.6%	0.203	10.6%	15.4	5.8%	8.029	8.8%	4.05%	90.7%	8.1%	1.2%	[1-1.00 1]
76	H	(6)	1661.34	0.423	9.9%	0.195	9.9%	14.7	5.2%	7.992	8.4%	4.03%	90.7%	8.4%	1.0%	[1-1.00 1]
77	H	(6)	1681.08	0.405	9.0%	0.189	9.0%	14.2	4.2%	7.957	7.9%	4.01%	90.7%	8.5%	0.8%	[1-1.00 1]
78	H	(6)	1700.79	0.388	8.2%	0.183	8.2%	13.6	3.4%	7.920	7.5%	3.99%	90.8%	8.6%	0.6%	[1-1.00 1]
79	H	(6)	1720.50	0.378	7.9%	0.181	7.9%	13.3	3.2%	7.905	7.2%	3.96%	90.9%	8.6%	0.5%	[1-1.00 1]
80	H	(6)	1741.37	0.384	7.8%	0.186	7.8%	13.5	3.4%	7.894	7.0%	3.94%	90.9%	8.5%	0.6%	[1-1.00 1]
81	H	(6)	1761.08	0.387	7.7%	0.189	7.7%	13.6	3.5%	7.895	6.9%	3.92%	90.9%	8.5%	0.6%	[1-1.00 1]
82	H	(6)	1780.77	0.376	7.5%	0.186	7.5%	13.2	3.4%	7.898	6.7%	3.89%	90.8%	8.7%	0.5%	[1-1.00 1]
83	H	(6)	1800.48	0.379	7.6%	0.190	7.6%	13.3	3.7%	7.895	6.6%	3.88%	90.8%	8.6%	0.6%	[1-1.00 1]
