[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	0.133	86.0%	0.001	86.0%	14.9	14.0%	2.486	84.9%	66.18%	54.7%	44.0%	1.2%	[1-1.00 0]
1	H	(3)	39.45	0.231	63.3%	0.003	63.3%	26.8	10.3%	2.396	62.5%	40.66%	32.6%	61.2%	6.3%	[1-1.00 0]
2	H	(3)	60.31	0.478	72.0%	0.008	72.0%	60.7	13.8%	2.185	70.7%	35.07%	36.4%	47.8%	15.8%	[1-1.00 0]
3	H	(3)	81.14	0.520	60.7%	0.012	60.7%	58.2	15.3%	2.482	58.7%	28.56%	38.4%	46.5%	15.1%	[1-1.00 0]
4	H	(3)	101.98	0.487	51.4%	0.014	51.4%	50.5	14.5%	2.680	49.3%	24.35%	35.9%	51.3%	12.8%	[1-1.00 0]
5	H	(3)	120.55	0.580	40.3%	0.019	40.3%	58.4	12.9%	2.762	38.1%	21.76%	31.1%	53.7%	15.3%	[1-1.00 0]
6	H	(3)	139.09	0.704	33.8%	0.027	33.8%	62.2	12.4%	3.145	31.5%	19.04%	35.3%	48.5%	16.1%	[1-1.00 0]
7	H	(3)	159.95	0.589	27.2%	0.026	27.2%	53.7	9.5%	3.046	25.5%	17.63%	34.6%	51.6%	13.8%	[1-1.00 0]
8	H	(3)	179.66	0.738	21.2%	0.037	21.2%	64.0	6.3%	3.207	20.2%	16.15%	32.7%	50.6%	16.7%	[1-1.00 1]
9	H	(3)	199.35	0.956	19.3%	0.053	19.3%	79.2	7.0%	3.355	18.0%	15.27%	36.2%	42.8%	21.0%	[1-1.00 1]
10	H	(3)	220.21	1.119	17.1%	0.068	17.1%	88.4	6.6%	3.514	15.8%	14.37%	39.2%	37.3%	23.5%	[1-1.00 1]
11	H	(3)	239.90	1.151	16.8%	0.077	16.8%	90.5	7.0%	3.530	15.3%	13.91%	42.6%	33.4%	24.0%	[1-1.00 1]
12	H	(3)	259.60	1.211	16.3%	0.087	16.3%	94.4	6.8%	3.562	14.8%	13.44%	44.1%	31.0%	24.9%	[1-1.00 1]
13	H	(3)	279.29	1.146	16.2%	0.089	16.2%	89.7	7.4%	3.551	14.4%	13.05%	46.2%	30.3%	23.5%	[1-1.00 1]
14	H	(3)	300.15	1.140	15.3%	0.095	15.3%	89.3	6.5%	3.545	13.9%	12.66%	46.2%	30.6%	23.2%	[1-1.00 1]
15	H	(3)	319.85	1.085	14.7%	0.096	14.7%	84.5	6.4%	3.565	13.2%	12.23%	45.8%	32.2%	22.1%	[1-1.00 1]
16	H	(3)	339.55	1.159	14.0%	0.109	14.0%	88.8	5.9%	3.622	12.7%	11.87%	45.5%	31.4%	23.1%	[1-1.00 1]
17	H	(3)	360.39	1.063	13.8%	0.106	13.8%	83.3	6.0%	3.547	12.4%	11.61%	45.3%	33.2%	21.5%	[1-1.00 1]
18	H	(3)	380.08	1.112	13.9%	0.117	13.9%	87.6	5.1%	3.527	13.0%	11.35%	44.7%	32.7%	22.6%	[1-1.00 1]
19	H	(3)	399.78	1.038	13.4%	0.115	13.4%	80.4	5.1%	3.588	12.4%	10.99%	45.9%	33.3%	20.7%	[1-1.00 1]
20	H	(3)	419.48	0.996	13.2%	0.116	13.2%	76.6	5.3%	3.609	12.0%	10.72%	47.5%	32.9%	19.6%	[1-1.00 1]
21	H	(3)	440.35	0.939	12.7%	0.115	12.7%	71.5	4.9%	3.649	11.8%	10.48%	50.5%	31.5%	18.0%	[1-1.00 1]
22	H	(6)	460.03	0.905	12.3%	0.116	12.3%	67.9	4.5%	3.703	11.5%	10.25%	52.7%	30.4%	16.9%	[1-1.00 1]
23	H	(6)	479.72	0.809	11.5%	0.108	11.5%	59.2	5.2%	3.794	10.3%	9.92%	55.4%	30.1%	14.5%	[1-1.00 1]
24	H	(6)	500.58	0.829	11.7%	0.115	11.7%	59.8	5.8%	3.850	10.1%	9.73%	56.9%	28.4%	14.6%	[1-1.00 1]
25	H	(6)	520.28	0.829	11.6%	0.120	11.6%	59.5	6.0%	3.865	10.0%	9.56%	58.1%	27.4%	14.5%	[1-1.00 1]
26	H	(6)	539.98	0.808	12.1%	0.121	12.1%	60.7	6.3%	3.699	10.3%	9.51%	55.9%	29.3%	14.9%	[1-1.00 1]
27	H	(6)	560.84	0.775	12.1%	0.121	12.1%	60.5	6.0%	3.561	10.5%	9.48%	55.0%	30.1%	14.9%	[1-1.00 1]
28	H	(6)	580.52	0.751	11.7%	0.121	11.7%	58.4	5.7%	3.568	10.2%	9.34%	55.8%	29.8%	14.3%	[1-1.00 1]
29	H	(6)	600.22	0.717	11.6%	0.120	11.6%	55.1	6.0%	3.612	9.9%	9.13%	56.9%	29.7%	13.4%	[1-1.00 1]
30	H	(6)	619.93	0.702	11.7%	0.121	11.7%	54.1	6.5%	3.603	9.8%	9.00%	57.4%	29.5%	13.1%	[1-1.00 1]
31	H	(6)	640.78	0.665	11.6%	0.118	11.6%	51.2	6.8%	3.613	9.3%	8.85%	58.8%	28.9%	12.3%	[1-1.00 1]
32	H	(6)	660.49	0.621	11.6%	0.114	11.6%	47.7	7.2%	3.617	9.1%	8.73%	60.5%	28.2%	11.4%	[1-1.00 1]
33	H	(6)	680.19	0.609	11.7%	0.115	11.7%	47.1	7.4%	3.595	9.0%	8.61%	60.2%	28.6%	11.2%	[1-1.00 1]
34	H	(6)	699.90	0.633	11.5%	0.123	11.5%	49.1	7.2%	3.581	8.9%	8.51%	59.6%	28.7%	11.7%	[1-1.00 1]
35	H	(6)	720.76	0.616	11.4%	0.123	11.4%	48.1	7.2%	3.557	8.8%	8.39%	59.2%	29.3%	11.5%	[1-1.00 1]
36	H	(6)	740.46	0.595	10.8%	0.122	10.8%	46.3	6.6%	3.571	8.6%	8.27%	59.3%	29.7%	11.0%	[1-1.00 1]
37	H	(6)	760.16	0.576	11.5%	0.122	11.5%	45.1	7.8%	3.544	8.5%	8.17%	58.8%	30.6%	10.6%	[1-1.00 1]
38	H	(6)	779.86	0.567	12.0%	0.123	12.0%	44.5	8.5%	3.535	8.4%	8.07%	58.8%	30.9%	10.3%	[1-1.00 1]
39	H	(6)	800.72	0.541	12.4%	0.120	12.4%	42.4	8.7%	3.539	8.8%	7.94%	58.3%	31.9%	9.9%	[1-1.00 1]
40	H	(6)	820.41	0.526	13.1%	0.120	13.1%	41.7	9.2%	3.507	9.3%	7.86%	58.1%	32.2%	9.7%	[1-1.00 1]
41	H	(6)	840.12	0.499	14.4%	0.116	14.4%	40.0	10.8%	3.461	9.6%	7.80%	57.4%	33.4%	9.2%	[1-1.00 1]
42	H	(6)	860.99	0.492	13.9%	0.118	13.9%	40.2	10.0%	3.400	9.7%	7.75%	56.2%	34.6%	9.2%	[1-1.00 1]
43	H	(6)	880.69	0.500	13.6%	0.122	13.6%	41.1	9.5%	3.385	9.7%	7.65%	55.1%	35.4%	9.5%	[1-1.00 1]
44	H	(6)	900.40	0.491	13.0%	0.123	13.0%	40.6	9.2%	3.365	9.1%	7.55%	54.5%	36.3%	9.3%	[1-1.00 1]
45	H	(6)	920.10	0.495	12.7%	0.127	12.7%	41.2	9.1%	3.341	8.9%	7.48%	53.8%	36.8%	9.4%	[1-1.00 1]
46	H	(6)	940.98	0.522	12.1%	0.136	12.1%	43.2	8.4%	3.353	8.7%	7.39%	53.6%	36.4%	10.0%	[1-1.00 1]
47	H	(6)	960.69	0.520	12.3%	0.139	12.3%	43.4	8.6%	3.327	8.7%	7.35%	53.6%	36.3%	10.0%	[1-1.00 1]
48	H	(6)	980.38	0.501	12.7%	0.136	12.7%	42.0	9.2%	3.313	8.7%	7.28%	53.8%	36.5%	9.7%	[1-1.00 1]
49	H	(6)	1000.08	0.493	13.5%	0.137	13.5%	41.3	10.3%	3.312	8.8%	7.21%	53.9%	36.5%	9.6%	[1-1.00 1]
50	H	(6)	1020.95	0.482	14.5%	0.137	14.5%	40.5	11.5%	3.301	8.8%	7.15%	54.3%	36.3%	9.4%	[1-1.00 1]
51	H	(6)	1040.66	0.480	14.4%	0.139	14.4%	40.2	11.4%	3.317	8.8%	7.07%	54.6%	36.1%	9.3%	[1-1.00 1]
52	H	(6)	1060.37	0.488	14.5%	0.144	14.5%	40.9	11.4%	3.310	9.0%	7.04%	55.1%	35.3%	9.5%	[1-1.00 1]
53	H	(6)	1081.23	0.506	14.6%	0.152	14.6%	42.6	11.4%	3.299	9.1%	7.01%	55.6%	34.4%	10.0%	[1-1.00 1]
54	H	(6)	1100.94	0.499	14.5%	0.153	14.5%	41.7	11.3%	3.320	9.1%	6.93%	56.3%	34.0%	9.7%	[1-1.00 1]
55	H	(6)	1121.82	0.478	13.3%	0.149	13.3%	39.8	10.0%	3.337	8.7%	6.85%	56.6%	34.2%	9.2%	[1-1.00 1]
56	H	(6)	1142.70	0.499	14.8%	0.158	14.8%	41.5	11.8%	3.335	8.9%	6.78%	56.6%	33.8%	9.6%	[1-1.00 1]
57	H	(6)	1162.41	0.492	16.7%	0.159	16.7%	41.1	14.2%	3.328	8.7%	6.73%	56.7%	33.8%	9.5%	[1-1.00 1]
58	H	(6)	1180.96	0.510	19.8%	0.167	19.8%	42.5	17.6%	3.331	9.1%	6.68%	56.4%	33.7%	9.9%	[1-1.00 1]
59	H	(6)	1201.83	0.526	20.7%	0.176	20.7%	43.8	18.6%	3.333	9.0%	6.60%	55.5%	34.2%	10.3%	[1-1.00 1]
60	H	(6)	1221.56	0.597	22.0%	0.203	22.0%	49.3	19.7%	3.364	9.9%	6.53%	54.6%	33.5%	11.8%	[1-1.00 1]
61	H	(6)	1241.26	0.580	24.2%	0.200	24.2%	48.0	22.1%	3.352	9.9%	6.48%	54.8%	33.7%	11.6%	[1-1.00 1]
62	H	(6)	1262.12	0.612	23.7%	0.214	23.7%	50.4	21.4%	3.369	10.2%	6.42%	54.1%	33.7%	12.2%	[1-1.00 1]
63	H	(6)	1281.81	0.573	22.9%	0.204	22.9%	47.5	20.8%	3.354	9.7%	6.36%	54.1%	34.5%	11.4%	[1-1.00 1]
64	H	(6)	1302.68	0.634	24.2%	0.229	24.2%	52.4	21.9%	3.358	10.4%	6.32%	53.5%	33.6%	12.9%	[1-1.00 1]
65	H	(6)	1321.23	0.590	23.0%	0.217	23.0%	48.9	21.0%	3.351	9.4%	6.28%	54.3%	33.9%	11.8%	[1-1.00 1]
66	H	(6)	1342.10	0.590	22.6%	0.220	22.6%	48.6	20.7%	3.369	9.2%	6.22%	54.3%	33.9%	11.8%	[1-1.00 1]
67	H	(6)	1362.98	0.553	23.4%	0.209	23.4%	45.6	21.7%	3.373	8.7%	6.18%	55.6%	33.5%	10.9%	[1-1.00 1]
68	H	(6)	1382.70	0.579	22.2%	0.222	22.2%	47.2	20.5%	3.409	8.7%	6.12%	55.9%	32.7%	11.5%	[1-1.00 1]
69	H	(6)	1402.40	0.546	20.0%	0.213	20.0%	44.5	18.2%	3.406	8.3%	6.05%	55.8%	33.5%	10.7%	[1-1.00 1]
70	H	(6)	1420.95	0.533	20.4%	0.210	20.4%	43.7	18.7%	3.387	8.1%	6.01%	55.2%	34.3%	10.5%	[1-1.00 1]
71	H	(6)	1441.85	0.520	19.9%	0.208	19.9%	42.8	18.4%	3.378	7.6%	5.97%	55.4%	34.4%	10.2%	[1-1.00 1]
72	H	(6)	1462.73	0.540	19.7%	0.219	19.7%	44.4	18.2%	3.379	7.6%	5.91%	54.5%	34.9%	10.7%	[1-1.00 1]
73	H	(6)	1481.27	0.541	19.2%	0.223	19.2%	44.5	17.8%	3.381	7.3%	5.87%	54.1%	35.2%	10.7%	[1-1.00 1]
