[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	3.007	50.4%	0.017	50.4%	207.7	11.0%	4.021	49.2%	44.67%	28.7%	14.9%	56.5%	[1-0.43 0]
1	H	(3)	39.47	1.526	47.4%	0.017	47.4%	125.7	13.2%	3.371	45.5%	32.04%	18.3%	46.7%	35.0%	[1-0.43 0]
2	H	(3)	59.17	1.514	36.5%	0.025	36.5%	106.2	13.7%	3.962	33.8%	24.38%	15.8%	53.2%	31.0%	[1-0.43 0]
3	H	(3)	80.00	1.824	36.9%	0.041	36.9%	129.3	11.6%	3.921	35.0%	21.39%	19.1%	43.8%	37.1%	[1-0.43 0]
4	H	(3)	100.86	2.072	36.2%	0.058	36.2%	144.4	10.4%	3.985	34.7%	19.02%	21.5%	37.6%	40.8%	[1-0.43 0]
5	H	(3)	119.41	2.088	31.5%	0.069	31.5%	143.0	9.0%	4.057	30.2%	17.58%	21.8%	37.8%	40.4%	[1-1.00 1]
6	H	(3)	140.28	2.674	29.0%	0.104	29.0%	172.3	7.7%	4.310	27.9%	16.16%	26.3%	25.5%	48.2%	[1-1.00 1]
7	H	(3)	159.98	3.105	26.6%	0.138	26.6%	192.5	6.7%	4.480	25.7%	15.05%	30.1%	17.1%	52.8%	[1-1.00 1]
8	H	(3)	179.67	3.032	22.5%	0.151	22.5%	185.1	6.0%	4.550	21.6%	14.06%	30.4%	19.0%	50.7%	[1-1.00 1]
9	H	(3)	199.38	2.861	19.1%	0.158	19.1%	177.5	5.6%	4.477	18.3%	13.38%	29.5%	21.6%	48.9%	[1-1.00 1]
10	H	(3)	220.23	2.669	16.3%	0.163	16.3%	165.3	5.5%	4.484	15.3%	12.58%	28.1%	25.4%	46.5%	[1-1.00 1]
11	H	(3)	239.95	2.596	14.6%	0.173	14.6%	160.8	5.2%	4.483	13.7%	12.02%	27.3%	27.6%	45.1%	[1-1.00 1]
12	H	(3)	259.65	2.573	14.5%	0.186	14.5%	161.1	5.3%	4.438	13.5%	11.53%	27.3%	27.8%	44.9%	[1-1.00 1]
13	H	(3)	280.51	2.573	14.7%	0.200	14.7%	162.8	5.2%	4.389	13.8%	11.15%	26.9%	28.0%	45.1%	[1-1.00 1]
14	H	(3)	300.20	2.638	14.6%	0.220	14.6%	163.1	4.9%	4.491	13.7%	10.69%	27.4%	27.8%	44.8%	[1-1.00 1]
15	H	(3)	321.04	2.800	15.3%	0.250	15.3%	171.5	4.7%	4.535	14.6%	10.41%	29.0%	24.8%	46.2%	[1-1.00 1]
16	H	(6)	340.72	2.719	15.3%	0.257	15.3%	167.3	4.7%	4.515	14.6%	10.09%	29.5%	25.6%	44.8%	[1-1.00 1]
17	H	(6)	360.40	2.675	15.0%	0.268	15.0%	163.5	4.8%	4.545	14.2%	9.78%	28.8%	27.0%	44.2%	[1-1.00 1]
18	H	(6)	381.25	2.643	15.8%	0.280	15.8%	161.4	6.3%	4.549	14.4%	9.51%	28.8%	27.2%	43.9%	[1-1.00 1]
19	H	(6)	400.95	2.552	16.7%	0.284	16.7%	157.9	7.9%	4.491	14.7%	9.31%	28.4%	28.5%	43.1%	[1-1.00 1]
20	H	(6)	419.49	2.334	16.3%	0.272	16.3%	146.8	8.6%	4.417	13.8%	9.08%	27.0%	32.5%	40.5%	[1-1.00 1]
21	H	(6)	440.34	2.202	16.0%	0.269	16.0%	140.6	9.0%	4.351	13.2%	8.87%	26.2%	34.5%	39.3%	[1-1.00 1]
22	H	(6)	460.03	1.992	15.7%	0.255	15.7%	129.4	9.4%	4.277	12.5%	8.71%	26.2%	36.8%	37.0%	[1-1.00 1]
23	H	(6)	479.73	1.869	14.0%	0.249	14.0%	122.4	8.0%	4.240	11.4%	8.51%	25.8%	39.3%	34.9%	[1-1.00 1]
24	H	(6)	500.61	1.814	12.1%	0.252	12.1%	117.9	6.6%	4.275	10.1%	8.27%	25.4%	40.7%	33.9%	[1-1.00 1]
25	H	(6)	520.29	1.820	11.5%	0.263	11.5%	117.8	6.5%	4.293	9.5%	8.11%	26.2%	39.9%	33.9%	[1-1.00 1]
26	H	(6)	539.99	1.837	11.1%	0.276	11.1%	119.1	6.3%	4.285	9.2%	7.99%	26.3%	39.8%	33.9%	[1-1.00 1]
27	H	(6)	559.70	1.914	10.8%	0.298	10.8%	122.9	5.9%	4.325	9.0%	7.84%	26.1%	39.5%	34.3%	[1-1.00 1]
28	H	(6)	580.54	1.874	10.2%	0.302	10.2%	120.4	5.7%	4.324	8.4%	7.68%	26.0%	40.2%	33.8%	[1-1.00 1]
29	H	(6)	600.23	1.892	9.6%	0.315	9.6%	120.5	5.3%	4.360	8.1%	7.52%	26.0%	40.3%	33.7%	[1-1.00 1]
30	H	(6)	619.92	1.909	9.3%	0.329	9.3%	121.0	5.0%	4.384	7.8%	7.37%	25.7%	40.6%	33.7%	[1-1.00 1]
31	H	(6)	640.77	1.939	9.3%	0.345	9.3%	121.8	5.2%	4.423	7.8%	7.23%	26.1%	39.7%	34.3%	[1-1.00 1]
32	H	(6)	660.46	1.966	9.3%	0.361	9.3%	124.2	5.2%	4.399	7.7%	7.14%	26.4%	38.7%	34.9%	[1-1.00 1]
33	H	(6)	680.17	2.014	9.2%	0.381	9.2%	126.7	5.2%	4.417	7.6%	7.04%	26.3%	37.9%	35.8%	[1-1.00 1]
34	H	(6)	699.87	2.053	9.2%	0.399	9.2%	128.3	5.3%	4.446	7.5%	6.92%	26.8%	37.2%	36.0%	[1-1.00 1]
35	H	(6)	720.73	2.088	9.0%	0.418	9.0%	130.5	5.0%	4.443	7.5%	6.84%	27.0%	36.4%	36.6%	[1-1.00 1]
36	H	(6)	740.43	2.135	8.8%	0.439	8.8%	132.7	4.5%	4.467	7.5%	6.74%	27.4%	35.5%	37.1%	[1-1.00 1]
37	H	(6)	760.10	2.233	9.1%	0.471	9.1%	137.5	4.5%	4.512	8.0%	6.65%	27.8%	34.0%	38.2%	[1-1.00 1]
38	H	(6)	780.95	2.319	9.5%	0.503	9.5%	141.1	4.7%	4.564	8.3%	6.54%	28.3%	32.7%	39.0%	[1-1.00 1]
39	H	(6)	800.65	2.379	9.7%	0.529	9.7%	143.0	4.7%	4.619	8.5%	6.44%	28.4%	32.2%	39.5%	[1-1.00 1]
40	H	(6)	820.33	2.407	10.0%	0.548	10.0%	144.3	4.8%	4.634	8.8%	6.35%	28.5%	31.9%	39.6%	[1-1.00 1]
41	H	(6)	840.03	2.374	10.1%	0.554	10.1%	143.2	5.3%	4.606	8.6%	6.28%	28.5%	32.3%	39.2%	[1-1.00 1]
42	H	(6)	860.88	2.315	9.8%	0.553	9.8%	140.4	5.2%	4.578	8.3%	6.20%	28.6%	33.0%	38.5%	[1-1.00 1]
43	H	(6)	880.59	2.306	9.8%	0.564	9.8%	140.4	5.2%	4.561	8.3%	6.15%	28.8%	32.7%	38.4%	[1-1.00 1]
44	H	(6)	900.28	2.298	9.9%	0.575	9.9%	140.4	5.2%	4.546	8.4%	6.08%	29.1%	32.4%	38.5%	[1-1.00 1]
45	H	(6)	922.30	2.299	10.2%	0.589	10.2%	139.2	5.9%	4.586	8.4%	5.99%	29.6%	32.0%	38.4%	[1-1.00 1]
46	H	(6)	942.01	2.337	10.8%	0.611	10.8%	141.0	6.1%	4.604	8.9%	5.92%	29.8%	31.0%	39.2%	[1-1.00 1]
