[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	0.526	100.0%	0.003	100.0%	199.9	28.8%	0.731	100.0%	100.00%	32.5%	13.1%	54.4%	[1-0.55 0]
1	H	(3)	39.45	0.354	100.0%	0.004	100.0%	201.9	32.1%	0.487	100.0%	95.12%	32.7%	12.4%	54.9%	[1-0.55 0]
2	H	(3)	59.16	0.236	100.0%	0.004	100.0%	181.5	31.5%	0.361	100.0%	85.36%	30.7%	19.8%	49.5%	[1-0.55 0]
3	H	(3)	80.04	0.165	100.0%	0.004	100.0%	165.5	29.5%	0.277	100.0%	83.19%	33.4%	21.5%	45.1%	[1-0.55 0]
4	H	(3)	99.74	0.132	100.0%	0.004	100.0%	152.6	28.3%	0.240	100.0%	81.03%	37.3%	21.0%	41.7%	[1-0.55 0]
5	H	(3)	119.44	0.117	100.0%	0.004	100.0%	123.5	27.1%	0.263	100.0%	71.81%	45.9%	20.8%	33.4%	[1-0.55 0]
6	H	(3)	139.16	0.083	100.0%	0.003	100.0%	92.9	22.3%	0.248	100.0%	71.81%	54.6%	20.8%	24.7%	[1-0.55 0]
7	H	(3)	160.03	0.069	98.2%	0.003	98.2%	76.7	19.1%	0.251	96.3%	69.00%	65.3%	14.8%	19.8%	[1-0.55 0]
8	H	(3)	179.75	0.063	88.0%	0.003	88.0%	65.9	18.2%	0.264	86.1%	65.55%	72.0%	11.3%	16.7%	[1-0.55 0]
9	H	(3)	199.47	0.052	84.8%	0.003	84.8%	56.6	17.3%	0.257	83.0%	64.26%	76.3%	10.1%	13.6%	[1-0.55 0]
10	H	(3)	220.31	0.042	86.9%	0.003	86.9%	50.5	17.4%	0.229	85.1%	63.38%	75.5%	12.8%	11.8%	[1-0.55 0]
11	H	(3)	240.02	0.049	79.8%	0.003	79.8%	58.8	17.7%	0.233	77.8%	56.97%	70.8%	15.0%	14.2%	[1-0.55 0]
