[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	0.632	100.0%	0.003	100.0%	208.2	25.5%	0.843	100.0%	100.00%	31.5%	11.6%	56.8%	[1-1.00 0]
1	H	(3)	39.48	0.354	100.0%	0.004	100.0%	206.2	32.6%	0.477	100.0%	95.12%	32.2%	11.6%	56.2%	[1-1.00 0]
2	H	(3)	59.12	0.232	100.0%	0.004	100.0%	200.0	38.9%	0.323	100.0%	95.12%	26.0%	19.4%	54.6%	[1-1.00 0]
3	H	(3)	79.91	0.186	100.0%	0.004	100.0%	196.0	42.1%	0.263	100.0%	90.24%	22.8%	23.6%	53.6%	[1-1.00 0]
4	H	(3)	99.63	0.146	100.0%	0.004	100.0%	193.9	46.3%	0.208	100.0%	90.24%	20.9%	26.0%	53.1%	[1-1.00 0]
5	H	(3)	119.34	0.106	100.0%	0.004	100.0%	182.8	52.0%	0.162	100.0%	88.07%	19.1%	30.7%	50.1%	[1-1.00 0]
6	H	(3)	139.06	0.106	100.0%	0.004	100.0%	172.7	54.5%	0.170	100.0%	83.19%	17.0%	35.5%	47.5%	[1-1.00 0]
7	H	(3)	159.97	0.090	100.0%	0.004	100.0%	166.5	55.3%	0.150	100.0%	83.19%	18.5%	35.6%	45.9%	[1-1.00 0]
8	H	(3)	179.68	0.079	100.0%	0.004	100.0%	161.0	57.5%	0.136	100.0%	83.19%	20.2%	35.5%	44.3%	[1-1.00 0]
9	H	(3)	199.40	0.085	100.0%	0.005	100.0%	151.3	55.2%	0.157	100.0%	73.99%	22.9%	35.5%	41.6%	[1-1.00 0]
10	H	(3)	219.11	0.076	100.0%	0.005	100.0%	147.3	56.5%	0.144	100.0%	73.99%	23.8%	35.7%	40.6%	[1-1.00 0]
11	H	(3)	239.98	0.072	100.0%	0.005	100.0%	143.3	58.8%	0.139	100.0%	72.70%	24.7%	35.9%	39.4%	[1-1.00 0]
12	H	(3)	259.69	0.052	100.0%	0.004	100.0%	139.7	51.4%	0.103	100.0%	71.41%	25.6%	36.0%	38.4%	[1-1.00 0]
13	H	(3)	279.38	0.053	100.0%	0.004	100.0%	135.0	42.2%	0.109	100.0%	66.53%	25.3%	37.7%	37.0%	[1-1.00 0]
14	H	(3)	300.25	0.052	100.0%	0.004	100.0%	135.1	34.8%	0.107	100.0%	63.07%	25.5%	37.5%	37.0%	[1-1.00 0]
15	H	(3)	319.94	0.049	100.0%	0.004	100.0%	135.8	26.8%	0.100	100.0%	63.07%	25.5%	37.4%	37.2%	[1-1.00 0]
16	H	(3)	339.64	0.063	72.5%	0.006	72.5%	136.5	17.4%	0.127	70.3%	57.31%	25.7%	36.9%	37.4%	[1-1.00 0]
17	H	(3)	359.34	0.067	67.0%	0.007	67.0%	136.4	16.3%	0.136	65.0%	53.39%	25.7%	36.9%	37.4%	[1-1.00 0]
18	H	(3)	380.21	0.082	56.2%	0.009	56.2%	138.3	14.8%	0.164	54.2%	48.64%	26.8%	35.2%	38.0%	[1-1.00 0]
19	H	(3)	399.91	0.090	50.7%	0.010	50.7%	138.9	13.4%	0.180	49.0%	45.32%	26.4%	35.4%	38.1%	[1-1.00 0]
20	H	(3)	419.62	0.086	52.5%	0.010	52.5%	139.0	11.9%	0.172	51.1%	45.32%	26.5%	35.3%	38.2%	[1-1.00 0]
21	H	(3)	439.33	0.082	54.4%	0.010	54.4%	139.2	11.3%	0.164	53.3%	45.32%	26.1%	35.7%	38.2%	[1-1.00 0]
22	H	(3)	460.22	0.091	49.0%	0.012	49.0%	140.2	10.7%	0.180	47.8%	42.50%	25.9%	35.6%	38.4%	[1-1.00 0]
23	H	(3)	479.94	0.088	49.4%	0.012	49.4%	140.0	10.4%	0.175	48.3%	41.99%	26.0%	35.6%	38.4%	[1-1.00 0]
24	H	(3)	499.67	0.085	49.8%	0.012	49.8%	140.1	10.2%	0.168	48.8%	41.99%	25.9%	35.6%	38.4%	[1-1.00 0]
25	H	(3)	519.37	0.094	47.2%	0.014	47.2%	147.4	9.9%	0.177	46.1%	40.84%	28.6%	31.1%	40.3%	[1-1.00 0]
26	H	(3)	540.24	0.104	45.1%	0.016	45.1%	156.9	9.6%	0.185	44.1%	39.46%	31.0%	26.2%	42.9%	[1-1.00 0]
27	H	(3)	559.96	0.108	45.6%	0.017	45.6%	165.2	9.5%	0.181	44.6%	39.46%	33.4%	21.5%	45.0%	[1-1.00 0]
28	H	(3)	579.69	0.112	46.1%	0.018	46.1%	174.5	9.4%	0.178	45.1%	39.46%	35.9%	16.8%	47.3%	[1-1.00 0]
29	H	(3)	599.39	0.122	44.4%	0.020	44.4%	185.1	9.4%	0.183	43.4%	38.40%	37.9%	12.0%	50.1%	[1-1.00 0]
30	H	(3)	620.31	0.130	42.4%	0.022	42.4%	190.4	9.3%	0.189	41.3%	37.05%	36.2%	12.3%	51.6%	[1-1.00 0]
31	H	(3)	640.03	0.127	43.1%	0.023	43.1%	193.9	9.3%	0.182	42.0%	37.05%	35.4%	12.0%	52.6%	[1-1.00 0]
32	H	(3)	659.75	0.131	41.9%	0.024	41.9%	197.3	9.3%	0.184	40.9%	36.31%	34.4%	12.0%	53.6%	[1-1.00 0]
33	H	(3)	679.44	0.131	41.7%	0.025	41.7%	199.5	9.1%	0.183	40.7%	35.62%	33.6%	12.0%	54.4%	[1-1.00 0]
34	H	(3)	700.36	0.124	41.1%	0.024	41.1%	191.0	8.9%	0.180	40.2%	34.87%	31.0%	16.8%	52.2%	[1-1.00 0]
35	H	(3)	720.06	0.120	39.3%	0.024	39.3%	182.5	8.6%	0.182	38.4%	34.13%	29.0%	21.0%	49.9%	[1-1.00 0]
36	H	(3)	739.76	0.112	38.5%	0.023	38.5%	173.0	8.3%	0.180	37.6%	33.72%	26.6%	25.9%	47.4%	[1-1.00 0]
37	H	(3)	759.48	0.105	38.1%	0.022	38.1%	164.6	8.0%	0.177	37.2%	33.10%	24.3%	30.5%	45.2%	[1-1.00 0]
38	H	(3)	780.40	0.101	36.6%	0.022	36.6%	156.1	7.7%	0.179	35.8%	32.19%	21.9%	35.1%	42.9%	[1-1.00 0]
39	H	(3)	800.10	0.099	37.1%	0.022	37.1%	156.6	7.6%	0.175	36.3%	32.19%	22.0%	34.9%	43.1%	[1-1.00 0]
40	H	(3)	819.81	0.107	36.2%	0.024	36.2%	165.4	7.7%	0.180	35.4%	31.66%	24.3%	30.6%	45.1%	[1-1.00 0]
41	H	(3)	839.53	0.112	36.7%	0.026	36.7%	174.4	7.8%	0.178	35.9%	31.66%	26.5%	26.0%	47.5%	[1-1.00 0]
42	H	(3)	860.41	0.118	36.4%	0.028	36.4%	182.7	7.7%	0.180	35.6%	31.42%	28.8%	21.5%	49.7%	[1-1.00 0]
43	H	(3)	880.12	0.128	35.4%	0.031	35.4%	191.8	7.7%	0.185	34.6%	30.92%	31.0%	16.9%	52.1%	[1-1.00 0]
44	H	(3)	899.83	0.137	34.9%	0.034	34.9%	201.2	7.7%	0.189	34.0%	30.43%	33.1%	12.4%	54.5%	[1-1.00 0]
45	H	(3)	920.71	0.134	35.0%	0.034	35.0%	201.4	7.6%	0.185	34.2%	30.43%	33.0%	12.3%	54.7%	[1-1.00 0]
46	H	(3)	940.43	0.140	33.5%	0.036	33.5%	201.7	7.5%	0.192	32.6%	29.57%	32.4%	12.7%	54.8%	[1-1.00 0]
47	H	(3)	960.15	0.137	33.7%	0.037	33.7%	201.4	7.4%	0.189	32.9%	29.57%	32.5%	12.7%	54.8%	[1-1.00 0]
48	H	(3)	979.85	0.137	33.4%	0.037	33.4%	201.9	7.4%	0.188	32.6%	29.35%	32.2%	12.8%	54.9%	[1-1.00 0]
49	H	(3)	1000.73	0.135	33.4%	0.037	33.4%	201.9	7.3%	0.185	32.6%	29.16%	32.4%	12.7%	54.9%	[1-1.00 0]
50	H	(3)	1020.44	0.132	33.6%	0.037	33.6%	202.0	7.2%	0.182	32.8%	29.16%	32.8%	12.2%	55.0%	[1-1.00 0]
51	H	(3)	1040.14	0.129	33.3%	0.037	33.3%	199.7	7.3%	0.180	32.5%	28.92%	33.4%	12.3%	54.3%	[1-1.00 0]
52	H	(3)	1059.86	0.127	33.1%	0.037	33.1%	197.5	7.2%	0.178	32.3%	28.70%	33.9%	12.4%	53.7%	[1-1.00 0]
53	H	(3)	1080.75	0.129	31.8%	0.039	31.8%	194.5	7.1%	0.184	31.0%	27.99%	35.0%	12.2%	52.8%	[1-1.00 0]
54	H	(3)	1100.47	0.125	31.8%	0.038	31.8%	190.5	7.1%	0.182	31.0%	27.99%	35.5%	12.8%	51.7%	[1-1.00 0]
55	H	(3)	1120.19	0.122	31.2%	0.038	31.2%	184.8	6.9%	0.183	30.4%	27.69%	36.4%	13.4%	50.1%	[1-1.00 0]
56	H	(3)	1139.88	0.121	29.6%	0.038	29.6%	177.0	6.6%	0.191	28.9%	26.95%	34.6%	17.2%	48.1%	[1-1.00 0]
57	H	(3)	1160.76	0.112	30.0%	0.036	30.0%	169.3	6.4%	0.185	29.3%	26.95%	32.3%	21.7%	46.0%	[1-1.00 0]
58	H	(3)	1180.49	0.112	29.8%	0.037	29.8%	168.7	6.5%	0.184	29.1%	26.78%	31.9%	22.2%	45.9%	[1-1.00 0]
