[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	1.327	35.1%	0.007	35.1%	48.1	7.2%	7.662	34.3%	36.60%	68.4%	20.5%	11.1%	[1-0.43 0]
1	H	(3)	39.49	1.351	33.5%	0.015	33.5%	52.8	9.8%	7.112	32.0%	26.65%	72.2%	15.5%	12.3%	[1-0.43 0]
2	H	(3)	59.20	1.673	30.3%	0.028	30.3%	64.7	9.0%	7.179	28.9%	21.72%	72.8%	11.7%	15.6%	[1-0.43 0]
3	H	(3)	80.05	1.486	30.0%	0.033	30.0%	61.1	8.6%	6.759	28.7%	19.84%	76.3%	8.8%	15.0%	[1-0.43 0]
4	H	(3)	99.73	1.460	26.1%	0.040	26.1%	55.4	8.2%	7.320	24.8%	17.44%	78.8%	7.9%	13.3%	[1-1.00 1]
5	H	(3)	119.41	1.592	21.6%	0.053	21.6%	56.5	8.9%	7.827	19.6%	15.65%	82.2%	4.2%	13.5%	[1-1.00 1]
6	H	(3)	139.12	1.627	18.4%	0.063	18.4%	53.9	8.0%	8.386	16.6%	14.08%	84.5%	2.6%	12.8%	[1-1.00 1]
7	H	(3)	159.98	1.295	17.4%	0.058	17.4%	43.3	8.4%	8.303	15.2%	13.19%	87.1%	3.0%	10.0%	[1-1.00 1]
8	H	(3)	179.67	1.255	16.2%	0.063	16.2%	42.2	7.7%	8.253	14.2%	12.46%	87.4%	3.2%	9.3%	[1-1.00 1]
9	H	(3)	199.36	1.341	15.2%	0.074	15.2%	44.4	7.5%	8.395	13.3%	11.84%	87.7%	2.4%	9.9%	[1-1.00 1]
10	H	(3)	220.20	1.269	14.1%	0.078	14.1%	42.6	6.0%	8.279	12.8%	11.33%	88.1%	2.5%	9.4%	[1-1.00 1]
11	H	(3)	239.90	1.255	13.4%	0.084	13.4%	41.5	5.9%	8.404	12.0%	10.81%	88.5%	2.4%	9.1%	[1-1.00 1]
12	H	(6)	259.60	1.283	12.5%	0.092	12.5%	41.7	5.2%	8.546	11.4%	10.35%	89.2%	1.7%	9.1%	[1-1.00 1]
13	H	(6)	279.31	1.174	12.5%	0.091	12.5%	38.7	6.0%	8.416	11.0%	10.02%	89.4%	2.4%	8.2%	[1-1.00 1]
