[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	20.88	0.582	56.1%	0.003	56.1%	33.2	15.5%	4.877	53.9%	40.07%	67.9%	25.3%	6.8%	[1-1.00 0]
1	H	(3)	39.02	0.964	36.5%	0.010	36.5%	43.0	11.7%	6.225	34.6%	26.71%	62.4%	28.1%	9.6%	[1-1.00 0]
2	H	(3)	59.99	1.559	30.2%	0.026	30.2%	65.7	8.2%	6.595	29.0%	20.62%	53.5%	30.4%	16.0%	[1-1.00 0]
3	H	(3)	80.09	1.878	26.0%	0.042	26.0%	74.3	7.6%	7.018	24.8%	17.36%	53.5%	27.9%	18.6%	[1-1.00 0]
4	H	(3)	99.80	2.006	22.8%	0.056	22.8%	74.5	7.4%	7.476	21.6%	14.87%	52.6%	28.7%	18.7%	[1-0.40 2]
5	H	(3)	119.51	2.268	17.9%	0.075	17.9%	81.7	6.4%	7.713	16.7%	13.38%	48.3%	30.8%	20.8%	[1-0.72 0]
6	H	(3)	139.22	2.466	15.7%	0.095	15.7%	87.0	5.6%	7.879	14.7%	12.37%	47.2%	30.4%	22.4%	[1-1.00 1]
7	H	(3)	160.01	2.160	14.4%	0.096	14.4%	76.3	5.1%	7.863	13.5%	11.68%	51.9%	28.7%	19.4%	[1-1.00 1]
8	H	(3)	179.65	1.970	13.1%	0.098	13.1%	66.8	4.7%	8.187	12.2%	10.82%	53.4%	30.0%	16.6%	[1-1.00 1]
9	H	(6)	199.34	1.707	12.4%	0.095	12.4%	58.9	4.1%	8.050	11.7%	10.24%	55.2%	30.4%	14.4%	[1-0.52 2]
10	H	(6)	220.19	1.479	11.7%	0.090	11.7%	49.8	4.0%	8.250	11.0%	9.71%	58.0%	30.3%	11.8%	[1-0.78 2]
11	H	(6)	239.88	1.170	11.1%	0.078	11.1%	38.9	4.3%	8.353	10.3%	9.23%	59.9%	31.5%	8.7%	[1-0.89 0]
12	H	(6)	259.61	1.161	11.2%	0.084	11.2%	38.0	5.3%	8.483	9.9%	8.82%	60.3%	31.3%	8.4%	[1-0.93 0]
13	H	(6)	279.29	1.141	12.0%	0.088	12.0%	37.7	6.8%	8.411	9.8%	8.53%	60.0%	31.6%	8.4%	[1-0.82 0]
14	H	(6)	300.15	1.301	12.3%	0.108	12.3%	42.1	6.9%	8.576	10.2%	8.19%	60.3%	30.0%	9.7%	[1-0.78 0]
15	H	(6)	319.85	1.300	12.2%	0.116	12.2%	42.0	7.3%	8.598	9.9%	7.93%	60.6%	29.8%	9.6%	[1-0.88 0]
16	H	(6)	339.56	1.471	12.7%	0.139	12.7%	46.8	7.5%	8.725	10.2%	7.69%	60.8%	28.2%	11.0%	[1-0.91 0]
17	H	(6)	360.41	1.302	13.4%	0.130	13.4%	42.1	8.6%	8.591	10.2%	7.45%	60.6%	29.8%	9.6%	[1-0.83 0]
18	H	(6)	380.12	1.126	13.0%	0.119	13.0%	36.8	8.2%	8.504	10.1%	7.26%	60.9%	31.0%	8.1%	[1-0.88 0]
19	H	(6)	399.83	1.083	13.0%	0.120	13.0%	35.3	8.6%	8.518	9.7%	7.08%	61.0%	31.2%	7.7%	[1-0.93 0]
20	H	(6)	419.54	1.220	12.9%	0.142	12.9%	39.5	8.4%	8.582	9.8%	6.91%	60.5%	30.6%	9.0%	[1-0.90 0]
21	H	(6)	440.42	1.193	12.7%	0.146	12.7%	38.5	8.7%	8.613	9.3%	6.72%	59.9%	31.4%	8.7%	[1-0.94 0]
22	H	(6)	460.12	1.308	12.9%	0.167	12.9%	42.0	8.9%	8.660	9.3%	6.57%	59.6%	30.8%	9.6%	[1-0.91 0]
23	H	(6)	479.83	1.478	12.9%	0.197	12.9%	47.0	8.7%	8.732	9.5%	6.41%	58.8%	30.2%	11.1%	[1-0.90 0]
24	H	(6)	499.53	1.349	13.9%	0.187	13.9%	43.1	10.4%	8.684	9.3%	6.29%	58.7%	31.3%	10.0%	[1-0.93 0]
25	H	(6)	520.38	1.328	14.8%	0.192	14.8%	42.5	11.5%	8.672	9.3%	6.17%	58.6%	31.6%	9.8%	[1-1.00 0]
26	H	(6)	541.27	1.221	14.7%	0.184	14.7%	39.1	11.5%	8.680	9.1%	6.03%	58.9%	32.1%	9.0%	[1-1.00 0]
27	H	(6)	559.80	1.121	14.3%	0.174	14.3%	36.1	11.2%	8.640	9.0%	5.94%	59.2%	32.5%	8.3%	[1-1.00 1]
28	H	(6)	580.65	0.997	13.8%	0.161	13.8%	32.4	10.8%	8.542	8.6%	5.86%	59.8%	32.9%	7.3%	[1-1.00 1]
29	H	(6)	600.34	0.996	12.2%	0.166	12.2%	32.3	8.8%	8.565	8.5%	5.76%	59.6%	33.2%	7.2%	[1-1.00 1]
30	H	(6)	620.06	0.900	10.9%	0.155	10.9%	29.3	7.0%	8.541	8.3%	5.67%	59.9%	33.8%	6.3%	[1-1.00 1]
31	H	(6)	639.79	0.914	11.0%	0.162	11.0%	29.7	7.2%	8.557	8.3%	5.56%	59.1%	34.6%	6.3%	[1-0.98 1]
32	H	(6)	660.65	0.898	10.8%	0.165	10.8%	29.3	6.7%	8.503	8.4%	5.48%	58.7%	35.1%	6.2%	[1-0.98 1]
33	H	(6)	680.35	0.844	11.4%	0.160	11.4%	27.7	7.3%	8.471	8.8%	5.41%	58.4%	35.9%	5.6%	[1-1.00 0]
34	H	(6)	700.06	0.793	11.5%	0.154	11.5%	26.1	7.4%	8.438	8.8%	5.32%	57.9%	36.9%	5.2%	[1-1.00 1]
35	H	(6)	719.76	0.801	11.7%	0.160	11.7%	26.5	7.7%	8.386	8.8%	5.24%	56.8%	38.0%	5.3%	[1-0.99 1]
36	H	(6)	740.62	0.810	11.9%	0.167	11.9%	26.9	7.9%	8.358	8.8%	5.16%	56.1%	38.5%	5.4%	[1-1.00 1]
37	H	(6)	760.30	0.761	11.5%	0.161	11.5%	25.6	7.6%	8.273	8.6%	5.10%	55.3%	39.8%	4.9%	[1-1.00 1]
38	H	(6)	780.00	0.748	11.6%	0.162	11.6%	25.3	8.0%	8.210	8.4%	5.05%	54.9%	40.2%	4.8%	[1-1.00 1]
39	H	(6)	800.87	0.757	11.6%	0.168	11.6%	25.5	7.8%	8.238	8.5%	4.96%	54.2%	40.9%	4.9%	[1-1.00 0]
40	H	(6)	820.55	0.743	11.6%	0.169	11.6%	25.1	7.7%	8.225	8.7%	4.90%	54.2%	40.9%	4.8%	[1-1.00 1]
41	H	(6)	841.41	0.705	11.5%	0.165	11.5%	23.6	7.8%	8.299	8.5%	4.82%	55.0%	40.6%	4.4%	[1-1.00 1]
