[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.400	100.0%	0.002	100.0%	138.5	23.0%	0.801	100.0%	95.12%	26.5%	35.1%	38.4%	[1-0.43 0]
1	H	(3)	39.43	0.304	100.0%	0.003	100.0%	133.9	21.0%	0.630	100.0%	74.86%	28.4%	34.9%	36.7%	[1-0.43 0]
2	H	(3)	59.11	0.411	83.7%	0.007	83.7%	145.9	18.1%	0.782	81.7%	57.31%	28.1%	32.0%	39.9%	[1-0.43 0]
3	H	(3)	79.96	0.439	75.7%	0.010	75.7%	155.0	16.2%	0.786	73.9%	48.78%	28.4%	29.3%	42.3%	[1-0.43 0]
4	H	(3)	99.65	0.424	69.6%	0.012	69.6%	149.6	15.2%	0.787	68.0%	42.61%	29.0%	30.2%	40.8%	[1-0.43 0]
5	H	(3)	119.36	0.458	52.9%	0.015	52.9%	152.0	12.5%	0.837	51.4%	38.21%	31.9%	26.9%	41.2%	[1-0.43 0]
6	H	(3)	140.21	0.480	47.5%	0.019	47.5%	160.3	10.6%	0.831	46.3%	35.62%	34.2%	22.4%	43.4%	[1-0.43 0]
7	H	(3)	159.92	0.487	42.8%	0.022	42.8%	158.2	9.5%	0.854	41.7%	33.10%	37.5%	19.9%	42.5%	[1-0.43 0]
8	H	(3)	179.61	0.488	39.6%	0.024	39.6%	156.8	8.4%	0.865	38.7%	31.76%	39.8%	18.1%	42.1%	[1-0.43 0]
9	H	(3)	199.31	0.546	35.8%	0.030	35.8%	165.9	7.9%	0.915	34.9%	29.57%	40.5%	15.1%	44.4%	[1-0.43 0]
10	H	(3)	220.20	0.562	34.1%	0.034	34.1%	171.9	7.6%	0.908	33.2%	28.30%	39.7%	14.2%	46.1%	[1-0.43 0]
11	H	(3)	239.90	0.544	33.4%	0.036	33.4%	174.4	7.2%	0.867	32.7%	27.71%	38.9%	14.3%	46.8%	[1-0.43 0]
12	H	(3)	259.61	0.562	30.6%	0.041	30.6%	174.5	7.1%	0.895	29.8%	25.95%	38.2%	14.6%	47.2%	[1-0.43 0]
13	H	(3)	279.30	0.554	28.6%	0.043	28.6%	168.5	6.9%	0.913	27.8%	24.63%	39.1%	15.5%	45.4%	[1-0.43 0]
14	H	(3)	300.17	0.521	26.7%	0.043	26.7%	155.0	6.7%	0.934	25.8%	23.31%	39.1%	18.9%	42.0%	[1-0.43 0]
15	H	(3)	319.87	0.457	25.1%	0.041	25.1%	136.1	6.6%	0.934	24.2%	22.34%	38.0%	25.0%	37.0%	[1-0.43 0]
16	H	(3)	339.56	0.391	24.2%	0.037	24.2%	118.0	6.4%	0.921	23.3%	21.68%	37.3%	30.5%	32.1%	[1-0.43 0]
17	H	(3)	360.41	0.337	22.8%	0.034	22.8%	100.4	6.5%	0.932	21.9%	20.75%	36.3%	36.6%	27.2%	[1-0.43 0]
18	H	(3)	380.11	0.309	20.9%	0.033	20.9%	87.3	6.4%	0.982	19.9%	19.54%	34.8%	41.4%	23.9%	[1-0.43 0]
19	H	(3)	399.81	0.293	20.1%	0.033	20.1%	80.5	6.4%	1.012	19.0%	18.82%	35.8%	42.4%	21.8%	[1-0.43 0]
20	H	(3)	419.50	0.289	19.4%	0.034	19.4%	76.4	6.3%	1.051	18.3%	18.42%	38.2%	41.3%	20.5%	[1-1.00 1]
21	H	(3)	440.36	0.289	19.1%	0.035	19.1%	74.3	6.7%	1.081	17.9%	17.78%	39.4%	41.0%	19.6%	[1-1.00 1]
22	H	(3)	460.04	0.290	19.0%	0.037	19.0%	72.7	6.2%	1.106	17.9%	17.22%	39.9%	41.0%	19.1%	[1-1.00 1]
23	H	(3)	479.73	0.268	18.7%	0.036	18.7%	65.9	6.4%	1.130	17.6%	16.60%	38.1%	44.6%	17.2%	[1-1.00 1]
24	H	(3)	500.59	0.233	19.1%	0.032	19.1%	57.0	6.3%	1.135	18.0%	16.10%	36.2%	49.1%	14.7%	[1-1.00 1]
25	H	(3)	520.32	0.199	19.1%	0.029	19.1%	49.4	6.4%	1.120	18.0%	15.65%	32.3%	55.3%	12.5%	[1-1.00 1]
26	H	(3)	540.00	0.153	19.0%	0.023	19.0%	38.0	6.6%	1.120	17.8%	15.18%	29.8%	60.8%	9.4%	[1-1.00 1]
27	H	(3)	559.69	0.133	18.1%	0.021	18.1%	32.4	6.6%	1.137	16.8%	14.65%	28.8%	63.5%	7.7%	[1-1.00 1]
28	H	(3)	580.54	0.137	16.7%	0.022	16.7%	32.0	5.7%	1.187	15.7%	14.07%	30.4%	62.2%	7.5%	[1-1.00 1]
29	H	(3)	600.23	0.151	15.6%	0.025	15.6%	34.5	5.7%	1.218	14.6%	13.76%	32.2%	59.7%	8.1%	[1-1.00 1]
30	H	(3)	619.93	0.161	15.7%	0.028	15.7%	36.6	6.5%	1.225	14.3%	13.66%	35.9%	55.3%	8.8%	[1-1.00 1]
31	H	(3)	640.79	0.170	14.7%	0.030	14.7%	37.5	5.7%	1.255	13.6%	13.43%	38.5%	52.5%	9.0%	[1-1.00 1]
32	H	(3)	660.50	0.173	14.4%	0.032	14.4%	37.7	5.5%	1.277	13.3%	13.17%	40.2%	50.8%	9.0%	[1-1.00 1]
33	H	(3)	680.20	0.154	14.4%	0.029	14.4%	33.3	5.9%	1.290	13.1%	12.95%	41.7%	50.7%	7.6%	[1-1.00 1]
