[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.64	0.484	35.0%	0.003	35.0%	17.7	10.0%	7.605	33.6%	30.47%	40.6%	56.9%	2.4%	[1-0.95 0]
1	H	(3)	39.34	1.029	25.6%	0.011	25.6%	33.0	6.3%	8.676	24.8%	20.11%	36.4%	55.9%	7.8%	[1-0.95 0]
2	H	(3)	59.03	1.407	23.0%	0.023	23.0%	43.9	6.0%	8.897	22.2%	16.60%	41.3%	47.7%	11.0%	[1-1.00 1]
3	H	(3)	79.89	1.369	21.2%	0.030	21.2%	42.1	7.0%	9.036	20.0%	14.26%	43.2%	46.3%	10.5%	[1-1.00 1]
4	H	(3)	99.59	1.357	19.7%	0.038	19.7%	40.2	7.6%	9.374	18.2%	12.73%	46.5%	43.6%	9.9%	[1-1.00 1]
5	H	(3)	119.28	1.583	17.1%	0.052	17.1%	45.4	8.7%	9.673	14.8%	11.64%	49.6%	39.0%	11.4%	[1-1.00 1]
6	H	(3)	140.14	1.614	15.6%	0.063	15.6%	43.7	9.0%	10.267	12.8%	10.60%	56.2%	33.3%	10.5%	[1-1.00 1]
7	H	(6)	159.87	1.394	15.5%	0.062	15.5%	37.3	10.4%	10.373	11.5%	9.84%	57.5%	34.0%	8.5%	[1-0.97 2]
8	H	(6)	179.58	1.382	15.1%	0.069	15.1%	36.5	10.7%	10.525	10.6%	9.21%	58.5%	33.4%	8.1%	[1-0.92 2]
9	H	(6)	199.29	1.428	14.5%	0.079	14.5%	38.9	10.3%	10.200	10.2%	8.83%	56.7%	34.6%	8.7%	[1-0.93 2]
10	H	(6)	220.15	1.421	13.6%	0.087	13.6%	39.0	9.5%	10.127	9.7%	8.36%	56.0%	35.2%	8.8%	[1-0.78 2]
11	H	(6)	239.86	1.427	14.0%	0.095	14.0%	40.3	10.4%	9.845	9.3%	8.04%	53.7%	37.1%	9.2%	[1-0.59 2]
12	H	(6)	259.57	1.539	12.9%	0.111	12.9%	44.0	9.4%	9.720	8.8%	7.67%	51.6%	38.1%	10.3%	[1-0.31 2]
13	H	(6)	279.25	1.569	12.5%	0.122	12.5%	44.9	9.4%	9.714	8.3%	7.37%	50.1%	39.4%	10.6%	[1-0.16 2]
14	H	(6)	300.12	1.575	12.3%	0.131	12.3%	45.0	9.4%	9.724	7.9%	7.12%	49.4%	40.0%	10.6%	[1-0.33 2]
15	H	(6)	319.82	1.587	11.4%	0.141	11.4%	45.9	8.4%	9.614	7.7%	6.90%	47.7%	41.4%	10.8%	[1-0.35 2]
16	H	(6)	339.50	1.484	11.1%	0.140	11.1%	43.7	8.3%	9.442	7.4%	6.70%	46.2%	43.7%	10.2%	[1-0.24 2]
17	H	(6)	360.35	1.362	11.3%	0.136	11.3%	40.5	8.7%	9.348	7.2%	6.50%	45.8%	45.0%	9.3%	[1-0.24 2]
18	H	(6)	380.04	1.355	10.6%	0.143	10.6%	40.4	7.9%	9.324	7.0%	6.37%	45.8%	45.0%	9.2%	[1-0.43 2]
19	H	(6)	399.75	1.210	10.5%	0.134	10.5%	36.8	7.9%	9.136	6.9%	6.24%	45.8%	46.1%	8.1%	[1-0.25 2]
20	H	(6)	419.45	1.128	10.3%	0.131	10.3%	34.7	7.8%	9.037	6.8%	6.09%	45.7%	46.7%	7.6%	[1-0.15 2]
21	H	(6)	440.32	1.075	9.7%	0.131	9.7%	33.3	7.1%	8.960	6.6%	5.96%	45.1%	47.7%	7.2%	[1-0.12 2]
