[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.56	0.738	100.0%	0.004	100.0%	202.2	23.2%	1.014	100.0%	95.12%	32.2%	12.6%	55.2%	[1-1.00 0]
1	H	(3)	39.30	0.355	100.0%	0.004	100.0%	194.2	28.9%	0.508	100.0%	95.12%	22.9%	23.7%	53.4%	[1-1.00 0]
2	H	(3)	59.00	0.229	100.0%	0.004	100.0%	191.6	35.7%	0.332	100.0%	95.12%	19.8%	27.6%	52.6%	[1-1.00 0]
3	H	(3)	79.86	0.222	100.0%	0.005	100.0%	162.9	35.9%	0.379	100.0%	81.02%	19.3%	36.6%	44.1%	[1-1.00 0]
4	H	(3)	99.60	0.207	100.0%	0.006	100.0%	143.3	35.5%	0.401	100.0%	73.33%	20.2%	41.1%	38.7%	[1-1.00 0]
5	H	(3)	119.30	0.213	100.0%	0.007	100.0%	141.1	37.8%	0.420	100.0%	69.88%	16.0%	45.8%	38.3%	[1-1.00 0]
6	H	(3)	139.38	0.222	100.0%	0.009	100.0%	140.5	36.4%	0.439	100.0%	65.68%	15.6%	46.2%	38.2%	[1-1.00 0]
10	H	(3)	220.47	0.078	100.0%	0.005	100.0%	113.9	30.2%	0.191	100.0%	54.95%	20.2%	49.3%	30.4%	[1-1.00 0]
15	H	(3)	322.43	0.194	100.0%	0.017	100.0%	111.1	28.3%	0.485	96.0%	29.81%	29.5%	40.5%	29.9%	[1-1.00 0]
16	H	(3)	340.98	0.332	54.6%	0.031	54.6%	110.2	26.2%	0.836	47.9%	22.72%	33.0%	37.2%	29.8%	[1-1.00 0]
17	H	(3)	360.68	0.357	38.3%	0.036	38.3%	89.1	23.4%	1.112	30.4%	19.62%	40.2%	36.0%	23.8%	[1-1.00 0]
18	H	(3)	380.38	0.326	26.2%	0.034	26.2%	68.5	15.7%	1.322	21.0%	17.83%	47.3%	34.9%	17.7%	[1-1.00 1]
19	H	(3)	400.08	0.397	23.8%	0.044	23.8%	70.9	14.2%	1.557	19.1%	16.20%	50.5%	30.7%	18.8%	[1-1.00 1]
20	H	(3)	422.08	0.461	20.9%	0.054	20.9%	71.6	12.2%	1.787	17.0%	14.57%	47.9%	33.2%	19.0%	[1-1.00 1]
21	H	(3)	439.46	0.478	19.1%	0.058	19.1%	67.9	11.5%	1.956	15.2%	13.68%	48.2%	33.7%	18.1%	[1-1.00 1]
22	H	(3)	460.32	0.438	16.1%	0.056	16.1%	58.5	8.3%	2.081	13.8%	12.80%	47.1%	37.5%	15.4%	[1-1.00 1]
23	H	(3)	480.00	0.384	16.1%	0.051	16.1%	50.4	9.3%	2.113	13.1%	12.30%	47.0%	39.7%	13.3%	[1-1.00 1]
24	H	(3)	499.69	0.389	15.2%	0.054	15.2%	49.6	9.0%	2.174	12.2%	11.78%	43.9%	42.9%	13.2%	[1-1.00 1]
25	H	(3)	520.56	0.433	13.6%	0.063	13.6%	52.5	7.7%	2.292	11.3%	11.14%	41.2%	44.4%	14.3%	[1-1.00 1]
26	H	(3)	540.26	0.603	12.9%	0.090	12.9%	67.6	6.9%	2.478	10.9%	10.64%	41.6%	40.1%	18.2%	[1-1.00 1]
27	H	(3)	559.97	0.716	12.1%	0.111	12.1%	75.9	6.0%	2.620	10.5%	10.22%	41.6%	37.7%	20.7%	[1-1.00 1]
28	H	(6)	579.68	0.857	11.4%	0.138	11.4%	86.4	5.5%	2.753	10.0%	9.82%	39.5%	36.9%	23.7%	[1-1.00 1]
29	H	(6)	600.55	0.965	10.9%	0.161	10.9%	92.1	5.1%	2.909	9.6%	9.43%	40.0%	34.9%	25.1%	[1-1.00 1]
30	H	(6)	620.25	1.048	10.5%	0.181	10.5%	95.5	5.0%	3.047	9.3%	9.07%	39.7%	34.3%	26.0%	[1-1.00 1]
31	H	(6)	639.93	0.977	10.3%	0.174	10.3%	89.7	4.9%	3.026	9.1%	8.88%	38.1%	37.3%	24.6%	[1-1.00 1]
32	H	(6)	660.78	0.999	10.1%	0.183	10.1%	89.5	5.0%	3.100	8.8%	8.61%	36.4%	38.9%	24.6%	[1-1.00 1]
33	H	(6)	680.47	0.993	10.1%	0.188	10.1%	87.3	5.4%	3.160	8.6%	8.38%	36.4%	39.6%	24.0%	[1-1.00 1]
34	H	(6)	700.17	0.984	10.1%	0.191	10.1%	84.9	5.7%	3.219	8.4%	8.14%	34.9%	41.6%	23.5%	[1-1.00 1]
35	H	(6)	719.85	0.988	10.1%	0.198	10.1%	84.0	5.9%	3.268	8.2%	7.96%	35.0%	41.9%	23.1%	[1-1.00 1]
36	H	(6)	740.70	1.010	10.3%	0.208	10.3%	84.1	6.5%	3.334	8.0%	7.76%	35.1%	41.8%	23.1%	[1-1.00 1]
37	H	(6)	760.38	1.062	10.4%	0.224	10.4%	87.7	6.7%	3.364	8.0%	7.65%	35.6%	40.5%	24.0%	[1-1.00 1]
38	H	(6)	780.08	1.122	10.0%	0.243	10.0%	90.5	6.3%	3.443	7.8%	7.49%	35.7%	39.4%	24.8%	[1-1.00 1]
39	H	(6)	800.93	1.214	9.6%	0.270	9.6%	94.2	5.8%	3.579	7.6%	7.29%	36.9%	37.3%	25.8%	[1-1.00 1]
40	H	(6)	820.62	1.278	9.2%	0.291	9.2%	96.8	5.5%	3.670	7.4%	7.11%	36.5%	37.1%	26.4%	[1-1.00 1]
41	H	(6)	840.32	1.322	8.9%	0.309	8.9%	98.3	5.2%	3.737	7.2%	6.96%	36.3%	36.9%	26.8%	[1-1.00 1]
