[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	6.222	32.9%	0.034	32.9%	201.9	8.1%	8.559	31.9%	30.42%	23.1%	22.2%	54.6%	[1-1.00 0]
1	H	(3)	39.45	4.209	29.9%	0.046	29.9%	154.1	7.7%	7.586	28.9%	22.28%	24.5%	33.8%	41.8%	[1-1.00 0]
2	H	(3)	59.16	4.631	25.6%	0.076	25.6%	157.6	6.7%	8.163	24.7%	17.70%	27.0%	30.3%	42.7%	[1-1.00 0]
3	H	(3)	80.02	4.804	22.8%	0.107	22.8%	157.0	6.5%	8.502	21.9%	14.99%	29.6%	27.9%	42.5%	[1-1.00 1]
4	H	(3)	99.72	4.600	21.3%	0.127	21.3%	150.7	6.4%	8.482	20.4%	13.29%	30.7%	28.4%	40.8%	[1-0.43 0]
5	H	(3)	119.43	4.251	16.9%	0.141	16.9%	135.9	5.4%	8.690	16.0%	12.07%	32.4%	30.9%	36.8%	[1-0.43 0]
6	H	(3)	139.16	4.486	14.9%	0.173	14.9%	138.6	4.8%	8.989	14.1%	11.23%	34.5%	27.8%	37.7%	[1-1.00 1]
7	H	(3)	160.03	4.065	13.7%	0.181	13.7%	129.5	4.9%	8.723	12.7%	10.60%	34.3%	30.3%	35.4%	[1-1.00 1]
8	H	(6)	179.72	3.635	12.9%	0.181	12.9%	119.7	5.0%	8.434	11.9%	10.08%	33.2%	33.8%	33.0%	[1-1.00 1]
9	H	(6)	199.42	3.453	12.1%	0.191	12.1%	114.5	4.9%	8.380	11.0%	9.54%	32.5%	36.0%	31.6%	[1-1.00 1]
10	H	(6)	219.12	3.140	11.7%	0.191	11.7%	106.2	5.1%	8.211	10.5%	9.13%	31.6%	38.6%	29.9%	[1-1.00 1]
11	H	(6)	239.98	2.969	11.3%	0.198	11.3%	101.8	5.5%	8.101	9.9%	8.72%	30.1%	41.1%	28.8%	[1-1.00 1]
12	H	(6)	259.69	2.745	10.7%	0.198	10.7%	94.1	5.4%	8.099	9.3%	8.34%	29.0%	44.1%	27.0%	[1-1.00 1]
13	H	(6)	279.40	2.458	10.3%	0.191	10.3%	86.5	5.1%	7.891	9.0%	8.07%	27.6%	47.1%	25.3%	[1-1.00 1]
14	H	(6)	300.27	2.243	10.2%	0.187	10.2%	81.0	5.2%	7.693	8.7%	7.83%	26.5%	49.1%	24.4%	[1-1.00 1]
15	H	(6)	319.97	2.282	9.9%	0.203	9.9%	82.0	5.4%	7.734	8.4%	7.55%	26.7%	48.8%	24.5%	[1-1.00 1]
16	H	(6)	339.68	2.308	9.5%	0.218	9.5%	82.3	5.1%	7.787	8.0%	7.31%	26.1%	49.4%	24.5%	[1-1.00 1]
17	H	(6)	359.40	2.421	9.4%	0.242	9.4%	86.2	5.2%	7.799	7.8%	7.12%	26.6%	48.1%	25.3%	[1-1.00 1]
18	H	(6)	380.27	2.633	9.1%	0.278	9.1%	92.1	5.2%	7.941	7.6%	6.90%	27.4%	46.1%	26.5%	[1-1.00 1]
19	H	(6)	399.98	2.812	9.1%	0.312	9.1%	97.4	5.3%	8.020	7.4%	6.73%	28.0%	44.8%	27.2%	[1-1.00 1]
20	H	(6)	419.69	2.830	9.0%	0.330	9.0%	97.8	5.5%	8.038	7.2%	6.57%	28.0%	44.6%	27.4%	[1-1.00 1]
21	H	(6)	439.40	2.817	9.3%	0.344	9.3%	97.9	6.1%	7.996	7.0%	6.44%	28.1%	44.4%	27.4%	[1-1.00 1]
22	H	(6)	460.27	2.794	9.1%	0.357	9.1%	97.3	5.9%	7.980	6.9%	6.29%	27.8%	45.0%	27.2%	[1-1.00 1]
23	H	(6)	479.97	2.836	8.8%	0.378	8.8%	98.6	5.7%	7.988	6.7%	6.14%	27.2%	45.2%	27.6%	[1-1.00 1]
24	H	(6)	499.68	2.828	8.7%	0.393	8.7%	98.7	5.7%	7.955	6.6%	6.02%	27.3%	44.6%	28.1%	[1-1.00 1]
25	H	(6)	520.54	2.897	8.6%	0.419	8.6%	100.7	5.6%	7.991	6.5%	5.92%	27.9%	43.7%	28.4%	[1-1.00 1]
26	H	(6)	540.22	2.939	8.2%	0.441	8.2%	101.8	5.1%	8.017	6.4%	5.82%	28.8%	42.8%	28.4%	[1-1.00 1]
27	H	(6)	559.92	2.956	8.4%	0.460	8.4%	101.6	5.6%	8.081	6.3%	5.71%	29.7%	41.8%	28.5%	[1-1.00 1]
28	H	(6)	579.65	2.965	8.3%	0.477	8.3%	101.3	5.6%	8.128	6.2%	5.61%	30.6%	41.0%	28.4%	[1-1.00 1]
29	H	(6)	600.51	2.969	8.2%	0.495	8.2%	100.9	5.6%	8.173	6.0%	5.51%	30.9%	41.0%	28.2%	[1-1.00 1]
30	H	(6)	620.22	2.882	8.1%	0.497	8.1%	99.1	5.5%	8.074	6.0%	5.44%	30.6%	41.7%	27.6%	[1-1.00 1]
31	H	(6)	639.94	2.755	8.4%	0.490	8.4%	95.6	6.0%	8.008	5.9%	5.36%	30.4%	42.7%	26.9%	[1-1.00 1]
32	H	(6)	659.67	2.737	8.3%	0.502	8.3%	95.8	5.9%	7.937	5.8%	5.29%	30.2%	43.1%	26.7%	[1-1.00 1]
33	H	(6)	680.55	2.614	8.6%	0.494	8.6%	92.7	6.3%	7.830	5.8%	5.23%	30.1%	44.1%	25.8%	[1-1.00 1]
34	H	(6)	700.27	2.506	8.7%	0.487	8.7%	89.8	6.5%	7.749	5.7%	5.17%	29.6%	45.4%	25.0%	[1-1.00 1]
35	H	(6)	719.99	2.499	8.8%	0.500	8.8%	89.9	6.7%	7.717	5.7%	5.11%	29.3%	45.7%	24.9%	[1-1.00 1]
36	H	(6)	739.70	2.509	8.6%	0.515	8.6%	89.8	6.6%	7.760	5.5%	5.02%	29.0%	46.2%	24.8%	[1-1.00 1]
37	H	(6)	760.56	2.495	8.7%	0.527	8.7%	89.6	6.7%	7.736	5.5%	4.95%	28.7%	46.4%	24.8%	[1-1.00 1]
38	H	(6)	780.25	2.498	8.7%	0.541	8.7%	89.3	6.8%	7.773	5.4%	4.88%	28.5%	46.5%	24.9%	[1-1.00 1]
39	H	(6)	799.95	2.535	8.5%	0.563	8.5%	90.4	6.6%	7.790	5.3%	4.81%	28.9%	46.0%	25.2%	[1-1.00 1]
40	H	(6)	820.81	2.475	8.4%	0.564	8.4%	88.3	6.6%	7.786	5.3%	4.74%	29.2%	45.9%	25.0%	[1-1.00 1]
41	H	(6)	840.51	2.451	8.2%	0.572	8.2%	87.5	6.4%	7.780	5.2%	4.69%	29.4%	45.6%	25.0%	[1-1.00 1]
42	H	(6)	860.22	2.428	8.0%	0.580	8.0%	86.2	6.1%	7.825	5.2%	4.63%	29.6%	45.7%	24.7%	[1-1.00 1]
43	H	(6)	879.92	2.429	7.5%	0.594	7.5%	86.5	5.4%	7.804	5.1%	4.58%	29.9%	45.6%	24.5%	[1-1.00 1]
44	H	(6)	900.82	2.451	7.3%	0.613	7.3%	87.3	5.2%	7.795	5.1%	4.53%	30.2%	45.2%	24.7%	[1-1.00 1]
