[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.68	0.485	63.1%	0.003	63.1%	56.0	14.6%	2.402	61.4%	65.00%	69.2%	17.4%	13.4%	[1-0.85 0]
1	H	(3)	39.30	0.394	63.3%	0.004	63.3%	54.3	13.6%	2.014	61.9%	51.85%	74.5%	12.6%	12.9%	[1-0.85 0]
2	H	(3)	59.00	0.369	55.6%	0.006	55.6%	49.4	12.5%	2.074	54.2%	42.57%	79.1%	9.5%	11.4%	[1-0.85 0]
3	H	(3)	79.84	0.335	54.0%	0.007	54.0%	48.8	11.4%	1.907	52.8%	37.50%	78.5%	10.1%	11.4%	[1-0.85 0]
4	H	(3)	99.54	0.328	48.4%	0.009	48.4%	45.9	10.8%	1.989	47.2%	33.90%	81.0%	8.4%	10.5%	[1-0.85 0]
5	H	(3)	119.25	0.328	35.8%	0.011	35.8%	41.0	9.9%	2.227	34.5%	29.30%	84.8%	6.1%	9.1%	[1-0.85 0]
6	H	(3)	140.11	0.327	30.5%	0.013	30.5%	39.0	9.2%	2.329	29.1%	26.23%	85.5%	6.0%	8.5%	[1-0.85 0]
7	H	(3)	159.80	0.346	26.9%	0.015	26.9%	40.3	9.2%	2.383	25.3%	23.84%	83.1%	8.0%	8.8%	[1-0.85 0]
8	H	(3)	179.51	0.340	26.0%	0.017	26.0%	39.3	10.8%	2.400	23.7%	22.28%	83.1%	8.5%	8.4%	[1-0.85 0]
9	H	(3)	200.37	0.339	24.7%	0.019	24.7%	39.7	10.7%	2.372	22.3%	21.13%	81.0%	10.5%	8.6%	[1-0.85 0]
10	H	(3)	220.07	0.339	23.9%	0.021	23.9%	40.4	10.1%	2.332	21.6%	20.22%	79.2%	12.0%	8.8%	[1-0.85 0]
11	H	(3)	239.75	0.321	22.8%	0.021	22.8%	38.3	9.9%	2.327	20.6%	19.13%	79.1%	12.8%	8.1%	[1-0.85 0]
12	H	(3)	259.45	0.323	21.7%	0.023	21.7%	38.1	9.1%	2.355	19.7%	18.25%	80.2%	11.6%	8.2%	[1-0.85 0]
