[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.68	0.865	83.9%	0.005	83.9%	149.0	17.2%	1.612	82.1%	81.90%	47.1%	12.5%	40.4%	[1-0.80 0]
1	H	(3)	39.22	0.547	100.0%	0.006	100.0%	152.9	17.4%	0.993	100.0%	75.41%	35.5%	22.0%	42.6%	[1-0.80 0]
2	H	(3)	60.09	0.575	88.2%	0.010	88.2%	145.4	16.7%	1.099	86.6%	65.52%	33.7%	26.0%	40.3%	[1-0.80 0]
3	H	(3)	79.83	0.318	100.0%	0.007	100.0%	132.8	17.6%	0.666	100.0%	62.36%	27.1%	33.8%	39.1%	[1-0.80 0]
4	H	(3)	103.03	0.243	100.0%	0.007	100.0%	111.7	17.4%	0.603	100.0%	46.32%	25.2%	42.2%	32.6%	[1-0.80 0]
5	H	(3)	123.91	0.252	83.6%	0.009	83.6%	104.8	16.2%	0.667	82.0%	39.99%	19.8%	49.5%	30.8%	[1-0.80 0]
6	H	(3)	140.05	0.275	60.9%	0.011	60.9%	101.7	14.4%	0.752	59.1%	36.43%	19.0%	51.8%	29.2%	[1-0.80 0]
7	H	(3)	159.77	0.295	47.3%	0.013	47.3%	105.5	12.5%	0.776	45.6%	32.97%	17.9%	51.8%	30.3%	[1-0.80 0]
8	H	(3)	179.50	0.300	42.0%	0.015	42.0%	113.6	10.1%	0.733	40.8%	32.43%	21.4%	48.0%	30.6%	[1-0.80 0]
9	H	(3)	199.23	0.354	37.5%	0.020	37.5%	128.8	10.6%	0.764	36.0%	30.55%	21.0%	43.9%	35.1%	[1-0.80 0]
10	H	(3)	220.13	0.323	36.6%	0.020	36.6%	127.7	10.5%	0.702	35.0%	30.11%	20.3%	45.0%	34.7%	[1-0.80 0]
11	H	(3)	239.85	0.301	35.0%	0.020	35.0%	121.8	10.7%	0.687	33.3%	28.72%	21.1%	45.7%	33.2%	[1-0.80 0]
12	H	(3)	259.41	0.289	33.7%	0.021	33.7%	118.3	12.0%	0.679	31.4%	27.83%	19.6%	48.2%	32.2%	[1-0.80 0]
13	H	(3)	280.29	0.298	31.4%	0.023	31.4%	118.2	11.7%	0.700	29.1%	26.33%	20.0%	47.9%	32.1%	[1-0.80 0]
14	H	(3)	300.01	0.303	29.7%	0.025	29.7%	119.5	10.2%	0.704	27.9%	25.70%	22.2%	45.6%	32.3%	[1-0.80 0]
15	H	(3)	319.56	0.330	27.0%	0.029	27.0%	120.4	9.6%	0.762	25.3%	24.18%	23.7%	43.5%	32.9%	[1-0.80 0]
16	H	(3)	340.25	0.345	26.2%	0.033	26.2%	126.1	8.8%	0.761	24.7%	23.43%	24.4%	40.9%	34.7%	[1-0.80 0]
17	H	(3)	359.77	0.357	24.8%	0.036	24.8%	126.9	7.5%	0.782	23.6%	22.41%	26.2%	38.9%	34.9%	[1-0.80 0]
18	H	(3)	380.56	0.342	24.7%	0.036	24.7%	123.9	7.3%	0.767	23.6%	22.00%	26.8%	39.1%	34.1%	[1-0.80 0]
19	H	(3)	400.30	0.349	24.4%	0.039	24.4%	125.6	7.6%	0.773	23.2%	21.50%	28.5%	37.2%	34.3%	[1-0.80 0]
20	H	(3)	420.03	0.352	23.8%	0.041	23.8%	126.8	7.1%	0.771	22.7%	21.14%	29.4%	36.2%	34.3%	[1-0.80 0]
21	H	(3)	439.76	0.348	24.2%	0.042	24.2%	125.7	9.5%	0.768	22.2%	20.73%	29.1%	38.2%	32.7%	[1-0.80 0]
22	H	(3)	460.65	0.327	23.9%	0.042	23.9%	119.3	10.3%	0.761	21.6%	20.33%	28.8%	40.3%	31.0%	[1-0.80 0]
23	H	(3)	480.38	0.316	23.5%	0.042	23.5%	114.0	11.1%	0.771	20.7%	19.72%	28.0%	42.1%	29.9%	[1-0.80 0]
24	H	(3)	500.00	0.301	23.4%	0.042	23.4%	110.5	11.5%	0.755	20.4%	19.37%	27.2%	43.7%	29.1%	[1-0.80 0]
25	H	(3)	520.70	0.309	22.6%	0.045	22.6%	109.2	11.9%	0.786	19.2%	18.71%	27.7%	43.7%	28.7%	[1-1.00 1]
26	H	(3)	540.23	0.300	20.6%	0.045	20.6%	104.4	8.7%	0.798	18.7%	18.21%	28.7%	42.7%	28.7%	[1-1.00 1]
27	H	(3)	561.00	0.339	19.3%	0.053	19.3%	111.2	7.7%	0.848	17.7%	17.42%	30.1%	39.5%	30.4%	[1-1.00 1]
28	H	(3)	580.53	0.368	18.8%	0.059	18.8%	119.4	6.8%	0.856	17.6%	17.14%	30.9%	37.0%	32.1%	[1-1.00 1]
29	H	(3)	600.25	0.366	18.6%	0.061	18.6%	118.0	6.5%	0.861	17.5%	16.85%	31.6%	36.6%	31.8%	[1-1.00 1]
30	H	(3)	621.15	0.338	19.0%	0.058	19.0%	111.9	7.3%	0.839	17.5%	16.73%	31.2%	38.6%	30.2%	[1-1.00 1]
31	H	(3)	640.89	0.323	19.0%	0.057	19.0%	109.1	7.4%	0.822	17.5%	16.59%	31.3%	39.6%	29.1%	[1-1.00 1]
32	H	(3)	660.62	0.280	19.0%	0.051	19.0%	96.6	8.1%	0.805	17.3%	16.39%	30.7%	43.5%	25.8%	[1-1.00 1]
33	H	(3)	680.25	0.236	19.6%	0.045	19.6%	83.3	9.6%	0.786	17.1%	16.27%	30.4%	47.3%	22.3%	[1-1.00 1]
34	H	(3)	701.33	0.219	19.9%	0.043	19.9%	78.7	10.5%	0.774	16.9%	16.06%	29.6%	49.4%	21.1%	[1-1.00 1]
35	H	(3)	720.91	0.213	19.6%	0.043	19.6%	77.2	10.2%	0.766	16.7%	15.92%	29.3%	50.0%	20.7%	[1-1.00 1]
36	H	(3)	740.52	0.201	20.1%	0.041	20.1%	74.3	11.2%	0.753	16.7%	15.82%	28.0%	52.1%	19.9%	[1-1.00 1]
37	H	(3)	761.27	0.203	20.1%	0.043	20.1%	75.1	11.3%	0.751	16.6%	15.60%	27.9%	52.4%	19.7%	[1-1.00 1]
38	H	(3)	780.99	0.210	20.7%	0.046	20.7%	77.8	12.0%	0.751	16.9%	15.32%	27.4%	52.8%	19.8%	[1-1.00 1]
39	H	(3)	800.71	0.207	21.5%	0.046	21.5%	76.3	13.0%	0.753	17.1%	15.05%	25.9%	55.0%	19.1%	[1-1.00 1]
40	H	(3)	821.49	0.203	20.8%	0.046	20.8%	73.2	12.6%	0.771	16.6%	14.67%	25.2%	56.6%	18.2%	[1-1.00 1]
41	H	(3)	842.37	0.200	21.4%	0.047	21.4%	72.3	12.5%	0.767	17.3%	14.51%	25.5%	56.0%	18.4%	[1-1.00 1]
42	H	(3)	861.95	0.188	21.6%	0.045	21.6%	68.2	12.4%	0.767	17.7%	14.30%	25.0%	57.2%	17.8%	[1-1.00 1]
43	H	(3)	881.54	0.173	20.6%	0.042	20.6%	63.1	10.7%	0.763	17.6%	14.13%	24.4%	58.4%	17.3%	[1-1.00 1]
44	H	(3)	902.28	0.182	20.2%	0.046	20.2%	65.9	10.0%	0.768	17.6%	13.93%	23.7%	57.9%	18.5%	[1-1.00 1]
45	H	(3)	923.17	0.198	22.6%	0.051	22.6%	71.9	12.8%	0.763	18.6%	13.86%	22.9%	56.6%	20.4%	[1-1.00 1]
46	H	(3)	943.13	0.212	24.6%	0.055	24.6%	76.7	15.7%	0.767	18.8%	13.69%	22.2%	56.1%	21.7%	[1-1.00 1]
47	H	(3)	961.71	0.203	23.6%	0.054	23.6%	73.5	15.6%	0.766	17.7%	13.50%	21.1%	58.1%	20.8%	[1-1.00 1]
48	H	(3)	981.27	0.196	23.5%	0.054	23.5%	71.6	16.2%	0.763	17.0%	13.37%	20.3%	59.5%	20.2%	[1-1.00 1]
49	H	(3)	1000.84	0.176	22.4%	0.049	22.4%	64.8	15.6%	0.755	16.1%	13.22%	20.3%	61.3%	18.4%	[1-1.00 1]
50	H	(3)	1021.72	0.152	19.4%	0.043	19.4%	55.9	12.7%	0.753	14.7%	13.05%	20.5%	63.7%	15.8%	[1-1.00 1]
51	H	(3)	1041.28	0.116	15.3%	0.034	15.3%	43.7	7.5%	0.738	13.3%	12.95%	20.0%	67.5%	12.5%	[1-1.00 1]
52	H	(3)	1062.01	0.117	15.4%	0.035	15.4%	44.0	7.7%	0.741	13.3%	12.83%	20.4%	66.9%	12.7%	[1-1.00 1]
53	H	(3)	1081.58	0.114	14.6%	0.034	14.6%	42.5	6.5%	0.745	13.1%	12.68%	21.0%	66.8%	12.3%	[1-1.00 1]
54	H	(3)	1101.32	0.117	14.4%	0.036	14.4%	43.5	6.3%	0.750	13.0%	12.57%	21.5%	65.7%	12.7%	[1-1.00 1]
55	H	(3)	1121.05	0.127	14.0%	0.039	14.0%	46.6	5.6%	0.754	12.8%	12.43%	21.9%	64.5%	13.6%	[1-1.00 1]
56	H	(3)	1141.77	0.137	13.9%	0.043	13.9%	50.2	5.6%	0.757	12.8%	12.33%	22.0%	63.3%	14.6%	[1-1.00 1]
57	H	(3)	1161.52	0.145	13.8%	0.047	13.8%	53.2	5.6%	0.758	12.6%	12.26%	22.8%	61.9%	15.4%	[1-1.00 1]
58	H	(3)	1182.22	0.152	13.8%	0.050	13.8%	55.7	6.0%	0.760	12.5%	12.16%	23.0%	60.8%	16.2%	[1-1.00 1]
59	H	(3)	1201.95	0.156	13.7%	0.052	13.7%	57.1	5.8%	0.761	12.4%	12.11%	23.9%	59.7%	16.4%	[1-1.00 1]
