[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	0.525	92.8%	0.003	92.8%	119.8	18.8%	1.217	90.9%	79.74%	34.1%	36.2%	29.7%	[1-0.43 0]
1	H	(3)	40.68	0.250	93.1%	0.003	93.1%	67.8	18.3%	1.026	91.3%	60.63%	52.8%	31.9%	15.3%	[1-0.43 0]
2	H	(3)	60.38	0.198	89.4%	0.003	89.4%	60.2	17.5%	0.913	87.6%	51.49%	52.0%	34.3%	13.7%	[1-0.43 0]
3	H	(3)	80.06	0.273	74.8%	0.006	74.8%	77.5	15.8%	0.977	73.1%	43.14%	47.4%	33.6%	19.1%	[1-0.43 0]
4	H	(3)	99.75	0.362	61.2%	0.010	61.2%	88.6	14.1%	1.135	59.6%	36.66%	43.4%	34.1%	22.6%	[1-0.43 0]
5	H	(3)	119.44	0.282	50.3%	0.009	50.3%	72.2	11.8%	1.086	48.9%	34.58%	46.6%	35.1%	18.3%	[1-0.43 0]
6	H	(3)	139.15	0.265	44.9%	0.010	44.9%	72.2	11.6%	1.021	43.4%	32.90%	42.3%	39.3%	18.4%	[1-0.43 0]
7	H	(3)	159.99	0.278	39.7%	0.012	39.7%	69.7	10.9%	1.108	38.2%	29.51%	45.2%	37.2%	17.6%	[1-0.43 0]
8	H	(3)	179.69	0.211	34.8%	0.011	34.8%	49.9	9.0%	1.174	33.6%	27.06%	48.6%	39.7%	11.7%	[1-0.43 0]
9	H	(3)	199.39	0.152	30.9%	0.008	30.9%	35.6	8.1%	1.189	29.8%	25.32%	53.5%	38.9%	7.7%	[1-0.43 0]
10	H	(3)	220.24	0.213	28.4%	0.013	28.4%	47.7	7.4%	1.239	27.4%	23.81%	50.9%	37.7%	11.4%	[1-0.43 0]
11	H	(3)	239.93	0.280	27.1%	0.019	27.1%	61.5	6.9%	1.265	26.2%	22.84%	48.9%	35.5%	15.6%	[1-0.43 0]
12	H	(3)	259.63	0.309	25.6%	0.022	25.6%	70.2	6.5%	1.223	24.8%	22.45%	47.3%	34.4%	18.2%	[1-0.43 0]
13	H	(3)	279.31	0.358	23.8%	0.028	23.8%	77.7	6.2%	1.281	22.9%	21.24%	46.8%	32.6%	20.6%	[1-0.43 0]
14	H	(3)	300.18	0.337	23.9%	0.028	23.9%	77.1	6.1%	1.212	23.1%	21.06%	46.6%	33.0%	20.5%	[1-0.43 0]
15	H	(3)	319.86	0.293	23.2%	0.026	23.2%	68.5	6.2%	1.189	22.3%	20.58%	48.5%	33.5%	18.0%	[1-0.43 0]
16	H	(3)	339.56	0.288	22.4%	0.027	22.4%	67.5	6.4%	1.184	21.5%	20.00%	49.3%	33.0%	17.7%	[1-0.43 0]
17	H	(3)	360.42	0.256	21.6%	0.026	21.6%	60.6	7.3%	1.174	20.3%	19.18%	46.2%	38.0%	15.8%	[1-0.43 0]
18	H	(3)	380.13	0.236	21.6%	0.025	21.6%	58.1	8.0%	1.127	20.0%	18.89%	44.3%	40.6%	15.2%	[1-0.43 0]
19	H	(3)	399.83	0.260	20.2%	0.029	20.2%	62.1	7.5%	1.162	18.8%	18.02%	42.7%	41.1%	16.2%	[1-0.43 0]
20	H	(3)	419.54	0.294	19.3%	0.034	19.3%	68.6	6.7%	1.189	18.1%	17.45%	41.7%	40.5%	17.8%	[1-0.43 0]
21	H	(3)	440.38	0.296	18.6%	0.036	18.6%	67.9	6.2%	1.210	17.6%	17.08%	42.1%	40.3%	17.5%	[1-0.79 0]
