[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.61	0.608	100.0%	0.003	100.0%	173.8	21.7%	0.971	100.0%	100.00%	16.2%	35.7%	48.2%	[1-0.43 0]
1	H	(3)	39.29	0.440	100.0%	0.005	100.0%	223.1	26.8%	0.548	100.0%	92.96%	15.5%	23.5%	61.0%	[1-0.43 0]
2	H	(3)	60.09	0.269	100.0%	0.004	100.0%	191.6	26.9%	0.391	100.0%	79.74%	19.6%	27.9%	52.5%	[1-0.43 0]
3	H	(3)	80.94	0.173	100.0%	0.004	100.0%	183.7	26.5%	0.262	100.0%	78.21%	24.3%	25.1%	50.6%	[1-0.43 0]
4	H	(3)	100.61	0.190	100.0%	0.005	100.0%	180.9	27.3%	0.291	100.0%	67.94%	28.0%	22.4%	49.6%	[1-0.43 0]
5	H	(3)	120.31	0.152	100.0%	0.005	100.0%	163.4	28.8%	0.258	100.0%	65.37%	25.9%	28.2%	46.0%	[1-0.43 0]
6	H	(3)	140.01	0.168	100.0%	0.007	100.0%	142.4	25.0%	0.329	99.5%	56.16%	29.8%	29.9%	40.3%	[1-0.43 0]
7	H	(3)	159.72	0.193	77.5%	0.009	77.5%	146.4	22.1%	0.367	74.3%	49.55%	32.7%	25.9%	41.4%	[1-0.43 0]
8	H	(3)	179.40	0.161	65.9%	0.008	65.9%	120.7	20.7%	0.371	62.6%	45.32%	27.8%	38.1%	34.1%	[1-0.43 0]
9	H	(3)	200.26	0.140	49.8%	0.008	49.8%	94.3	16.3%	0.414	47.0%	40.45%	21.7%	51.1%	27.1%	[1-0.43 0]
10	H	(3)	219.97	0.182	40.4%	0.011	40.4%	101.0	12.1%	0.502	38.6%	35.42%	26.4%	45.9%	27.7%	[1-0.43 0]
11	H	(3)	239.66	0.146	39.9%	0.010	39.9%	85.6	10.6%	0.475	38.4%	34.65%	25.4%	50.8%	23.8%	[1-0.43 0]
12	H	(3)	259.34	0.122	35.2%	0.009	35.2%	69.5	8.9%	0.488	34.0%	32.31%	21.2%	59.2%	19.6%	[1-0.43 0]
13	H	(3)	280.19	0.122	34.9%	0.010	34.9%	69.9	8.7%	0.486	33.8%	31.17%	23.8%	56.4%	19.7%	[1-0.43 0]
14	H	(3)	299.90	0.171	31.7%	0.014	31.7%	87.2	8.3%	0.545	30.6%	29.05%	27.8%	47.9%	24.3%	[1-0.43 0]
15	H	(3)	319.60	0.171	31.0%	0.015	31.0%	87.2	7.6%	0.543	30.1%	28.33%	29.7%	46.2%	24.1%	[1-0.43 0]
16	H	(3)	340.46	0.173	30.7%	0.016	30.7%	90.2	7.0%	0.532	29.9%	27.77%	30.1%	45.3%	24.7%	[1-0.43 0]
17	H	(3)	360.16	0.188	30.5%	0.019	30.5%	98.7	7.1%	0.529	29.7%	27.31%	32.6%	40.8%	26.7%	[1-0.43 0]
