[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.442	84.8%	0.002	84.8%	74.3	22.5%	1.652	81.7%	91.67%	81.8%	0.1%	18.1%	[1-1.00 0]
1	H	(3)	42.83	0.200	99.3%	0.002	99.3%	53.1	23.3%	1.048	96.5%	65.78%	77.5%	10.4%	12.0%	[1-1.00 0]
2	H	(3)	61.40	0.144	100.0%	0.002	100.0%	46.5	23.0%	0.861	98.0%	60.71%	70.3%	19.4%	10.3%	[1-1.00 0]
3	H	(3)	79.92	0.177	69.5%	0.004	69.5%	44.2	19.9%	1.112	66.6%	44.70%	62.9%	27.2%	9.9%	[1-1.00 0]
4	H	(3)	99.61	0.212	58.2%	0.006	58.2%	47.8	17.1%	1.233	55.6%	39.14%	61.3%	27.8%	10.9%	[1-1.00 0]
5	H	(3)	119.31	0.173	50.7%	0.006	50.7%	47.3	12.9%	1.015	49.0%	38.65%	56.1%	33.0%	10.9%	[1-1.00 0]
6	H	(3)	140.02	0.241	45.8%	0.009	45.8%	65.6	10.9%	1.021	44.5%	34.45%	47.6%	35.9%	16.5%	[1-1.00 0]
7	H	(3)	159.72	0.233	42.5%	0.010	42.5%	63.4	9.8%	1.021	41.4%	32.23%	49.4%	34.8%	15.8%	[1-1.00 0]
8	H	(3)	180.53	0.316	41.1%	0.016	41.1%	82.8	9.9%	1.060	39.9%	29.62%	46.8%	31.8%	21.4%	[1-1.00 0]
9	H	(3)	200.24	0.348	42.3%	0.019	42.3%	96.4	9.8%	1.002	41.1%	28.79%	41.7%	32.8%	25.6%	[1-1.00 0]
10	H	(3)	219.94	0.322	40.2%	0.020	40.2%	89.5	9.6%	1.000	39.1%	27.60%	43.6%	32.8%	23.7%	[1-1.00 0]
11	H	(3)	239.66	0.249	37.4%	0.017	37.4%	70.5	8.9%	0.980	36.3%	26.92%	50.1%	31.9%	18.0%	[1-1.00 0]
12	H	(3)	259.38	0.252	36.2%	0.018	36.2%	72.7	9.0%	0.963	35.1%	26.03%	49.1%	32.2%	18.7%	[1-1.00 0]
13	H	(3)	280.23	0.204	31.1%	0.016	31.1%	56.3	8.0%	1.008	30.0%	24.67%	55.3%	30.7%	14.0%	[1-1.00 0]
14	H	(3)	299.91	0.163	26.4%	0.014	26.4%	42.8	6.5%	1.057	25.6%	23.26%	60.7%	29.5%	9.8%	[1-1.00 0]
15	H	(3)	319.60	0.168	25.6%	0.015	25.6%	45.0	6.3%	1.037	24.8%	22.65%	59.3%	30.3%	10.5%	[1-1.00 0]
16	H	(3)	340.45	0.244	26.4%	0.023	26.4%	65.4	6.9%	1.037	25.5%	21.99%	52.3%	31.2%	16.5%	[1-1.00 0]
17	H	(3)	360.14	0.309	26.0%	0.031	26.0%	81.4	6.2%	1.054	25.3%	21.12%	47.3%	31.6%	21.1%	[1-1.00 0]
18	H	(3)	379.83	0.347	26.8%	0.037	26.8%	93.7	6.6%	1.030	26.0%	20.67%	42.4%	33.0%	24.5%	[1-1.00 0]
19	H	(3)	400.69	0.382	29.6%	0.043	29.6%	108.2	6.9%	0.980	28.8%	20.42%	36.8%	34.4%	28.7%	[1-1.00 0]
20	H	(3)	420.38	0.448	31.4%	0.052	31.4%	127.8	7.1%	0.973	30.5%	19.96%	34.3%	31.5%	34.2%	[1-1.00 0]
21	H	(3)	440.07	0.465	30.4%	0.057	30.4%	130.8	7.0%	0.989	29.6%	19.54%	37.7%	27.5%	34.9%	[1-1.00 0]
22	H	(3)	459.76	0.467	29.5%	0.060	29.5%	130.3	6.9%	0.996	28.7%	18.99%	37.4%	27.9%	34.7%	[1-1.00 0]
23	H	(3)	479.46	0.461	28.9%	0.061	28.9%	128.6	6.9%	0.996	28.1%	18.61%	38.5%	27.4%	34.1%	[1-1.00 0]
24	H	(3)	500.33	0.440	27.6%	0.061	27.6%	122.5	7.0%	0.999	26.7%	18.20%	40.0%	27.7%	32.3%	[1-1.00 2]
25	H	(3)	520.01	0.412	27.3%	0.060	27.3%	116.7	7.0%	0.981	26.4%	17.92%	37.5%	31.6%	30.8%	[1-1.00 1]
26	H	(3)	539.71	0.366	25.9%	0.055	25.9%	104.1	7.8%	0.977	24.7%	17.60%	38.3%	34.5%	27.2%	[1-1.00 1]
27	H	(3)	560.55	0.338	24.8%	0.053	24.8%	93.9	8.1%	1.000	23.5%	17.14%	42.0%	33.5%	24.4%	[1-1.00 1]
28	H	(3)	580.24	0.298	24.8%	0.048	24.8%	84.8	8.7%	0.974	23.3%	17.05%	44.2%	33.8%	22.0%	[1-0.87 2]
29	H	(3)	599.92	0.262	22.9%	0.044	22.9%	75.0	8.3%	0.970	21.3%	16.71%	45.8%	35.0%	19.2%	[1-0.68 2]
30	H	(3)	619.62	0.193	21.7%	0.033	21.7%	58.0	8.2%	0.927	20.0%	16.49%	47.7%	37.8%	14.5%	[1-0.22 2]
31	H	(3)	640.48	0.168	21.1%	0.030	21.1%	51.5	7.4%	0.904	19.8%	16.17%	46.0%	41.3%	12.7%	[1-0.00 2]
32	H	(3)	660.19	0.143	20.5%	0.026	20.5%	44.4	7.8%	0.896	18.9%	16.00%	44.1%	45.4%	10.5%	[1-0.52 2]
33	H	(3)	679.90	0.126	20.4%	0.024	20.4%	40.7	7.4%	0.862	19.0%	15.96%	43.2%	47.4%	9.3%	[1-0.52 2]
34	H	(3)	700.76	0.110	20.9%	0.021	20.9%	36.0	9.3%	0.846	18.7%	15.79%	43.1%	48.9%	8.0%	[1-0.52 2]
35	H	(3)	720.44	0.113	21.1%	0.023	21.1%	37.5	10.0%	0.836	18.5%	15.61%	42.9%	48.8%	8.3%	[1-0.38 2]
36	H	(3)	740.14	0.104	20.5%	0.021	20.5%	35.0	9.8%	0.825	18.0%	15.48%	42.9%	49.5%	7.6%	[1-0.37 2]
37	H	(3)	759.84	0.107	20.5%	0.023	20.5%	35.9	10.2%	0.828	17.8%	15.32%	42.5%	49.5%	7.9%	[1-0.50 2]
38	H	(3)	780.71	0.098	20.5%	0.021	20.5%	33.9	9.7%	0.802	18.1%	15.15%	41.6%	50.8%	7.6%	[1-0.16 2]
39	H	(3)	800.40	0.112	20.2%	0.025	20.2%	37.4	9.2%	0.833	18.0%	14.88%	42.3%	49.1%	8.6%	[1-0.59 2]
40	H	(3)	820.09	0.122	20.9%	0.028	20.9%	40.5	9.1%	0.836	18.8%	14.77%	43.5%	46.8%	9.7%	[1-0.58 2]
41	H	(3)	840.94	0.155	20.2%	0.036	20.2%	48.6	8.2%	0.888	18.4%	14.40%	45.0%	43.0%	12.0%	[1-0.89 2]
42	H	(3)	860.64	0.191	20.4%	0.046	20.4%	59.4	7.3%	0.893	19.1%	14.34%	45.9%	39.1%	15.1%	[1-0.72 2]
43	H	(3)	880.33	0.224	20.5%	0.055	20.5%	68.4	6.6%	0.909	19.4%	14.24%	46.6%	35.8%	17.6%	[1-0.72 2]
44	H	(3)	900.03	0.252	20.9%	0.063	20.9%	77.0	5.9%	0.908	20.1%	14.15%	46.1%	34.0%	19.9%	[1-0.64 2]
45	H	(3)	920.94	0.275	20.3%	0.070	20.3%	82.9	5.4%	0.921	19.6%	13.88%	45.9%	32.6%	21.4%	[1-0.44 2]
46	H	(3)	940.63	0.280	20.4%	0.073	20.4%	84.4	5.2%	0.921	19.7%	13.81%	45.9%	32.3%	21.8%	[1-0.70 2]
47	H	(3)	960.31	0.271	20.3%	0.072	20.3%	81.4	6.0%	0.927	19.4%	13.63%	46.8%	32.3%	20.9%	[1-0.68 2]
48	H	(3)	981.16	0.271	20.6%	0.074	20.6%	81.5	6.5%	0.925	19.5%	13.54%	47.6%	31.5%	20.9%	[1-0.67 2]
49	H	(3)	1000.85	0.261	20.5%	0.073	20.5%	78.7	6.9%	0.922	19.3%	13.44%	48.4%	31.6%	20.0%	[1-0.67 2]
50	H	(3)	1020.57	0.248	20.7%	0.070	20.7%	74.9	7.0%	0.920	19.5%	13.34%	49.0%	31.9%	19.1%	[1-0.77 2]
51	H	(3)	1040.27	0.244	20.9%	0.071	20.9%	74.2	7.0%	0.914	19.7%	13.29%	49.0%	32.1%	18.9%	[1-0.86 2]
52	H	(3)	1061.13	0.237	21.4%	0.070	21.4%	72.9	6.9%	0.901	20.2%	13.23%	48.9%	32.5%	18.6%	[1-0.81 2]
53	H	(3)	1080.87	0.216	21.4%	0.065	21.4%	67.6	7.9%	0.886	19.9%	13.02%	47.6%	35.3%	17.1%	[1-0.62 2]
54	H	(3)	1100.56	0.201	20.9%	0.062	20.9%	63.6	8.1%	0.880	19.2%	12.83%	46.8%	37.2%	16.0%	[1-0.61 2]
55	H	(3)	1120.27	0.180	20.7%	0.056	20.7%	58.2	9.4%	0.860	18.4%	12.73%	45.4%	40.1%	14.5%	[1-0.60 2]
56	H	(3)	1141.13	0.166	19.7%	0.053	19.7%	54.2	9.7%	0.853	17.1%	12.49%	43.9%	42.6%	13.4%	[1-0.43 2]
57	H	(3)	1160.82	0.167	18.0%	0.054	18.0%	54.4	8.6%	0.854	15.8%	12.37%	42.8%	43.7%	13.5%	[1-0.51 2]
58	H	(3)	1180.51	0.163	16.8%	0.053	16.8%	52.2	7.9%	0.868	14.9%	12.23%	43.4%	43.7%	13.0%	[1-0.64 2]
59	H	(3)	1201.35	0.151	16.4%	0.050	16.4%	48.7	7.4%	0.859	14.7%	12.09%	42.9%	45.0%	12.0%	[1-0.56 2]
60	H	(3)	1221.05	0.169	16.3%	0.057	16.3%	54.1	6.5%	0.868	15.0%	11.99%	43.1%	43.4%	13.4%	[1-0.62 2]
61	H	(3)	1240.76	0.161	16.8%	0.055	16.8%	51.5	7.0%	0.866	15.2%	11.92%	43.9%	43.5%	12.7%	[1-0.67 2]
62	H	(3)	1260.46	0.150	16.6%	0.052	16.6%	47.8	7.0%	0.870	15.1%	11.76%	44.3%	44.0%	11.6%	[1-0.65 2]
63	H	(3)	1281.34	0.156	16.7%	0.056	16.7%	50.2	6.5%	0.863	15.4%	11.72%	44.4%	43.4%	12.2%	[1-0.59 2]
64	H	(3)	1301.04	0.157	16.1%	0.057	16.1%	50.4	6.0%	0.868	14.9%	11.61%	45.0%	42.7%	12.3%	[1-0.52 2]
65	H	(3)	1320.75	0.151	15.4%	0.056	15.4%	48.3	6.1%	0.870	14.1%	11.50%	45.3%	43.0%	11.8%	[1-0.58 2]
66	H	(3)	1340.47	0.158	14.8%	0.059	14.8%	50.2	6.0%	0.873	13.5%	11.39%	45.0%	42.8%	12.3%	[1-0.52 2]
67	H	(3)	1361.33	0.167	14.7%	0.063	14.7%	53.5	5.9%	0.868	13.4%	11.36%	44.6%	42.2%	13.2%	[1-0.58 2]
68	H	(3)	1381.04	0.166	14.1%	0.064	14.1%	53.7	5.4%	0.859	13.0%	11.31%	44.3%	42.4%	13.3%	[1-0.51 2]
69	H	(3)	1400.74	0.180	14.4%	0.070	14.4%	57.8	5.9%	0.867	13.1%	11.26%	44.9%	40.7%	14.4%	[1-0.62 2]
70	H	(3)	1421.63	0.191	14.1%	0.075	14.1%	60.3	5.5%	0.878	13.0%	11.17%	44.9%	40.1%	15.0%	[1-0.72 2]
