[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.82	4.873	30.6%	0.027	30.6%	153.9	8.4%	8.794	29.4%	28.23%	27.4%	31.2%	41.4%	[1-0.43 0]
1	H	(3)	39.55	3.093	27.0%	0.034	27.0%	99.3	9.5%	8.653	25.2%	20.22%	34.4%	39.2%	26.3%	[1-0.43 0]
2	H	(3)	59.23	3.020	23.2%	0.050	23.2%	91.0	8.8%	9.217	21.4%	16.24%	37.2%	38.4%	24.4%	[1-0.88 0]
3	H	(3)	80.08	2.777	21.7%	0.062	21.7%	84.6	9.2%	9.114	19.7%	14.02%	35.9%	41.4%	22.7%	[1-0.92 2]
4	H	(3)	99.97	2.732	20.2%	0.076	20.2%	83.4	8.6%	9.104	18.2%	12.38%	34.8%	42.9%	22.3%	[1-0.43 0]
5	H	(3)	119.69	2.209	17.3%	0.073	17.3%	67.2	8.9%	9.132	14.8%	11.45%	36.3%	45.5%	18.2%	[1-1.00 1]
6	H	(3)	139.35	2.357	15.4%	0.091	15.4%	72.6	7.9%	9.015	13.2%	10.52%	35.3%	44.8%	19.9%	[1-0.43 0]
7	H	(6)	160.05	2.591	13.7%	0.115	13.7%	76.6	7.4%	9.400	11.5%	9.74%	35.3%	43.8%	20.9%	[1-1.00 1]
8	H	(6)	179.78	2.772	12.6%	0.138	12.6%	82.3	6.4%	9.359	10.8%	9.28%	36.7%	40.9%	22.4%	[1-1.00 1]
9	H	(6)	199.43	2.845	12.1%	0.158	12.1%	85.1	6.5%	9.288	10.3%	8.87%	37.6%	39.2%	23.2%	[1-0.94 0]
10	H	(6)	220.32	2.965	11.3%	0.181	11.3%	88.7	5.7%	9.281	9.7%	8.46%	37.6%	38.5%	23.9%	[1-0.99 0]
11	H	(6)	239.88	2.903	11.0%	0.193	11.0%	89.0	5.8%	9.063	9.4%	8.08%	36.3%	39.9%	23.8%	[1-0.43 0]
12	H	(6)	259.60	2.811	10.5%	0.203	10.5%	86.8	5.9%	8.995	8.8%	7.72%	33.4%	43.0%	23.6%	[1-0.43 0]
13	H	(6)	280.49	2.697	10.1%	0.210	10.1%	84.4	5.7%	8.878	8.3%	7.42%	31.5%	45.4%	23.1%	[1-0.43 0]
14	H	(6)	300.23	2.537	9.9%	0.212	9.9%	79.9	5.8%	8.825	8.0%	7.16%	30.6%	47.3%	22.1%	[1-0.43 0]
15	H	(6)	319.78	2.447	9.7%	0.217	9.7%	77.0	5.9%	8.828	7.6%	6.92%	29.8%	48.6%	21.6%	[1-0.43 0]
16	H	(6)	340.68	2.499	9.3%	0.237	9.3%	78.3	5.6%	8.861	7.4%	6.70%	29.8%	48.0%	22.3%	[1-0.43 0]
17	H	(6)	360.41	2.532	9.4%	0.253	9.4%	79.6	6.0%	8.837	7.2%	6.52%	30.0%	47.5%	22.5%	[1-0.43 0]
18	H	(6)	380.15	2.509	9.3%	0.265	9.3%	79.4	6.1%	8.773	7.1%	6.39%	30.5%	47.1%	22.5%	[1-0.43 0]
19	H	(6)	399.88	2.552	9.1%	0.283	9.1%	81.3	5.8%	8.721	6.9%	6.25%	30.1%	46.9%	23.1%	[1-0.43 0]
20	H	(6)	420.58	2.627	8.7%	0.307	8.7%	82.3	5.6%	8.865	6.7%	6.12%	31.0%	45.7%	23.3%	[1-1.00 1]
21	H	(6)	440.30	2.695	8.7%	0.330	8.7%	85.1	5.6%	8.796	6.6%	6.02%	31.7%	44.5%	23.8%	[1-1.00 1]
22	H	(6)	460.03	2.743	8.5%	0.351	8.5%	86.5	5.5%	8.809	6.5%	5.91%	32.7%	43.2%	24.2%	[1-1.00 1]
23	H	(6)	480.73	2.830	8.4%	0.378	8.4%	88.7	5.5%	8.860	6.4%	5.79%	33.5%	41.9%	24.7%	[1-1.00 1]
24	H	(6)	500.26	2.932	8.1%	0.407	8.1%	91.6	5.1%	8.895	6.3%	5.69%	34.9%	39.7%	25.4%	[1-1.00 1]
25	H	(6)	520.95	2.913	8.1%	0.422	8.1%	91.4	5.2%	8.854	6.2%	5.58%	34.4%	40.3%	25.2%	[1-1.00 0]
26	H	(6)	540.48	2.956	7.8%	0.444	7.8%	92.8	5.0%	8.852	6.1%	5.49%	35.2%	39.2%	25.6%	[1-1.00 1]
27	H	(6)	560.20	3.039	7.8%	0.473	7.8%	94.3	5.0%	8.948	5.9%	5.37%	35.5%	38.4%	26.1%	[1-1.00 1]
28	H	(6)	581.09	3.050	7.7%	0.492	7.7%	94.8	5.0%	8.937	5.8%	5.28%	35.9%	38.0%	26.2%	[1-1.00 1]
29	H	(6)	600.81	2.870	7.8%	0.479	7.8%	92.1	5.1%	8.655	5.8%	5.19%	34.7%	40.0%	25.3%	[1-0.43 0]
30	H	(6)	620.54	2.928	7.7%	0.505	7.7%	91.5	5.3%	8.892	5.6%	5.10%	34.8%	39.8%	25.4%	[1-1.00 1]
31	H	(6)	640.19	2.605	8.0%	0.463	8.0%	84.2	5.6%	8.597	5.6%	5.01%	32.8%	43.8%	23.4%	[1-0.43 0]
32	H	(6)	661.06	2.461	8.0%	0.452	8.0%	79.2	5.8%	8.636	5.4%	4.93%	31.8%	46.2%	22.0%	[1-1.00 1]
33	H	(6)	680.79	2.349	8.1%	0.444	8.1%	76.0	6.1%	8.586	5.3%	4.85%	30.9%	47.8%	21.3%	[1-1.00 1]
34	H	(6)	700.34	2.331	8.0%	0.453	8.0%	75.2	5.9%	8.615	5.3%	4.78%	31.5%	47.3%	21.2%	[1-1.00 1]
35	H	(6)	721.21	2.153	8.1%	0.431	8.1%	71.6	6.1%	8.358	5.3%	4.71%	30.4%	49.5%	20.2%	[1-0.43 0]
36	H	(6)	740.93	2.199	8.0%	0.453	8.0%	73.2	6.0%	8.342	5.3%	4.65%	30.4%	48.9%	20.7%	[1-0.43 0]
37	H	(6)	760.49	2.148	7.7%	0.454	7.7%	71.5	5.8%	8.351	5.2%	4.59%	29.6%	50.0%	20.4%	[1-0.43 0]
38	H	(6)	781.38	2.102	7.6%	0.456	7.6%	70.3	5.7%	8.304	5.1%	4.53%	29.0%	51.0%	20.0%	[1-0.43 0]
39	H	(6)	801.11	2.228	7.5%	0.496	7.5%	73.0	5.7%	8.476	4.9%	4.48%	29.4%	49.9%	20.7%	[1-1.00 1]
40	H	(6)	820.83	2.322	7.4%	0.529	7.4%	77.2	5.5%	8.353	5.0%	4.43%	29.5%	48.8%	21.7%	[1-0.43 0]
41	H	(6)	840.47	2.325	7.5%	0.543	7.5%	77.3	5.7%	8.358	4.9%	4.38%	29.9%	48.6%	21.5%	[1-0.43 0]
42	H	(6)	861.35	2.518	7.4%	0.602	7.4%	80.9	5.6%	8.642	4.8%	4.33%	31.4%	46.0%	22.6%	[1-1.00 1]
43	H	(6)	881.08	2.632	7.8%	0.644	7.8%	83.6	6.2%	8.744	4.8%	4.28%	32.8%	43.9%	23.2%	[1-1.00 1]
44	H	(6)	900.80	2.644	7.9%	0.662	7.9%	84.1	6.3%	8.731	4.7%	4.24%	32.9%	43.9%	23.2%	[1-1.00 1]
45	H	(6)	920.52	2.732	7.9%	0.699	7.9%	85.6	6.4%	8.871	4.7%	4.19%	34.8%	41.6%	23.6%	[1-1.00 1]
46	H	(6)	941.23	2.929	7.6%	0.766	7.6%	90.6	5.9%	8.976	4.7%	4.15%	36.2%	38.9%	24.9%	[1-1.00 1]
47	H	(6)	960.76	2.977	7.4%	0.794	7.4%	92.0	5.8%	8.986	4.6%	4.10%	36.2%	38.5%	25.3%	[1-1.00 1]
48	H	(6)	981.46	3.031	6.9%	0.826	6.9%	93.4	5.1%	9.015	4.6%	4.06%	35.9%	38.3%	25.8%	[1-1.00 1]
49	H	(6)	1001.05	3.029	7.1%	0.842	7.1%	93.3	5.4%	9.021	4.6%	4.02%	36.2%	38.0%	25.8%	[1-1.00 1]
50	H	(6)	1020.78	3.072	6.9%	0.871	6.9%	95.2	5.2%	8.966	4.5%	3.99%	35.9%	37.9%	26.1%	[1-1.00 1]
51	H	(6)	1041.69	3.083	6.9%	0.892	6.9%	95.7	5.3%	8.952	4.5%	3.95%	36.0%	37.7%	26.3%	[1-1.00 1]
52	H	(6)	1061.44	3.091	6.7%	0.911	6.7%	96.3	5.0%	8.918	4.5%	3.92%	35.9%	37.8%	26.4%	[1-1.00 1]
53	H	(6)	1081.17	3.033	7.0%	0.911	7.0%	94.2	5.5%	8.944	4.4%	3.87%	36.5%	37.6%	25.9%	[1-1.00 1]
54	H	(6)	1100.91	3.033	6.9%	0.927	6.9%	94.1	5.3%	8.952	4.4%	3.84%	36.7%	37.5%	25.8%	[1-1.00 1]
55	H	(6)	1121.81	3.016	6.6%	0.940	6.6%	93.8	5.0%	8.928	4.4%	3.81%	36.5%	37.6%	25.9%	[1-1.00 1]
56	H	(6)	1141.55	2.982	6.6%	0.946	6.6%	93.0	4.9%	8.904	4.3%	3.77%	36.4%	37.8%	25.8%	[1-1.00 1]
57	H	(6)	1161.29	2.970	6.3%	0.958	6.3%	92.7	4.6%	8.901	4.3%	3.74%	36.5%	37.7%	25.8%	[1-1.00 1]
58	H	(6)	1181.02	3.012	6.2%	0.988	6.2%	93.6	4.6%	8.936	4.3%	3.71%	36.2%	37.8%	26.0%	[1-1.00 1]
59	H	(6)	1201.72	3.071	6.1%	1.025	6.1%	95.1	4.4%	8.975	4.2%	3.67%	36.2%	37.4%	26.4%	[1-1.00 1]
60	H	(6)	1221.41	3.115	6.0%	1.057	6.0%	96.1	4.3%	9.004	4.2%	3.64%	36.3%	37.1%	26.5%	[1-1.00 1]
61	H	(6)	1241.15	3.069	6.2%	1.058	6.2%	94.8	4.6%	8.995	4.2%	3.61%	36.7%	37.3%	26.1%	[1-1.00 1]
62	H	(6)	1262.05	3.067	6.5%	1.075	6.5%	94.7	5.0%	8.998	4.2%	3.58%	36.9%	37.0%	26.0%	[1-1.00 1]
63	H	(6)	1281.80	3.128	6.4%	1.114	6.4%	96.2	4.9%	9.032	4.1%	3.56%	36.9%	36.8%	26.4%	[1-1.00 1]
64	H	(6)	1301.56	3.138	6.5%	1.135	6.5%	96.9	5.0%	8.992	4.1%	3.53%	36.7%	36.9%	26.5%	[1-1.00 1]
65	H	(6)	1321.29	3.106	6.8%	1.140	6.8%	96.1	5.4%	8.975	4.1%	3.51%	36.9%	36.9%	26.3%	[1-1.00 1]
66	H	(6)	1342.19	3.174	6.8%	1.183	6.8%	97.8	5.5%	9.012	4.1%	3.48%	36.9%	36.2%	26.9%	[1-1.00 1]
67	H	(6)	1361.93	3.178	6.7%	1.202	6.7%	97.8	5.4%	9.023	4.0%	3.46%	36.9%	36.2%	26.8%	[1-1.00 1]
68	H	(6)	1381.66	3.196	6.9%	1.227	6.9%	97.9	5.7%	9.066	4.0%	3.42%	37.3%	35.7%	27.0%	[1-1.00 1]
69	H	(6)	1401.40	3.179	7.1%	1.237	7.1%	97.0	5.9%	9.100	4.0%	3.40%	37.5%	35.6%	26.9%	[1-1.00 1]
70	H	(6)	1422.32	3.152	7.1%	1.245	7.1%	96.2	5.8%	9.104	4.0%	3.38%	37.7%	35.5%	26.8%	[1-1.00 1]
71	H	(6)	1442.06	3.136	6.9%	1.256	6.9%	95.8	5.7%	9.091	3.9%	3.36%	37.6%	35.7%	26.7%	[1-1.00 1]
72	H	(6)	1461.80	3.085	7.0%	1.253	7.0%	94.4	5.7%	9.077	3.9%	3.33%	37.6%	36.0%	26.4%	[1-1.00 1]
73	H	(6)	1481.54	3.077	6.7%	1.266	6.7%	94.2	5.5%	9.074	3.9%	3.31%	37.5%	36.4%	26.1%	[1-1.00 1]
74	H	(6)	1502.44	3.115	6.8%	1.300	6.8%	94.9	5.6%	9.118	3.9%	3.28%	37.3%	36.5%	26.2%	[1-1.00 1]
75	H	(6)	1522.18	3.164	6.7%	1.338	6.7%	96.3	5.5%	9.130	3.9%	3.26%	37.3%	36.2%	26.4%	[1-1.00 1]
76	H	(6)	1541.93	3.187	7.0%	1.365	7.0%	97.3	5.9%	9.102	3.8%	3.24%	37.2%	36.2%	26.6%	[1-1.00 1]
77	H	(6)	1561.66	3.276	7.0%	1.421	7.0%	99.8	5.8%	9.116	3.8%	3.22%	37.4%	35.6%	27.0%	[1-1.00 1]
78	H	(6)	1582.55	3.299	7.1%	1.450	7.1%	100.4	6.0%	9.131	3.8%	3.21%	37.6%	35.0%	27.4%	[1-1.00 1]
79	H	(6)	1602.29	3.315	6.6%	1.475	6.6%	101.4	5.4%	9.084	3.8%	3.19%	37.7%	34.8%	27.5%	[1-1.00 1]
80	H	(10)	1622.03	3.288	6.8%	1.481	6.8%	100.9	5.7%	9.051	3.8%	3.18%	37.4%	35.1%	27.5%	[1-1.00 1]
81	H	(10)	1642.73	3.264	6.5%	1.489	6.5%	99.9	5.2%	9.073	3.8%	3.15%	37.4%	35.2%	27.4%	[1-1.00 1]
82	H	(10)	1662.46	3.182	6.8%	1.469	6.8%	97.7	5.6%	9.044	3.7%	3.13%	37.3%	35.5%	27.2%	[1-1.00 1]
83	H	(10)	1682.02	3.166	6.6%	1.479	6.6%	97.6	5.5%	9.006	3.7%	3.11%	36.8%	36.1%	27.0%	[1-1.00 1]
84	H	(10)	1702.91	3.092	6.9%	1.463	6.9%	96.0	5.8%	8.948	3.7%	3.10%	36.6%	36.6%	26.7%	[1-1.00 1]
85	H	(10)	1722.48	3.064	6.9%	1.466	6.9%	95.3	5.9%	8.929	3.7%	3.08%	36.5%	36.9%	26.5%	[1-1.00 1]
86	H	(10)	1742.04	3.030	7.0%	1.466	7.0%	94.6	5.9%	8.902	3.7%	3.06%	36.1%	37.6%	26.3%	[1-1.00 1]
87	H	(10)	1762.94	3.040	6.8%	1.489	6.8%	95.1	5.7%	8.880	3.7%	3.04%	35.6%	38.1%	26.3%	[1-1.00 1]
88	H	(10)	1782.50	3.003	6.7%	1.487	6.7%	94.5	5.6%	8.831	3.7%	3.03%	35.2%	38.6%	26.2%	[1-1.00 1]
89	H	(10)	1802.23	2.971	6.5%	1.487	6.5%	93.8	5.4%	8.801	3.6%	3.02%	34.9%	39.1%	26.0%	[1-1.00 1]
90	H	(10)	1821.97	2.952	6.1%	1.494	6.1%	93.4	5.0%	8.784	3.6%	3.00%	34.6%	39.5%	25.9%	[1-1.00 1]
91	H	(10)	1843.05	2.950	6.2%	1.510	6.2%	93.2	5.0%	8.796	3.6%	2.98%	34.7%	39.6%	25.8%	[1-1.00 1]
92	H	(10)	1862.61	2.913	6.2%	1.507	6.2%	92.1	5.1%	8.785	3.6%	2.97%	34.8%	39.7%	25.5%	[1-1.00 1]
93	H	(10)	1882.34	2.893	6.0%	1.513	6.0%	91.5	4.8%	8.783	3.6%	2.95%	35.0%	39.6%	25.4%	[1-1.00 1]
94	H	(10)	1903.04	2.877	6.0%	1.521	6.0%	90.8	4.9%	8.798	3.6%	2.93%	35.2%	39.6%	25.2%	[1-1.00 1]
95	H	(10)	1922.78	2.830	6.3%	1.512	6.3%	89.5	5.2%	8.786	3.6%	2.92%	35.5%	39.6%	24.9%	[1-1.00 1]
96	H	(10)	1942.45	2.843	6.3%	1.534	6.3%	89.9	5.2%	8.787	3.6%	2.91%	35.3%	39.7%	25.0%	[1-1.00 1]
97	H	(10)	1963.15	2.866	6.1%	1.563	6.1%	90.5	5.0%	8.802	3.5%	2.89%	35.4%	39.5%	25.1%	[1-1.00 1]
98	H	(10)	1982.71	2.871	6.6%	1.581	6.6%	90.5	5.5%	8.815	3.5%	2.87%	35.4%	39.7%	24.9%	[1-1.00 1]
99	H	(10)	2002.44	2.876	6.6%	1.600	6.6%	90.4	5.6%	8.837	3.5%	2.86%	35.5%	39.6%	24.9%	[1-1.00 1]
100	H	(10)	2022.17	2.894	6.8%	1.625	6.8%	90.8	5.8%	8.852	3.5%	2.84%	35.4%	39.7%	24.9%	[1-1.00 1]
101	H	(10)	2043.24	2.867	7.0%	1.627	7.0%	90.2	6.0%	8.824	3.5%	2.83%	35.5%	39.7%	24.8%	[1-1.00 1]
102	H	(10)	2062.80	2.844	7.1%	1.630	7.1%	89.7	6.2%	8.810	3.5%	2.82%	35.5%	39.9%	24.6%	[1-1.00 1]
103	H	(10)	2082.52	2.842	7.0%	1.644	7.0%	89.6	6.1%	8.809	3.5%	2.80%	35.5%	40.0%	24.5%	[1-1.00 1]
104	H	(10)	2102.27	2.877	7.0%	1.680	7.0%	90.6	6.1%	8.818	3.4%	2.79%	35.4%	39.9%	24.7%	[1-1.00 1]
105	H	(10)	2123.23	2.908	6.7%	1.715	6.7%	91.6	5.8%	8.818	3.4%	2.77%	35.5%	39.5%	24.9%	[1-1.00 1]
106	H	(10)	2142.96	2.935	6.4%	1.747	6.4%	92.5	5.4%	8.814	3.4%	2.76%	35.6%	39.2%	25.1%	[1-1.00 1]
107	H	(10)	2162.53	2.979	6.2%	1.789	6.2%	93.6	5.2%	8.839	3.4%	2.75%	35.6%	38.9%	25.5%	[1-1.00 1]
108	H	(10)	2183.42	3.009	6.1%	1.825	6.1%	94.3	5.1%	8.863	3.4%	2.74%	35.6%	38.6%	25.8%	[1-1.00 1]
