[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.62	4.289	28.3%	0.023	28.3%	114.0	6.9%	10.453	27.4%	26.85%	30.7%	36.8%	32.5%	[1-0.00 0]
1	H	(3)	39.31	3.508	26.4%	0.038	26.4%	94.7	11.6%	10.290	23.7%	19.13%	35.1%	41.5%	23.4%	[1-0.00 0]
2	H	(3)	60.17	3.364	24.7%	0.056	24.7%	87.1	10.3%	10.730	22.4%	15.73%	39.3%	39.0%	21.6%	[1-1.00 1]
3	H	(3)	79.83	3.357	21.5%	0.074	21.5%	81.6	9.1%	11.427	19.5%	13.55%	44.2%	35.6%	20.2%	[1-1.00 1]
4	H	(3)	99.52	3.158	20.0%	0.087	20.0%	76.1	8.6%	11.532	18.0%	12.18%	46.6%	34.7%	18.7%	[1-1.00 1]
5	H	(3)	119.22	2.960	16.7%	0.098	16.7%	65.3	8.6%	12.596	14.3%	10.86%	52.9%	31.9%	15.2%	[1-1.00 1]
6	H	(6)	140.11	2.842	14.0%	0.111	14.0%	61.4	5.4%	12.850	12.9%	10.11%	57.0%	27.9%	15.1%	[1-1.00 1]
7	H	(6)	159.82	2.553	12.3%	0.113	12.3%	55.0	5.3%	12.904	11.1%	9.48%	59.0%	27.8%	13.2%	[1-0.93 2]
8	H	(6)	179.53	2.255	11.9%	0.112	11.9%	50.0	5.6%	12.538	10.5%	8.98%	58.5%	29.8%	11.7%	[1-0.81 2]
9	H	(6)	199.24	2.065	11.7%	0.114	11.7%	45.9	6.1%	12.494	9.9%	8.53%	59.7%	29.6%	10.7%	[1-0.77 2]
10	H	(6)	220.11	1.741	11.9%	0.106	11.9%	39.5	7.3%	12.244	9.4%	8.11%	59.3%	32.0%	8.7%	[1-0.70 2]
11	H	(6)	239.81	1.431	12.2%	0.095	12.2%	32.8	8.3%	12.110	9.0%	7.73%	58.1%	35.2%	6.7%	[1-0.58 2]
12	H	(6)	259.51	1.304	11.9%	0.094	11.9%	30.0	8.4%	12.094	8.5%	7.38%	57.6%	36.6%	5.9%	[1-0.66 2]
13	H	(6)	279.21	1.238	12.1%	0.096	12.1%	28.5	9.1%	12.067	8.0%	7.09%	56.9%	37.7%	5.4%	[1-0.77 2]
14	H	(6)	300.07	1.164	12.2%	0.097	12.2%	27.4	9.4%	11.817	7.8%	6.85%	55.7%	39.2%	5.0%	[1-0.68 2]
15	H	(6)	319.74	1.184	11.5%	0.105	11.5%	28.0	8.6%	11.761	7.5%	6.64%	55.2%	39.6%	5.3%	[1-0.66 2]
16	H	(6)	339.43	1.241	11.5%	0.117	11.5%	28.8	9.1%	11.962	7.1%	6.43%	56.2%	38.3%	5.5%	[1-0.73 2]
17	H	(6)	360.27	1.274	11.5%	0.128	11.5%	29.6	9.1%	11.975	6.9%	6.27%	56.9%	37.3%	5.8%	[1-0.76 2]
18	H	(6)	379.95	1.285	11.1%	0.136	11.1%	29.7	8.7%	12.018	6.8%	6.13%	58.1%	36.1%	5.8%	[1-0.84 2]
19	H	(6)	399.66	1.277	10.9%	0.142	10.9%	29.7	8.6%	11.926	6.6%	5.99%	58.4%	35.8%	5.8%	[1-0.73 2]
20	H	(6)	419.37	1.216	11.3%	0.142	11.3%	28.4	9.2%	11.915	6.5%	5.86%	58.6%	36.1%	5.3%	[1-0.72 2]
21	H	(6)	440.25	1.236	10.3%	0.151	10.3%	29.1	8.1%	11.807	6.4%	5.73%	58.2%	36.3%	5.5%	[1-0.70 2]
22	H	(6)	459.96	1.303	10.5%	0.167	10.5%	30.6	8.4%	11.840	6.2%	5.59%	58.1%	36.0%	5.9%	[1-0.70 2]
23	H	(6)	479.66	1.215	10.9%	0.162	10.9%	28.2	9.1%	11.963	6.0%	5.45%	58.0%	36.8%	5.2%	[1-0.80 2]
24	H	(6)	499.37	1.198	10.6%	0.166	10.6%	28.1	8.8%	11.838	5.9%	5.34%	57.9%	37.0%	5.2%	[1-0.72 2]
25	H	(6)	520.24	1.269	9.4%	0.183	9.4%	30.2	7.3%	11.662	5.9%	5.29%	58.1%	36.1%	5.8%	[1-0.75 2]
26	H	(6)	539.95	1.306	9.9%	0.196	9.9%	31.4	7.7%	11.554	6.2%	5.20%	58.2%	35.7%	6.1%	[1-0.59 2]
27	H	(6)	560.82	1.249	10.1%	0.195	10.1%	30.2	7.7%	11.497	6.6%	5.10%	57.8%	36.4%	5.8%	[1-0.54 2]
28	H	(6)	580.51	1.294	10.2%	0.209	10.2%	31.7	7.3%	11.345	7.0%	5.04%	57.3%	36.4%	6.3%	[1-0.51 2]
29	H	(6)	600.21	1.317	10.0%	0.220	10.0%	32.4	6.8%	11.276	7.3%	4.98%	56.1%	37.4%	6.5%	[1-0.54 2]
30	H	(6)	619.88	1.198	10.0%	0.206	10.0%	29.9	6.9%	11.140	7.2%	4.90%	54.7%	39.5%	5.7%	[1-0.60 2]
31	H	(6)	639.59	1.123	10.0%	0.199	10.0%	27.9	7.4%	11.166	6.8%	4.81%	54.0%	40.8%	5.2%	[1-0.69 2]
32	H	(6)	660.46	1.108	9.6%	0.203	9.6%	27.5	7.3%	11.202	6.3%	4.71%	53.5%	41.5%	5.0%	[1-0.63 2]
33	H	(6)	680.17	1.133	9.6%	0.214	9.6%	28.0	7.7%	11.234	5.8%	4.62%	53.0%	41.8%	5.2%	[1-0.65 2]
34	H	(6)	699.87	1.080	9.5%	0.210	9.5%	26.7	7.8%	11.242	5.4%	4.55%	53.6%	41.6%	4.8%	[1-0.67 2]
35	H	(6)	720.72	1.176	9.7%	0.235	9.7%	28.9	7.9%	11.313	5.6%	4.49%	53.9%	40.6%	5.5%	[1-0.63 2]
36	H	(6)	740.43	1.216	9.2%	0.250	9.2%	29.7	7.3%	11.357	5.6%	4.43%	54.1%	40.2%	5.7%	[1-0.65 2]
