[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	9.674	20.4%	0.053	20.4%	100.2	6.3%	26.818	19.4%	18.94%	67.0%	6.4%	26.6%	[1-1.00 0]
1	H	(3)	39.45	6.864	19.0%	0.075	19.0%	78.1	6.0%	24.400	18.1%	13.54%	63.3%	15.9%	20.8%	[1-1.00 1]
2	H	(3)	60.30	7.795	21.4%	0.131	21.4%	87.6	12.4%	24.718	17.4%	10.69%	55.6%	21.4%	23.0%	[1-1.00 1]
3	H	(6)	81.16	7.848	18.9%	0.177	18.9%	83.7	11.2%	26.034	15.3%	8.96%	56.5%	21.5%	22.0%	[1-1.00 1]
4	H	(6)	100.85	7.804	20.9%	0.219	20.9%	85.1	14.2%	25.488	15.4%	8.02%	53.0%	24.7%	22.3%	[1-1.00 1]
5	H	(6)	120.56	7.681	20.7%	0.257	20.7%	85.3	15.5%	25.008	13.7%	7.34%	51.1%	26.3%	22.5%	[1-1.00 1]
6	H	(6)	139.11	8.448	19.3%	0.326	19.3%	93.1	14.7%	25.201	12.5%	6.82%	50.7%	24.8%	24.6%	[1-1.00 1]
7	H	(6)	159.98	8.217	15.5%	0.365	15.5%	89.2	11.2%	25.599	10.7%	6.36%	54.5%	21.9%	23.6%	[1-1.00 1]
8	H	(6)	180.84	8.309	14.8%	0.417	14.8%	90.6	10.8%	25.461	10.0%	6.01%	54.4%	21.4%	24.1%	[1-1.00 1]
9	H	(6)	199.39	8.413	10.9%	0.466	10.9%	89.2	6.9%	26.203	8.5%	5.70%	57.8%	18.2%	24.0%	[1-1.00 1]
10	H	(6)	220.27	8.153	9.4%	0.499	9.4%	85.2	5.5%	26.596	7.6%	5.35%	57.4%	19.9%	22.6%	[1-1.00 1]
11	H	(6)	239.97	7.734	9.1%	0.516	9.1%	80.8	5.4%	26.597	7.3%	5.12%	57.4%	21.0%	21.6%	[1-1.00 1]
12	H	(6)	259.69	7.238	9.4%	0.522	9.4%	76.8	6.4%	26.179	6.9%	4.95%	57.0%	22.5%	20.5%	[1-1.00 1]
13	H	(6)	279.39	6.783	9.2%	0.526	9.2%	72.7	6.6%	25.929	6.4%	4.78%	56.9%	23.9%	19.2%	[1-1.00 1]
14	H	(6)	300.24	6.085	9.2%	0.507	9.2%	66.0	7.0%	25.627	5.9%	4.61%	56.8%	26.0%	17.2%	[1-1.00 1]
15	H	(6)	319.94	5.643	9.9%	0.502	9.9%	61.4	8.3%	25.529	5.5%	4.46%	56.8%	27.1%	16.0%	[1-1.00 1]
