[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	339.62	0.010	100.0%	0.001	100.0%	59.6	100.0%	0.046	100.0%	100.00%	26.4%	58.2%	15.4%	[1-0.43 0]
1	L	(3)	359.32	0.009	100.0%	0.001	100.0%	58.3	100.0%	0.044	100.0%	100.00%	28.0%	57.2%	14.8%	[1-0.43 0]
2	L	(3)	380.21	0.009	100.0%	0.001	100.0%	58.8	100.0%	0.042	100.0%	100.00%	28.0%	57.1%	15.0%	[1-0.43 0]
3	L	(3)	399.93	0.008	100.0%	0.001	100.0%	58.9	100.0%	0.040	100.0%	100.00%	28.3%	56.7%	15.0%	[1-0.43 0]
4	L	(3)	419.62	0.008	100.0%	0.001	100.0%	59.1	100.0%	0.038	100.0%	100.00%	28.4%	56.5%	15.1%	[1-0.43 0]
5	L	(3)	439.31	0.008	100.0%	0.001	100.0%	58.9	100.0%	0.036	100.0%	100.00%	29.2%	56.0%	14.9%	[1-0.43 0]
6	L	(3)	460.18	0.007	100.0%	0.001	100.0%	59.3	100.0%	0.035	100.0%	100.00%	29.1%	55.9%	15.0%	[1-0.43 0]
7	L	(3)	479.88	0.007	100.0%	0.001	100.0%	59.1	100.0%	0.034	100.0%	100.00%	29.4%	55.7%	14.9%	[1-0.43 0]
8	L	(3)	499.58	0.007	100.0%	0.001	100.0%	60.6	100.0%	0.032	100.0%	100.00%	29.4%	55.3%	15.3%	[1-0.43 0]
9	L	(3)	520.42	0.007	100.0%	0.001	100.0%	60.6	100.0%	0.031	100.0%	100.00%	29.3%	55.4%	15.4%	[1-0.43 0]
10	L	(3)	540.12	0.006	100.0%	0.001	100.0%	60.0	100.0%	0.029	100.0%	100.00%	28.6%	56.1%	15.3%	[1-0.43 0]
11	L	(3)	559.82	0.006	100.0%	0.001	100.0%	61.1	100.0%	0.028	100.0%	100.00%	28.1%	56.3%	15.6%	[1-0.43 0]
12	L	(3)	579.51	0.006	100.0%	0.001	100.0%	62.0	100.0%	0.027	100.0%	100.00%	27.6%	56.3%	16.1%	[1-0.43 0]
13	L	(3)	600.37	0.006	100.0%	0.001	100.0%	60.0	100.0%	0.026	100.0%	100.00%	27.5%	57.0%	15.5%	[1-0.43 0]
14	L	(3)	620.08	0.005	100.0%	0.001	100.0%	59.5	100.0%	0.025	100.0%	100.00%	27.4%	57.4%	15.2%	[1-0.43 0]
15	L	(3)	639.80	0.005	100.0%	0.001	100.0%	60.4	100.0%	0.025	100.0%	100.00%	27.8%	56.7%	15.5%	[1-0.43 0]
16	L	(3)	659.50	0.005	100.0%	0.001	100.0%	58.6	100.0%	0.024	100.0%	100.00%	28.3%	56.8%	14.8%	[1-0.43 0]
17	L	(3)	680.38	0.005	100.0%	0.001	100.0%	60.7	100.0%	0.023	100.0%	100.00%	28.2%	56.6%	15.3%	[1-0.43 0]
18	L	(3)	700.10	0.005	100.0%	0.001	100.0%	64.1	100.0%	0.023	100.0%	100.00%	27.6%	56.3%	16.1%	[1-0.43 0]
19	L	(3)	719.79	0.005	100.0%	0.001	100.0%	66.0	100.0%	0.022	100.0%	100.00%	27.9%	55.6%	16.5%	[1-0.43 0]
20	L	(3)	740.65	0.005	100.0%	0.001	100.0%	67.8	100.0%	0.021	100.0%	100.00%	27.7%	55.5%	16.8%	[1-0.43 0]
21	L	(3)	760.36	0.005	100.0%	0.001	100.0%	70.6	100.0%	0.021	100.0%	100.00%	27.7%	54.7%	17.5%	[1-0.43 0]
22	L	(3)	780.06	0.005	100.0%	0.001	100.0%	70.3	100.0%	0.020	100.0%	100.00%	27.6%	55.0%	17.4%	[1-0.43 0]
23	L	(3)	799.74	0.005	100.0%	0.001	100.0%	70.6	100.0%	0.020	100.0%	100.00%	27.5%	54.8%	17.6%	[1-0.43 0]
24	L	(3)	820.58	0.005	100.0%	0.001	100.0%	69.8	100.0%	0.019	100.0%	100.00%	27.4%	55.2%	17.4%	[1-0.43 0]
25	L	(3)	840.30	0.005	100.0%	0.001	100.0%	70.5	100.0%	0.019	100.0%	100.00%	27.3%	55.0%	17.6%	[1-0.43 0]
26	L	(3)	859.98	0.005	100.0%	0.001	100.0%	71.5	100.0%	0.018	100.0%	100.00%	26.5%	55.4%	18.1%	[1-0.43 0]
27	L	(3)	880.83	0.005	100.0%	0.001	100.0%	70.3	100.0%	0.018	100.0%	100.00%	27.3%	55.2%	17.6%	[1-0.43 0]
28	L	(3)	900.54	0.004	100.0%	0.001	100.0%	69.5	100.0%	0.017	100.0%	100.00%	27.9%	54.8%	17.3%	[1-0.43 0]
29	L	(3)	920.24	0.004	100.0%	0.001	100.0%	70.5	100.0%	0.017	100.0%	100.00%	27.7%	54.7%	17.6%	[1-0.43 0]
30	L	(3)	939.95	0.004	100.0%	0.001	100.0%	70.4	100.0%	0.017	100.0%	100.00%	27.9%	54.5%	17.6%	[1-0.43 0]
31	L	(3)	960.81	0.004	100.0%	0.001	100.0%	68.5	100.0%	0.016	100.0%	100.00%	28.9%	54.3%	16.9%	[1-0.43 0]
32	L	(3)	980.53	0.004	100.0%	0.001	100.0%	69.4	100.0%	0.016	100.0%	100.00%	28.4%	54.4%	17.3%	[1-0.43 0]
33	L	(3)	1000.23	0.004	100.0%	0.001	100.0%	69.5	100.0%	0.016	100.0%	100.00%	28.0%	54.7%	17.3%	[1-0.43 0]
34	L	(3)	1019.93	0.004	100.0%	0.001	100.0%	70.1	100.0%	0.015	100.0%	100.00%	27.6%	54.8%	17.6%	[1-0.43 0]
35	L	(3)	1040.81	0.004	100.0%	0.001	100.0%	70.0	100.0%	0.015	100.0%	100.00%	27.2%	55.2%	17.6%	[1-0.43 0]
36	L	(3)	1060.52	0.004	100.0%	0.001	100.0%	70.5	100.0%	0.015	100.0%	100.00%	26.7%	55.6%	17.7%	[1-0.43 0]
37	L	(3)	1080.22	0.004	100.0%	0.001	100.0%	70.7	100.0%	0.015	100.0%	100.00%	26.7%	55.6%	17.7%	[1-0.43 0]
