[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.60	0.443	100.0%	0.002	100.0%	129.5	21.4%	0.950	100.0%	95.12%	28.7%	35.5%	35.8%	[1-0.43 0]
1	H	(3)	39.32	0.459	100.0%	0.005	100.0%	152.7	21.2%	0.836	100.0%	77.57%	27.9%	29.4%	42.7%	[1-0.43 0]
2	H	(3)	59.01	0.470	100.0%	0.008	100.0%	168.1	18.0%	0.778	98.8%	61.55%	22.2%	31.0%	46.8%	[1-0.43 0]
3	H	(3)	79.85	0.483	94.9%	0.011	94.9%	181.3	16.4%	0.741	93.5%	52.47%	20.3%	29.0%	50.7%	[1-0.43 0]
4	H	(3)	99.55	0.449	91.3%	0.012	91.3%	180.4	15.3%	0.691	90.0%	49.42%	19.5%	30.2%	50.3%	[1-0.43 0]
5	H	(3)	119.26	0.458	74.2%	0.015	74.2%	188.6	13.5%	0.675	72.9%	45.05%	17.2%	30.2%	52.6%	[1-0.43 0]
6	H	(3)	140.11	0.482	54.2%	0.019	54.2%	188.7	11.3%	0.709	53.1%	40.05%	15.0%	32.6%	52.4%	[1-0.43 0]
7	H	(3)	159.84	0.440	52.8%	0.020	52.8%	187.3	10.5%	0.652	51.8%	38.84%	16.2%	31.8%	52.0%	[1-0.43 0]
8	H	(3)	179.52	0.399	48.4%	0.020	48.4%	178.2	9.5%	0.622	47.5%	37.20%	16.8%	34.1%	49.1%	[1-0.43 0]
9	H	(3)	199.19	0.449	40.2%	0.025	40.2%	176.8	8.9%	0.706	39.2%	33.43%	17.2%	34.2%	48.6%	[1-0.43 0]
10	H	(3)	220.06	0.442	38.4%	0.027	38.4%	175.6	8.3%	0.699	37.5%	31.82%	17.4%	34.3%	48.3%	[1-0.43 0]
11	H	(3)	239.77	0.432	36.7%	0.029	36.7%	173.3	7.9%	0.693	35.8%	30.55%	18.0%	34.4%	47.6%	[1-0.43 0]
12	H	(3)	259.49	0.432	31.0%	0.031	31.0%	153.7	7.3%	0.781	30.1%	27.42%	19.9%	38.1%	42.0%	[1-0.43 0]
13	H	(3)	279.18	0.455	24.1%	0.035	24.1%	125.0	6.9%	1.011	23.0%	22.91%	23.1%	43.1%	33.7%	[1-0.43 0]
14	H	(3)	300.09	0.415	20.3%	0.035	20.3%	97.0	6.6%	1.188	19.3%	20.39%	24.9%	49.2%	25.8%	[1-0.43 0]
15	H	(3)	319.80	0.381	18.8%	0.034	18.8%	79.3	7.6%	1.333	17.2%	18.42%	25.2%	54.7%	20.1%	[1-0.43 0]
16	H	(3)	339.49	0.306	18.3%	0.029	18.3%	58.8	8.4%	1.446	16.2%	17.19%	27.7%	57.9%	14.4%	[1-0.88 2]
17	H	(3)	360.36	0.258	18.6%	0.026	18.6%	47.8	9.4%	1.498	16.0%	16.30%	27.8%	61.0%	11.2%	[1-0.75 2]
18	H	(3)	380.05	0.301	17.4%	0.032	17.4%	51.3	9.0%	1.627	14.9%	15.23%	27.0%	60.5%	12.5%	[1-0.59 2]
19	H	(3)	399.75	0.331	16.8%	0.037	16.8%	53.0	9.0%	1.732	14.2%	14.51%	27.5%	59.4%	13.1%	[1-0.81 2]
20	H	(3)	419.44	0.282	15.5%	0.033	15.5%	43.3	7.6%	1.811	13.6%	13.72%	28.1%	60.9%	11.0%	[1-0.60 2]
21	H	(3)	440.31	0.238	14.7%	0.029	14.7%	36.0	6.7%	1.835	13.1%	12.98%	25.8%	65.4%	8.8%	[1-0.00 2]
22	H	(3)	460.02	0.228	13.9%	0.029	13.9%	33.4	5.6%	1.894	12.7%	12.52%	25.3%	66.6%	8.1%	[1-0.28 2]
23	H	(3)	479.71	0.233	13.7%	0.031	13.7%	31.9	6.7%	2.025	11.9%	11.89%	25.5%	66.9%	7.6%	[1-0.69 0]
24	H	(3)	500.57	0.246	13.7%	0.034	13.7%	32.7	7.5%	2.090	11.5%	11.48%	24.7%	67.4%	7.9%	[1-0.76 2]
25	H	(3)	520.27	0.253	13.7%	0.037	13.7%	33.0	7.6%	2.128	11.3%	11.10%	25.3%	66.7%	8.0%	[1-0.27 0]
26	H	(3)	539.98	0.258	13.3%	0.039	13.3%	32.6	7.5%	2.198	11.0%	10.68%	25.6%	66.5%	7.9%	[1-0.08 2]
27	H	(3)	559.69	0.281	13.3%	0.044	13.3%	34.1	8.0%	2.291	10.6%	10.33%	25.9%	65.7%	8.4%	[1-0.39 2]
28	H	(6)	580.55	0.249	12.7%	0.040	12.7%	30.4	7.3%	2.276	10.5%	10.05%	24.3%	68.4%	7.2%	[1-0.00 2]
