[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	0.798	89.2%	0.004	89.2%	156.2	18.1%	1.419	87.3%	71.27%	21.7%	35.5%	42.8%	[1-1.00 0]
1	H	(3)	39.43	0.570	71.1%	0.006	71.1%	107.5	17.1%	1.473	69.0%	49.90%	28.3%	42.5%	29.2%	[1-1.00 0]
2	H	(3)	59.13	0.749	55.9%	0.012	55.9%	122.5	14.6%	1.698	54.0%	38.45%	28.5%	38.3%	33.2%	[1-1.00 0]
3	H	(3)	79.85	1.050	44.4%	0.023	44.4%	144.0	12.1%	2.025	42.8%	31.05%	28.8%	32.1%	39.0%	[1-1.00 0]
4	H	(3)	99.55	1.146	41.2%	0.032	41.2%	153.7	10.8%	2.071	39.8%	27.52%	29.7%	28.6%	41.7%	[1-1.00 0]
5	H	(3)	119.24	1.165	34.4%	0.039	34.4%	155.4	8.3%	2.082	33.3%	25.23%	33.4%	24.6%	42.0%	[1-1.00 0]
6	H	(3)	140.11	1.262	30.8%	0.049	30.8%	165.8	7.5%	2.115	29.9%	23.21%	33.7%	21.4%	44.9%	[1-1.00 0]
7	H	(3)	159.80	1.269	27.8%	0.056	27.8%	162.6	6.4%	2.168	27.1%	21.54%	36.6%	19.5%	43.8%	[1-1.00 0]
8	H	(3)	179.50	1.226	24.4%	0.061	24.4%	149.0	6.0%	2.286	23.6%	20.03%	39.6%	20.2%	40.2%	[1-1.00 0]
9	H	(3)	199.21	1.105	21.6%	0.061	21.6%	129.1	5.6%	2.379	20.9%	18.51%	40.6%	24.7%	34.7%	[1-1.00 0]
10	H	(3)	220.06	0.999	20.0%	0.061	20.0%	115.4	5.6%	2.405	19.2%	17.38%	39.6%	29.6%	30.8%	[1-0.95 0]
11	H	(3)	239.75	1.029	19.1%	0.069	19.1%	115.3	5.4%	2.479	18.3%	16.62%	43.4%	26.0%	30.6%	[1-0.85 0]
12	H	(3)	259.43	1.025	18.3%	0.074	18.3%	112.7	5.3%	2.526	17.5%	15.96%	45.5%	24.5%	30.0%	[1-0.88 0]
13	H	(3)	280.30	0.945	18.9%	0.074	18.9%	106.7	5.1%	2.458	18.2%	15.42%	42.8%	28.9%	28.3%	[1-0.84 0]
14	H	(3)	300.00	1.009	18.8%	0.084	18.8%	111.7	6.0%	2.511	17.9%	14.91%	44.9%	25.2%	29.9%	[1-1.00 1]
15	H	(3)	319.70	1.027	18.3%	0.091	18.3%	112.5	5.9%	2.536	17.3%	14.51%	47.7%	22.1%	30.2%	[1-1.00 1]
16	H	(3)	339.40	1.014	18.0%	0.096	18.0%	111.9	6.0%	2.518	17.0%	14.11%	47.3%	22.8%	29.9%	[1-0.92 0]
17	H	(3)	360.24	0.953	18.0%	0.095	18.0%	108.2	6.0%	2.446	16.9%	13.82%	47.0%	24.1%	28.8%	[1-0.86 0]
18	H	(3)	379.94	0.893	16.5%	0.094	16.5%	101.2	6.1%	2.451	15.3%	13.42%	50.1%	23.1%	26.8%	[1-0.55 0]
19	H	(3)	399.64	0.840	15.4%	0.093	15.4%	95.3	5.5%	2.448	14.4%	13.12%	49.6%	25.5%	24.9%	[1-0.62 0]
20	H	(3)	420.50	0.807	15.1%	0.094	15.1%	93.8	5.2%	2.389	14.1%	12.91%	48.2%	27.4%	24.3%	[1-0.69 0]
21	H	(3)	440.21	0.750	14.8%	0.092	14.8%	90.0	5.3%	2.314	13.8%	12.72%	46.6%	30.1%	23.4%	[1-0.60 0]
22	H	(3)	459.89	0.716	14.1%	0.091	14.1%	85.9	5.4%	2.314	13.1%	12.34%	45.7%	31.8%	22.5%	[1-0.48 0]
23	H	(3)	479.59	0.677	14.2%	0.090	14.2%	84.1	5.5%	2.234	13.0%	12.23%	45.4%	32.3%	22.3%	[1-0.37 2]
24	H	(3)	500.46	0.614	14.3%	0.085	14.3%	80.8	5.5%	2.113	13.2%	12.23%	45.2%	33.3%	21.5%	[1-0.37 2]
25	H	(3)	520.14	0.561	14.9%	0.081	14.9%	76.0	7.0%	2.050	13.2%	12.01%	44.9%	34.8%	20.3%	[1-0.00 2]
26	H	(3)	539.84	0.490	14.9%	0.073	14.9%	66.7	7.7%	2.038	12.7%	11.86%	45.1%	37.0%	17.9%	[1-0.34 2]
27	H	(3)	560.68	0.426	14.8%	0.066	14.8%	60.4	7.9%	1.958	12.6%	11.66%	43.1%	40.9%	16.0%	[1-0.00 2]
28	H	(3)	580.38	0.419	15.6%	0.068	15.6%	58.9	9.1%	1.974	12.6%	11.38%	42.1%	42.6%	15.3%	[1-0.00 2]
29	H	(3)	600.09	0.369	15.8%	0.061	15.8%	53.0	9.7%	1.935	12.5%	11.23%	40.7%	45.7%	13.6%	[1-0.00 2]
30	H	(3)	619.79	0.333	14.2%	0.057	14.2%	47.0	7.9%	1.972	11.8%	10.97%	41.2%	46.8%	12.0%	[1-0.12 2]
31	H	(3)	640.64	0.391	15.1%	0.070	15.1%	54.6	8.0%	1.987	12.8%	10.80%	40.3%	45.6%	14.0%	[1-0.11 2]
32	H	(3)	661.52	0.416	17.8%	0.076	17.8%	57.0	11.8%	2.026	13.3%	10.69%	41.7%	43.7%	14.6%	[1-0.51 0]
33	H	(3)	680.06	0.418	17.8%	0.079	17.8%	57.2	12.0%	2.028	13.2%	10.52%	42.4%	43.1%	14.6%	[1-0.33 2]
34	H	(3)	699.75	0.416	18.1%	0.081	18.1%	56.7	12.5%	2.039	13.1%	10.34%	44.1%	41.7%	14.3%	[1-0.07 2]
35	H	(6)	720.66	0.420	18.3%	0.084	18.3%	57.3	13.0%	2.034	12.9%	10.19%	43.9%	41.8%	14.3%	[1-0.00 2]
36	H	(6)	740.38	0.347	17.9%	0.071	17.9%	48.7	13.4%	1.982	11.8%	10.10%	43.9%	44.2%	11.9%	[1-0.00 2]
37	H	(6)	760.08	0.298	15.4%	0.063	15.4%	41.6	11.0%	1.990	10.8%	9.97%	44.0%	46.1%	9.9%	[1-0.37 2]
38	H	(6)	780.94	0.257	14.2%	0.056	14.2%	36.1	9.9%	1.977	10.1%	9.85%	45.0%	46.7%	8.3%	[1-0.51 0]
39	H	(6)	800.64	0.271	13.4%	0.060	13.4%	38.0	8.8%	1.980	10.1%	9.74%	45.4%	45.8%	8.8%	[1-0.55 0]
40	H	(6)	820.35	0.282	13.7%	0.064	13.7%	38.8	9.4%	2.016	9.9%	9.57%	46.5%	44.5%	9.0%	[1-0.58 0]
41	H	(6)	840.07	0.279	14.0%	0.065	14.0%	38.3	9.9%	2.023	9.9%	9.48%	47.7%	43.6%	8.7%	[1-0.52 0]
42	H	(6)	860.93	0.302	13.0%	0.072	13.0%	40.3	8.8%	2.078	9.6%	9.30%	48.7%	42.0%	9.3%	[1-0.60 0]
43	H	(6)	880.63	0.323	13.1%	0.079	13.1%	43.0	8.9%	2.088	9.6%	9.24%	49.3%	40.5%	10.1%	[1-0.64 0]
44	H	(6)	900.34	0.350	12.3%	0.088	12.3%	45.3	8.0%	2.145	9.3%	9.03%	49.9%	39.2%	10.9%	[1-0.70 0]
45	H	(6)	920.04	0.393	11.5%	0.100	11.5%	50.4	6.9%	2.168	9.2%	8.92%	49.7%	38.0%	12.3%	[1-0.68 0]
46	H	(6)	940.91	0.444	11.5%	0.116	11.5%	56.6	6.9%	2.178	9.2%	8.84%	49.9%	36.0%	14.1%	[1-0.60 0]
47	H	(6)	960.59	0.486	11.2%	0.130	11.2%	61.2	6.6%	2.206	9.0%	8.72%	49.5%	35.0%	15.5%	[1-0.66 0]
48	H	(6)	980.27	0.527	10.8%	0.143	10.8%	66.1	6.0%	2.215	9.0%	8.64%	48.8%	34.5%	16.8%	[1-0.71 0]
49	H	(6)	1001.13	0.517	10.8%	0.144	10.8%	65.8	6.1%	2.183	8.9%	8.55%	47.6%	35.7%	16.7%	[1-0.52 0]
50	H	(6)	1020.80	0.462	11.3%	0.131	11.3%	59.3	7.0%	2.167	8.8%	8.46%	47.8%	37.3%	14.9%	[1-0.51 0]
51	H	(6)	1040.52	0.422	11.0%	0.122	11.0%	55.1	6.5%	2.125	8.8%	8.40%	47.1%	39.2%	13.7%	[1-0.41 2]
52	H	(6)	1060.22	0.376	11.0%	0.111	11.0%	50.5	6.6%	2.070	8.8%	8.32%	46.0%	41.7%	12.3%	[1-0.20 2]
53	H	(6)	1081.09	0.316	11.3%	0.095	11.3%	43.7	7.1%	2.008	8.8%	8.26%	44.6%	45.0%	10.4%	[1-0.00 2]
54	H	(6)	1100.78	0.265	11.5%	0.081	11.5%	37.3	7.6%	1.976	8.6%	8.18%	43.5%	47.9%	8.5%	[1-0.00 2]
55	H	(6)	1120.48	0.237	10.6%	0.074	10.6%	33.8	6.3%	1.947	8.5%	8.10%	42.1%	50.5%	7.5%	[1-0.00 2]
56	H	(6)	1140.21	0.212	10.6%	0.067	10.6%	30.7	6.4%	1.920	8.4%	8.03%	41.1%	52.4%	6.5%	[1-0.00 2]
57	H	(6)	1161.11	0.200	10.3%	0.064	10.3%	29.1	6.0%	1.909	8.3%	7.96%	40.8%	53.2%	6.0%	[1-0.00 2]
58	H	(6)	1180.84	0.183	10.3%	0.060	10.3%	26.7	6.0%	1.899	8.3%	7.91%	41.2%	53.4%	5.3%	[1-0.00 2]
59	H	(6)	1200.55	0.183	10.5%	0.061	10.5%	26.6	6.5%	1.907	8.3%	7.86%	42.0%	52.7%	5.3%	[1-0.13 2]
60	H	(6)	1220.26	0.190	10.6%	0.064	10.6%	27.7	6.4%	1.903	8.4%	7.82%	42.6%	51.7%	5.7%	[1-0.04 2]
61	H	(6)	1241.13	0.184	10.8%	0.063	10.8%	26.7	6.8%	1.911	8.3%	7.75%	43.3%	51.3%	5.4%	[1-0.04 2]
62	H	(6)	1260.83	0.182	11.2%	0.064	11.2%	25.9	7.7%	1.953	8.1%	7.66%	44.2%	50.6%	5.2%	[1-0.26 2]
63	H	(6)	1280.59	0.190	11.3%	0.068	11.3%	27.0	7.9%	1.955	8.1%	7.60%	44.5%	49.9%	5.5%	[1-0.19 2]
64	H	(6)	1301.43	0.197	10.9%	0.071	10.9%	28.1	7.3%	1.949	8.1%	7.56%	44.6%	49.6%	5.8%	[1-0.18 2]
65	H	(6)	1321.12	0.206	11.3%	0.075	11.3%	28.7	8.2%	1.987	7.8%	7.47%	45.1%	48.9%	6.0%	[1-0.39 2]
