[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.44	0.366	100.0%	0.004	100.0%	175.0	33.8%	0.582	100.0%	100.00%	16.3%	35.2%	48.5%	[1-0.43 0]
1	H	(3)	59.13	0.239	100.0%	0.004	100.0%	174.2	42.7%	0.381	100.0%	100.00%	17.0%	35.0%	48.0%	[1-0.43 0]
2	H	(3)	79.96	0.117	100.0%	0.003	100.0%	174.5	59.5%	0.187	100.0%	100.00%	17.2%	34.9%	47.9%	[1-0.43 0]
3	H	(3)	99.67	0.154	100.0%	0.004	100.0%	177.5	62.9%	0.242	100.0%	95.12%	16.2%	34.9%	48.9%	[1-0.43 0]
4	H	(3)	119.37	0.093	100.0%	0.003	100.0%	178.7	71.6%	0.145	100.0%	95.12%	15.7%	35.0%	49.2%	[1-0.43 0]
5	H	(3)	139.09	0.103	100.0%	0.004	100.0%	196.4	83.4%	0.145	100.0%	90.24%	15.6%	30.4%	54.0%	[1-0.43 0]
6	H	(3)	159.97	0.099	100.0%	0.004	100.0%	202.5	89.5%	0.136	100.0%	85.36%	15.2%	29.2%	55.6%	[1-0.43 0]
7	H	(3)	179.68	0.088	100.0%	0.004	100.0%	202.0	91.2%	0.121	100.0%	85.36%	15.1%	29.3%	55.6%	[1-0.43 0]
8	H	(3)	199.37	0.089	100.0%	0.005	100.0%	199.0	96.4%	0.124	100.0%	81.03%	15.9%	29.4%	54.7%	[1-0.43 0]
9	H	(3)	220.23	0.080	100.0%	0.005	100.0%	196.7	97.5%	0.112	100.0%	81.03%	16.5%	29.4%	54.0%	[1-0.43 0]
10	H	(3)	239.93	0.073	100.0%	0.005	100.0%	193.7	91.6%	0.104	100.0%	79.74%	17.3%	29.3%	53.4%	[1-0.43 0]
11	H	(3)	259.63	0.078	100.0%	0.006	100.0%	209.2	84.7%	0.103	100.0%	79.74%	18.2%	23.5%	58.3%	[1-0.43 0]
12	H	(3)	279.31	0.087	100.0%	0.007	100.0%	223.9	75.5%	0.107	100.0%	78.45%	19.8%	17.6%	62.6%	[1-0.43 0]
13	H	(3)	300.17	0.107	100.0%	0.009	100.0%	250.9	66.8%	0.119	100.0%	77.57%	20.0%	10.6%	69.4%	[1-0.43 0]
14	H	(3)	319.85	0.132	100.0%	0.012	100.0%	269.1	59.6%	0.136	100.0%	76.69%	21.0%	3.4%	75.6%	[1-0.43 0]
15	H	(3)	340.69	0.148	100.0%	0.014	100.0%	268.9	57.7%	0.153	100.0%	71.81%	22.1%	2.0%	75.9%	[1-0.43 0]
16	H	(3)	360.37	0.140	100.0%	0.014	100.0%	262.7	57.5%	0.148	100.0%	71.81%	23.2%	3.0%	73.8%	[1-0.43 0]
17	H	(3)	380.08	0.141	100.0%	0.015	100.0%	258.9	59.8%	0.152	100.0%	71.16%	24.0%	1.9%	74.1%	[1-0.43 0]
18	H	(3)	399.79	0.134	100.0%	0.015	100.0%	240.4	61.8%	0.155	100.0%	69.00%	26.7%	1.9%	71.4%	[1-0.43 0]
19	H	(3)	420.67	0.128	100.0%	0.015	100.0%	237.4	61.3%	0.150	100.0%	67.84%	28.7%	1.9%	69.4%	[1-0.43 0]
20	H	(3)	441.54	0.070	100.0%	0.009	100.0%	207.7	59.1%	0.093	100.0%	67.84%	38.3%	1.2%	60.5%	[1-0.43 0]
21	H	(3)	461.25	0.067	100.0%	0.009	100.0%	193.2	53.3%	0.097	100.0%	67.84%	43.2%	0.2%	56.7%	[1-0.43 0]
22	H	(3)	480.96	0.089	100.0%	0.012	100.0%	176.7	43.7%	0.141	100.0%	58.08%	49.1%	0.2%	50.7%	[1-0.43 0]
23	H	(3)	500.67	0.074	100.0%	0.010	100.0%	153.8	35.3%	0.134	100.0%	58.08%	56.9%	0.2%	43.0%	[1-0.43 0]
24	H	(3)	521.52	0.061	86.6%	0.009	86.6%	130.7	24.2%	0.130	83.1%	57.58%	62.4%	0.2%	37.4%	[1-0.43 0]
25	H	(3)	541.21	0.064	86.7%	0.010	86.7%	140.9	25.1%	0.126	83.0%	57.17%	59.2%	0.1%	40.7%	[1-0.43 0]
26	H	(3)	562.06	0.059	89.4%	0.009	89.4%	135.9	25.4%	0.120	85.7%	57.17%	59.9%	0.4%	39.7%	[1-0.43 0]
27	H	(3)	581.74	0.062	90.6%	0.010	90.6%	140.0	29.2%	0.122	85.8%	55.88%	58.0%	0.4%	41.6%	[1-0.43 0]
28	H	(3)	601.42	0.066	94.3%	0.011	94.3%	154.0	31.5%	0.119	88.9%	55.88%	54.0%	0.5%	45.6%	[1-0.43 0]
29	H	(3)	623.44	0.073	87.3%	0.013	87.3%	161.7	31.3%	0.126	81.5%	53.72%	51.8%	0.5%	47.7%	[1-0.43 0]
30	H	(3)	644.34	0.075	85.0%	0.013	85.0%	167.5	28.9%	0.125	79.9%	53.72%	50.0%	0.5%	49.6%	[1-0.43 0]
31	H	(3)	660.56	0.081	76.0%	0.015	76.0%	170.1	26.1%	0.133	71.4%	51.56%	49.4%	0.1%	50.4%	[1-0.43 0]
32	H	(3)	680.27	0.080	74.2%	0.015	74.2%	172.2	23.2%	0.129	70.5%	51.22%	48.9%	0.1%	51.0%	[1-0.43 0]
33	H	(3)	699.99	0.079	73.0%	0.015	73.0%	175.8	20.0%	0.125	70.2%	51.22%	48.1%	0.0%	51.9%	[1-0.43 0]
34	H	(3)	723.22	0.077	75.4%	0.016	75.4%	179.2	21.1%	0.120	72.4%	50.93%	47.4%	0.0%	52.6%	[1-0.43 0]
35	H	(3)	742.93	0.076	76.1%	0.016	76.1%	180.1	22.6%	0.117	72.6%	50.05%	46.8%	0.0%	53.2%	[1-0.43 0]
36	H	(3)	762.63	0.075	79.9%	0.016	79.9%	186.1	24.8%	0.112	75.9%	50.05%	44.8%	0.1%	55.1%	[1-0.43 0]
37	H	(3)	782.34	0.074	79.1%	0.016	79.1%	186.2	26.2%	0.111	74.6%	48.52%	44.5%	0.2%	55.3%	[1-0.43 0]
38	H	(3)	802.05	0.070	82.1%	0.016	82.1%	186.4	28.1%	0.105	77.2%	48.52%	43.9%	0.3%	55.8%	[1-0.43 0]
39	H	(3)	822.90	0.069	83.3%	0.016	83.3%	189.2	28.7%	0.102	78.3%	48.52%	43.1%	0.3%	56.6%	[1-0.43 0]
40	H	(3)	842.60	0.068	84.3%	0.016	84.3%	190.3	28.9%	0.099	79.2%	48.52%	42.5%	0.3%	57.2%	[1-0.43 0]
41	H	(3)	862.30	0.065	84.6%	0.016	84.6%	186.0	28.5%	0.097	79.6%	48.11%	43.8%	0.2%	56.0%	[1-0.43 0]
