[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.64	2.169	32.5%	0.012	32.5%	70.0	7.1%	8.604	31.7%	31.41%	51.2%	31.0%	17.8%	[1-1.00 0]
1	H	(3)	39.33	2.202	26.2%	0.024	26.2%	63.9	6.8%	9.580	25.3%	21.94%	56.6%	27.5%	15.9%	[1-1.00 0]
2	H	(3)	59.08	2.476	24.3%	0.041	24.3%	72.9	6.6%	9.429	23.4%	17.51%	50.8%	30.5%	18.7%	[1-1.00 1]
3	H	(3)	79.92	2.446	22.0%	0.054	22.0%	71.6	6.6%	9.488	21.0%	14.94%	50.5%	31.2%	18.2%	[1-1.00 1]
4	H	(3)	99.62	2.469	20.8%	0.068	20.8%	72.4	7.2%	9.470	19.6%	13.39%	50.9%	30.7%	18.4%	[1-1.00 1]
5	H	(3)	119.34	2.317	17.7%	0.077	17.7%	67.9	7.0%	9.476	16.2%	12.25%	52.0%	30.7%	17.3%	[1-1.00 1]
6	H	(3)	139.05	2.284	15.9%	0.088	15.9%	68.0	7.2%	9.324	14.2%	11.38%	50.4%	32.1%	17.5%	[1-1.00 1]
7	H	(3)	159.92	2.024	14.5%	0.090	14.5%	59.2	7.4%	9.491	12.5%	10.65%	54.7%	30.5%	14.8%	[1-1.00 1]
8	H	(6)	179.62	2.029	13.6%	0.101	13.6%	57.1	7.6%	9.867	11.3%	9.90%	56.7%	29.1%	14.2%	[1-1.00 1]
9	H	(6)	199.34	1.891	12.6%	0.105	12.6%	53.3	6.8%	9.847	10.6%	9.41%	57.8%	29.0%	13.2%	[1-1.00 1]
10	H	(6)	219.05	1.881	12.4%	0.114	12.4%	52.9	7.4%	9.869	10.0%	8.97%	57.7%	29.4%	12.8%	[1-1.00 1]
11	H	(6)	239.91	1.858	11.9%	0.124	11.9%	50.8	7.3%	10.151	9.5%	8.45%	58.3%	29.6%	12.1%	[1-1.00 1]
12	H	(6)	259.61	1.886	11.6%	0.136	11.6%	52.2	7.1%	10.048	9.1%	8.13%	57.3%	30.2%	12.5%	[1-1.00 1]
13	H	(6)	279.30	1.848	11.4%	0.143	11.4%	51.6	7.2%	9.955	8.9%	7.84%	56.3%	31.4%	12.3%	[1-1.00 1]
14	H	(6)	300.16	1.813	11.1%	0.151	11.1%	51.0	7.0%	9.868	8.6%	7.56%	55.2%	32.5%	12.2%	[1-1.00 1]
