[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	1.799	100.0%	0.010	100.0%	210.5	21.6%	2.374	100.0%	67.49%	29.7%	11.6%	58.7%	[1-1.00 0]
1	H	(3)	39.47	0.856	100.0%	0.009	100.0%	137.3	20.0%	1.731	100.0%	49.49%	53.0%	9.7%	37.3%	[1-1.00 0]
2	H	(3)	59.16	0.764	80.0%	0.013	80.0%	112.7	18.4%	1.884	77.8%	41.87%	58.8%	11.2%	30.0%	[1-1.00 0]
3	H	(3)	80.01	0.550	82.9%	0.012	82.9%	98.9	17.3%	1.545	81.0%	39.73%	60.9%	13.0%	26.1%	[1-1.00 0]
4	H	(3)	99.73	0.515	72.0%	0.014	72.0%	91.0	16.1%	1.574	70.2%	35.09%	60.7%	15.5%	23.8%	[1-1.00 0]
5	H	(3)	119.45	0.360	46.8%	0.012	46.8%	62.3	10.5%	1.603	45.6%	31.66%	67.5%	17.3%	15.3%	[1-1.00 0]
6	H	(3)	139.15	0.382	35.9%	0.015	35.9%	63.1	9.7%	1.682	34.6%	28.71%	64.2%	20.2%	15.6%	[1-1.00 0]
7	H	(3)	160.03	0.367	32.6%	0.016	32.6%	63.7	9.4%	1.602	31.2%	27.02%	62.0%	22.2%	15.8%	[1-1.00 0]
8	H	(3)	179.74	0.405	29.4%	0.020	29.4%	69.3	8.6%	1.624	28.1%	25.06%	59.2%	23.5%	17.2%	[1-1.00 0]
9	H	(3)	199.46	0.386	29.2%	0.021	29.2%	70.9	8.2%	1.513	28.0%	24.60%	57.8%	24.5%	17.7%	[1-1.00 0]
10	H	(3)	219.17	0.368	27.9%	0.022	27.9%	69.5	8.7%	1.469	26.5%	23.71%	55.8%	26.8%	17.4%	[1-1.00 0]
11	H	(3)	240.04	0.327	26.4%	0.022	26.4%	62.0	8.0%	1.463	25.1%	22.80%	58.3%	26.6%	15.1%	[1-1.00 0]
12	H	(3)	259.76	0.331	23.8%	0.024	23.8%	58.5	8.1%	1.574	22.4%	21.30%	60.2%	25.7%	14.1%	[1-1.00 0]
13	H	(3)	280.61	0.295	24.6%	0.023	24.6%	54.5	8.2%	1.507	23.1%	20.85%	59.4%	27.7%	13.0%	[1-1.00 0]
14	H	(3)	300.31	0.291	23.8%	0.024	23.8%	52.8	9.1%	1.534	22.0%	19.82%	60.4%	27.0%	12.6%	[1-1.00 0]
15	H	(3)	320.01	0.276	23.0%	0.025	23.0%	49.9	8.2%	1.537	21.5%	19.23%	63.1%	25.1%	11.8%	[1-1.00 0]
16	H	(3)	339.72	0.307	22.4%	0.029	22.4%	55.7	9.0%	1.531	20.5%	18.42%	59.6%	26.9%	13.5%	[1-1.00 0]
17	H	(3)	359.42	0.323	21.6%	0.032	21.6%	60.6	7.8%	1.479	20.1%	17.92%	55.0%	30.0%	15.0%	[1-1.00 0]
18	H	(3)	380.28	0.335	20.2%	0.035	20.2%	62.8	7.9%	1.483	18.5%	17.42%	55.7%	28.6%	15.7%	[1-1.00 0]
19	H	(3)	399.99	0.346	19.9%	0.038	19.9%	66.9	7.5%	1.437	18.4%	17.07%	53.4%	29.9%	16.7%	[1-0.79 2]
20	H	(3)	419.72	0.377	19.0%	0.044	19.0%	72.6	7.3%	1.442	17.6%	16.47%	49.5%	32.1%	18.4%	[1-0.66 2]
21	H	(3)	439.41	0.406	17.9%	0.050	17.9%	76.0	6.5%	1.482	16.6%	15.86%	48.9%	31.7%	19.4%	[1-0.47 2]
