[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.72	0.752	100.0%	0.004	100.0%	161.3	26.5%	1.295	100.0%	84.62%	20.4%	36.2%	43.5%	[1-0.55 0]
1	H	(3)	39.42	0.317	100.0%	0.003	100.0%	116.1	23.8%	0.759	100.0%	72.69%	38.0%	32.0%	30.1%	[1-0.55 0]
2	H	(3)	59.12	0.292	100.0%	0.005	100.0%	84.5	23.1%	0.959	100.0%	59.75%	52.2%	26.9%	20.9%	[1-0.55 0]
3	H	(3)	79.99	0.178	100.0%	0.004	100.0%	68.2	22.7%	0.725	100.0%	54.06%	56.7%	27.0%	16.2%	[1-0.55 0]
4	H	(3)	99.70	0.213	82.5%	0.006	82.5%	60.6	22.6%	0.978	79.3%	42.76%	59.9%	26.0%	14.1%	[1-0.55 0]
5	H	(3)	119.42	0.115	53.6%	0.004	53.6%	31.0	17.2%	1.034	50.8%	39.49%	70.2%	24.3%	5.5%	[1-0.55 0]
6	H	(3)	139.14	0.115	45.9%	0.004	45.9%	30.8	14.0%	1.038	43.7%	35.44%	69.4%	24.9%	5.7%	[1-0.55 0]
7	H	(3)	160.02	0.148	42.5%	0.007	42.5%	42.0	12.7%	0.981	40.5%	33.41%	62.5%	28.5%	9.0%	[1-0.55 0]
8	H	(3)	179.72	0.172	39.3%	0.009	39.3%	47.5	11.7%	1.003	37.5%	31.29%	62.7%	26.5%	10.8%	[1-0.55 0]
9	H	(3)	199.41	0.200	34.9%	0.011	34.9%	53.6	9.5%	1.038	33.6%	28.63%	59.5%	27.8%	12.7%	[1-0.55 0]
10	H	(3)	219.11	0.248	32.5%	0.015	32.5%	65.6	8.7%	1.049	31.3%	27.24%	54.7%	28.8%	16.5%	[1-0.55 0]
11	H	(3)	240.02	0.234	29.6%	0.016	29.6%	59.9	8.5%	1.088	28.3%	25.23%	53.7%	31.5%	14.8%	[1-0.55 0]
12	H	(3)	259.70	0.180	28.0%	0.013	28.0%	48.6	7.4%	1.027	27.0%	24.65%	52.9%	35.5%	11.6%	[1-0.55 0]
