[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	1.817	68.8%	0.010	68.8%	221.0	15.2%	2.284	67.1%	58.61%	26.4%	13.3%	60.3%	[1-0.43 0]
1	H	(3)	39.44	1.115	62.9%	0.012	62.9%	151.2	14.1%	2.048	61.3%	43.01%	36.8%	22.6%	40.6%	[1-0.43 0]
2	H	(3)	59.06	1.045	49.2%	0.017	49.2%	124.3	12.8%	2.336	47.5%	33.50%	40.9%	26.0%	33.1%	[1-0.43 0]
3	H	(3)	79.90	1.078	44.8%	0.024	44.8%	113.7	14.6%	2.633	42.3%	27.15%	40.8%	29.0%	30.2%	[1-0.43 0]
4	H	(3)	99.59	1.039	37.8%	0.029	37.8%	97.7	14.3%	2.956	35.0%	23.04%	43.0%	31.4%	25.6%	[1-0.43 0]
5	H	(3)	121.62	0.672	31.0%	0.023	31.0%	59.6	13.2%	3.134	28.0%	20.09%	46.5%	38.3%	15.2%	[1-0.43 0]
6	H	(3)	139.02	0.579	28.7%	0.022	28.7%	49.3	13.5%	3.261	25.3%	18.64%	46.8%	40.8%	12.4%	[1-1.00 1]
7	H	(3)	159.89	0.480	28.4%	0.021	28.4%	41.7	14.5%	3.193	24.4%	17.53%	46.7%	43.2%	10.1%	[1-1.00 1]
8	H	(3)	179.60	0.355	23.4%	0.018	23.4%	30.8	10.5%	3.205	20.9%	16.53%	49.5%	43.5%	7.0%	[1-1.00 1]
9	H	(3)	199.32	0.507	22.0%	0.028	22.0%	42.4	9.1%	3.326	20.0%	15.50%	50.6%	39.0%	10.3%	[1-1.00 1]
10	H	(3)	219.04	0.607	20.1%	0.037	20.1%	49.0	7.8%	3.445	18.5%	14.80%	54.0%	34.0%	12.0%	[1-1.00 1]
11	H	(3)	239.89	0.638	18.8%	0.042	18.8%	51.7	7.4%	3.423	17.3%	14.29%	55.5%	31.6%	12.9%	[1-1.00 1]
12	H	(3)	259.58	0.657	19.0%	0.047	19.0%	54.6	8.6%	3.342	16.9%	13.99%	56.4%	29.9%	13.6%	[1-1.00 1]
13	H	(3)	279.28	0.684	18.0%	0.053	18.0%	57.9	8.1%	3.281	16.1%	13.56%	54.7%	30.7%	14.6%	[1-1.00 1]
14	H	(3)	300.12	0.544	17.3%	0.045	17.3%	47.7	8.9%	3.167	14.8%	13.09%	52.1%	36.1%	11.8%	[1-1.00 1]
15	H	(3)	319.81	0.439	17.6%	0.039	17.6%	41.0	10.5%	2.978	14.2%	12.90%	48.9%	41.1%	9.9%	[1-1.00 1]
16	H	(3)	339.49	0.397	18.0%	0.037	18.0%	37.9	11.7%	2.910	13.7%	12.60%	47.7%	43.4%	8.9%	[1-0.91 0]
17	H	(3)	359.18	0.319	16.9%	0.032	16.9%	32.0	10.3%	2.765	13.4%	12.32%	44.9%	48.0%	7.1%	[1-0.72 0]
18	H	(3)	380.04	0.272	17.4%	0.029	17.4%	28.6	11.0%	2.647	13.5%	12.03%	44.1%	49.8%	6.0%	[1-0.42 0]
19	H	(3)	399.73	0.245	16.2%	0.027	16.2%	26.0	9.7%	2.618	13.0%	11.81%	42.7%	52.1%	5.1%	[1-0.69 0]
20	H	(3)	419.43	0.254	15.8%	0.030	15.8%	27.6	9.0%	2.561	13.0%	11.66%	42.8%	51.8%	5.4%	[1-0.63 0]
21	H	(3)	440.29	0.240	15.1%	0.029	15.1%	26.7	8.0%	2.502	12.8%	11.44%	41.5%	53.4%	5.1%	[1-0.66 0]
22	H	(3)	460.00	0.282	15.4%	0.036	15.4%	31.0	8.9%	2.534	12.6%	11.21%	42.5%	51.1%	6.4%	[1-0.78 0]
23	H	(3)	479.71	0.315	16.3%	0.042	16.3%	34.5	10.7%	2.539	12.3%	10.98%	42.7%	49.7%	7.7%	[1-0.87 0]
24	H	(3)	500.59	0.359	16.0%	0.050	16.0%	39.0	10.5%	2.563	12.1%	10.77%	43.3%	47.6%	9.0%	[1-0.93 0]
25	H	(3)	520.28	0.399	15.5%	0.058	15.5%	42.3	10.6%	2.621	11.4%	10.47%	42.9%	47.0%	10.2%	[1-1.00 1]
26	H	(3)	539.97	0.472	14.7%	0.071	14.7%	49.5	9.5%	2.648	11.2%	10.29%	43.1%	44.5%	12.4%	[1-1.00 1]
27	H	(6)	559.68	0.509	14.3%	0.079	14.3%	53.4	9.3%	2.650	10.9%	10.13%	42.4%	43.9%	13.7%	[1-1.00 1]
28	H	(6)	580.53	0.500	13.0%	0.081	13.0%	53.0	7.6%	2.619	10.5%	10.01%	41.7%	44.9%	13.4%	[1-1.00 1]
29	H	(6)	600.21	0.495	12.7%	0.082	12.7%	52.7	7.4%	2.608	10.4%	9.87%	41.5%	45.1%	13.4%	[1-1.00 1]
30	H	(6)	619.91	0.492	12.3%	0.085	12.3%	52.2	7.1%	2.614	10.1%	9.70%	41.2%	45.5%	13.3%	[1-1.00 1]
31	H	(6)	640.77	0.477	12.4%	0.085	12.4%	50.0	7.6%	2.649	9.8%	9.47%	40.9%	46.4%	12.7%	[1-1.00 1]
