[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.65	2.232	39.1%	0.012	39.1%	78.4	16.8%	7.909	35.3%	33.43%	59.8%	24.5%	15.7%	[1-0.05 0]
1	H	(3)	40.63	1.513	43.3%	0.017	43.3%	61.1	13.5%	6.876	41.1%	25.11%	56.9%	29.5%	13.5%	[1-0.05 0]
2	H	(3)	59.09	1.623	34.0%	0.027	34.0%	58.8	12.7%	7.667	31.5%	20.06%	59.7%	27.0%	13.2%	[1-0.05 0]
3	H	(3)	81.07	1.542	30.6%	0.035	30.6%	52.4	13.7%	8.172	27.3%	16.93%	63.5%	24.8%	11.6%	[1-1.00 1]
4	H	(3)	100.76	1.386	28.6%	0.039	28.6%	47.4	13.5%	8.129	25.2%	15.32%	66.0%	23.7%	10.2%	[1-1.00 1]
5	H	(3)	120.47	1.129	24.1%	0.038	24.1%	38.2	11.6%	8.203	21.1%	14.05%	69.3%	22.3%	8.4%	[1-1.00 1]
6	H	(3)	139.01	1.051	21.5%	0.041	21.5%	35.2	13.8%	8.299	16.5%	13.15%	73.4%	19.4%	7.2%	[1-1.00 1]
7	H	(3)	159.90	0.861	20.0%	0.038	20.0%	28.4	13.2%	8.434	15.0%	12.29%	76.1%	18.8%	5.2%	[1-1.00 1]
8	H	(3)	180.76	0.746	18.5%	0.037	18.5%	25.5	12.5%	8.139	13.7%	11.81%	76.9%	19.0%	4.2%	[1-1.00 1]
9	H	(3)	200.47	0.684	17.9%	0.038	17.9%	23.9	12.4%	7.958	12.8%	11.24%	76.0%	20.3%	3.7%	[1-1.00 0]
10	H	(6)	220.18	0.636	18.0%	0.039	18.0%	21.9	13.6%	8.068	11.8%	10.60%	76.5%	20.4%	3.1%	[1-1.00 1]
11	H	(6)	239.88	0.604	15.5%	0.040	15.5%	20.9	10.5%	8.029	11.3%	10.19%	77.4%	19.9%	2.7%	[1-1.00 1]
12	H	(6)	259.58	0.658	15.2%	0.047	15.2%	22.3	10.9%	8.189	10.6%	9.69%	76.9%	19.9%	3.2%	[1-1.00 1]
13	H	(6)	279.28	0.643	13.9%	0.050	13.9%	22.9	9.1%	7.816	10.5%	9.32%	75.7%	20.9%	3.4%	[1-0.43 0]
14	H	(6)	301.31	0.739	12.8%	0.062	12.8%	25.0	8.3%	8.216	9.7%	8.89%	75.7%	20.3%	4.0%	[1-0.94 0]
15	H	(6)	321.01	0.744	12.0%	0.066	12.0%	25.4	7.3%	8.116	9.5%	8.68%	75.0%	20.8%	4.2%	[1-0.91 2]
16	H	(6)	340.69	0.703	11.8%	0.067	11.8%	24.8	7.2%	7.857	9.3%	8.53%	74.0%	22.0%	4.0%	[1-0.89 2]
17	H	(6)	360.39	0.702	11.3%	0.070	11.3%	24.8	6.8%	7.855	9.0%	8.32%	74.0%	22.0%	3.9%	[1-0.88 0]
