[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.86	1.356	42.7%	0.007	42.7%	76.6	9.5%	4.917	41.7%	41.99%	54.0%	26.4%	19.6%	[1-1.00 1]
1	H	(3)	39.63	1.405	39.4%	0.015	39.4%	89.9	8.1%	4.342	38.6%	30.66%	45.4%	31.0%	23.6%	[1-1.00 1]
2	H	(3)	59.43	1.372	37.7%	0.023	37.7%	92.4	8.0%	4.128	36.9%	25.60%	42.6%	33.1%	24.3%	[1-1.00 1]
3	H	(3)	79.24	1.394	35.1%	0.031	35.1%	93.3	8.0%	4.150	34.2%	22.00%	42.6%	32.9%	24.5%	[1-1.00 1]
4	H	(3)	99.07	1.330	31.8%	0.037	31.8%	86.8	8.1%	4.257	30.7%	19.64%	45.7%	31.7%	22.6%	[1-1.00 1]
5	H	(3)	120.05	1.237	26.6%	0.041	26.6%	83.3	7.7%	4.123	25.5%	18.15%	46.2%	32.3%	21.5%	[1-1.00 1]
6	H	(3)	139.88	1.209	22.7%	0.047	22.7%	77.7	7.3%	4.321	21.5%	16.42%	48.8%	31.4%	19.7%	[1-1.00 1]
7	H	(3)	160.84	1.170	21.7%	0.052	21.7%	75.7	7.4%	4.295	20.4%	15.42%	49.6%	31.3%	19.1%	[1-1.00 1]
8	H	(3)	180.60	1.186	23.2%	0.060	23.2%	77.9	11.2%	4.229	20.3%	14.62%	48.2%	31.9%	19.8%	[1-1.00 1]
9	H	(3)	199.22	1.168	22.9%	0.065	22.9%	79.5	11.0%	4.082	20.0%	14.10%	46.1%	33.6%	20.3%	[1-1.00 1]
10	H	(3)	220.14	1.172	22.2%	0.072	22.2%	79.9	11.4%	4.076	19.0%	13.32%	44.6%	34.9%	20.5%	[1-1.00 1]
11	H	(3)	239.94	1.132	22.0%	0.075	22.0%	78.7	11.8%	3.993	18.5%	12.91%	44.7%	35.1%	20.2%	[1-1.00 1]
12	H	(3)	259.78	1.016	20.6%	0.073	20.6%	71.3	12.3%	3.959	16.5%	12.60%	48.9%	33.0%	18.1%	[1-1.00 1]
13	H	(3)	279.59	0.836	16.1%	0.065	16.1%	58.7	8.0%	3.958	13.9%	12.23%	53.8%	31.9%	14.4%	[1-1.00 1]
14	H	(3)	299.39	0.795	14.7%	0.066	14.7%	54.9	7.6%	4.025	12.6%	11.67%	55.0%	31.8%	13.2%	[1-1.00 1]
15	H	(3)	320.35	0.758	14.3%	0.067	14.3%	52.4	7.4%	4.017	12.2%	11.31%	56.6%	31.0%	12.4%	[1-1.00 1]
16	H	(3)	340.16	0.725	13.8%	0.068	13.8%	50.4	7.2%	3.991	11.8%	10.97%	56.8%	31.4%	11.8%	[1-1.00 1]
17	H	(3)	359.99	0.753	12.9%	0.075	12.9%	52.4	6.3%	3.992	11.3%	10.61%	54.8%	32.8%	12.4%	[1-1.00 1]
18	H	(3)	379.81	0.754	12.5%	0.080	12.5%	53.1	5.9%	3.945	11.0%	10.37%	53.5%	33.9%	12.5%	[1-1.00 1]
19	H	(6)	399.59	0.716	12.6%	0.079	12.6%	50.2	6.7%	3.958	10.7%	10.09%	54.6%	33.6%	11.7%	[1-1.00 1]
20	H	(6)	420.54	0.704	12.3%	0.082	12.3%	48.6	6.7%	4.020	10.3%	9.77%	54.9%	33.7%	11.4%	[1-1.00 1]
21	H	(6)	440.35	0.694	12.2%	0.085	12.2%	47.2	7.0%	4.081	10.0%	9.48%	55.8%	33.0%	11.1%	[1-1.00 1]
22	H	(6)	460.16	0.680	12.3%	0.087	12.3%	46.0	7.4%	4.101	9.8%	9.28%	57.2%	31.9%	10.9%	[1-1.00 1]
23	H	(6)	479.99	0.691	12.2%	0.092	12.2%	46.7	7.4%	4.106	9.7%	9.10%	58.0%	30.8%	11.2%	[1-1.00 1]
24	H	(6)	499.82	0.764	11.8%	0.106	11.8%	51.4	7.1%	4.129	9.5%	8.94%	57.4%	30.1%	12.5%	[1-1.00 1]
25	H	(6)	519.61	0.798	11.6%	0.115	11.6%	53.6	6.9%	4.135	9.3%	8.78%	57.0%	29.9%	13.0%	[1-1.00 1]
26	H	(6)	540.57	0.739	11.6%	0.111	11.6%	49.0	7.4%	4.185	9.0%	8.56%	58.3%	30.0%	11.7%	[1-1.00 1]
27	H	(6)	560.34	0.749	11.8%	0.117	11.8%	49.7	7.9%	4.192	8.8%	8.36%	57.1%	31.1%	11.8%	[1-1.00 1]
28	H	(6)	580.17	0.736	12.5%	0.119	12.5%	48.9	9.0%	4.176	8.6%	8.21%	56.9%	31.5%	11.6%	[1-1.00 1]
29	H	(6)	599.93	0.715	12.2%	0.119	12.2%	48.3	8.8%	4.115	8.6%	8.10%	56.6%	32.0%	11.4%	[1-1.00 1]
30	H	(6)	619.72	0.697	12.1%	0.120	12.1%	46.9	8.8%	4.126	8.4%	7.96%	56.8%	32.0%	11.1%	[1-1.00 1]
31	H	(6)	640.68	0.754	11.7%	0.134	11.7%	50.9	8.2%	4.118	8.2%	7.81%	55.3%	32.5%	12.2%	[1-1.00 1]
32	H	(6)	660.47	0.703	11.8%	0.129	11.8%	47.6	8.6%	4.103	8.1%	7.71%	56.0%	32.7%	11.4%	[1-1.00 1]
33	H	(6)	680.28	0.690	11.5%	0.130	11.5%	46.6	8.3%	4.113	7.9%	7.56%	55.5%	33.3%	11.2%	[1-1.00 1]
34	H	(6)	700.08	0.615	12.0%	0.120	12.0%	41.9	9.0%	4.074	7.9%	7.48%	55.7%	34.4%	10.0%	[1-1.00 1]
35	H	(6)	719.88	0.558	12.3%	0.111	12.3%	38.4	9.5%	4.030	7.8%	7.40%	55.4%	35.6%	9.0%	[1-1.00 1]
