[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	1.364	57.6%	0.007	57.6%	132.8	12.1%	2.852	56.3%	50.80%	28.9%	34.9%	36.2%	[1-0.00 0]
1	H	(3)	39.40	1.248	60.6%	0.014	60.6%	159.8	10.8%	2.171	59.6%	42.14%	30.5%	25.7%	43.8%	[1-0.00 0]
2	H	(3)	59.08	1.210	56.9%	0.020	56.9%	170.7	10.1%	1.969	55.9%	36.10%	27.9%	25.1%	47.0%	[1-0.00 0]
3	H	(3)	79.94	1.346	47.6%	0.030	47.6%	173.3	9.6%	2.158	46.6%	30.12%	27.7%	21.1%	51.2%	[1-0.00 0]
4	H	(3)	99.63	1.340	42.3%	0.037	42.3%	166.8	9.5%	2.232	41.2%	26.28%	27.2%	21.2%	51.5%	[1-0.00 0]
5	H	(3)	119.33	1.529	29.4%	0.051	29.4%	169.8	8.6%	2.501	28.1%	22.25%	25.4%	21.7%	52.9%	[1-0.00 0]
6	H	(3)	139.03	1.224	26.8%	0.047	26.8%	145.5	8.2%	2.337	25.6%	20.89%	21.1%	31.2%	47.6%	[1-0.00 0]
7	H	(3)	159.89	1.186	25.1%	0.053	25.1%	137.1	8.0%	2.401	23.8%	18.89%	21.0%	33.5%	45.4%	[1-0.00 0]
8	H	(3)	179.61	0.942	23.1%	0.047	23.1%	111.9	7.8%	2.337	21.8%	17.76%	18.9%	44.5%	36.6%	[1-0.00 0]
9	H	(3)	199.31	0.885	22.1%	0.049	22.1%	103.9	8.7%	2.368	20.4%	16.83%	18.4%	48.7%	33.0%	[1-0.47 2]
10	H	(3)	220.19	0.790	22.8%	0.048	22.8%	93.3	12.0%	2.350	19.5%	16.16%	19.3%	49.9%	30.8%	[1-0.83 2]
11	H	(3)	239.89	0.822	21.8%	0.055	21.8%	93.8	11.9%	2.433	18.2%	15.39%	22.3%	46.8%	30.9%	[1-0.93 2]
12	H	(3)	260.77	0.801	21.0%	0.058	21.0%	91.8	12.3%	2.423	17.0%	14.75%	22.6%	46.9%	30.4%	[1-0.81 2]
13	H	(3)	279.29	0.805	20.9%	0.062	20.9%	93.9	12.6%	2.382	16.7%	14.31%	22.9%	46.0%	31.1%	[1-0.73 2]
14	H	(3)	300.15	0.840	19.0%	0.070	19.0%	96.6	10.4%	2.415	15.9%	13.69%	22.2%	46.0%	31.8%	[1-0.80 2]
15	H	(3)	319.83	0.863	17.7%	0.077	17.7%	101.5	7.6%	2.360	16.0%	13.39%	22.1%	45.1%	32.8%	[1-0.91 2]
16	H	(3)	340.67	0.963	18.1%	0.091	18.1%	113.4	8.6%	2.358	15.9%	12.99%	21.3%	43.4%	35.3%	[1-0.97 2]
17	H	(3)	360.37	0.968	18.0%	0.097	18.0%	115.9	8.0%	2.318	16.2%	12.72%	21.5%	42.7%	35.8%	[1-0.84 2]
18	H	(3)	380.08	1.043	17.7%	0.110	17.7%	123.5	7.8%	2.347	15.9%	12.38%	22.1%	40.1%	37.8%	[1-0.85 2]
19	H	(3)	399.78	1.076	17.7%	0.120	17.7%	125.5	8.2%	2.382	15.7%	12.07%	23.5%	39.5%	37.0%	[1-0.96 2]
20	H	(3)	419.48	1.086	17.2%	0.127	17.2%	126.1	8.0%	2.394	15.2%	11.78%	23.3%	40.1%	36.6%	[1-0.95 1]
21	H	(3)	440.34	0.954	16.1%	0.117	16.1%	113.1	6.8%	2.343	14.6%	11.57%	22.8%	44.2%	33.0%	[1-0.89 2]
22	H	(3)	460.06	0.818	15.2%	0.105	15.2%	98.5	7.0%	2.307	13.5%	11.34%	22.4%	48.6%	29.0%	[1-0.97 2]
23	H	(3)	479.75	0.698	14.7%	0.093	14.7%	85.3	6.7%	2.272	13.1%	11.17%	23.2%	52.1%	24.7%	[1-1.00 1]
24	H	(3)	499.48	0.551	13.6%	0.076	13.6%	68.2	6.4%	2.245	12.0%	10.92%	22.1%	57.8%	20.1%	[1-0.99 1]
25	H	(3)	520.34	0.401	13.1%	0.058	13.1%	51.2	6.3%	2.175	11.5%	10.76%	21.4%	63.3%	15.3%	[1-0.88 2]
26	H	(3)	540.05	0.368	13.1%	0.055	13.1%	47.3	6.0%	2.162	11.6%	10.56%	21.7%	64.1%	14.2%	[1-0.70 2]
27	H	(3)	559.76	0.306	12.6%	0.048	12.6%	39.9	4.4%	2.129	11.8%	10.44%	21.5%	65.8%	12.8%	[1-0.76 2]
28	H	(6)	580.61	0.319	13.1%	0.051	13.1%	41.9	4.8%	2.112	12.2%	10.28%	20.9%	65.3%	13.8%	[1-0.71 2]
29	H	(6)	600.31	0.330	13.1%	0.055	13.1%	43.1	4.6%	2.126	12.3%	10.10%	20.6%	64.9%	14.5%	[1-0.77 2]
30	H	(6)	620.02	0.336	13.3%	0.058	13.3%	44.1	4.5%	2.121	12.5%	9.92%	20.4%	64.7%	14.9%	[1-0.60 2]
31	H	(6)	639.74	0.333	13.7%	0.059	13.7%	43.8	5.1%	2.111	12.7%	9.79%	20.2%	65.1%	14.7%	[1-0.67 2]
32	H	(6)	660.60	0.328	13.8%	0.060	13.8%	43.2	5.4%	2.106	12.7%	9.66%	19.8%	65.9%	14.2%	[1-0.78 2]
33	H	(6)	680.30	0.311	13.7%	0.059	13.7%	41.6	5.2%	2.079	12.7%	9.54%	18.7%	68.0%	13.4%	[1-0.74 2]
34	H	(6)	700.01	0.313	14.1%	0.061	14.1%	41.8	5.5%	2.083	13.0%	9.39%	19.0%	67.5%	13.5%	[1-0.73 2]
35	H	(6)	719.72	0.328	14.6%	0.066	14.6%	43.5	6.1%	2.092	13.3%	9.26%	19.7%	65.9%	14.3%	[1-0.69 2]
36	H	(6)	741.74	0.342	14.9%	0.071	14.9%	45.1	6.3%	2.109	13.5%	9.12%	19.5%	65.4%	15.1%	[1-0.75 2]
37	H	(6)	780.00	0.364	14.6%	0.079	14.6%	46.7	6.5%	2.164	13.1%	8.80%	19.9%	64.3%	15.9%	[1-0.88 2]
38	H	(6)	800.85	0.387	14.5%	0.086	14.5%	48.9	6.6%	2.198	12.9%	8.67%	21.1%	62.0%	16.9%	[1-0.92 2]
39	H	(6)	820.55	0.391	14.1%	0.089	14.1%	49.5	6.3%	2.194	12.6%	8.57%	21.5%	61.2%	17.3%	[1-0.90 2]
40	H	(6)	840.27	0.385	13.1%	0.090	13.1%	49.0	5.6%	2.184	11.9%	8.48%	21.4%	61.5%	17.1%	[1-0.88 2]
41	H	(6)	859.98	0.375	12.0%	0.089	12.0%	47.4	4.9%	2.194	10.9%	8.34%	21.0%	62.5%	16.5%	[1-0.75 2]
42	H	(6)	880.85	0.359	11.4%	0.088	11.4%	45.8	4.8%	2.177	10.4%	8.24%	20.2%	64.0%	15.7%	[1-0.73 2]
43	H	(6)	900.56	0.339	11.0%	0.085	11.0%	43.8	5.0%	2.149	9.8%	8.16%	19.1%	66.1%	14.8%	[1-0.70 2]
44	H	(6)	920.28	0.326	10.6%	0.083	10.6%	42.1	5.3%	2.150	9.1%	8.04%	17.8%	68.3%	13.8%	[1-0.85 2]
45	H	(6)	939.99	0.309	10.3%	0.081	10.3%	40.3	5.3%	2.128	8.8%	7.96%	17.2%	69.9%	13.0%	[1-0.81 2]
46	H	(6)	960.86	0.303	10.1%	0.081	10.1%	39.7	5.5%	2.125	8.5%	7.86%	17.7%	69.6%	12.6%	[1-0.76 2]
47	H	(6)	980.58	0.307	9.7%	0.084	9.7%	39.9	5.2%	2.135	8.2%	7.77%	18.1%	69.2%	12.7%	[1-0.71 2]
48	H	(6)	1000.29	0.309	9.4%	0.086	9.4%	40.3	4.7%	2.131	8.1%	7.70%	18.6%	68.6%	12.8%	[1-0.63 2]
49	H	(6)	1020.00	0.310	9.3%	0.088	9.3%	40.2	4.6%	2.142	8.0%	7.62%	19.2%	68.0%	12.8%	[1-0.69 2]
50	H	(6)	1040.87	0.349	9.5%	0.101	9.5%	45.0	5.2%	2.155	7.9%	7.54%	19.6%	65.9%	14.5%	[1-0.66 2]
51	H	(6)	1060.58	0.362	9.3%	0.107	9.3%	46.8	4.9%	2.151	7.9%	7.46%	19.1%	65.8%	15.1%	[1-0.38 2]
