[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.606	100.0%	0.003	100.0%	183.2	22.9%	0.920	100.0%	95.12%	13.7%	35.7%	50.6%	[1-0.43 0]
1	H	(3)	39.45	0.302	100.0%	0.003	100.0%	182.3	29.5%	0.460	100.0%	95.12%	13.7%	35.9%	50.3%	[1-0.43 0]
2	H	(3)	59.15	0.204	100.0%	0.003	100.0%	208.3	40.2%	0.272	100.0%	95.12%	15.0%	27.9%	57.1%	[1-0.43 0]
3	H	(3)	80.04	0.263	100.0%	0.006	100.0%	222.8	41.9%	0.328	100.0%	85.36%	14.9%	24.2%	61.0%	[1-0.43 0]
4	H	(3)	99.76	0.234	100.0%	0.006	100.0%	227.4	40.9%	0.286	100.0%	78.31%	16.0%	21.8%	62.2%	[1-0.43 0]
5	H	(3)	119.47	0.241	100.0%	0.008	100.0%	240.3	43.4%	0.278	100.0%	72.14%	16.7%	17.6%	65.7%	[1-0.43 0]
6	H	(3)	139.19	0.251	100.0%	0.010	100.0%	224.9	43.1%	0.310	100.0%	62.60%	20.4%	18.4%	61.2%	[1-0.43 0]
7	H	(3)	160.06	0.191	100.0%	0.009	100.0%	192.8	38.5%	0.276	100.0%	62.60%	23.2%	24.2%	52.6%	[1-0.43 0]
8	H	(3)	179.79	0.106	100.0%	0.005	100.0%	154.2	33.7%	0.191	100.0%	62.60%	31.9%	26.4%	41.7%	[1-0.43 0]
9	H	(3)	199.49	0.092	100.0%	0.005	100.0%	119.8	29.6%	0.214	100.0%	58.50%	38.1%	29.9%	32.0%	[1-0.43 0]
10	H	(3)	220.33	0.078	100.0%	0.005	100.0%	92.6	20.9%	0.234	100.0%	56.06%	44.6%	31.1%	24.3%	[1-0.43 0]
11	H	(3)	240.03	0.070	87.6%	0.005	87.6%	78.7	18.3%	0.248	85.7%	52.10%	44.5%	35.0%	20.5%	[1-0.43 0]
12	H	(3)	259.75	0.076	52.7%	0.005	52.7%	72.1	13.2%	0.294	51.0%	45.93%	44.3%	36.9%	18.8%	[1-0.43 0]
13	H	(3)	279.45	0.061	54.2%	0.005	54.2%	64.5	12.8%	0.263	52.7%	45.59%	37.7%	45.4%	16.9%	[1-0.43 0]
14	H	(3)	300.30	0.054	50.6%	0.004	50.6%	56.6	12.5%	0.263	49.0%	42.81%	31.3%	53.7%	15.1%	[1-0.43 0]
15	H	(3)	319.98	0.039	43.4%	0.003	43.4%	41.0	9.7%	0.262	42.2%	40.73%	24.6%	64.5%	11.0%	[1-0.43 0]
16	H	(3)	339.67	0.038	41.7%	0.004	41.7%	40.1	9.3%	0.262	40.6%	39.18%	21.6%	67.6%	10.8%	[1-0.43 0]
17	H	(3)	360.53	0.031	39.1%	0.003	39.1%	32.8	9.0%	0.266	38.0%	37.54%	18.6%	72.8%	8.7%	[1-0.43 0]
