[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	20.91	3.191	51.1%	0.019	51.1%	134.2	10.7%	6.603	50.0%	33.17%	27.8%	35.4%	36.8%	[1-1.00 0]
1	H	(3)	39.45	3.218	36.3%	0.035	36.3%	115.7	9.1%	7.727	35.2%	24.05%	45.1%	23.8%	31.1%	[1-1.00 0]
2	H	(3)	59.15	2.954	29.3%	0.049	29.3%	98.8	8.1%	8.307	28.2%	19.09%	49.1%	24.8%	26.1%	[1-1.00 0]
3	H	(3)	80.00	2.461	28.9%	0.055	28.9%	91.4	8.2%	7.482	27.7%	17.01%	50.5%	25.4%	24.1%	[1-0.68 0]
4	H	(3)	99.71	2.246	26.2%	0.062	26.2%	83.7	7.7%	7.458	25.0%	14.88%	49.5%	28.6%	21.9%	[1-0.00 2]
5	H	(3)	119.42	1.876	19.9%	0.062	19.9%	69.4	6.5%	7.508	18.8%	13.61%	52.6%	29.7%	17.7%	[1-0.59 2]
6	H	(3)	139.14	1.689	17.6%	0.065	17.6%	64.9	6.1%	7.235	16.5%	12.68%	50.6%	32.9%	16.5%	[1-0.78 0]
7	H	(3)	160.02	1.569	16.3%	0.070	16.3%	61.4	6.4%	7.100	14.9%	11.75%	49.0%	35.5%	15.5%	[1-0.38 2]
8	H	(3)	179.73	1.538	15.1%	0.077	15.1%	58.9	5.7%	7.250	14.0%	11.04%	49.5%	35.8%	14.7%	[1-0.79 0]
9	H	(3)	199.43	1.608	15.3%	0.089	15.3%	60.0	5.9%	7.439	14.1%	10.35%	52.0%	33.0%	15.0%	[1-0.51 0]
10	H	(6)	220.28	1.616	15.1%	0.099	15.1%	58.5	5.6%	7.668	14.1%	9.88%	54.1%	31.3%	14.6%	[1-0.76 0]
11	H	(6)	239.98	1.538	15.4%	0.103	15.4%	55.7	5.9%	7.662	14.2%	9.41%	54.0%	32.4%	13.7%	[1-0.59 0]
12	H	(6)	259.69	1.561	16.0%	0.113	16.0%	56.5	6.4%	7.679	14.7%	9.07%	55.0%	31.1%	13.9%	[1-0.68 0]
13	H	(6)	279.40	1.552	16.6%	0.120	16.6%	56.0	7.3%	7.701	14.8%	8.72%	54.2%	32.2%	13.6%	[1-0.82 0]
14	H	(6)	301.43	1.514	17.1%	0.127	17.1%	54.3	8.7%	7.741	14.7%	8.35%	53.5%	33.4%	13.1%	[1-0.77 0]
15	H	(6)	319.98	1.452	18.0%	0.129	18.0%	52.5	10.2%	7.679	14.8%	8.17%	54.1%	33.3%	12.5%	[1-0.86 0]
16	H	(6)	339.68	1.387	18.0%	0.131	18.0%	50.3	10.3%	7.658	14.8%	7.94%	55.0%	33.1%	12.0%	[1-0.81 0]
17	H	(6)	360.53	1.327	17.7%	0.133	17.7%	48.3	10.0%	7.631	14.5%	7.70%	54.7%	33.9%	11.3%	[1-0.76 0]
18	H	(6)	380.24	1.214	17.1%	0.128	17.1%	44.5	9.2%	7.587	14.4%	7.52%	54.9%	34.8%	10.3%	[1-0.87 0]
19	H	(6)	401.10	1.193	16.4%	0.133	16.4%	43.7	8.5%	7.585	14.0%	7.30%	54.6%	35.4%	10.0%	[1-0.91 0]
20	H	(6)	419.65	1.108	15.2%	0.129	15.2%	41.6	6.7%	7.394	13.6%	7.16%	52.7%	37.9%	9.4%	[1-0.84 0]
21	H	(6)	440.51	1.028	15.2%	0.126	15.2%	39.6	7.2%	7.216	13.4%	6.99%	51.1%	40.1%	8.8%	[1-0.76 0]
22	H	(6)	461.38	1.060	15.5%	0.136	15.5%	40.9	7.9%	7.204	13.3%	6.83%	50.6%	40.3%	9.1%	[1-0.85 0]
23	H	(6)	481.08	1.103	15.9%	0.147	15.9%	42.8	8.8%	7.152	13.2%	6.68%	49.6%	40.6%	9.8%	[1-0.77 0]
24	H	(6)	501.94	1.108	15.9%	0.154	15.9%	43.1	9.2%	7.132	12.9%	6.54%	48.6%	41.5%	9.9%	[1-0.82 0]
25	H	(6)	520.49	1.182	16.4%	0.171	16.4%	45.7	10.3%	7.185	12.7%	6.40%	48.5%	40.8%	10.8%	[1-0.72 0]
26	H	(6)	541.35	1.279	15.8%	0.192	15.8%	49.2	9.5%	7.214	12.7%	6.32%	48.6%	39.6%	11.8%	[1-0.86 0]
27	H	(6)	561.04	1.303	15.7%	0.203	15.7%	50.5	9.7%	7.163	12.4%	6.19%	48.3%	39.5%	12.2%	[1-0.70 0]
28	H	(6)	581.90	1.315	15.5%	0.213	15.5%	50.8	9.8%	7.190	12.0%	6.07%	48.1%	39.6%	12.3%	[1-0.71 0]
29	H	(6)	601.60	1.305	15.3%	0.218	15.3%	50.4	10.0%	7.189	11.6%	5.95%	47.9%	39.8%	12.3%	[1-0.68 0]
