[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.71	0.731	100.0%	0.004	100.0%	207.0	21.7%	0.981	98.1%	95.12%	32.6%	11.4%	56.0%	[1-1.00 0]
1	H	(3)	41.67	0.356	100.0%	0.004	100.0%	181.9	22.6%	0.543	100.0%	81.02%	34.9%	11.1%	54.0%	[1-1.00 0]
2	H	(3)	61.37	0.425	100.0%	0.007	100.0%	190.6	20.7%	0.619	100.0%	66.94%	36.3%	7.6%	56.2%	[1-1.00 0]
3	H	(3)	79.91	0.567	73.5%	0.013	73.5%	180.5	18.8%	0.873	71.1%	47.77%	33.1%	14.4%	52.5%	[1-1.00 0]
4	H	(3)	99.62	0.551	68.1%	0.015	68.1%	173.5	17.3%	0.883	65.8%	42.23%	34.3%	16.0%	49.7%	[1-1.00 0]
5	H	(3)	119.31	0.509	55.3%	0.017	55.3%	161.4	14.8%	0.876	53.2%	39.18%	35.9%	17.7%	46.5%	[1-1.00 0]
6	H	(3)	140.18	0.491	52.3%	0.019	52.3%	158.3	12.0%	0.862	50.9%	37.37%	39.1%	17.4%	43.5%	[1-1.00 0]
7	H	(3)	159.89	0.402	51.3%	0.018	51.3%	141.0	10.1%	0.791	50.3%	36.04%	43.2%	19.0%	37.8%	[1-1.00 0]
8	H	(3)	180.78	0.366	53.9%	0.018	53.9%	140.1	10.4%	0.726	52.9%	35.39%	43.5%	18.9%	37.5%	[1-1.00 0]
9	H	(3)	200.50	0.340	55.9%	0.019	55.9%	139.3	13.2%	0.678	54.3%	34.15%	41.0%	21.4%	37.6%	[1-1.00 0]
10	H	(3)	220.20	0.375	45.7%	0.023	45.7%	131.4	13.3%	0.793	43.7%	30.61%	43.3%	21.2%	35.5%	[1-1.00 0]
11	H	(3)	239.92	0.369	41.7%	0.025	41.7%	125.9	13.4%	0.815	39.5%	28.93%	43.3%	23.0%	33.7%	[1-1.00 0]
12	H	(3)	259.62	0.389	37.8%	0.028	37.8%	126.0	12.8%	0.858	35.5%	27.24%	43.1%	23.2%	33.7%	[1-1.00 0]
13	H	(3)	279.32	0.395	33.6%	0.031	33.6%	120.7	11.7%	0.910	31.5%	26.25%	50.2%	18.0%	31.8%	[1-1.00 0]
14	H	(3)	300.16	0.385	29.9%	0.032	29.9%	113.3	8.0%	0.943	28.8%	25.63%	57.9%	12.2%	29.9%	[1-1.00 0]
15	H	(3)	319.84	0.404	29.4%	0.036	29.4%	115.4	7.8%	0.973	28.3%	25.13%	61.2%	8.4%	30.4%	[1-1.00 0]
16	H	(3)	339.54	0.407	27.4%	0.038	27.4%	110.4	7.9%	1.025	26.3%	23.95%	62.7%	7.9%	29.4%	[1-1.00 0]
17	H	(3)	360.37	0.375	26.4%	0.038	26.4%	101.2	7.8%	1.028	25.3%	23.18%	64.3%	8.8%	26.9%	[1-1.00 0]
