[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	0.978	70.6%	0.005	70.6%	153.5	14.3%	1.769	69.1%	73.43%	21.6%	36.2%	42.2%	[1-0.43 0]
1	H	(3)	39.44	0.776	72.0%	0.008	72.0%	146.3	13.2%	1.474	70.8%	60.03%	22.6%	36.9%	40.5%	[1-0.43 0]
2	H	(3)	59.12	0.708	71.3%	0.012	71.3%	147.3	12.5%	1.336	70.2%	53.89%	23.1%	36.2%	40.6%	[1-0.43 0]
3	H	(3)	79.98	0.352	100.0%	0.008	100.0%	119.0	12.4%	0.821	100.0%	46.57%	32.3%	35.4%	32.2%	[1-0.43 0]
4	H	(3)	99.68	0.399	80.7%	0.011	80.7%	118.7	11.8%	0.935	79.9%	40.68%	32.7%	35.2%	32.1%	[1-0.43 0]
5	H	(3)	119.39	0.367	63.2%	0.012	63.2%	109.1	10.6%	0.934	62.3%	37.82%	37.4%	33.4%	29.2%	[1-0.43 0]
6	H	(3)	139.09	0.306	54.8%	0.012	54.8%	96.4	9.9%	0.882	53.9%	36.50%	41.9%	32.8%	25.3%	[1-0.43 0]
7	H	(3)	159.95	0.243	50.0%	0.011	50.0%	85.7	9.0%	0.788	49.2%	36.10%	44.7%	33.2%	22.1%	[1-0.43 0]
8	H	(3)	179.65	0.290	44.8%	0.014	44.8%	103.7	8.6%	0.778	44.0%	34.30%	38.7%	33.9%	27.4%	[1-0.43 0]
9	H	(3)	199.34	0.252	42.5%	0.014	42.5%	94.2	8.4%	0.744	41.7%	33.45%	42.4%	33.0%	24.6%	[1-0.43 0]
10	H	(3)	220.18	0.241	36.8%	0.015	36.8%	86.6	8.2%	0.774	35.9%	30.98%	43.0%	34.1%	22.9%	[1-0.43 0]
11	H	(3)	239.87	0.238	35.9%	0.016	35.9%	89.8	8.2%	0.738	34.9%	30.29%	42.1%	33.9%	23.9%	[1-0.43 0]
12	H	(3)	259.58	0.221	35.5%	0.016	35.5%	86.8	8.1%	0.708	34.6%	29.95%	44.8%	32.0%	23.2%	[1-0.43 0]
13	H	(3)	279.25	0.218	31.8%	0.017	31.8%	80.3	7.9%	0.756	30.8%	28.03%	46.9%	31.8%	21.4%	[1-0.43 0]
14	H	(3)	300.11	0.207	31.1%	0.017	31.1%	78.8	7.7%	0.729	30.2%	27.26%	45.3%	33.9%	20.8%	[1-0.43 0]
15	H	(3)	319.81	0.213	30.5%	0.019	30.5%	83.2	7.5%	0.712	29.6%	26.85%	44.2%	34.2%	21.7%	[1-0.43 0]
16	H	(3)	339.52	0.193	29.8%	0.018	29.8%	76.5	7.9%	0.701	28.7%	26.24%	45.0%	35.5%	19.6%	[1-0.43 0]
17	H	(3)	360.37	0.184	27.9%	0.018	27.9%	70.5	8.2%	0.725	26.7%	25.07%	44.9%	37.3%	17.7%	[1-0.43 0]
