[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.74	0.441	59.6%	0.002	59.6%	51.8	13.9%	2.362	58.0%	58.50%	41.0%	46.2%	12.8%	[1-1.00 0]
1	H	(3)	39.44	0.264	59.2%	0.003	59.2%	32.4	13.1%	2.264	57.7%	43.56%	47.1%	46.3%	6.6%	[1-1.00 0]
2	H	(3)	59.14	0.270	43.5%	0.004	43.5%	25.9	12.0%	2.900	41.8%	31.51%	49.5%	46.1%	4.4%	[1-1.00 0]
3	H	(3)	80.00	0.387	38.0%	0.009	38.0%	32.4	10.6%	3.310	36.5%	25.32%	49.5%	44.0%	6.5%	[1-1.00 0]
4	H	(3)	99.70	0.322	37.5%	0.009	37.5%	28.6	10.0%	3.122	36.1%	23.32%	50.0%	44.8%	5.3%	[1-1.00 0]
5	H	(3)	119.40	0.237	33.7%	0.008	33.7%	20.9	8.4%	3.146	32.6%	21.30%	54.3%	42.9%	2.8%	[1-1.00 1]
6	H	(3)	139.12	0.259	29.9%	0.010	29.9%	21.8	8.9%	3.288	28.6%	19.31%	56.8%	40.1%	3.1%	[1-1.00 1]
7	H	(3)	159.98	0.261	27.9%	0.012	27.9%	22.0	8.6%	3.292	26.5%	18.09%	58.4%	38.5%	3.1%	[1-1.00 1]
8	H	(3)	182.03	0.168	25.0%	0.009	25.0%	14.5	9.4%	3.215	23.1%	16.98%	59.1%	40.0%	0.8%	[1-1.00 1]
9	H	(3)	199.41	0.171	22.8%	0.009	22.8%	14.8	8.9%	3.224	21.0%	15.97%	57.9%	41.2%	0.9%	[1-1.00 1]
10	H	(3)	219.12	0.180	20.8%	0.011	20.8%	15.6	8.4%	3.206	19.0%	15.28%	56.1%	42.6%	1.3%	[1-1.00 1]
11	H	(3)	240.00	0.193	19.3%	0.013	19.3%	16.7	9.2%	3.204	17.0%	14.47%	54.6%	43.8%	1.7%	[1-1.00 1]
12	H	(3)	259.72	0.207	18.2%	0.015	18.2%	18.2	8.9%	3.153	15.8%	14.09%	54.7%	43.1%	2.2%	[1-1.00 1]
13	H	(3)	279.42	0.254	17.8%	0.020	17.8%	23.7	8.0%	2.979	15.9%	14.09%	55.4%	40.7%	3.9%	[1-1.00 1]
14	H	(3)	300.29	0.291	17.9%	0.024	17.9%	28.4	7.8%	2.850	16.2%	14.09%	57.8%	36.8%	5.4%	[1-1.00 1]
15	H	(3)	320.01	0.313	17.6%	0.028	17.6%	32.1	7.5%	2.709	15.9%	14.09%	58.4%	35.2%	6.4%	[1-1.00 1]
16	H	(3)	339.73	0.298	17.1%	0.028	17.1%	32.0	6.6%	2.585	15.8%	14.07%	59.6%	33.9%	6.5%	[1-1.00 1]
17	H	(3)	359.43	0.297	17.1%	0.030	17.1%	33.5	7.2%	2.458	15.5%	14.01%	58.8%	34.3%	6.9%	[1-1.00 1]
18	H	(3)	380.30	0.279	16.8%	0.030	16.8%	33.4	6.6%	2.325	15.4%	14.00%	58.1%	35.1%	6.8%	[1-1.00 1]
19	H	(3)	400.03	0.255	17.4%	0.028	17.4%	32.0	8.3%	2.217	15.3%	13.98%	58.2%	35.4%	6.4%	[1-1.00 1]
20	H	(3)	419.74	0.239	17.7%	0.028	17.7%	31.2	9.0%	2.124	15.2%	13.97%	58.9%	34.9%	6.3%	[1-1.00 1]
21	H	(3)	439.44	0.255	17.1%	0.031	17.1%	35.0	7.9%	2.026	15.1%	13.95%	57.3%	35.4%	7.3%	[1-1.00 1]
22	H	(3)	460.31	0.249	17.4%	0.032	17.4%	35.4	8.5%	1.948	15.2%	13.92%	57.5%	35.1%	7.5%	[1-1.00 1]
23	H	(3)	480.04	0.244	18.0%	0.033	18.0%	36.1	9.7%	1.876	15.2%	13.92%	58.0%	34.4%	7.6%	[1-1.00 1]
24	H	(3)	499.73	0.254	17.9%	0.035	17.9%	39.1	9.3%	1.803	15.3%	13.92%	57.3%	34.3%	8.4%	[1-1.00 1]
25	H	(3)	519.42	0.253	17.6%	0.036	17.6%	40.5	8.5%	1.735	15.3%	13.91%	56.7%	34.7%	8.7%	[1-1.00 1]
26	H	(3)	540.30	0.241	18.2%	0.036	18.2%	40.2	9.8%	1.668	15.3%	13.89%	56.6%	34.8%	8.6%	[1-1.00 1]
27	H	(3)	560.01	0.230	17.7%	0.036	17.7%	39.8	9.1%	1.608	15.2%	13.86%	55.9%	35.6%	8.5%	[1-1.00 1]
28	H	(3)	579.71	0.208	17.5%	0.034	17.5%	37.2	8.9%	1.554	15.0%	13.82%	55.9%	36.2%	7.9%	[1-1.00 1]
29	H	(3)	600.58	0.187	17.9%	0.031	17.9%	34.7	9.7%	1.501	15.0%	13.82%	56.6%	36.2%	7.2%	[1-1.00 1]
