[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.61	0.247	100.0%	0.003	100.0%	175.8	36.5%	0.390	100.0%	100.00%	16.1%	35.4%	48.5%	[1-0.43 0]
1	H	(3)	59.25	0.189	100.0%	0.003	100.0%	155.2	33.9%	0.338	100.0%	88.07%	22.5%	34.9%	42.6%	[1-0.43 0]
2	H	(3)	80.06	0.133	100.0%	0.003	100.0%	132.5	30.4%	0.279	100.0%	81.03%	32.0%	32.1%	36.0%	[1-0.43 0]
3	H	(3)	99.75	0.392	58.4%	0.011	58.4%	111.2	28.7%	0.980	50.8%	40.33%	43.0%	27.3%	29.7%	[1-0.43 0]
4	H	(3)	119.44	0.648	39.6%	0.022	39.6%	101.2	26.7%	1.779	29.3%	28.46%	49.4%	23.8%	26.7%	[1-0.43 0]
5	H	(3)	139.14	0.698	27.9%	0.027	27.9%	72.4	20.2%	2.679	19.2%	22.69%	62.5%	19.3%	18.3%	[1-0.43 0]
6	H	(3)	160.02	0.647	21.0%	0.029	21.0%	54.9	13.4%	3.271	16.1%	19.34%	70.0%	16.9%	13.1%	[1-0.43 0]
7	H	(3)	179.73	0.609	20.0%	0.030	20.0%	48.0	11.0%	3.527	16.7%	17.42%	73.0%	16.0%	11.0%	[1-0.43 0]
8	H	(3)	199.42	0.584	18.9%	0.032	18.9%	45.4	9.4%	3.576	16.4%	15.87%	69.2%	20.5%	10.3%	[1-0.00 2]
9	H	(3)	220.27	0.595	17.0%	0.036	17.0%	42.4	8.7%	3.903	14.6%	14.52%	65.9%	24.6%	9.5%	[1-0.87 2]
10	H	(3)	239.95	0.527	16.8%	0.035	16.8%	40.1	8.5%	3.651	14.5%	13.58%	59.2%	32.0%	8.8%	[1-0.00 2]
11	H	(3)	259.66	0.448	16.3%	0.032	16.3%	34.5	8.1%	3.607	14.2%	13.05%	57.8%	34.9%	7.3%	[1-0.03 2]
12	H	(3)	279.35	0.405	15.1%	0.031	15.1%	30.1	7.1%	3.731	13.3%	12.32%	54.6%	39.3%	6.1%	[1-0.52 2]
13	H	(3)	300.19	0.380	15.8%	0.032	15.8%	28.5	8.5%	3.710	13.4%	11.84%	52.7%	41.6%	5.6%	[1-0.62 2]
14	H	(3)	319.87	0.310	16.4%	0.028	16.4%	24.8	8.4%	3.464	14.1%	11.80%	51.8%	43.7%	4.5%	[1-0.62 2]
15	H	(3)	339.57	0.308	17.4%	0.029	17.4%	25.9	9.5%	3.299	14.6%	11.75%	51.4%	43.7%	4.9%	[1-0.61 2]
16	H	(3)	360.41	0.293	17.8%	0.029	17.8%	26.3	9.9%	3.095	14.8%	11.69%	48.6%	46.5%	4.9%	[1-0.66 2]
17	H	(3)	380.11	0.251	17.5%	0.026	17.5%	23.6	9.7%	2.957	14.6%	11.61%	47.9%	48.0%	4.1%	[1-0.66 2]
18	H	(3)	400.97	0.249	16.7%	0.028	16.7%	24.4	8.2%	2.841	14.5%	11.54%	47.5%	48.1%	4.4%	[1-0.70 2]
19	H	(3)	419.53	0.239	15.9%	0.028	15.9%	24.3	7.5%	2.734	14.0%	11.44%	46.0%	49.7%	4.3%	[1-0.78 2]
20	H	(3)	440.38	0.240	15.4%	0.029	15.4%	25.4	7.0%	2.626	13.7%	11.35%	45.6%	49.7%	4.7%	[1-0.74 2]
21	H	(3)	460.11	0.246	15.2%	0.031	15.2%	26.8	6.8%	2.543	13.6%	11.31%	45.6%	49.2%	5.2%	[1-0.78 2]
22	H	(3)	479.81	0.253	15.5%	0.034	15.5%	28.5	7.9%	2.463	13.4%	11.29%	45.8%	48.4%	5.8%	[1-0.82 2]
23	H	(3)	499.52	0.257	15.2%	0.036	15.2%	29.8	8.0%	2.394	12.9%	11.27%	46.4%	47.3%	6.3%	[1-0.82 2]
24	H	(3)	520.37	0.274	15.3%	0.040	15.3%	32.7	8.2%	2.330	12.9%	11.25%	47.2%	45.6%	7.1%	[1-0.85 2]
25	H	(3)	540.05	0.257	15.4%	0.039	15.4%	31.6	8.4%	2.259	12.9%	11.23%	47.8%	45.3%	6.8%	[1-0.81 2]
26	H	(3)	559.74	0.260	15.1%	0.040	15.1%	32.5	7.6%	2.219	13.0%	11.15%	47.7%	45.1%	7.1%	[1-0.81 2]
27	H	(3)	580.58	0.272	14.6%	0.044	14.6%	34.8	6.7%	2.168	13.0%	11.03%	47.0%	45.2%	7.8%	[1-0.80 2]
28	H	(3)	600.28	0.248	14.5%	0.041	14.5%	32.4	7.2%	2.129	12.6%	10.93%	46.4%	46.5%	7.1%	[1-0.90 2]
29	H	(3)	619.99	0.236	14.6%	0.041	14.6%	31.8	8.0%	2.064	12.2%	10.87%	45.6%	47.5%	6.9%	[1-0.92 2]
30	H	(3)	639.69	0.256	16.2%	0.046	16.2%	35.1	10.9%	2.025	12.0%	10.84%	45.3%	46.8%	7.9%	[1-0.95 2]
31	H	(3)	660.56	0.260	16.7%	0.048	16.7%	36.4	11.9%	1.985	11.7%	10.79%	45.8%	45.9%	8.3%	[1-0.94 2]
32	H	(3)	680.26	0.259	16.6%	0.049	16.6%	36.7	12.0%	1.960	11.4%	10.74%	46.2%	45.4%	8.4%	[1-0.91 2]
33	H	(3)	699.95	0.267	17.4%	0.052	17.4%	38.5	13.1%	1.928	11.4%	10.70%	46.5%	44.6%	8.9%	[1-0.91 2]
34	H	(3)	720.81	0.251	17.2%	0.050	17.2%	37.2	12.9%	1.873	11.4%	10.68%	46.2%	45.3%	8.5%	[1-0.91 2]
35	H	(3)	740.52	0.219	15.3%	0.045	15.3%	33.7	10.2%	1.801	11.4%	10.65%	45.4%	47.1%	7.5%	[1-0.81 2]
36	H	(3)	760.24	0.207	15.3%	0.044	15.3%	32.5	10.4%	1.766	11.2%	10.58%	44.6%	48.2%	7.1%	[1-0.84 2]
37	H	(3)	779.93	0.192	16.4%	0.042	16.4%	30.7	12.0%	1.734	11.1%	10.53%	44.6%	48.7%	6.6%	[1-0.89 2]
38	H	(3)	800.79	0.204	14.9%	0.045	14.9%	33.4	9.8%	1.690	11.2%	10.50%	43.5%	49.1%	7.5%	[1-0.86 2]
39	H	(3)	820.47	0.203	14.3%	0.046	14.3%	34.1	8.8%	1.654	11.2%	10.48%	42.8%	49.5%	7.7%	[1-0.86 2]
40	H	(3)	840.16	0.200	14.8%	0.047	14.8%	34.2	9.7%	1.630	11.2%	10.46%	43.0%	49.3%	7.8%	[1-0.86 2]
41	H	(3)	861.02	0.185	14.4%	0.044	14.4%	32.4	9.0%	1.589	11.1%	10.41%	42.3%	50.5%	7.2%	[1-0.80 2]
42	H	(3)	880.71	0.176	14.3%	0.043	14.3%	31.6	8.9%	1.547	11.1%	10.39%	41.3%	51.8%	6.9%	[1-0.76 2]
43	H	(6)	900.40	0.145	14.0%	0.036	14.0%	26.6	8.9%	1.516	10.9%	10.31%	40.6%	54.1%	5.4%	[1-0.72 2]
44	H	(6)	920.12	0.136	15.0%	0.035	15.0%	25.3	10.1%	1.491	11.1%	10.27%	40.7%	54.4%	5.0%	[1-0.68 2]
45	H	(6)	940.98	0.145	15.1%	0.038	15.1%	27.2	10.0%	1.483	11.3%	10.20%	40.5%	53.9%	5.5%	[1-0.72 2]
46	H	(6)	963.02	0.143	15.3%	0.038	15.3%	27.3	10.1%	1.459	11.6%	10.16%	40.7%	53.7%	5.6%	[1-0.66 2]
47	H	(6)	980.41	0.152	15.0%	0.041	15.0%	29.0	9.3%	1.456	11.7%	10.08%	40.6%	53.3%	6.1%	[1-0.66 2]
48	H	(6)	1000.11	0.166	15.6%	0.046	15.6%	31.4	10.3%	1.469	11.7%	9.99%	41.5%	51.5%	6.9%	[1-0.74 2]
49	H	(6)	1020.99	0.177	15.4%	0.050	15.4%	33.7	10.1%	1.459	11.6%	9.94%	41.9%	50.5%	7.6%	[1-0.74 2]
50	H	(6)	1040.69	0.175	15.3%	0.051	15.3%	33.7	10.2%	1.447	11.4%	9.91%	42.2%	50.1%	7.7%	[1-0.80 0]
51	H	(6)	1060.41	0.183	15.5%	0.054	15.5%	35.2	10.8%	1.446	11.1%	9.87%	42.7%	49.0%	8.2%	[1-0.86 0]
52	H	(6)	1081.27	0.181	15.7%	0.054	15.7%	35.2	11.2%	1.433	11.0%	9.84%	43.5%	48.2%	8.3%	[1-0.82 0]
