[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.68	0.604	88.7%	0.003	88.7%	145.9	17.9%	1.150	86.9%	95.12%	23.8%	35.6%	40.6%	[1-0.43 0]
1	H	(3)	39.40	0.335	100.0%	0.004	100.0%	159.7	22.8%	0.582	100.0%	88.07%	21.4%	34.6%	44.0%	[1-0.43 0]
2	H	(3)	59.01	0.382	100.0%	0.006	100.0%	163.2	21.8%	0.650	100.0%	68.69%	24.5%	30.6%	44.8%	[1-0.43 0]
3	H	(3)	81.03	0.230	100.0%	0.005	100.0%	125.9	21.8%	0.508	100.0%	58.46%	41.4%	24.8%	33.8%	[1-0.43 0]
4	H	(3)	99.58	0.262	100.0%	0.007	100.0%	112.1	20.8%	0.648	100.0%	49.24%	45.8%	24.4%	29.8%	[1-0.43 0]
5	H	(3)	119.29	0.231	79.9%	0.008	79.9%	92.7	20.9%	0.692	77.1%	44.79%	54.5%	21.6%	23.9%	[1-0.43 0]
6	H	(3)	138.98	0.197	59.9%	0.008	59.9%	68.3	16.7%	0.802	57.6%	40.12%	66.1%	16.8%	17.1%	[1-0.43 0]
7	H	(3)	159.90	0.155	47.3%	0.007	47.3%	48.1	13.1%	0.894	45.4%	35.93%	70.5%	18.2%	11.3%	[1-0.43 0]
8	H	(3)	179.61	0.195	40.6%	0.010	40.6%	61.6	11.7%	0.878	38.9%	33.75%	63.4%	21.2%	15.3%	[1-0.43 0]
9	H	(3)	199.32	0.201	38.8%	0.011	38.8%	64.7	11.3%	0.865	37.1%	32.26%	62.0%	21.8%	16.2%	[1-0.43 0]
10	H	(3)	220.16	0.208	38.3%	0.013	38.3%	70.0	11.2%	0.827	36.6%	31.34%	59.8%	22.3%	17.9%	[1-0.43 0]
11	H	(3)	239.86	0.209	35.7%	0.014	35.7%	72.1	10.4%	0.804	34.1%	30.10%	55.3%	26.4%	18.3%	[1-0.43 0]
12	H	(3)	259.55	0.190	33.8%	0.014	33.8%	66.3	9.9%	0.796	32.3%	29.28%	57.4%	26.2%	16.4%	[1-0.43 0]
13	H	(3)	281.56	0.155	32.0%	0.012	32.0%	54.4	10.0%	0.792	30.4%	27.92%	58.7%	28.5%	12.8%	[1-0.43 0]
14	H	(3)	300.09	0.129	30.4%	0.011	30.4%	45.5	9.7%	0.791	28.8%	26.94%	59.8%	30.0%	10.2%	[1-0.43 0]
15	H	(3)	320.96	0.103	29.6%	0.009	29.6%	36.0	10.7%	0.792	27.6%	26.02%	62.5%	30.2%	7.3%	[1-0.43 0]
