[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.69	0.625	100.0%	0.003	100.0%	205.1	25.4%	0.847	100.0%	100.00%	32.8%	11.8%	55.4%	[1-0.72 0]
1	H	(3)	39.37	0.294	100.0%	0.003	100.0%	188.4	31.8%	0.434	100.0%	100.00%	24.5%	24.1%	51.4%	[1-0.72 0]
2	H	(3)	60.07	0.171	100.0%	0.003	100.0%	182.7	38.2%	0.261	100.0%	100.00%	21.7%	28.3%	50.0%	[1-0.72 0]
3	H	(3)	79.75	0.164	100.0%	0.004	100.0%	200.7	41.2%	0.227	100.0%	95.12%	20.9%	24.3%	54.9%	[1-0.72 0]
4	H	(3)	99.45	0.182	100.0%	0.005	100.0%	216.3	43.0%	0.234	100.0%	86.79%	19.0%	21.9%	59.1%	[1-0.72 0]
5	H	(3)	121.38	0.126	100.0%	0.004	100.0%	210.0	43.3%	0.166	100.0%	83.33%	16.9%	26.2%	57.0%	[1-0.72 0]
6	H	(3)	141.05	0.114	100.0%	0.004	100.0%	202.6	42.4%	0.156	100.0%	76.69%	18.8%	26.3%	54.9%	[1-0.72 0]
7	H	(3)	159.64	0.117	100.0%	0.005	100.0%	181.8	38.8%	0.179	100.0%	66.93%	17.8%	32.5%	49.8%	[1-0.72 0]
8	H	(3)	179.35	0.095	100.0%	0.005	100.0%	142.3	34.0%	0.186	100.0%	62.83%	15.7%	44.5%	39.7%	[1-0.72 0]
9	H	(3)	200.22	0.061	90.7%	0.003	90.7%	99.1	24.2%	0.170	87.4%	62.83%	15.0%	56.2%	28.8%	[1-0.72 0]
10	H	(3)	219.93	0.076	69.0%	0.005	69.0%	97.6	20.9%	0.215	65.7%	54.90%	15.7%	55.1%	29.2%	[1-0.72 0]
11	H	(3)	239.61	0.090	61.8%	0.006	61.8%	115.8	15.2%	0.217	59.9%	52.74%	15.7%	50.2%	34.1%	[1-0.72 0]
12	H	(3)	259.30	0.120	60.1%	0.009	60.1%	150.3	14.2%	0.221	58.3%	51.45%	17.7%	39.5%	42.7%	[1-0.72 0]
13	H	(3)	280.16	0.143	61.4%	0.011	61.4%	186.2	13.6%	0.213	59.9%	51.45%	20.7%	27.5%	51.7%	[1-0.72 0]
14	H	(3)	299.85	0.185	57.7%	0.015	57.7%	223.2	13.1%	0.231	56.2%	48.40%	23.2%	15.7%	61.0%	[1-0.72 0]
15	H	(3)	319.54	0.202	55.8%	0.018	55.8%	239.9	12.7%	0.234	54.3%	47.10%	21.9%	12.8%	65.3%	[1-0.72 0]
16	H	(3)	340.38	0.202	54.5%	0.019	54.5%	245.5	12.4%	0.229	53.0%	46.46%	20.1%	13.0%	66.9%	[1-0.72 0]
17	H	(3)	360.10	0.199	53.1%	0.020	53.1%	244.8	12.1%	0.225	51.7%	44.29%	20.4%	12.8%	66.7%	[1-0.72 0]
18	H	(3)	379.81	0.192	52.9%	0.020	52.9%	242.0	11.7%	0.220	51.6%	43.00%	21.4%	12.5%	66.0%	[1-0.72 0]
19	H	(3)	399.52	0.181	49.8%	0.020	49.8%	225.1	11.1%	0.223	48.6%	41.62%	21.5%	17.1%	61.4%	[1-0.72 0]
20	H	(3)	420.39	0.179	44.7%	0.021	44.7%	207.1	10.4%	0.240	43.5%	38.90%	21.7%	21.7%	56.6%	[1-0.72 0]
21	H	(3)	440.10	0.177	42.7%	0.022	42.7%	197.9	9.9%	0.248	41.5%	38.06%	24.9%	21.0%	54.1%	[1-0.72 0]
22	H	(3)	459.81	0.166	43.1%	0.021	43.1%	192.5	9.4%	0.240	42.1%	38.06%	26.3%	21.0%	52.7%	[1-0.72 0]
23	H	(3)	479.51	0.159	42.1%	0.021	42.1%	184.0	9.5%	0.239	41.0%	37.37%	24.6%	25.0%	50.4%	[1-0.72 0]
24	H	(3)	500.37	0.157	41.7%	0.022	41.7%	183.4	9.3%	0.238	40.6%	36.46%	24.6%	25.1%	50.3%	[1-0.72 0]
25	H	(3)	520.08	0.153	41.7%	0.022	41.7%	182.7	9.2%	0.232	40.7%	36.05%	24.8%	25.0%	50.1%	[1-0.72 0]
26	H	(3)	539.77	0.140	41.2%	0.021	41.2%	172.4	9.0%	0.226	40.2%	35.55%	22.7%	30.0%	47.3%	[1-0.72 0]
27	H	(3)	560.63	0.125	41.6%	0.019	41.6%	161.5	8.7%	0.215	40.7%	35.55%	21.1%	34.5%	44.5%	[1-0.72 0]
28	H	(3)	580.32	0.119	40.7%	0.019	40.7%	156.2	7.9%	0.212	39.9%	35.21%	21.9%	35.1%	43.0%	[1-0.72 0]
29	H	(3)	600.02	0.120	39.4%	0.020	39.4%	154.7	7.8%	0.215	38.6%	34.47%	22.3%	35.1%	42.6%	[1-0.72 0]
30	H	(3)	619.72	0.130	37.9%	0.022	37.9%	162.7	7.8%	0.222	37.0%	33.84%	25.0%	30.5%	44.6%	[1-0.72 0]
31	H	(3)	640.57	0.131	36.5%	0.023	36.5%	161.1	7.7%	0.226	35.7%	32.98%	25.3%	30.6%	44.1%	[1-0.72 0]
32	H	(3)	660.28	0.132	35.7%	0.024	35.7%	160.7	7.5%	0.228	34.9%	32.32%	25.5%	30.4%	44.1%	[1-0.72 0]
33	H	(3)	679.98	0.136	34.3%	0.026	34.3%	159.7	7.4%	0.236	33.5%	31.24%	25.4%	30.7%	43.8%	[1-0.72 0]
34	H	(3)	699.71	0.135	33.8%	0.026	33.8%	158.2	7.2%	0.238	33.0%	30.50%	25.8%	30.8%	43.4%	[1-0.72 0]
35	H	(3)	720.58	0.122	34.4%	0.024	34.4%	149.0	7.0%	0.227	33.7%	30.50%	23.6%	35.4%	41.0%	[1-0.72 0]
36	H	(3)	740.28	0.119	34.9%	0.024	34.9%	149.2	7.0%	0.221	34.2%	30.50%	23.7%	35.2%	41.1%	[1-0.72 0]
37	H	(3)	759.98	0.117	34.5%	0.025	34.5%	146.9	6.9%	0.221	33.8%	30.12%	24.7%	35.0%	40.3%	[1-0.72 0]
38	H	(3)	780.85	0.114	33.8%	0.025	33.8%	143.4	6.9%	0.222	33.1%	29.69%	25.4%	35.3%	39.3%	[1-0.72 0]
39	H	(3)	800.54	0.114	33.0%	0.025	33.0%	142.3	6.9%	0.223	32.3%	29.26%	25.5%	35.5%	39.0%	[1-0.72 0]
40	H	(3)	820.24	0.117	31.9%	0.027	31.9%	141.6	6.9%	0.229	31.1%	28.45%	26.1%	35.2%	38.7%	[1-0.72 0]
41	H	(3)	839.92	0.113	32.4%	0.026	32.4%	140.3	6.9%	0.224	31.7%	28.45%	26.3%	35.5%	38.2%	[1-0.72 0]
42	H	(3)	860.79	0.115	32.2%	0.027	32.2%	140.9	6.9%	0.227	31.4%	27.87%	25.6%	35.9%	38.5%	[1-0.72 0]
43	H	(3)	880.48	0.118	32.4%	0.029	32.4%	143.4	6.9%	0.229	31.6%	27.43%	25.3%	35.5%	39.1%	[1-0.72 0]
44	H	(3)	900.17	0.117	32.9%	0.029	32.9%	143.8	6.8%	0.226	32.1%	27.31%	25.5%	35.2%	39.2%	[1-0.72 0]
45	H	(3)	921.03	0.117	33.0%	0.030	33.0%	143.9	6.9%	0.226	32.3%	27.02%	25.6%	35.1%	39.3%	[1-0.72 0]
46	H	(3)	940.73	0.117	33.1%	0.031	33.1%	143.9	6.9%	0.226	32.4%	26.81%	25.5%	35.0%	39.5%	[1-0.72 0]
47	H	(3)	960.42	0.115	33.2%	0.031	33.2%	144.1	6.8%	0.222	32.5%	26.81%	25.8%	34.7%	39.5%	[1-0.72 0]
48	H	(3)	980.11	0.118	31.4%	0.032	31.4%	144.3	6.6%	0.228	30.7%	26.33%	25.9%	34.5%	39.6%	[1-0.72 0]
49	H	(3)	1000.99	0.118	30.2%	0.033	30.2%	142.2	6.5%	0.231	29.5%	25.96%	27.2%	34.0%	38.9%	[1-0.72 0]
50	H	(3)	1020.69	0.114	29.2%	0.032	29.2%	136.5	6.3%	0.231	28.5%	25.75%	29.2%	33.7%	37.1%	[1-0.72 0]
51	H	(3)	1040.39	0.114	27.9%	0.033	27.9%	134.5	6.2%	0.235	27.2%	25.47%	33.0%	30.6%	36.4%	[1-0.72 0]
52	H	(3)	1061.25	0.114	26.9%	0.034	26.9%	132.5	6.1%	0.239	26.2%	25.07%	35.7%	28.7%	35.6%	[1-0.72 0]
