[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.62	0.712	100.0%	0.004	100.0%	199.3	22.3%	0.993	100.0%	100.00%	31.0%	14.7%	54.3%	[1-0.90 0]
1	H	(3)	39.23	0.455	100.0%	0.005	100.0%	204.8	26.6%	0.617	100.0%	95.12%	31.7%	12.6%	55.6%	[1-0.90 0]
2	H	(3)	60.08	0.203	100.0%	0.003	100.0%	179.2	31.9%	0.315	100.0%	95.12%	31.0%	20.1%	48.9%	[1-0.90 0]
3	H	(3)	79.78	0.144	100.0%	0.003	100.0%	166.7	38.1%	0.239	100.0%	95.12%	30.5%	23.9%	45.6%	[1-0.90 0]
4	H	(3)	99.50	0.111	100.0%	0.003	100.0%	163.8	40.2%	0.189	100.0%	92.96%	28.5%	26.5%	44.9%	[1-0.90 0]
5	H	(3)	119.19	0.102	100.0%	0.003	100.0%	158.0	47.5%	0.180	100.0%	88.07%	25.7%	30.8%	43.5%	[1-0.90 0]
6	H	(3)	140.05	0.091	100.0%	0.004	100.0%	121.5	52.6%	0.209	100.0%	73.98%	26.9%	39.8%	33.3%	[1-0.90 0]
7	H	(3)	159.73	0.058	100.0%	0.003	100.0%	109.9	49.8%	0.147	100.0%	73.33%	30.0%	39.0%	31.1%	[1-0.90 0]
8	H	(3)	179.43	0.051	100.0%	0.003	100.0%	104.9	42.3%	0.134	100.0%	70.26%	29.0%	40.3%	30.7%	[1-0.90 0]
11	H	(3)	240.87	0.041	100.0%	0.003	100.0%	103.2	36.4%	0.109	100.0%	64.64%	29.7%	40.2%	30.1%	[1-0.90 0]
13	H	(3)	281.43	0.032	100.0%	0.003	100.0%	75.9	27.2%	0.118	100.0%	58.77%	29.9%	47.7%	22.4%	[1-0.90 0]
16	H	(3)	342.87	0.050	100.0%	0.005	100.0%	103.3	25.1%	0.134	100.0%	51.56%	28.7%	42.0%	29.3%	[1-0.90 0]
17	H	(3)	360.26	0.053	100.0%	0.005	100.0%	113.9	24.5%	0.129	100.0%	51.56%	27.3%	41.3%	31.3%	[1-0.90 0]
18	H	(3)	379.96	0.055	100.0%	0.006	100.0%	118.8	25.1%	0.129	100.0%	51.56%	29.8%	38.4%	31.9%	[1-0.90 0]
19	H	(3)	399.67	0.055	100.0%	0.006	100.0%	118.6	23.8%	0.130	100.0%	50.27%	32.8%	35.2%	32.1%	[1-0.90 0]
20	H	(3)	421.70	0.064	99.9%	0.008	99.9%	127.7	23.5%	0.140	97.1%	48.41%	39.3%	26.2%	34.6%	[1-0.90 0]
21	H	(3)	442.56	0.061	91.4%	0.008	91.4%	113.5	24.7%	0.150	88.0%	46.25%	43.4%	25.4%	31.2%	[1-0.90 0]
22	H	(3)	461.10	0.055	90.1%	0.007	90.1%	103.8	25.9%	0.147	86.3%	45.46%	46.9%	25.2%	27.9%	[1-0.90 0]
23	H	(3)	480.81	0.047	90.0%	0.006	90.0%	92.2	24.5%	0.143	86.6%	44.84%	50.2%	25.5%	24.3%	[1-0.90 0]
24	H	(3)	500.52	0.056	63.4%	0.008	63.4%	79.8	22.5%	0.195	59.3%	39.76%	52.9%	26.6%	20.5%	[1-0.90 0]
25	H	(3)	521.38	0.058	58.7%	0.008	58.7%	81.6	20.7%	0.196	54.9%	38.59%	52.0%	27.2%	20.8%	[1-0.90 0]
26	H	(3)	539.90	0.061	51.7%	0.009	51.7%	81.7	17.3%	0.207	48.7%	37.47%	50.4%	28.7%	20.9%	[1-0.90 0]
27	H	(3)	560.77	0.067	53.4%	0.010	53.4%	93.5	17.6%	0.198	50.4%	37.25%	44.7%	30.6%	24.8%	[1-0.90 0]
28	H	(3)	581.63	0.072	54.2%	0.012	54.2%	105.3	18.1%	0.189	51.1%	37.06%	39.9%	31.8%	28.2%	[1-0.90 0]
29	H	(3)	601.32	0.076	59.6%	0.013	59.6%	116.9	20.7%	0.180	55.9%	36.90%	34.7%	33.7%	31.6%	[1-0.90 0]
30	H	(3)	621.04	0.080	56.6%	0.014	56.6%	117.2	20.9%	0.190	52.6%	35.31%	32.3%	36.0%	31.7%	[1-0.90 0]
31	H	(3)	640.75	0.076	53.6%	0.014	53.6%	104.9	21.6%	0.202	49.0%	33.99%	36.4%	35.7%	27.9%	[1-0.90 0]
32	H	(3)	660.45	0.068	50.6%	0.012	50.6%	94.7	21.2%	0.199	45.9%	33.84%	40.0%	35.2%	24.8%	[1-0.90 0]
33	H	(3)	681.33	0.060	45.8%	0.011	45.8%	82.2	18.2%	0.203	42.0%	33.09%	44.8%	34.2%	21.0%	[1-0.90 0]
34	H	(3)	699.88	0.050	40.0%	0.010	40.0%	66.8	13.7%	0.207	37.6%	32.29%	51.2%	32.4%	16.4%	[1-0.90 0]
35	H	(3)	720.75	0.047	39.5%	0.009	39.5%	62.6	13.4%	0.207	37.1%	32.15%	56.6%	28.3%	15.1%	[1-0.90 0]
36	H	(3)	740.44	0.055	39.0%	0.011	39.0%	74.1	12.9%	0.208	36.8%	31.87%	53.8%	27.7%	18.5%	[1-0.90 0]
37	H	(3)	760.13	0.055	40.2%	0.012	40.2%	73.3	11.4%	0.210	38.6%	31.49%	57.1%	25.4%	17.5%	[1-0.90 0]
38	H	(3)	782.17	0.055	42.3%	0.012	42.3%	73.8	12.2%	0.207	40.5%	31.37%	58.1%	24.3%	17.7%	[1-0.90 0]
39	H	(3)	801.86	0.055	43.5%	0.012	43.5%	74.3	13.0%	0.205	41.5%	31.16%	58.1%	24.2%	17.7%	[1-0.90 0]
40	H	(3)	822.73	0.051	44.0%	0.012	44.0%	70.4	13.4%	0.201	41.9%	30.97%	57.7%	25.5%	16.8%	[1-0.90 0]
41	H	(3)	842.43	0.042	45.7%	0.010	45.7%	59.6	14.7%	0.196	43.3%	30.85%	60.5%	25.9%	13.6%	[1-0.90 0]
42	H	(3)	860.97	0.041	41.9%	0.010	41.9%	55.9	12.7%	0.203	40.0%	29.94%	60.5%	26.3%	13.1%	[1-0.90 0]
43	H	(3)	880.67	0.041	40.4%	0.010	40.4%	56.2	12.2%	0.204	38.5%	29.27%	60.1%	26.6%	13.4%	[1-0.90 0]
44	H	(3)	900.38	0.046	38.9%	0.012	38.9%	61.5	11.3%	0.209	37.2%	28.24%	59.2%	25.6%	15.1%	[1-0.90 0]
45	H	(3)	920.09	0.052	38.9%	0.013	38.9%	70.0	11.0%	0.207	37.3%	28.24%	58.6%	24.0%	17.5%	[1-0.90 0]
46	H	(3)	940.95	0.063	35.9%	0.017	35.9%	81.4	10.3%	0.216	34.4%	27.72%	55.3%	23.7%	20.9%	[1-0.90 0]
47	H	(3)	960.65	0.070	34.9%	0.019	34.9%	89.8	10.3%	0.216	33.3%	27.55%	52.4%	23.9%	23.6%	[1-0.90 0]
48	H	(3)	980.35	0.076	33.7%	0.021	33.7%	98.8	9.5%	0.214	32.4%	27.55%	49.8%	23.8%	26.5%	[1-0.90 0]
49	H	(3)	1001.23	0.081	31.8%	0.022	31.8%	104.9	8.9%	0.214	30.5%	27.26%	47.4%	24.3%	28.3%	[1-0.90 0]
50	H	(3)	1020.93	0.082	30.8%	0.023	30.8%	108.9	8.7%	0.210	29.5%	27.17%	44.8%	25.4%	29.8%	[1-0.90 0]
51	H	(3)	1040.63	0.085	30.8%	0.024	30.8%	112.9	8.6%	0.208	29.6%	26.98%	44.3%	24.9%	30.8%	[1-0.90 0]
52	H	(3)	1060.31	0.083	31.3%	0.024	31.3%	111.1	8.3%	0.207	30.2%	26.89%	44.8%	24.9%	30.3%	[1-0.90 0]
53	H	(3)	1081.20	0.084	30.5%	0.025	30.5%	110.1	8.5%	0.213	29.3%	26.40%	45.3%	24.8%	30.0%	[1-0.90 0]
54	H	(3)	1100.91	0.086	30.0%	0.026	30.0%	111.0	8.4%	0.215	28.8%	26.19%	44.8%	25.1%	30.1%	[1-0.90 0]
55	H	(3)	1120.60	0.085	30.1%	0.027	30.1%	112.0	8.2%	0.212	29.0%	26.19%	45.0%	24.8%	30.2%	[1-0.90 0]
56	H	(3)	1140.30	0.086	29.7%	0.027	29.7%	114.1	7.9%	0.210	28.6%	26.10%	44.0%	25.0%	31.0%	[1-0.90 0]
57	H	(3)	1161.23	0.087	29.7%	0.028	29.7%	117.1	8.4%	0.207	28.5%	26.03%	44.0%	24.3%	31.7%	[1-0.90 0]
58	H	(3)	1180.94	0.088	29.7%	0.029	29.7%	119.3	8.4%	0.205	28.4%	25.81%	43.7%	24.0%	32.3%	[1-0.90 0]
59	H	(3)	1200.63	0.086	30.7%	0.029	30.7%	116.2	8.8%	0.205	29.4%	25.65%	45.6%	22.6%	31.8%	[1-0.90 0]
60	H	(3)	1221.50	0.087	30.5%	0.029	30.5%	114.6	9.2%	0.210	29.0%	25.30%	46.5%	22.0%	31.5%	[1-0.90 0]
61	H	(3)	1241.21	0.085	31.5%	0.029	31.5%	112.2	9.9%	0.211	29.9%	25.04%	48.4%	20.8%	30.7%	[1-0.90 0]
62	H	(3)	1260.93	0.087	31.2%	0.030	31.2%	112.4	9.4%	0.215	29.7%	24.66%	48.3%	21.0%	30.7%	[1-0.90 0]
63	H	(3)	1280.63	0.089	30.1%	0.032	30.1%	112.7	9.2%	0.220	28.7%	24.19%	47.7%	21.7%	30.7%	[1-0.90 0]
64	H	(3)	1301.51	0.092	28.4%	0.033	28.4%	115.5	8.3%	0.222	27.1%	23.90%	46.6%	22.4%	31.0%	[1-0.90 0]
65	H	(3)	1321.21	0.091	27.6%	0.034	27.6%	113.7	7.7%	0.223	26.5%	23.68%	47.7%	21.9%	30.3%	[1-0.90 0]
66	H	(3)	1340.90	0.087	26.8%	0.032	26.8%	112.0	7.4%	0.216	25.7%	23.68%	48.0%	22.1%	29.9%	[1-0.90 0]
67	H	(3)	1360.59	0.086	25.8%	0.032	25.8%	113.4	6.9%	0.211	24.9%	23.62%	48.1%	21.6%	30.3%	[1-0.90 0]
68	H	(3)	1381.45	0.084	25.3%	0.032	25.3%	108.1	6.8%	0.216	24.4%	23.25%	50.5%	20.4%	29.0%	[1-0.90 0]
69	H	(3)	1401.14	0.084	24.4%	0.033	24.4%	104.3	7.0%	0.223	23.4%	22.72%	51.1%	20.6%	28.3%	[1-0.90 0]
70	H	(3)	1420.84	0.083	24.6%	0.033	24.6%	104.0	7.5%	0.222	23.4%	22.65%	50.2%	21.6%	28.2%	[1-0.90 0]
71	H	(3)	1441.71	0.083	24.7%	0.033	24.7%	104.5	7.3%	0.221	23.6%	22.59%	49.1%	22.7%	28.2%	[1-0.90 0]
72	H	(3)	1461.41	0.083	24.8%	0.034	24.8%	104.1	7.7%	0.221	23.6%	22.48%	48.9%	23.1%	28.0%	[1-0.90 0]
73	H	(3)	1481.10	0.082	24.5%	0.034	24.5%	102.7	7.8%	0.221	23.2%	22.27%	48.3%	24.0%	27.8%	[1-0.90 0]
74	H	(3)	1500.82	0.081	24.3%	0.034	24.3%	102.2	7.7%	0.220	23.1%	22.17%	47.9%	24.6%	27.5%	[1-0.90 0]
75	H	(3)	1521.68	0.079	24.2%	0.034	24.2%	101.4	7.5%	0.217	23.0%	22.11%	47.7%	25.1%	27.1%	[1-0.90 0]
76	H	(3)	1541.40	0.076	24.3%	0.033	24.3%	99.5	7.3%	0.213	23.2%	22.11%	47.8%	25.8%	26.5%	[1-0.90 0]
77	H	(3)	1561.10	0.073	24.0%	0.032	24.0%	94.9	7.0%	0.213	23.0%	21.96%	48.1%	26.4%	25.5%	[1-0.90 0]
78	H	(3)	1580.81	0.074	23.8%	0.032	23.8%	96.3	7.0%	0.213	22.8%	21.83%	47.5%	26.9%	25.6%	[1-0.90 0]
79	H	(3)	1601.67	0.071	24.1%	0.031	24.1%	93.3	7.4%	0.210	22.9%	21.83%	48.4%	26.8%	24.8%	[1-0.90 0]
80	H	(3)	1621.37	0.072	23.6%	0.033	23.6%	94.7	7.5%	0.212	22.4%	21.52%	47.5%	27.4%	25.1%	[1-0.90 0]
81	H	(3)	1641.08	0.074	23.1%	0.034	23.1%	96.5	7.3%	0.212	22.0%	21.27%	45.9%	28.3%	25.8%	[1-0.90 0]
82	H	(3)	1661.96	0.074	23.1%	0.034	23.1%	99.6	7.2%	0.207	22.0%	21.22%	44.0%	29.6%	26.4%	[1-0.90 0]
83	H	(3)	1681.69	0.077	22.7%	0.036	22.7%	103.6	7.0%	0.207	21.6%	20.91%	42.8%	29.6%	27.6%	[1-0.90 0]
84	H	(3)	1701.38	0.080	22.7%	0.038	22.7%	109.6	6.7%	0.203	21.7%	20.85%	40.5%	30.3%	29.2%	[1-0.90 0]
85	H	(3)	1721.08	0.082	22.1%	0.039	22.1%	111.1	6.2%	0.206	21.2%	20.49%	39.2%	31.3%	29.6%	[1-0.90 0]
86	H	(3)	1741.95	0.082	22.3%	0.040	22.3%	111.0	6.6%	0.206	21.3%	20.44%	39.1%	31.3%	29.6%	[1-0.90 0]
87	H	(3)	1761.65	0.082	22.6%	0.040	22.6%	111.8	6.9%	0.205	21.5%	20.44%	39.0%	31.0%	30.0%	[1-0.90 0]
88	H	(3)	1781.34	0.082	22.8%	0.040	22.8%	110.6	7.1%	0.205	21.7%	20.37%	38.9%	31.7%	29.4%	[1-0.90 0]
89	H	(3)	1802.20	0.081	22.6%	0.040	22.6%	108.0	6.8%	0.207	21.5%	20.28%	39.1%	32.3%	28.7%	[1-0.90 0]
