[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.89	3.107	36.7%	0.017	36.7%	103.1	8.9%	8.368	35.6%	30.74%	41.6%	32.0%	26.4%	[1-1.00 0]
1	H	(3)	39.57	2.036	29.4%	0.022	29.4%	67.1	8.0%	8.429	28.3%	21.69%	46.6%	36.5%	16.9%	[1-1.00 0]
2	H	(3)	59.27	1.695	26.0%	0.028	26.0%	55.5	7.4%	8.486	24.9%	17.63%	48.3%	37.7%	14.0%	[1-1.00 1]
3	H	(3)	78.98	1.491	23.2%	0.033	23.2%	47.9	7.0%	8.637	22.1%	15.11%	49.9%	38.3%	11.9%	[1-1.00 1]
4	H	(3)	99.83	1.831	20.2%	0.051	20.2%	53.4	7.1%	9.527	18.9%	12.88%	51.5%	35.0%	13.5%	[1-1.00 1]
5	H	(3)	119.54	1.694	17.4%	0.056	17.4%	49.0	6.5%	9.603	16.2%	11.82%	55.1%	32.5%	12.4%	[1-1.00 1]
6	H	(3)	139.24	2.068	16.1%	0.080	16.1%	57.5	7.4%	9.996	14.3%	10.84%	56.8%	28.3%	14.9%	[1-1.00 1]
7	H	(3)	160.10	2.367	15.0%	0.105	15.0%	66.4	6.7%	9.900	13.4%	10.27%	58.1%	24.6%	17.3%	[1-1.00 1]
8	H	(6)	179.83	2.834	14.0%	0.142	14.0%	76.5	6.7%	10.296	12.3%	9.59%	58.3%	21.5%	20.2%	[1-1.00 1]
9	H	(6)	199.55	2.626	13.4%	0.146	13.4%	72.7	6.5%	10.030	11.7%	9.16%	57.6%	23.3%	19.2%	[1-1.00 1]
10	H	(6)	219.33	2.405	12.0%	0.147	12.0%	67.7	6.6%	9.865	10.0%	8.74%	56.4%	25.8%	17.9%	[1-1.00 1]
11	H	(6)	240.21	2.346	11.0%	0.157	11.0%	66.1	5.9%	9.865	9.3%	8.30%	55.3%	27.3%	17.4%	[1-1.00 1]
12	H	(6)	260.38	2.181	10.9%	0.158	10.9%	61.5	6.5%	9.844	8.8%	7.92%	54.2%	29.6%	16.1%	[1-1.00 1]
13	H	(6)	280.12	1.980	10.9%	0.154	10.9%	56.7	6.9%	9.696	8.4%	7.65%	53.3%	31.8%	14.8%	[1-1.00 1]
14	H	(6)	299.70	1.920	10.8%	0.160	10.8%	55.8	7.0%	9.555	8.2%	7.44%	53.5%	32.1%	14.4%	[1-1.00 1]
15	H	(6)	319.43	1.730	10.8%	0.154	10.8%	52.5	7.0%	9.160	8.3%	7.37%	54.3%	32.3%	13.4%	[1-1.00 1]
16	H	(6)	340.33	1.581	11.0%	0.149	11.0%	47.9	7.6%	9.173	7.9%	7.12%	54.2%	33.8%	12.0%	[1-1.00 1]
17	H	(6)	360.07	1.633	10.5%	0.163	10.5%	49.0	7.2%	9.260	7.6%	6.89%	54.1%	33.8%	12.1%	[1-1.00 1]
18	H	(6)	379.79	1.631	10.7%	0.172	10.7%	48.4	7.8%	9.356	7.3%	6.73%	55.4%	32.8%	11.7%	[1-1.00 1]
19	H	(6)	399.52	1.630	11.0%	0.181	11.0%	48.2	8.4%	9.387	7.1%	6.55%	55.6%	32.7%	11.6%	[1-1.00 1]
20	H	(6)	420.41	1.718	10.5%	0.201	10.5%	51.1	7.9%	9.332	7.0%	6.40%	54.9%	32.6%	12.5%	[1-1.00 1]
21	H	(6)	440.14	1.751	10.2%	0.214	10.2%	52.3	7.6%	9.306	6.9%	6.30%	55.3%	32.0%	12.7%	[1-1.00 1]
22	H	(6)	459.70	1.738	10.6%	0.222	10.6%	51.4	8.2%	9.399	6.7%	6.14%	55.8%	31.6%	12.5%	[1-1.00 1]
23	H	(6)	480.57	1.767	9.8%	0.236	9.8%	52.2	7.3%	9.398	6.5%	6.00%	55.5%	31.7%	12.7%	[1-1.00 1]
24	H	(6)	500.30	1.818	8.9%	0.253	8.9%	53.3	6.2%	9.484	6.4%	5.87%	55.6%	31.4%	13.0%	[1-1.00 1]
25	H	(6)	520.04	1.829	9.0%	0.264	9.0%	53.4	6.5%	9.523	6.2%	5.75%	55.9%	31.2%	12.9%	[1-1.00 1]
26	H	(6)	540.74	1.836	9.0%	0.276	9.0%	53.6	6.5%	9.520	6.1%	5.64%	55.9%	31.1%	13.0%	[1-1.00 1]
27	H	(6)	560.29	1.820	9.0%	0.283	9.0%	52.5	6.8%	9.634	6.0%	5.51%	56.5%	30.9%	12.6%	[1-1.00 1]
28	H	(6)	580.02	1.744	9.4%	0.281	9.4%	51.7	7.3%	9.368	6.1%	5.50%	56.6%	30.9%	12.5%	[1-1.00 1]
29	H	(6)	600.91	1.643	10.2%	0.274	10.2%	50.6	8.1%	9.019	6.1%	5.50%	56.7%	31.1%	12.1%	[1-1.00 1]
30	H	(6)	620.46	1.599	10.1%	0.276	10.1%	50.8	8.0%	8.743	6.2%	5.50%	56.9%	31.0%	12.1%	[1-1.00 1]
31	H	(6)	640.18	1.578	10.0%	0.281	10.0%	51.8	7.8%	8.471	6.2%	5.49%	56.7%	30.9%	12.4%	[1-1.00 1]
32	H	(6)	660.89	1.560	9.7%	0.286	9.7%	52.8	7.5%	8.203	6.2%	5.49%	56.2%	31.1%	12.7%	[1-1.00 1]
33	H	(6)	680.61	1.517	9.6%	0.287	9.6%	53.1	7.3%	7.938	6.2%	5.49%	55.9%	31.4%	12.7%	[1-1.00 1]
34	H	(6)	700.36	1.452	9.3%	0.282	9.3%	52.3	6.9%	7.715	6.2%	5.49%	56.1%	31.4%	12.5%	[1-1.00 1]
35	H	(6)	721.07	1.378	9.2%	0.276	9.2%	51.1	6.9%	7.484	6.2%	5.49%	56.0%	31.7%	12.3%	[1-1.00 1]
36	H	(6)	740.81	1.331	9.2%	0.274	9.2%	50.7	6.8%	7.291	6.1%	5.49%	56.4%	31.6%	12.1%	[1-1.00 1]
37	H	(6)	760.54	1.283	9.2%	0.271	9.2%	50.2	6.9%	7.100	6.1%	5.49%	56.3%	31.7%	11.9%	[1-1.00 1]
38	H	(6)	781.24	1.261	9.3%	0.274	9.3%	50.5	7.0%	6.929	6.1%	5.49%	56.5%	31.4%	12.1%	[1-1.00 1]
39	H	(6)	800.96	1.265	9.3%	0.282	9.3%	52.0	7.0%	6.763	6.1%	5.49%	56.3%	31.3%	12.4%	[1-1.00 1]
40	H	(6)	820.69	1.205	9.1%	0.275	9.1%	50.6	6.7%	6.609	6.1%	5.49%	56.7%	31.2%	12.1%	[1-1.00 1]
41	H	(6)	841.39	1.185	9.0%	0.277	9.0%	51.0	6.6%	6.451	6.1%	5.49%	56.5%	31.3%	12.3%	[1-1.00 1]
42	H	(6)	861.10	1.149	9.3%	0.275	9.3%	50.6	7.0%	6.308	6.1%	5.49%	56.7%	31.1%	12.1%	[1-1.00 1]
43	H	(6)	880.65	1.111	9.0%	0.272	9.0%	50.0	6.6%	6.170	6.1%	5.49%	56.9%	31.1%	11.9%	[1-1.00 1]
44	H	(6)	901.53	1.038	8.9%	0.260	8.9%	48.1	6.5%	5.992	6.1%	5.49%	56.9%	31.6%	11.5%	[1-1.00 1]
45	H	(6)	921.10	1.058	8.9%	0.271	8.9%	50.1	6.5%	5.863	6.1%	5.49%	56.5%	31.5%	12.0%	[1-1.00 1]
46	H	(6)	940.83	1.037	9.3%	0.271	9.3%	50.2	7.1%	5.741	6.1%	5.49%	56.5%	31.5%	12.0%	[1-1.00 1]
47	H	(6)	961.72	0.981	9.1%	0.262	9.1%	48.8	6.8%	5.586	6.1%	5.49%	56.3%	31.9%	11.7%	[1-1.00 1]
48	H	(6)	981.32	0.964	9.6%	0.263	9.6%	48.9	7.4%	5.473	6.1%	5.49%	56.2%	32.0%	11.7%	[1-1.00 1]
49	H	(6)	1000.88	0.970	9.8%	0.270	9.8%	49.9	7.7%	5.393	6.0%	5.49%	56.4%	31.6%	11.9%	[1-1.00 1]
50	H	(6)	1021.76	0.933	9.9%	0.265	9.9%	49.1	7.9%	5.280	6.0%	5.49%	56.6%	31.6%	11.8%	[1-1.00 1]
51	H	(6)	1041.32	0.903	9.9%	0.261	9.9%	48.5	7.8%	5.172	6.0%	5.49%	56.6%	31.8%	11.6%	[1-1.00 1]
52	H	(6)	1061.05	0.931	9.3%	0.274	9.3%	50.8	7.1%	5.087	6.0%	5.49%	56.2%	31.7%	12.2%	[1-1.00 1]
53	H	(6)	1080.80	0.923	9.0%	0.277	9.0%	51.4	6.7%	4.995	6.0%	5.49%	56.0%	31.7%	12.3%	[1-1.00 1]
54	H	(6)	1101.67	0.887	9.0%	0.271	9.0%	50.3	6.7%	4.896	6.0%	5.49%	56.2%	31.8%	12.1%	[1-1.00 1]
55	H	(6)	1121.23	0.894	8.5%	0.278	8.5%	51.6	6.0%	4.815	6.0%	5.49%	55.8%	31.9%	12.4%	[1-1.00 1]
56	H	(6)	1140.97	0.878	8.6%	0.278	8.6%	51.5	6.1%	4.737	6.0%	5.49%	56.0%	31.7%	12.3%	[1-1.00 1]
57	H	(6)	1161.87	0.860	8.9%	0.278	8.9%	51.2	6.6%	4.669	6.0%	5.49%	56.6%	31.1%	12.3%	[1-1.00 1]
58	H	(6)	1181.60	0.840	8.9%	0.276	8.9%	50.8	6.6%	4.595	6.0%	5.49%	56.6%	31.2%	12.2%	[1-1.00 1]
59	H	(6)	1201.16	0.854	8.9%	0.285	8.9%	52.5	6.5%	4.516	6.0%	5.49%	56.2%	31.1%	12.7%	[1-1.00 1]
60	H	(6)	1222.05	0.813	9.4%	0.276	9.4%	50.8	7.2%	4.442	6.0%	5.49%	56.8%	31.0%	12.2%	[1-1.00 1]
61	H	(6)	1241.79	0.801	9.5%	0.276	9.5%	50.9	7.3%	4.372	6.0%	5.49%	56.7%	31.0%	12.3%	[1-1.00 1]
62	H	(6)	1261.44	0.796	9.3%	0.279	9.3%	51.4	7.1%	4.299	6.0%	5.49%	56.4%	31.3%	12.4%	[1-1.00 1]
63	H	(6)	1282.14	0.764	8.9%	0.272	8.9%	50.3	6.6%	4.224	6.0%	5.49%	56.6%	31.3%	12.1%	[1-1.00 1]
64	H	(6)	1301.88	0.772	8.6%	0.279	8.6%	51.5	6.2%	4.166	6.0%	5.49%	56.5%	31.1%	12.4%	[1-1.00 1]
65	H	(6)	1321.62	0.778	8.6%	0.286	8.6%	52.7	6.1%	4.100	6.0%	5.49%	56.1%	31.1%	12.7%	[1-1.00 1]
66	H	(6)	1342.34	0.780	8.3%	0.291	8.3%	53.7	5.7%	4.036	6.0%	5.49%	55.8%	31.3%	12.9%	[1-1.00 1]
67	H	(6)	1362.08	0.760	8.7%	0.288	8.7%	53.0	6.3%	3.986	6.0%	5.49%	56.0%	31.3%	12.7%	[1-1.00 1]
68	H	(6)	1381.73	0.789	8.8%	0.303	8.8%	55.9	6.4%	3.922	6.0%	5.49%	55.3%	31.3%	13.5%	[1-1.00 1]
69	H	(6)	1401.47	0.777	8.8%	0.302	8.8%	55.8	6.4%	3.866	6.0%	5.49%	55.1%	31.5%	13.4%	[1-1.00 1]
70	H	(6)	1422.18	0.759	8.7%	0.300	8.7%	55.3	6.4%	3.811	6.0%	5.49%	55.1%	31.7%	13.2%	[1-1.00 1]
71	H	(6)	1441.91	0.721	8.6%	0.289	8.6%	53.4	6.1%	3.750	6.0%	5.49%	55.4%	31.8%	12.8%	[1-1.00 1]
72	H	(6)	1461.47	0.717	8.0%	0.291	8.0%	53.9	5.3%	3.696	6.0%	5.49%	55.4%	31.7%	12.9%	[1-1.00 1]
73	H	(6)	1482.29	0.669	8.1%	0.276	8.1%	50.9	5.5%	3.652	6.0%	5.49%	56.1%	31.8%	12.2%	[1-1.00 1]
74	H	(6)	1501.91	0.631	8.3%	0.263	8.3%	48.7	5.7%	3.602	6.0%	5.49%	56.7%	31.7%	11.7%	[1-1.00 1]
75	H	(6)	1522.63	0.631	8.6%	0.267	8.6%	49.3	6.2%	3.557	6.0%	5.49%	56.8%	31.3%	11.8%	[1-1.00 1]
76	H	(6)	1542.37	0.641	8.8%	0.274	8.8%	50.6	6.5%	3.518	6.0%	5.49%	56.8%	31.1%	12.2%	[1-1.00 1]
77	H	(6)	1561.93	0.620	9.2%	0.269	9.2%	49.6	7.0%	3.472	5.9%	5.49%	56.9%	31.2%	11.9%	[1-1.00 1]
78	H	(6)	1582.81	0.619	9.2%	0.272	9.2%	50.2	7.0%	3.428	6.0%	5.49%	57.1%	30.9%	12.0%	[1-1.00 1]
79	H	(6)	1602.56	0.620	9.1%	0.276	9.1%	50.8	6.9%	3.390	5.9%	5.49%	57.1%	30.8%	12.2%	[1-1.00 1]
80	H	(6)	1622.12	0.611	9.1%	0.275	9.1%	50.7	7.0%	3.346	5.9%	5.49%	56.9%	30.9%	12.1%	[1-1.00 1]
81	H	(6)	1642.83	0.613	8.9%	0.280	8.9%	51.5	6.7%	3.306	5.9%	5.49%	56.5%	31.1%	12.4%	[1-1.00 1]
82	H	(6)	1662.57	0.601	8.9%	0.278	8.9%	51.0	6.6%	3.271	5.9%	5.49%	56.5%	31.2%	12.3%	[1-1.00 1]
83	H	(6)	1682.30	0.609	9.2%	0.285	9.2%	52.3	7.0%	3.235	5.9%	5.49%	56.2%	31.1%	12.7%	[1-1.00 1]
84	H	(6)	1703.02	0.615	9.3%	0.291	9.3%	53.5	7.1%	3.197	5.9%	5.49%	55.9%	31.1%	12.9%	[1-1.00 1]
85	H	(6)	1722.74	0.611	8.8%	0.292	8.8%	53.7	6.5%	3.162	5.9%	5.49%	55.9%	31.0%	13.1%	[1-1.00 1]
86	H	(6)	1742.29	0.605	8.9%	0.293	8.9%	53.7	6.6%	3.130	5.9%	5.49%	56.2%	30.7%	13.1%	[1-1.00 1]
87	H	(6)	1763.19	0.617	8.8%	0.302	8.8%	55.3	6.5%	3.095	5.9%	5.49%	56.1%	30.4%	13.5%	[1-1.00 1]
88	H	(6)	1782.92	0.618	8.2%	0.306	8.2%	56.0	5.7%	3.062	5.9%	5.49%	56.1%	30.3%	13.6%	[1-1.00 1]
89	H	(6)	1802.66	0.616	7.9%	0.308	7.9%	56.4	5.1%	3.030	5.9%	5.49%	56.0%	30.3%	13.7%	[1-1.00 1]
90	H	(6)	1822.40	0.604	7.8%	0.306	7.8%	56.1	5.1%	2.991	5.9%	5.49%	55.9%	30.5%	13.6%	[1-1.00 1]
91	H	(6)	1843.21	0.579	7.8%	0.297	7.8%	54.5	5.0%	2.952	5.9%	5.49%	56.3%	30.6%	13.2%	[1-1.00 1]
92	H	(6)	1862.95	0.565	7.7%	0.292	7.7%	53.8	4.9%	2.915	5.9%	5.49%	56.1%	31.0%	12.9%	[1-1.00 1]
93	H	(6)	1882.70	0.549	8.1%	0.287	8.1%	53.0	5.5%	2.879	5.9%	5.49%	55.9%	31.3%	12.8%	[1-1.00 1]
94	H	(6)	1902.44	0.532	8.8%	0.281	8.8%	52.0	6.5%	2.842	5.9%	5.49%	56.0%	31.5%	12.5%	[1-1.00 1]
95	H	(6)	1923.34	0.517	9.1%	0.276	9.1%	51.0	7.0%	2.813	5.9%	5.49%	56.2%	31.5%	12.3%	[1-1.00 1]
96	H	(6)	1942.90	0.522	9.0%	0.282	9.0%	52.1	6.7%	2.783	5.9%	5.49%	55.8%	31.7%	12.5%	[1-1.00 1]
97	H	(6)	1962.63	0.497	9.1%	0.271	9.1%	50.1	6.9%	2.755	5.9%	5.48%	56.2%	31.8%	12.0%	[1-1.00 1]
98	H	(6)	1983.53	0.471	9.2%	0.260	9.2%	48.0	7.1%	2.730	5.9%	5.48%	56.8%	31.8%	11.4%	[1-1.00 1]
