[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.25	0.316	100.0%	0.003	100.0%	201.9	39.7%	0.434	100.0%	100.00%	32.5%	12.6%	54.8%	[1-0.43 0]
1	H	(3)	60.08	0.241	100.0%	0.004	100.0%	193.2	40.6%	0.346	100.0%	95.12%	23.4%	23.8%	52.8%	[1-0.43 0]
2	H	(3)	79.78	0.166	100.0%	0.004	100.0%	181.0	39.8%	0.255	100.0%	90.24%	22.7%	27.8%	49.5%	[1-0.43 0]
3	H	(3)	99.46	0.132	100.0%	0.004	100.0%	173.7	40.7%	0.211	100.0%	88.07%	22.5%	29.8%	47.7%	[1-0.43 0]
4	H	(3)	119.16	0.108	100.0%	0.004	100.0%	169.8	42.6%	0.177	100.0%	88.07%	22.4%	31.0%	46.6%	[1-0.43 0]
5	H	(3)	140.01	0.091	100.0%	0.004	100.0%	156.9	45.2%	0.161	100.0%	83.19%	21.3%	35.5%	43.2%	[1-0.43 0]
6	H	(3)	159.60	0.099	100.0%	0.004	100.0%	151.3	47.0%	0.181	100.0%	76.15%	22.8%	35.5%	41.7%	[1-0.43 0]
7	H	(3)	179.30	0.125	100.0%	0.006	100.0%	149.5	47.2%	0.232	100.0%	67.82%	23.8%	35.1%	41.2%	[1-0.43 0]
8	H	(3)	200.23	0.112	100.0%	0.006	100.0%	148.3	46.9%	0.209	100.0%	67.82%	24.3%	34.9%	40.8%	[1-0.43 0]
9	H	(3)	219.79	0.104	100.0%	0.006	100.0%	145.8	45.5%	0.197	100.0%	66.94%	25.2%	34.8%	40.1%	[1-0.43 0]
10	H	(3)	239.42	0.112	100.0%	0.007	100.0%	149.6	43.6%	0.207	100.0%	63.48%	24.2%	34.8%	41.1%	[1-0.43 0]
11	H	(3)	260.22	0.105	100.0%	0.008	100.0%	149.6	42.7%	0.195	100.0%	62.83%	24.2%	34.7%	41.1%	[1-0.43 0]
12	H	(3)	279.91	0.099	100.0%	0.008	100.0%	151.9	44.7%	0.181	100.0%	62.83%	23.4%	34.8%	41.9%	[1-0.43 0]
13	H	(3)	299.60	0.095	100.0%	0.008	100.0%	153.0	46.5%	0.172	100.0%	61.95%	22.5%	35.0%	42.5%	[1-0.43 0]
14	H	(3)	320.44	0.090	100.0%	0.008	100.0%	156.6	48.6%	0.160	100.0%	61.95%	21.1%	35.2%	43.7%	[1-0.43 0]
15	H	(3)	340.13	0.086	100.0%	0.008	100.0%	154.2	51.0%	0.155	100.0%	60.67%	22.0%	35.1%	42.9%	[1-0.43 0]
16	H	(3)	361.01	0.050	100.0%	0.005	100.0%	146.8	48.4%	0.095	100.0%	60.67%	23.5%	35.9%	40.6%	[1-0.43 0]
17	H	(3)	380.73	0.045	100.0%	0.005	100.0%	137.7	44.9%	0.090	100.0%	60.67%	25.4%	36.9%	37.7%	[1-0.43 0]
18	H	(3)	400.44	0.056	100.0%	0.006	100.0%	135.9	37.0%	0.113	100.0%	55.78%	26.8%	36.6%	36.6%	[1-0.43 0]
19	H	(3)	420.14	0.050	100.0%	0.006	100.0%	127.1	28.3%	0.109	100.0%	55.78%	29.7%	36.5%	33.8%	[1-0.43 0]
20	H	(3)	439.85	0.050	75.4%	0.006	75.4%	126.6	19.1%	0.109	72.9%	53.85%	29.4%	36.9%	33.8%	[1-0.43 0]
21	H	(3)	460.74	0.051	75.7%	0.007	75.7%	133.6	16.9%	0.106	73.8%	53.34%	28.3%	35.8%	35.9%	[1-0.43 0]
22	H	(3)	480.45	0.052	77.2%	0.007	77.2%	140.3	15.1%	0.103	75.7%	52.84%	26.5%	35.4%	38.1%	[1-0.43 0]
23	H	(3)	501.32	0.058	71.4%	0.008	71.4%	141.6	15.3%	0.113	69.8%	49.39%	25.7%	35.8%	38.6%	[1-0.43 0]
24	H	(3)	521.01	0.057	75.8%	0.008	75.8%	146.7	15.6%	0.108	74.1%	49.39%	23.7%	36.0%	40.2%	[1-0.43 0]
25	H	(3)	540.70	0.068	66.2%	0.010	66.2%	148.4	15.5%	0.128	64.4%	44.95%	23.4%	35.9%	40.7%	[1-0.43 0]
26	H	(3)	560.38	0.081	52.4%	0.013	52.4%	140.0	14.7%	0.161	50.3%	40.51%	24.2%	37.4%	38.4%	[1-0.43 0]
27	H	(3)	580.06	0.079	50.8%	0.013	50.8%	135.0	13.8%	0.162	48.9%	39.86%	24.8%	37.9%	37.3%	[1-0.43 0]
28	H	(3)	599.76	0.073	50.4%	0.012	50.4%	130.3	12.8%	0.156	48.7%	39.86%	25.0%	38.8%	36.1%	[1-0.43 0]
29	H	(3)	620.60	0.067	50.1%	0.012	50.1%	124.3	11.9%	0.151	48.7%	39.86%	25.5%	39.8%	34.7%	[1-0.43 0]
30	H	(3)	640.29	0.065	47.2%	0.012	47.2%	119.5	10.8%	0.151	45.9%	38.66%	26.2%	40.5%	33.3%	[1-0.43 0]
31	H	(3)	661.17	0.069	45.9%	0.013	45.9%	125.1	10.5%	0.153	44.7%	37.82%	25.9%	39.4%	34.8%	[1-0.43 0]
32	H	(3)	680.87	0.081	41.4%	0.015	41.4%	126.9	10.0%	0.178	40.1%	36.00%	30.5%	34.4%	35.1%	[1-0.43 0]
33	H	(3)	700.59	0.079	40.7%	0.015	40.7%	118.2	9.7%	0.185	39.5%	35.47%	37.2%	30.5%	32.3%	[1-0.43 0]
34	H	(3)	720.29	0.077	41.1%	0.015	41.1%	113.9	10.0%	0.188	39.8%	35.47%	43.1%	26.1%	30.8%	[1-0.43 0]
35	H	(3)	739.98	0.073	41.0%	0.015	41.0%	106.8	10.0%	0.191	39.8%	35.47%	49.0%	22.4%	28.6%	[1-0.43 0]
36	H	(3)	760.83	0.070	39.2%	0.015	39.2%	95.6	10.0%	0.203	37.9%	34.67%	55.5%	19.1%	25.4%	[1-0.43 0]
37	H	(3)	780.53	0.059	39.2%	0.013	39.2%	83.7	10.0%	0.196	37.9%	34.46%	57.6%	20.7%	21.7%	[1-0.43 0]
38	H	(3)	800.21	0.056	39.1%	0.013	39.1%	82.0	10.2%	0.191	37.7%	34.27%	57.1%	21.9%	21.1%	[1-0.43 0]
39	H	(3)	821.05	0.056	38.8%	0.013	38.8%	82.5	9.7%	0.187	37.6%	34.10%	56.5%	22.4%	21.1%	[1-0.43 0]
40	H	(3)	840.76	0.052	39.2%	0.012	39.2%	80.4	9.8%	0.181	37.9%	34.10%	55.9%	23.6%	20.4%	[1-0.43 0]
