[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.67	0.682	86.1%	0.004	86.1%	137.0	18.0%	1.383	84.2%	81.03%	44.5%	18.4%	37.1%	[1-0.43 0]
1	H	(3)	39.27	0.401	100.0%	0.004	100.0%	117.7	17.3%	0.946	100.0%	71.82%	45.9%	22.6%	31.5%	[1-0.43 0]
2	H	(3)	60.09	0.217	100.0%	0.004	100.0%	85.6	16.7%	0.706	100.0%	59.75%	40.5%	37.3%	22.2%	[1-0.43 0]
3	H	(3)	79.77	0.173	96.8%	0.004	96.8%	71.2	16.0%	0.677	95.5%	51.68%	34.7%	47.0%	18.4%	[1-0.43 0]
4	H	(3)	99.46	0.162	80.0%	0.004	80.0%	61.0	16.0%	0.737	78.4%	44.55%	34.8%	49.9%	15.4%	[1-0.43 0]
5	H	(3)	119.16	0.087	67.4%	0.003	67.4%	39.5	13.7%	0.610	66.0%	43.80%	29.1%	61.4%	9.4%	[1-0.43 0]
6	H	(3)	141.19	0.053	55.0%	0.002	55.0%	24.7	11.2%	0.591	53.8%	40.14%	24.5%	70.2%	5.3%	[1-0.43 0]
7	H	(3)	159.74	0.054	47.1%	0.002	47.1%	23.4	10.8%	0.643	45.8%	35.63%	26.2%	69.0%	4.8%	[1-0.43 0]
8	H	(3)	179.43	0.052	43.1%	0.003	43.1%	21.8	11.4%	0.664	41.6%	33.60%	28.9%	67.0%	4.1%	[1-0.43 0]
9	H	(3)	200.30	0.063	40.1%	0.003	40.1%	26.2	10.3%	0.664	38.8%	31.54%	28.0%	66.4%	5.6%	[1-0.43 0]
10	H	(3)	219.99	0.066	36.3%	0.004	36.3%	26.7	9.7%	0.687	35.0%	29.77%	31.4%	62.9%	5.7%	[1-0.43 0]
11	H	(3)	239.70	0.072	32.0%	0.005	32.0%	28.6	8.6%	0.702	30.9%	28.57%	34.5%	59.4%	6.1%	[1-0.43 0]
12	H	(3)	259.42	0.090	30.6%	0.006	30.6%	35.8	8.5%	0.697	29.4%	27.71%	34.9%	56.7%	8.4%	[1-0.43 0]
13	H	(3)	280.30	0.104	29.8%	0.008	29.8%	41.8	8.4%	0.693	28.6%	26.90%	35.0%	54.7%	10.3%	[1-0.43 0]
14	H	(3)	300.00	0.134	26.7%	0.011	26.7%	49.0	7.8%	0.762	25.5%	24.77%	36.3%	51.3%	12.4%	[1-0.43 0]
15	H	(3)	319.69	0.145	26.6%	0.013	26.6%	54.5	7.6%	0.739	25.5%	24.46%	35.7%	50.2%	14.1%	[1-0.43 0]
16	H	(3)	339.41	0.166	25.4%	0.016	25.4%	61.1	7.4%	0.755	24.3%	23.44%	35.0%	48.8%	16.2%	[1-0.43 0]
17	H	(3)	360.29	0.159	25.6%	0.016	25.6%	61.6	7.3%	0.719	24.5%	23.23%	32.9%	50.5%	16.6%	[1-0.43 0]
