[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.72	0.760	98.2%	0.004	98.2%	202.7	21.2%	1.042	95.9%	90.24%	33.1%	11.9%	55.0%	[1-0.78 0]
1	H	(3)	39.32	0.879	72.0%	0.010	72.0%	183.3	17.6%	1.332	69.8%	56.02%	38.5%	11.6%	50.0%	[1-0.78 0]
2	H	(3)	59.03	0.675	74.5%	0.011	74.5%	166.0	15.9%	1.129	72.8%	48.13%	35.0%	19.6%	45.4%	[1-0.78 0]
3	H	(3)	79.89	0.709	63.2%	0.016	63.2%	162.1	14.4%	1.215	61.5%	40.34%	32.7%	23.1%	44.3%	[1-0.78 0]
4	H	(3)	99.58	0.712	57.2%	0.020	57.2%	158.1	13.4%	1.251	55.6%	35.97%	35.6%	21.4%	43.0%	[1-0.78 0]
5	H	(3)	119.27	0.682	46.6%	0.023	46.6%	145.1	10.2%	1.306	45.4%	31.92%	34.6%	25.8%	39.5%	[1-0.78 0]
6	H	(3)	140.14	0.591	38.7%	0.023	38.7%	123.3	9.2%	1.330	37.5%	29.07%	34.8%	32.0%	33.2%	[1-0.78 0]
7	H	(3)	159.84	0.515	36.9%	0.023	36.9%	112.3	9.4%	1.272	35.7%	27.98%	37.9%	32.2%	29.9%	[1-0.78 0]
8	H	(3)	179.53	0.525	33.7%	0.026	33.7%	107.7	9.1%	1.354	32.4%	25.76%	38.6%	32.6%	28.7%	[1-0.78 0]
9	H	(3)	199.25	0.495	30.3%	0.027	30.3%	97.8	8.7%	1.408	29.0%	23.87%	36.7%	37.2%	26.0%	[1-0.78 0]
10	H	(3)	220.08	0.459	30.3%	0.028	30.3%	93.2	8.6%	1.367	29.0%	22.90%	37.3%	38.0%	24.8%	[1-0.78 0]
11	H	(3)	240.96	0.501	32.5%	0.034	32.5%	107.9	8.5%	1.289	31.4%	22.53%	34.5%	36.4%	29.1%	[1-0.78 0]
12	H	(3)	259.49	0.478	32.0%	0.034	32.0%	107.6	7.4%	1.234	31.2%	22.19%	34.5%	36.5%	29.1%	[1-0.78 0]
13	H	(3)	280.35	0.489	27.7%	0.038	27.7%	101.5	6.9%	1.337	26.8%	20.58%	35.2%	37.7%	27.1%	[1-0.78 0]
14	H	(3)	301.20	0.495	29.6%	0.041	29.6%	105.7	7.1%	1.300	28.7%	20.07%	33.6%	38.0%	28.4%	[1-0.78 0]
15	H	(3)	320.88	0.504	30.9%	0.045	30.9%	109.1	7.2%	1.285	30.1%	19.57%	33.3%	37.4%	29.3%	[1-0.78 0]
16	H	(3)	340.57	0.468	30.9%	0.044	30.9%	101.0	9.4%	1.288	29.5%	18.89%	34.8%	38.3%	26.9%	[1-0.78 0]
17	H	(3)	360.26	0.443	31.9%	0.044	31.9%	97.0	9.9%	1.269	30.3%	18.51%	35.4%	38.7%	25.9%	[1-0.78 0]
18	H	(3)	381.11	0.459	33.2%	0.049	33.2%	98.0	13.4%	1.302	30.4%	17.86%	36.3%	37.6%	26.1%	[1-1.00 0]
19	H	(3)	400.79	0.477	34.4%	0.053	34.4%	99.2	16.9%	1.335	30.0%	17.29%	36.7%	36.7%	26.5%	[1-1.00 1]
20	H	(3)	420.49	0.471	34.4%	0.055	34.4%	97.3	16.9%	1.346	29.9%	16.81%	37.0%	36.9%	26.1%	[1-1.00 1]
21	H	(3)	441.35	0.499	35.0%	0.061	35.0%	104.8	14.3%	1.323	31.9%	16.61%	35.5%	36.1%	28.4%	[1-1.00 1]
23	H	(3)	480.77	0.589	35.3%	0.079	35.3%	120.3	12.9%	1.361	32.9%	15.73%	32.4%	34.9%	32.8%	[1-1.00 1]
24	H	(3)	500.48	0.616	35.6%	0.086	35.6%	126.8	10.2%	1.349	34.1%	15.46%	30.7%	34.6%	34.7%	[1-1.00 1]
25	H	(3)	521.33	0.624	36.1%	0.090	36.1%	129.8	7.5%	1.336	35.3%	15.16%	29.7%	34.6%	35.7%	[1-1.00 1]
26	H	(3)	541.03	0.667	32.9%	0.100	32.9%	132.3	7.1%	1.401	32.1%	14.62%	29.7%	34.1%	36.2%	[1-1.00 1]
27	H	(3)	560.72	0.685	31.9%	0.107	31.9%	134.1	6.9%	1.420	31.1%	14.20%	29.1%	34.3%	36.6%	[1-1.00 1]
28	H	(3)	581.56	0.684	32.5%	0.111	32.5%	134.9	6.9%	1.409	31.8%	13.97%	28.5%	34.6%	36.9%	[1-1.00 1]
29	H	(3)	601.26	0.686	32.9%	0.115	32.9%	135.6	6.9%	1.405	32.1%	13.74%	28.0%	34.8%	37.2%	[1-1.00 1]
30	H	(3)	620.98	0.684	32.4%	0.118	32.4%	135.7	6.8%	1.400	31.7%	13.50%	28.0%	35.1%	36.9%	[1-1.00 1]
31	H	(3)	641.83	0.724	34.1%	0.129	34.1%	141.7	7.1%	1.419	33.3%	13.28%	30.7%	30.8%	38.5%	[1-1.00 1]
32	H	(3)	661.53	0.719	33.8%	0.132	33.8%	139.4	7.0%	1.432	33.1%	13.01%	31.5%	30.6%	37.9%	[1-1.00 1]
33	H	(3)	681.23	0.730	32.7%	0.138	32.7%	137.2	6.9%	1.477	32.0%	12.80%	35.8%	27.1%	37.1%	[1-1.00 1]
34	H	(3)	700.92	0.738	31.9%	0.144	31.9%	135.9	6.8%	1.509	31.1%	12.54%	36.6%	26.7%	36.7%	[1-1.00 1]
35	H	(3)	721.80	0.740	31.5%	0.148	31.5%	135.0	6.7%	1.523	30.8%	12.36%	37.1%	26.2%	36.7%	[1-1.00 1]
36	H	(3)	741.50	0.608	27.7%	0.125	27.7%	112.5	6.2%	1.502	27.0%	12.24%	38.5%	31.0%	30.5%	[1-1.00 1]
37	H	(3)	761.19	0.527	24.1%	0.111	24.1%	97.2	6.5%	1.506	23.3%	12.09%	42.5%	31.4%	26.1%	[1-1.00 1]
38	H	(3)	780.88	0.430	21.2%	0.093	21.2%	81.1	6.8%	1.473	20.1%	11.93%	42.9%	35.4%	21.7%	[1-1.00 1]
39	H	(3)	801.73	0.404	21.5%	0.090	21.5%	76.2	11.0%	1.473	18.5%	11.74%	43.6%	36.4%	20.0%	[1-1.00 1]
40	H	(3)	821.43	0.376	23.5%	0.086	23.5%	71.9	16.1%	1.453	17.1%	11.67%	44.6%	36.7%	18.7%	[1-0.97 2]
41	H	(3)	842.27	0.421	26.4%	0.098	26.4%	80.9	18.9%	1.446	18.5%	11.52%	41.5%	37.5%	21.1%	[1-1.00 1]
42	H	(3)	861.96	0.474	26.1%	0.114	26.1%	91.2	17.0%	1.445	19.8%	11.40%	39.4%	36.8%	23.8%	[1-1.00 1]
43	H	(3)	881.65	0.511	26.2%	0.125	26.2%	98.1	15.9%	1.449	20.9%	11.24%	37.3%	37.1%	25.6%	[1-1.00 1]
44	H	(3)	901.35	0.475	24.0%	0.119	24.0%	90.9	13.7%	1.451	19.7%	11.16%	39.7%	36.5%	23.8%	[1-1.00 1]
45	H	(3)	921.06	0.445	20.5%	0.114	20.5%	84.2	9.7%	1.469	18.0%	11.03%	42.5%	35.6%	21.9%	[1-1.00 1]
46	H	(3)	940.75	0.429	17.0%	0.112	17.0%	78.8	6.2%	1.512	15.8%	10.84%	46.1%	33.7%	20.2%	[1-1.00 1]
47	H	(3)	961.62	0.413	16.4%	0.110	16.4%	75.8	6.2%	1.515	15.2%	10.71%	46.6%	33.9%	19.5%	[1-1.00 1]
48	H	(3)	981.31	0.409	16.0%	0.112	16.0%	74.3	6.9%	1.529	14.4%	10.60%	48.1%	32.8%	19.1%	[1-1.00 1]
49	H	(3)	1001.00	0.416	15.5%	0.116	15.5%	75.1	6.7%	1.538	14.0%	10.51%	48.3%	32.4%	19.3%	[1-1.00 1]
50	H	(3)	1021.87	0.420	15.8%	0.119	15.8%	76.3	6.9%	1.528	14.2%	10.42%	48.0%	32.3%	19.7%	[1-0.99 0]
51	H	(3)	1040.40	0.404	16.0%	0.117	16.0%	74.5	7.2%	1.509	14.3%	10.32%	46.7%	34.1%	19.3%	[1-1.00 1]
52	H	(6)	1061.26	0.382	15.8%	0.113	15.8%	70.7	7.7%	1.503	13.8%	10.24%	47.7%	34.1%	18.2%	[1-1.00 1]
53	H	(6)	1082.12	0.370	16.2%	0.111	16.2%	69.1	8.4%	1.488	13.8%	10.17%	47.7%	34.6%	17.7%	[1-1.00 1]
54	H	(6)	1100.67	0.357	15.6%	0.109	15.6%	66.6	8.4%	1.488	13.2%	10.08%	48.3%	34.8%	16.9%	[1-1.00 1]
55	H	(6)	1120.39	0.326	15.4%	0.101	15.4%	60.2	9.3%	1.504	12.2%	9.92%	48.9%	36.1%	15.0%	[1-1.00 1]
56	H	(6)	1142.45	0.337	16.5%	0.107	16.5%	62.1	10.5%	1.508	12.7%	9.81%	48.5%	36.0%	15.5%	[1-0.96 2]
57	H	(6)	1162.16	0.347	18.3%	0.112	18.3%	64.1	12.4%	1.505	13.4%	9.74%	47.9%	35.9%	16.1%	[1-0.98 2]
58	H	(6)	1181.86	0.364	21.2%	0.119	21.2%	66.9	15.7%	1.510	14.2%	9.65%	47.5%	35.6%	16.8%	[1-1.00 1]
59	H	(6)	1202.72	0.365	22.4%	0.122	22.4%	67.1	16.9%	1.511	14.8%	9.56%	47.4%	35.6%	16.9%	[1-0.96 2]
60	H	(6)	1222.43	0.369	23.0%	0.125	23.0%	67.6	17.3%	1.516	15.2%	9.48%	48.0%	34.9%	17.1%	[1-0.94 2]
61	H	(6)	1242.12	0.365	23.6%	0.126	23.6%	65.9	18.1%	1.539	15.1%	9.41%	49.9%	33.4%	16.7%	[1-1.00 1]
62	H	(6)	1262.99	0.358	23.7%	0.125	23.7%	64.9	18.2%	1.531	15.2%	9.37%	50.6%	33.0%	16.4%	[1-1.00 1]
63	H	(6)	1282.71	0.339	23.0%	0.121	23.0%	61.5	17.3%	1.531	15.2%	9.30%	51.4%	33.1%	15.5%	[1-1.00 2]
64	H	(6)	1302.40	0.344	23.5%	0.125	23.5%	62.2	17.8%	1.537	15.4%	9.22%	51.5%	32.7%	15.8%	[1-0.98 2]
65	H	(6)	1322.11	0.350	23.6%	0.128	23.6%	63.1	17.7%	1.541	15.6%	9.15%	51.9%	32.0%	16.1%	[1-0.97 2]
66	H	(6)	1342.97	0.340	23.1%	0.127	23.1%	61.6	17.2%	1.532	15.4%	9.10%	51.7%	32.7%	15.7%	[1-1.00 2]
67	H	(6)	1361.49	0.304	22.2%	0.115	22.2%	55.2	16.8%	1.530	14.5%	9.04%	53.0%	33.1%	13.9%	[1-1.00 1]
68	H	(6)	1382.36	0.297	20.7%	0.114	20.7%	53.7	15.2%	1.534	14.1%	8.97%	53.7%	32.9%	13.4%	[1-1.00 1]
69	H	(6)	1402.06	0.303	20.8%	0.118	20.8%	54.7	15.3%	1.538	14.2%	8.92%	54.0%	32.3%	13.7%	[1-1.00 1]
70	H	(6)	1421.77	0.314	21.0%	0.124	21.0%	56.5	15.3%	1.542	14.4%	8.88%	54.1%	31.7%	14.2%	[1-1.00 1]
71	H	(6)	1441.48	0.302	20.7%	0.121	20.7%	54.4	15.4%	1.541	13.9%	8.82%	54.5%	32.0%	13.5%	[1-1.00 2]
72	H	(6)	1462.36	0.300	20.2%	0.122	20.2%	54.1	14.9%	1.542	13.6%	8.75%	54.5%	32.2%	13.3%	[1-1.00 1]
73	H	(6)	1480.90	0.296	19.4%	0.122	19.4%	53.1	14.3%	1.548	13.1%	8.67%	54.2%	32.8%	13.0%	[1-1.00 1]
74	H	(6)	1501.78	0.275	17.5%	0.115	17.5%	49.6	12.4%	1.543	12.4%	8.58%	54.3%	33.7%	12.0%	[1-1.00 1]
75	H	(6)	1521.49	0.242	16.3%	0.102	16.3%	44.3	11.3%	1.519	11.7%	8.54%	54.3%	35.2%	10.5%	[1-0.99 2]
76	H	(6)	1542.35	0.243	15.6%	0.104	15.6%	44.6	10.3%	1.512	11.8%	8.48%	53.9%	35.4%	10.7%	[1-0.99 2]
77	H	(6)	1562.05	0.244	15.2%	0.106	15.2%	45.0	9.8%	1.506	11.7%	8.43%	53.6%	35.5%	10.9%	[1-1.00 1]
78	H	(6)	1581.74	0.226	14.4%	0.099	14.4%	42.0	9.1%	1.497	11.2%	8.39%	53.9%	35.9%	10.2%	[1-0.96 2]
79	H	(6)	1602.61	0.197	14.5%	0.088	14.5%	37.1	10.0%	1.478	10.6%	8.34%	53.5%	37.7%	8.8%	[1-1.00 2]
80	H	(6)	1622.33	0.204	14.6%	0.092	14.6%	38.3	10.0%	1.484	10.6%	8.28%	53.2%	37.7%	9.1%	[1-1.00 1]
81	H	(6)	1642.03	0.200	16.0%	0.091	16.0%	37.5	11.8%	1.477	10.8%	8.23%	52.7%	38.5%	8.8%	[1-1.00 1]
82	H	(6)	1661.73	0.189	17.3%	0.087	17.3%	35.9	13.5%	1.462	10.9%	8.20%	52.2%	39.6%	8.2%	[1-1.00 1]
83	H	(6)	1681.43	0.185	16.7%	0.086	16.7%	34.9	12.8%	1.470	10.8%	8.14%	52.8%	39.3%	7.9%	[1-1.00 1]
84	H	(6)	1701.12	0.184	15.4%	0.087	15.4%	34.6	11.0%	1.482	10.8%	8.11%	54.1%	38.2%	7.8%	[1-1.00 1]
85	H	(6)	1722.00	0.171	15.2%	0.082	15.2%	32.0	11.0%	1.481	10.5%	8.07%	55.1%	37.9%	7.0%	[1-1.00 1]
