[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.39	0.303	100.0%	0.003	100.0%	173.8	37.4%	0.484	100.0%	100.00%	16.1%	35.7%	48.2%	[1-0.43 0]
1	H	(3)	59.06	0.147	100.0%	0.002	100.0%	162.9	43.3%	0.250	100.0%	100.00%	19.6%	35.6%	44.9%	[1-0.43 0]
2	H	(3)	79.92	0.204	100.0%	0.005	100.0%	188.2	33.1%	0.301	100.0%	80.47%	20.5%	27.8%	51.7%	[1-0.43 0]
3	H	(3)	99.91	0.304	100.0%	0.008	100.0%	194.4	27.9%	0.434	100.0%	59.24%	22.5%	23.5%	54.0%	[1-0.43 0]
4	H	(3)	119.60	0.360	94.1%	0.012	94.1%	189.0	25.2%	0.528	90.7%	48.78%	25.2%	22.0%	52.7%	[1-0.43 0]
5	H	(3)	139.30	0.354	72.6%	0.014	72.6%	184.7	20.8%	0.533	69.6%	45.69%	31.9%	16.8%	51.4%	[1-0.43 0]
6	H	(3)	159.02	0.347	53.8%	0.015	53.8%	169.2	14.6%	0.570	51.8%	41.96%	37.2%	15.9%	46.9%	[1-0.43 0]
7	H	(3)	179.89	0.273	52.3%	0.014	52.3%	132.3	13.0%	0.574	50.7%	40.38%	44.9%	18.2%	36.9%	[1-0.43 0]
8	H	(3)	199.60	0.232	45.6%	0.013	45.6%	103.1	12.2%	0.626	43.9%	36.76%	51.4%	20.3%	28.3%	[1-0.43 0]
9	H	(3)	219.30	0.230	40.3%	0.014	40.3%	97.5	10.8%	0.654	38.8%	33.46%	49.5%	24.0%	26.5%	[1-0.43 0]
10	H	(3)	240.16	0.245	35.5%	0.016	35.5%	95.8	9.5%	0.711	34.2%	30.75%	49.5%	23.4%	27.1%	[1-0.43 0]
11	H	(3)	259.87	0.280	32.2%	0.020	32.2%	101.0	8.8%	0.770	31.0%	28.82%	49.3%	21.9%	28.7%	[1-0.43 0]
12	H	(3)	279.57	0.312	31.4%	0.024	31.4%	114.6	7.6%	0.757	30.5%	27.78%	43.4%	24.3%	32.4%	[1-0.43 0]
13	H	(3)	299.25	0.312	31.5%	0.026	31.5%	121.5	7.0%	0.713	30.7%	27.33%	39.1%	26.7%	34.2%	[1-0.43 0]
14	H	(3)	320.10	0.330	29.0%	0.029	29.0%	121.8	6.6%	0.753	28.3%	25.75%	39.0%	26.7%	34.3%	[1-0.43 0]
15	H	(3)	339.81	0.333	27.5%	0.031	27.5%	125.1	6.3%	0.740	26.7%	24.82%	37.7%	28.2%	34.1%	[1-0.43 0]
16	H	(3)	359.49	0.357	26.4%	0.036	26.4%	133.5	6.2%	0.743	25.7%	23.97%	36.0%	27.8%	36.2%	[1-0.43 0]
17	H	(3)	380.35	0.390	24.9%	0.041	24.9%	138.0	6.1%	0.785	24.1%	22.83%	38.5%	24.3%	37.2%	[1-0.43 0]
18	H	(3)	400.07	0.424	24.6%	0.047	24.6%	148.9	5.9%	0.791	23.9%	22.25%	39.0%	20.8%	40.2%	[1-0.43 0]
19	H	(3)	419.77	0.421	24.2%	0.049	24.2%	148.6	5.8%	0.786	23.5%	21.80%	41.4%	18.8%	39.8%	[1-0.43 0]
20	H	(3)	439.45	0.402	23.8%	0.049	23.8%	145.2	5.7%	0.770	23.1%	21.42%	40.6%	20.6%	38.9%	[1-0.43 0]
21	H	(3)	460.31	0.385	23.5%	0.049	23.5%	140.9	5.6%	0.760	22.8%	20.99%	40.3%	21.9%	37.8%	[1-0.43 0]
22	H	(3)	480.01	0.373	22.7%	0.050	22.7%	136.4	5.6%	0.759	22.1%	20.54%	39.8%	23.6%	36.6%	[1-0.43 0]
23	H	(3)	499.71	0.342	22.6%	0.047	22.6%	128.6	6.3%	0.738	21.7%	20.30%	39.4%	26.0%	34.6%	[1-0.43 0]
24	H	(3)	520.57	0.340	21.9%	0.049	21.9%	126.7	6.3%	0.746	21.0%	19.83%	40.5%	25.5%	34.0%	[1-0.43 0]
25	H	(3)	540.26	0.335	21.5%	0.050	21.5%	125.4	6.1%	0.742	20.6%	19.54%	41.1%	25.3%	33.5%	[1-0.43 0]
26	H	(3)	559.96	0.350	20.8%	0.054	20.8%	127.6	6.3%	0.761	19.9%	19.02%	42.5%	23.4%	34.1%	[1-0.43 0]
27	H	(3)	579.67	0.356	20.3%	0.057	20.3%	127.3	6.5%	0.777	19.2%	18.74%	43.9%	22.1%	34.0%	[1-1.00 1]
28	H	(3)	600.51	0.349	20.2%	0.058	20.2%	125.8	6.1%	0.771	19.3%	18.62%	45.7%	21.2%	33.1%	[1-1.00 1]
29	H	(3)	620.18	0.355	19.4%	0.061	19.4%	122.6	6.0%	0.805	18.4%	18.00%	47.1%	20.4%	32.4%	[1-0.93 2]
30	H	(3)	639.90	0.345	19.3%	0.061	19.3%	118.9	5.9%	0.805	18.3%	17.60%	48.2%	20.2%	31.6%	[1-0.50 2]
31	H	(3)	660.77	0.346	18.3%	0.063	18.3%	114.5	5.6%	0.838	17.5%	17.08%	48.9%	20.8%	30.3%	[1-0.71 2]
32	H	(3)	680.47	0.333	18.1%	0.063	18.1%	111.0	5.4%	0.832	17.3%	16.81%	47.9%	22.5%	29.6%	[1-0.59 2]
33	H	(3)	700.16	0.326	17.7%	0.063	17.7%	109.3	5.0%	0.829	17.0%	16.52%	47.0%	23.6%	29.4%	[1-0.57 2]
34	H	(3)	719.85	0.320	17.3%	0.064	17.3%	106.3	5.5%	0.838	16.4%	16.22%	45.9%	25.5%	28.6%	[1-0.83 2]
35	H	(3)	740.70	0.290	17.5%	0.060	17.5%	98.6	5.8%	0.817	16.5%	16.12%	46.4%	27.1%	26.5%	[1-0.75 2]
36	H	(3)	760.40	0.270	17.5%	0.057	17.5%	94.0	6.0%	0.799	16.4%	16.00%	45.2%	29.5%	25.3%	[1-0.82 0]
37	H	(3)	780.12	0.256	17.5%	0.055	17.5%	89.6	6.4%	0.794	16.3%	15.93%	46.0%	29.8%	24.2%	[1-0.97 0]
38	H	(3)	800.97	0.239	17.5%	0.053	17.5%	84.4	6.7%	0.786	16.2%	15.74%	47.0%	30.3%	22.7%	[1-0.92 0]
39	H	(3)	820.66	0.232	16.8%	0.053	16.8%	80.7	6.2%	0.800	15.7%	15.43%	46.9%	31.3%	21.7%	[1-1.00 1]
