[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	0.602	100.0%	0.003	100.0%	200.4	25.8%	0.835	100.0%	100.00%	33.3%	12.8%	53.9%	[1-0.43 0]
1	H	(3)	39.42	0.290	100.0%	0.003	100.0%	188.9	35.2%	0.426	100.0%	100.00%	24.8%	24.2%	51.0%	[1-0.43 0]
2	H	(3)	59.11	0.184	100.0%	0.003	100.0%	184.0	45.0%	0.277	100.0%	100.00%	22.0%	28.1%	49.9%	[1-0.43 0]
3	H	(3)	79.95	0.163	100.0%	0.004	100.0%	184.2	50.0%	0.246	100.0%	95.12%	19.9%	30.0%	50.1%	[1-0.43 0]
4	H	(3)	99.64	0.115	100.0%	0.003	100.0%	178.9	53.4%	0.178	100.0%	92.96%	20.6%	30.9%	48.5%	[1-0.43 0]
5	H	(3)	119.33	0.078	100.0%	0.003	100.0%	144.6	62.2%	0.150	100.0%	91.67%	23.9%	37.3%	38.8%	[1-0.43 0]
6	H	(3)	139.04	0.071	100.0%	0.003	100.0%	136.6	70.3%	0.145	100.0%	86.79%	25.9%	37.4%	36.7%	[1-0.43 0]
7	H	(3)	159.92	0.101	100.0%	0.004	100.0%	132.8	68.1%	0.211	100.0%	77.02%	26.9%	37.4%	35.7%	[1-0.43 0]
8	H	(3)	179.61	0.049	100.0%	0.002	100.0%	100.6	66.8%	0.137	100.0%	74.86%	37.0%	36.8%	26.3%	[1-0.43 0]
9	H	(3)	199.32	0.033	100.0%	0.002	100.0%	72.5	63.3%	0.126	100.0%	74.86%	45.4%	36.4%	18.1%	[1-0.43 0]
10	H	(3)	220.18	0.031	100.0%	0.002	100.0%	70.7	59.3%	0.121	100.0%	73.57%	48.9%	33.5%	17.6%	[1-0.43 0]
11	H	(3)	239.90	0.018	100.0%	0.001	100.0%	46.0	43.7%	0.111	100.0%	73.57%	56.5%	33.4%	10.1%	[1-0.43 0]
12	H	(3)	259.59	0.007	100.0%	0.000	100.0%	18.2	17.4%	0.103	100.0%	71.41%	62.7%	35.5%	1.8%	[1-0.43 0]
13	H	(3)	279.29	0.006	100.0%	0.000	100.0%	16.4	17.7%	0.095	100.0%	71.41%	62.6%	36.1%	1.2%	[1-0.43 0]
14	H	(3)	300.15	0.005	100.0%	0.000	100.0%	15.7	18.4%	0.088	100.0%	71.41%	62.4%	36.6%	1.0%	[1-0.43 0]
15	H	(3)	319.85	0.008	83.5%	0.001	83.5%	20.9	15.7%	0.109	82.1%	63.48%	57.8%	39.7%	2.5%	[1-0.43 0]
