[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	0.532	100.0%	0.003	100.0%	201.5	28.8%	0.734	100.0%	100.00%	32.5%	12.7%	54.8%	[1-0.89 0]
1	H	(3)	39.46	0.497	100.0%	0.005	100.0%	235.3	32.7%	0.587	100.0%	88.07%	22.8%	13.0%	64.2%	[1-0.89 0]
2	H	(3)	59.17	0.296	100.0%	0.005	100.0%	214.8	32.8%	0.382	100.0%	81.03%	20.3%	20.7%	59.0%	[1-0.89 0]
3	H	(3)	80.01	0.385	100.0%	0.009	100.0%	206.3	30.8%	0.518	100.0%	63.48%	21.9%	21.4%	56.7%	[1-0.89 0]
4	H	(3)	99.70	0.322	100.0%	0.009	100.0%	192.2	29.9%	0.465	100.0%	60.67%	22.6%	24.1%	53.2%	[1-0.89 0]
5	H	(3)	119.41	0.187	100.0%	0.006	100.0%	172.9	28.2%	0.301	100.0%	55.83%	22.7%	29.4%	48.0%	[1-0.89 0]
6	H	(3)	139.10	0.159	100.0%	0.006	100.0%	129.8	23.8%	0.340	100.0%	52.13%	31.4%	32.9%	35.8%	[1-0.89 0]
7	H	(3)	159.97	0.139	100.0%	0.006	100.0%	118.8	19.2%	0.326	100.0%	51.48%	34.9%	32.6%	32.4%	[1-0.89 0]
8	H	(3)	179.66	0.148	67.4%	0.007	67.4%	95.0	16.0%	0.433	65.5%	44.70%	40.7%	33.7%	25.5%	[1-0.89 0]
9	H	(3)	199.36	0.142	48.3%	0.008	48.3%	81.3	12.2%	0.486	46.8%	41.10%	46.4%	32.5%	21.1%	[1-0.89 0]
10	H	(3)	220.21	0.107	48.5%	0.007	48.5%	66.7	11.5%	0.446	47.2%	40.88%	50.2%	33.0%	16.8%	[1-0.89 0]
11	H	(3)	239.90	0.121	50.0%	0.008	50.0%	81.8	11.3%	0.411	48.7%	40.48%	44.7%	33.9%	21.5%	[1-0.89 0]
12	H	(3)	259.58	0.111	45.1%	0.008	45.1%	71.8	9.8%	0.428	44.0%	38.36%	48.1%	33.5%	18.4%	[1-0.89 0]
13	H	(3)	279.27	0.128	41.3%	0.010	41.3%	80.1	9.5%	0.445	40.1%	35.88%	44.8%	34.4%	20.8%	[1-0.89 0]
14	H	(3)	300.15	0.123	40.4%	0.010	40.4%	79.4	9.1%	0.431	39.3%	35.11%	45.1%	34.4%	20.5%	[1-0.89 0]
15	H	(3)	319.85	0.135	40.2%	0.012	40.2%	88.5	9.1%	0.425	39.2%	34.65%	45.8%	31.2%	23.1%	[1-0.89 0]
16	H	(3)	339.56	0.121	36.4%	0.011	36.4%	75.2	8.4%	0.446	35.5%	33.52%	52.1%	28.9%	19.0%	[1-0.89 0]
17	H	(3)	360.40	0.120	35.3%	0.012	35.3%	74.6	8.2%	0.445	34.4%	32.59%	51.9%	29.2%	18.8%	[1-0.89 0]
18	H	(3)	380.10	0.125	34.4%	0.013	34.4%	75.3	8.6%	0.461	33.3%	31.22%	51.2%	29.7%	19.1%	[1-0.89 0]
19	H	(3)	399.80	0.135	36.6%	0.015	36.6%	85.1	9.0%	0.441	35.5%	30.86%	46.9%	31.2%	21.9%	[1-0.89 0]
20	H	(3)	419.51	0.127	36.5%	0.015	36.5%	82.5	9.3%	0.428	35.3%	30.43%	46.3%	32.5%	21.2%	[1-0.89 0]
21	H	(3)	440.37	0.113	35.7%	0.014	35.7%	73.6	9.3%	0.427	34.5%	29.62%	47.9%	33.6%	18.5%	[1-0.89 0]
22	H	(3)	460.08	0.124	33.4%	0.016	33.4%	74.9	9.3%	0.462	32.0%	28.16%	50.2%	31.0%	18.9%	[1-0.89 0]
23	H	(3)	479.77	0.108	31.7%	0.014	31.7%	64.1	9.1%	0.468	30.4%	27.76%	55.7%	28.6%	15.8%	[1-0.89 0]
24	H	(3)	500.62	0.097	28.6%	0.014	28.6%	53.6	8.8%	0.504	27.2%	26.41%	62.9%	24.4%	12.6%	[1-0.89 0]
25	H	(3)	520.31	0.082	28.3%	0.012	28.3%	45.0	7.9%	0.506	27.2%	25.99%	66.7%	23.0%	10.3%	[1-0.89 0]
26	H	(3)	540.01	0.085	28.0%	0.013	28.0%	46.2	7.7%	0.510	26.9%	25.41%	67.7%	21.4%	10.9%	[1-0.89 0]
27	H	(3)	559.69	0.066	28.2%	0.010	28.2%	36.5	7.7%	0.499	27.2%	25.22%	70.8%	20.7%	8.4%	[1-0.89 0]
28	H	(3)	580.56	0.057	27.5%	0.009	27.5%	31.2	7.0%	0.504	26.6%	24.51%	72.9%	19.8%	7.3%	[1-0.89 0]
29	H	(3)	600.27	0.045	26.9%	0.007	26.9%	24.6	6.2%	0.503	26.2%	24.23%	75.1%	19.0%	6.0%	[1-0.89 0]
30	H	(3)	619.96	0.048	27.8%	0.008	27.8%	26.1	7.8%	0.514	26.7%	23.84%	77.2%	16.3%	6.5%	[1-0.89 0]
31	H	(3)	640.82	0.048	29.1%	0.009	29.1%	26.2	8.0%	0.509	28.0%	23.79%	79.4%	13.9%	6.7%	[1-0.89 0]
32	H	(3)	660.52	0.055	30.2%	0.010	30.2%	29.2	9.5%	0.523	28.7%	23.44%	80.9%	11.6%	7.5%	[1-0.89 0]
33	H	(3)	680.22	0.061	31.2%	0.012	31.2%	31.9	11.7%	0.532	28.9%	22.99%	82.4%	9.5%	8.1%	[1-0.89 0]
34	H	(3)	699.93	0.067	30.7%	0.013	30.7%	35.4	11.6%	0.529	28.4%	22.59%	81.0%	9.9%	9.1%	[1-0.89 0]
35	H	(3)	720.78	0.084	28.5%	0.017	28.5%	41.7	11.4%	0.559	26.1%	21.87%	79.9%	9.3%	10.8%	[1-0.89 0]
36	H	(3)	740.47	0.104	27.0%	0.021	27.0%	50.8	10.6%	0.569	24.9%	21.40%	77.1%	9.9%	13.1%	[1-0.89 0]
37	H	(3)	760.18	0.111	25.1%	0.023	25.1%	53.4	9.8%	0.574	23.0%	20.95%	76.3%	9.6%	14.1%	[1-0.89 0]
38	H	(3)	781.02	0.119	25.0%	0.026	25.0%	57.5	11.5%	0.576	22.2%	20.65%	74.9%	9.7%	15.3%	[1-0.89 0]
39	H	(3)	800.71	0.133	25.0%	0.030	25.0%	64.2	11.4%	0.576	22.2%	20.38%	73.3%	10.0%	16.8%	[1-0.89 0]
40	H	(3)	820.41	0.129	24.5%	0.030	24.5%	63.5	11.3%	0.567	21.7%	20.07%	70.8%	12.6%	16.6%	[1-0.89 0]
41	H	(3)	840.10	0.123	23.9%	0.029	23.9%	60.8	11.6%	0.564	20.9%	19.72%	70.2%	13.9%	15.9%	[1-0.89 0]
42	H	(3)	860.97	0.134	22.9%	0.032	22.9%	64.4	11.0%	0.576	20.1%	19.05%	67.2%	16.4%	16.4%	[1-0.89 0]
43	H	(3)	880.66	0.135	21.2%	0.033	21.2%	64.2	8.2%	0.583	19.6%	18.74%	66.3%	17.5%	16.2%	[1-0.89 0]
44	H	(3)	900.38	0.130	20.8%	0.032	20.8%	62.4	7.6%	0.578	19.3%	18.50%	66.0%	18.3%	15.7%	[1-0.89 0]
