[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.66	4.149	28.0%	0.023	28.0%	82.1	7.2%	14.037	27.1%	25.70%	60.0%	19.1%	20.9%	[1-1.00 0]
1	H	(3)	39.24	4.589	23.1%	0.050	23.1%	91.5	6.7%	13.936	22.1%	17.87%	50.3%	26.1%	23.6%	[1-1.00 0]
2	H	(3)	60.03	5.396	19.3%	0.090	19.3%	100.6	5.8%	14.904	18.4%	13.93%	50.3%	23.4%	26.4%	[1-1.00 1]
3	H	(3)	79.65	4.592	20.1%	0.102	20.1%	99.8	5.4%	12.783	19.4%	13.02%	50.8%	22.9%	26.4%	[1-1.00 1]
4	H	(3)	100.51	4.433	19.1%	0.124	19.1%	97.1	6.6%	12.677	17.9%	11.60%	51.2%	23.1%	25.7%	[1-1.00 1]
5	H	(3)	119.05	4.374	15.4%	0.145	15.4%	97.1	6.2%	12.516	14.2%	10.61%	48.9%	24.9%	26.2%	[1-1.00 1]
6	H	(6)	139.95	4.279	13.4%	0.166	13.4%	92.5	6.2%	12.851	11.9%	9.62%	49.4%	25.5%	25.1%	[1-1.00 1]
7	H	(6)	159.66	3.951	12.5%	0.175	12.5%	86.5	6.7%	12.683	10.6%	8.98%	47.5%	28.9%	23.6%	[1-1.00 1]
8	H	(6)	179.36	3.714	12.1%	0.185	12.1%	82.5	7.1%	12.496	9.8%	8.46%	45.6%	31.9%	22.5%	[1-1.00 1]
9	H	(6)	200.23	3.341	11.1%	0.186	11.1%	76.0	6.1%	12.216	9.2%	8.04%	43.7%	35.6%	20.8%	[1-1.00 1]
10	H	(6)	219.93	3.026	10.6%	0.185	10.6%	68.9	6.2%	12.194	8.6%	7.62%	43.0%	38.4%	18.6%	[1-1.00 1]
11	H	(6)	239.63	2.870	11.1%	0.191	11.1%	64.9	7.5%	12.283	8.2%	7.27%	43.7%	38.8%	17.5%	[1-1.00 1]
12	H	(6)	259.33	2.563	11.9%	0.185	11.9%	58.1	8.6%	12.255	8.3%	7.01%	44.9%	39.6%	15.4%	[1-1.00 1]
13	H	(6)	281.34	2.411	13.2%	0.188	13.2%	53.9	10.2%	12.433	8.3%	6.70%	46.0%	39.8%	14.2%	[1-1.00 1]
14	H	(6)	299.88	2.264	14.0%	0.189	14.0%	50.1	11.5%	12.558	8.0%	6.48%	47.4%	39.6%	13.0%	[1-1.00 1]
15	H	(6)	319.59	2.140	14.4%	0.190	14.4%	47.4	12.1%	12.552	7.8%	6.29%	48.6%	39.3%	12.1%	[1-1.00 1]
16	H	(6)	340.44	1.872	13.0%	0.177	13.0%	41.6	10.6%	12.495	7.5%	6.09%	49.1%	40.6%	10.3%	[1-1.00 1]
17	H	(6)	360.14	1.614	11.8%	0.161	11.8%	35.9	9.5%	12.473	7.0%	5.91%	49.0%	42.2%	8.7%	[1-1.00 1]
18	H	(6)	379.84	1.412	10.1%	0.149	10.1%	31.6	7.9%	12.412	6.4%	5.75%	48.9%	43.7%	7.4%	[1-1.00 1]
19	H	(6)	399.54	1.361	8.6%	0.151	8.6%	30.5	5.9%	12.407	6.2%	5.59%	48.5%	44.5%	7.1%	[1-1.00 1]
20	H	(6)	420.42	1.290	10.1%	0.151	10.1%	29.2	8.0%	12.259	6.1%	5.45%	47.7%	45.7%	6.6%	[1-1.00 1]
21	H	(6)	440.14	1.236	9.9%	0.151	9.9%	28.4	7.9%	12.109	6.0%	5.35%	47.2%	46.5%	6.3%	[1-1.00 1]
22	H	(6)	459.85	1.334	10.3%	0.170	10.3%	30.5	8.5%	12.136	5.9%	5.24%	47.3%	45.9%	6.9%	[1-1.00 1]
23	H	(6)	480.72	1.305	10.4%	0.174	10.4%	29.9	8.7%	12.119	5.8%	5.13%	47.5%	45.8%	6.7%	[1-1.00 1]
24	H	(6)	500.44	1.298	10.7%	0.180	10.7%	29.8	9.1%	12.105	5.6%	5.02%	47.0%	46.4%	6.6%	[1-1.00 1]
25	H	(6)	521.30	1.302	9.3%	0.189	9.3%	29.8	7.5%	12.122	5.5%	4.93%	47.4%	46.0%	6.6%	[1-1.00 1]
26	H	(6)	541.00	1.317	9.4%	0.198	9.4%	30.1	7.6%	12.167	5.4%	4.83%	47.5%	45.8%	6.7%	[1-1.00 1]
27	H	(6)	560.71	1.221	9.1%	0.190	9.1%	27.8	7.4%	12.219	5.3%	4.73%	47.7%	46.2%	6.1%	[1-1.00 1]
28	H	(6)	580.41	1.181	8.9%	0.190	8.9%	27.0	7.2%	12.171	5.2%	4.66%	48.0%	46.2%	5.8%	[1-1.00 1]
29	H	(6)	600.12	1.229	8.3%	0.205	8.3%	27.7	6.4%	12.325	5.3%	4.59%	49.7%	44.2%	6.1%	[1-1.00 1]
30	H	(6)	619.81	1.289	8.0%	0.222	8.0%	28.7	6.0%	12.478	5.2%	4.50%	50.2%	43.4%	6.4%	[1-1.00 1]
31	H	(6)	640.68	1.362	8.5%	0.242	8.5%	30.4	6.7%	12.440	5.2%	4.45%	51.1%	42.0%	6.9%	[1-1.00 1]
32	H	(6)	660.38	1.416	8.9%	0.260	8.9%	31.7	7.3%	12.398	5.1%	4.39%	51.4%	41.2%	7.4%	[1-1.00 1]
33	H	(6)	680.06	1.464	8.5%	0.276	8.5%	32.6	6.8%	12.475	5.0%	4.32%	51.5%	40.8%	7.7%	[1-1.00 1]
34	H	(6)	699.78	1.479	8.6%	0.287	8.6%	33.0	7.2%	12.451	4.8%	4.25%	50.8%	41.4%	7.8%	[1-1.00 1]
35	H	(6)	720.70	1.533	8.8%	0.307	8.8%	34.6	7.3%	12.301	4.9%	4.21%	50.5%	41.2%	8.3%	[1-1.00 1]
36	H	(6)	740.42	1.547	8.3%	0.318	8.3%	35.0	6.8%	12.291	4.8%	4.16%	50.4%	41.1%	8.5%	[1-1.00 1]
37	H	(6)	760.12	1.513	7.6%	0.319	7.6%	34.1	5.9%	12.311	4.8%	4.10%	50.4%	41.4%	8.2%	[1-1.00 1]
38	H	(6)	779.82	1.537	7.3%	0.333	7.3%	34.6	5.6%	12.342	4.7%	4.03%	49.9%	41.8%	8.3%	[1-1.00 1]
39	H	(6)	800.74	1.569	7.0%	0.349	7.0%	35.3	5.3%	12.357	4.6%	3.98%	49.8%	41.7%	8.5%	[1-1.00 1]
40	H	(6)	821.60	1.486	7.7%	0.339	7.7%	33.6	6.3%	12.272	4.5%	3.93%	49.3%	42.9%	7.9%	[1-1.00 1]
41	H	(6)	840.15	1.461	8.6%	0.341	8.6%	33.1	7.4%	12.243	4.5%	3.89%	49.0%	43.3%	7.7%	[1-1.00 1]
42	H	(6)	861.00	1.449	8.5%	0.346	8.5%	33.0	7.3%	12.179	4.4%	3.85%	48.5%	43.8%	7.7%	[1-1.00 1]
43	H	(6)	880.68	1.416	9.3%	0.346	9.3%	32.2	8.2%	12.201	4.4%	3.80%	48.4%	44.1%	7.5%	[1-1.00 1]
44	H	(6)	900.39	1.340	10.0%	0.335	10.0%	30.8	9.1%	12.084	4.3%	3.76%	48.1%	44.9%	7.0%	[1-1.00 1]
45	H	(6)	920.10	1.314	8.9%	0.336	8.9%	30.4	7.8%	12.027	4.3%	3.73%	48.3%	44.8%	6.9%	[1-1.00 1]
46	H	(6)	940.97	1.289	7.6%	0.337	7.6%	29.8	6.2%	12.008	4.3%	3.70%	48.6%	44.6%	6.8%	[1-1.00 1]
47	H	(6)	960.67	1.354	7.9%	0.361	7.9%	31.3	6.7%	12.037	4.2%	3.65%	48.7%	44.1%	7.2%	[1-1.00 1]
48	H	(6)	981.52	1.362	9.0%	0.371	9.0%	31.3	7.9%	12.081	4.2%	3.62%	49.4%	43.3%	7.2%	[1-1.00 1]
49	H	(6)	1000.07	1.352	8.5%	0.375	8.5%	31.1	7.5%	12.078	4.2%	3.59%	49.8%	43.0%	7.2%	[1-1.00 1]
50	H	(6)	1020.99	1.319	8.3%	0.374	8.3%	30.5	7.2%	12.026	4.2%	3.56%	49.6%	43.4%	6.9%	[1-1.00 1]
51	H	(6)	1041.87	1.265	8.7%	0.366	8.7%	29.5	7.6%	11.925	4.1%	3.53%	49.2%	44.2%	6.6%	[1-1.00 1]
52	H	(6)	1061.58	1.220	9.4%	0.360	9.4%	28.4	8.4%	11.933	4.1%	3.50%	49.5%	44.3%	6.3%	[1-1.00 1]
53	H	(6)	1081.31	1.164	8.0%	0.350	8.0%	27.4	6.9%	11.806	4.1%	3.47%	48.6%	45.5%	5.9%	[1-1.00 1]
54	H	(6)	1101.04	1.108	8.1%	0.339	8.1%	26.1	7.0%	11.781	4.0%	3.44%	48.3%	46.3%	5.4%	[1-1.00 1]
55	H	(6)	1120.75	1.071	8.7%	0.333	8.7%	25.3	7.7%	11.742	4.0%	3.41%	48.2%	46.6%	5.2%	[1-1.00 1]
56	H	(6)	1141.62	1.079	8.5%	0.342	8.5%	25.6	7.5%	11.718	4.0%	3.38%	48.5%	46.3%	5.2%	[1-1.00 1]
