[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	59.15	0.220	100.0%	0.004	100.0%	202.9	66.4%	0.301	100.0%	100.00%	32.3%	12.3%	55.4%	[1-0.43 0]
1	H	(3)	79.99	0.148	100.0%	0.003	100.0%	186.0	70.1%	0.221	100.0%	95.12%	25.3%	23.9%	50.9%	[1-0.43 0]
2	H	(3)	99.69	0.114	100.0%	0.003	100.0%	173.7	74.2%	0.182	100.0%	92.96%	25.4%	27.6%	47.0%	[1-0.43 0]
3	H	(3)	119.38	0.112	100.0%	0.004	100.0%	154.8	73.2%	0.201	100.0%	86.79%	27.2%	31.3%	41.5%	[1-0.43 0]
4	H	(3)	139.08	0.139	100.0%	0.005	100.0%	157.3	71.3%	0.246	100.0%	81.90%	25.4%	32.2%	42.4%	[1-0.43 0]
5	H	(3)	159.94	0.112	100.0%	0.005	100.0%	150.8	73.0%	0.207	100.0%	81.90%	22.5%	36.8%	40.7%	[1-0.43 0]
6	H	(3)	179.63	0.100	100.0%	0.005	100.0%	150.1	74.6%	0.184	100.0%	81.90%	22.6%	36.8%	40.6%	[1-0.43 0]
7	H	(3)	199.35	0.091	100.0%	0.005	100.0%	153.6	76.1%	0.165	100.0%	81.90%	21.1%	37.0%	41.9%	[1-0.43 0]
8	H	(3)	220.21	0.089	100.0%	0.005	100.0%	167.3	81.9%	0.148	100.0%	81.90%	18.2%	35.7%	46.1%	[1-0.43 0]
9	H	(3)	239.92	0.082	100.0%	0.005	100.0%	167.4	90.5%	0.137	100.0%	81.90%	18.3%	35.5%	46.2%	[1-0.43 0]
10	H	(3)	259.63	0.049	100.0%	0.004	100.0%	150.3	96.8%	0.091	100.0%	81.90%	22.7%	36.3%	41.0%	[1-0.43 0]
11	H	(3)	279.32	0.043	100.0%	0.003	100.0%	138.1	100.0%	0.087	100.0%	81.90%	27.0%	35.8%	37.2%	[1-0.43 0]
12	H	(3)	300.17	0.039	100.0%	0.003	100.0%	127.6	100.0%	0.084	100.0%	81.90%	31.4%	34.6%	34.0%	[1-0.43 0]
13	H	(3)	319.85	0.034	100.0%	0.003	100.0%	115.6	100.0%	0.082	100.0%	81.90%	35.6%	34.1%	30.2%	[1-0.43 0]
14	H	(3)	339.56	0.030	100.0%	0.003	100.0%	103.7	100.0%	0.080	100.0%	81.90%	40.0%	33.4%	26.6%	[1-0.43 0]
15	H	(3)	360.40	0.032	100.0%	0.003	100.0%	115.2	100.0%	0.078	100.0%	81.90%	39.5%	30.5%	29.9%	[1-0.43 0]
16	H	(3)	380.08	0.030	100.0%	0.003	100.0%	113.3	100.0%	0.073	100.0%	81.90%	39.5%	31.1%	29.4%	[1-0.43 0]
