[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.62	0.801	84.4%	0.004	84.4%	175.0	17.2%	1.272	82.6%	100.00%	16.3%	35.2%	48.5%	[1-0.43 0]
1	H	(3)	39.31	0.386	100.0%	0.004	100.0%	172.5	23.9%	0.622	100.0%	95.12%	17.6%	34.8%	47.6%	[1-0.43 0]
2	H	(3)	58.99	0.253	100.0%	0.004	100.0%	172.8	27.5%	0.407	100.0%	85.36%	17.3%	35.1%	47.6%	[1-0.43 0]
3	H	(3)	79.86	0.320	100.0%	0.007	100.0%	172.9	27.3%	0.514	100.0%	73.99%	17.2%	35.2%	47.6%	[1-0.43 0]
4	H	(3)	99.56	0.183	100.0%	0.005	100.0%	163.5	27.5%	0.311	100.0%	72.70%	20.1%	35.0%	44.9%	[1-0.43 0]
5	H	(3)	119.28	0.167	100.0%	0.006	100.0%	153.0	30.2%	0.303	100.0%	69.25%	23.3%	34.9%	41.8%	[1-0.43 0]
6	H	(3)	138.98	0.105	100.0%	0.004	100.0%	133.3	28.5%	0.219	100.0%	69.25%	32.1%	31.8%	36.1%	[1-0.43 0]
7	H	(3)	159.91	0.088	100.0%	0.004	100.0%	116.3	25.1%	0.210	100.0%	68.37%	39.3%	29.5%	31.2%	[1-0.43 0]
8	H	(3)	179.61	0.104	100.0%	0.005	100.0%	105.2	22.7%	0.274	100.0%	58.50%	42.3%	29.6%	28.1%	[1-0.43 0]
9	H	(3)	200.50	0.105	91.4%	0.006	91.4%	104.2	20.0%	0.281	89.2%	54.67%	42.2%	29.8%	28.0%	[1-0.43 0]
10	H	(3)	219.04	0.110	59.4%	0.007	59.4%	92.9	16.3%	0.328	57.1%	48.10%	42.2%	33.1%	24.7%	[1-0.43 0]
11	H	(3)	239.88	0.134	52.8%	0.009	52.8%	103.9	15.1%	0.358	50.6%	43.45%	35.3%	36.7%	28.0%	[1-0.43 0]
12	H	(3)	260.72	0.133	58.0%	0.010	58.0%	111.0	16.8%	0.334	55.6%	42.23%	30.1%	39.7%	30.3%	[1-0.43 0]
13	H	(3)	280.41	0.136	56.5%	0.011	56.5%	110.6	15.9%	0.342	54.2%	40.33%	31.6%	38.4%	30.0%	[1-0.43 0]
14	H	(3)	300.09	0.134	56.9%	0.011	56.9%	110.5	15.0%	0.338	54.9%	38.90%	31.4%	38.8%	29.8%	[1-0.43 0]
15	H	(3)	320.95	0.143	58.7%	0.013	58.7%	115.5	16.8%	0.343	56.2%	37.43%	32.5%	36.5%	31.0%	[1-0.43 0]
16	H	(3)	340.64	0.127	61.3%	0.012	61.3%	107.6	19.0%	0.328	58.2%	37.15%	33.2%	38.0%	28.8%	[1-0.43 0]
17	H	(3)	360.35	0.145	52.1%	0.015	52.1%	108.5	15.6%	0.372	49.7%	34.51%	35.7%	35.6%	28.7%	[1-0.43 0]
18	H	(3)	381.22	0.142	53.6%	0.015	53.6%	110.0	15.3%	0.358	51.4%	34.11%	33.7%	36.9%	29.3%	[1-0.43 0]
19	H	(3)	400.92	0.138	53.2%	0.015	53.2%	110.3	14.8%	0.349	51.1%	33.70%	33.8%	36.7%	29.6%	[1-0.43 0]
20	H	(3)	420.64	0.142	54.4%	0.017	54.4%	116.2	15.4%	0.339	52.1%	33.34%	33.0%	35.4%	31.6%	[1-0.43 0]
21	H	(3)	440.35	0.146	56.4%	0.018	56.4%	123.5	16.2%	0.328	54.0%	33.34%	32.8%	33.5%	33.7%	[1-0.43 0]
22	H	(3)	460.05	0.163	50.1%	0.021	50.1%	122.9	16.2%	0.368	47.4%	30.94%	31.0%	35.1%	33.9%	[1-0.43 0]
23	H	(3)	480.92	0.166	48.7%	0.022	48.7%	123.5	15.9%	0.374	46.0%	29.96%	31.0%	35.0%	34.0%	[1-0.43 0]
24	H	(3)	500.62	0.172	48.5%	0.024	48.5%	124.4	18.3%	0.384	45.0%	28.91%	32.4%	33.5%	34.1%	[1-0.43 0]
25	H	(3)	520.30	0.193	45.7%	0.028	45.7%	129.3	18.2%	0.415	42.0%	27.46%	33.4%	31.4%	35.2%	[1-0.43 0]
