[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	18.95	0.922	77.7%	0.005	77.7%	182.0	16.0%	1.407	76.0%	95.12%	12.9%	36.8%	50.2%	[1-0.69 0]
1	H	(3)	39.65	0.377	100.0%	0.004	100.0%	182.6	23.6%	0.573	100.0%	86.79%	13.7%	35.9%	50.4%	[1-0.69 0]
2	H	(3)	62.65	0.203	100.0%	0.004	100.0%	145.5	24.3%	0.388	100.0%	77.71%	14.3%	45.6%	40.2%	[1-0.69 0]
3	H	(3)	81.14	0.201	100.0%	0.005	100.0%	143.4	27.4%	0.389	100.0%	71.54%	18.7%	41.3%	40.0%	[1-0.69 0]
4	H	(3)	99.70	0.190	100.0%	0.005	100.0%	144.6	28.3%	0.365	100.0%	67.68%	20.6%	39.5%	39.9%	[1-0.69 0]
5	H	(3)	119.41	0.106	100.0%	0.004	100.0%	114.8	32.0%	0.256	100.0%	63.36%	21.2%	47.1%	31.7%	[1-0.69 0]
7	H	(3)	162.34	0.080	100.0%	0.004	100.0%	87.2	32.2%	0.253	100.0%	53.32%	24.4%	52.0%	23.6%	[1-0.69 0]
8	H	(3)	182.06	0.064	100.0%	0.003	100.0%	76.8	32.3%	0.231	100.0%	52.57%	26.7%	53.0%	20.3%	[1-0.69 0]
9	H	(3)	202.89	0.066	100.0%	0.004	100.0%	68.0	28.8%	0.270	100.0%	46.54%	26.9%	55.8%	17.3%	[1-0.69 0]
10	H	(3)	220.21	0.072	100.0%	0.004	100.0%	67.7	24.0%	0.296	97.8%	42.69%	29.8%	52.2%	18.0%	[1-0.69 0]
11	H	(3)	242.14	0.114	76.5%	0.008	76.5%	82.0	21.1%	0.385	73.5%	39.05%	37.4%	40.6%	22.1%	[1-0.69 0]
12	H	(3)	260.60	0.149	66.9%	0.011	66.9%	95.5	19.7%	0.433	63.9%	37.02%	41.2%	32.6%	26.2%	[1-0.69 0]
13	H	(3)	280.31	0.202	62.6%	0.016	62.6%	121.1	18.1%	0.464	59.9%	35.98%	44.7%	21.7%	33.6%	[1-0.69 0]
14	H	(3)	300.50	0.254	52.1%	0.021	52.1%	129.3	15.8%	0.546	49.7%	33.53%	46.3%	17.1%	36.6%	[1-0.69 0]
15	H	(3)	320.22	0.228	49.5%	0.020	49.5%	125.7	13.7%	0.505	47.5%	33.40%	45.4%	19.6%	35.0%	[1-0.69 0]
16	H	(3)	341.12	0.217	49.2%	0.021	49.2%	127.9	13.3%	0.472	47.3%	33.00%	41.5%	22.7%	35.8%	[1-0.69 0]
17	H	(3)	359.67	0.225	44.2%	0.022	44.2%	129.3	12.4%	0.483	42.4%	31.61%	38.7%	25.2%	36.2%	[1-0.69 0]
18	H	(3)	379.39	0.212	41.5%	0.022	41.5%	127.3	11.4%	0.462	39.9%	30.65%	34.8%	29.7%	35.4%	[1-0.69 0]
19	H	(3)	400.26	0.203	38.8%	0.023	38.8%	127.1	10.2%	0.445	37.5%	29.90%	32.2%	33.0%	34.8%	[1-0.69 0]
20	H	(3)	419.97	0.202	37.0%	0.024	37.0%	131.4	9.4%	0.427	35.8%	29.39%	31.4%	32.9%	35.7%	[1-0.69 0]
21	H	(3)	439.67	0.217	33.4%	0.026	33.4%	138.5	8.5%	0.434	32.3%	28.38%	29.2%	33.5%	37.3%	[1-0.69 0]
22	H	(3)	460.55	0.228	33.0%	0.029	33.0%	145.2	8.7%	0.437	31.8%	27.49%	25.9%	34.7%	39.4%	[1-0.69 0]
23	H	(3)	480.24	0.229	34.3%	0.031	34.3%	151.2	10.3%	0.421	32.7%	27.49%	24.7%	34.5%	40.7%	[1-0.69 0]
24	H	(3)	501.11	0.231	35.8%	0.032	35.8%	154.4	11.6%	0.416	33.9%	27.02%	23.8%	34.3%	41.8%	[1-0.69 0]
25	H	(3)	520.80	0.225	38.0%	0.033	38.0%	154.8	11.7%	0.404	36.1%	26.72%	21.2%	36.6%	42.2%	[1-0.69 0]
26	H	(3)	540.50	0.230	38.8%	0.034	38.8%	156.3	12.2%	0.408	36.8%	26.25%	20.7%	36.3%	42.9%	[1-0.69 0]
27	H	(3)	560.22	0.235	37.4%	0.037	37.4%	158.2	11.4%	0.413	35.6%	25.82%	21.7%	34.8%	43.5%	[1-0.69 0]
28	H	(3)	581.08	0.233	35.8%	0.038	35.8%	156.2	9.5%	0.414	34.5%	25.28%	22.6%	34.0%	43.4%	[1-0.69 0]
29	H	(3)	599.62	0.226	34.9%	0.038	34.9%	154.8	8.8%	0.405	33.7%	25.09%	22.5%	34.4%	43.0%	[1-0.69 0]
30	H	(3)	620.54	0.221	33.1%	0.038	33.1%	152.5	9.3%	0.402	31.7%	24.85%	24.5%	33.3%	42.2%	[1-0.69 0]
31	H	(3)	640.26	0.213	30.9%	0.038	30.9%	147.2	9.7%	0.401	29.3%	24.50%	26.4%	33.2%	40.4%	[1-0.69 0]
32	H	(3)	659.96	0.195	29.9%	0.036	29.9%	139.7	9.7%	0.387	28.2%	24.33%	26.7%	35.6%	37.7%	[1-0.69 0]
33	H	(3)	679.69	0.184	29.0%	0.035	29.0%	132.3	9.8%	0.387	27.3%	23.89%	29.4%	34.8%	35.8%	[1-0.69 0]
34	H	(3)	700.55	0.178	27.8%	0.035	27.8%	127.9	9.7%	0.387	26.0%	23.46%	30.6%	35.3%	34.1%	[1-0.69 0]
35	H	(3)	720.26	0.172	26.7%	0.034	26.7%	123.7	9.0%	0.385	25.2%	23.14%	30.4%	36.7%	32.9%	[1-0.69 0]
36	H	(3)	739.96	0.161	26.1%	0.033	26.1%	116.4	8.7%	0.385	24.6%	22.75%	30.2%	38.6%	31.2%	[1-0.69 0]
37	H	(3)	760.82	0.160	26.2%	0.034	26.2%	113.9	10.0%	0.390	24.3%	22.33%	31.8%	37.3%	30.9%	[1-0.69 0]
38	H	(3)	780.52	0.160	25.7%	0.035	25.7%	111.8	11.2%	0.397	23.2%	21.87%	30.8%	38.9%	30.3%	[1-0.69 0]
39	H	(3)	800.21	0.152	25.5%	0.034	25.5%	107.7	10.5%	0.392	23.2%	21.78%	31.9%	38.6%	29.5%	[1-0.69 0]
40	H	(3)	819.91	0.143	25.6%	0.033	25.6%	102.9	10.5%	0.386	23.3%	21.71%	32.9%	38.6%	28.5%	[1-0.69 0]
41	H	(3)	840.78	0.148	25.6%	0.035	25.6%	107.3	10.5%	0.383	23.4%	21.52%	33.3%	37.7%	29.0%	[1-0.69 0]
42	H	(3)	860.49	0.142	25.5%	0.034	25.5%	104.7	9.8%	0.376	23.6%	21.42%	33.4%	38.4%	28.2%	[1-0.69 0]
43	H	(3)	880.19	0.144	24.6%	0.035	24.6%	103.6	9.7%	0.387	22.6%	20.84%	32.8%	39.5%	27.7%	[1-0.69 0]
44	H	(3)	899.91	0.152	24.6%	0.038	24.6%	108.2	10.2%	0.390	22.4%	20.53%	32.2%	39.1%	28.8%	[1-0.69 0]
45	H	(3)	920.79	0.162	24.8%	0.042	24.8%	114.5	10.5%	0.394	22.4%	20.20%	31.3%	38.6%	30.1%	[1-0.69 0]
46	H	(3)	940.50	0.169	24.9%	0.044	24.9%	118.2	10.7%	0.397	22.5%	19.94%	30.8%	38.3%	30.9%	[1-0.69 0]
47	H	(3)	960.20	0.170	25.4%	0.045	25.4%	121.4	10.6%	0.389	23.1%	19.90%	30.0%	38.3%	31.7%	[1-0.69 0]
48	H	(3)	981.06	0.176	24.5%	0.048	24.5%	123.7	9.6%	0.396	22.6%	19.60%	30.4%	37.0%	32.6%	[1-0.69 0]
49	H	(3)	1000.79	0.172	24.3%	0.048	24.3%	122.0	9.9%	0.392	22.2%	19.45%	30.1%	37.6%	32.4%	[1-0.69 0]
50	H	(3)	1020.51	0.164	23.6%	0.046	23.6%	116.4	10.0%	0.391	21.4%	19.26%	30.1%	38.7%	31.2%	[1-0.69 0]
51	H	(3)	1040.24	0.161	22.9%	0.047	22.9%	113.9	10.1%	0.393	20.6%	19.05%	30.2%	38.9%	30.9%	[1-0.69 0]
52	H	(3)	1061.13	0.164	21.9%	0.048	21.9%	114.0	9.9%	0.399	19.5%	18.73%	30.4%	39.1%	30.5%	[1-0.69 0]
53	H	(3)	1080.84	0.162	21.7%	0.049	21.7%	112.4	10.5%	0.401	19.0%	18.49%	30.1%	40.1%	29.8%	[1-0.69 0]
54	H	(3)	1100.57	0.162	22.0%	0.050	22.0%	111.9	11.3%	0.403	18.9%	18.33%	30.3%	40.1%	29.5%	[1-0.69 0]
55	H	(3)	1120.26	0.164	21.6%	0.051	21.6%	114.3	10.4%	0.400	18.9%	18.25%	31.2%	38.8%	29.9%	[1-0.69 0]
56	H	(3)	1141.13	0.159	21.7%	0.050	21.7%	112.1	9.9%	0.394	19.3%	18.20%	31.7%	38.9%	29.4%	[1-0.69 0]
57	H	(3)	1160.84	0.155	21.8%	0.050	21.8%	110.9	9.3%	0.388	19.7%	18.20%	32.2%	38.3%	29.5%	[1-0.69 0]
58	H	(3)	1180.52	0.158	22.5%	0.052	22.5%	112.4	10.5%	0.390	19.9%	18.04%	31.6%	38.5%	29.9%	[1-0.69 0]
59	H	(3)	1201.38	0.160	22.2%	0.053	22.2%	113.3	9.5%	0.392	20.1%	17.79%	31.9%	38.1%	30.0%	[1-0.69 0]
60	H	(3)	1221.07	0.160	22.6%	0.054	22.6%	112.4	10.0%	0.394	20.2%	17.62%	31.3%	38.5%	30.2%	[1-0.69 0]
61	H	(3)	1240.77	0.156	22.2%	0.054	22.2%	110.7	9.3%	0.392	20.2%	17.51%	31.6%	38.5%	29.9%	[1-0.69 0]
62	H	(3)	1260.48	0.150	22.5%	0.053	22.5%	108.7	9.5%	0.384	20.4%	17.49%	30.8%	39.8%	29.4%	[1-0.69 0]
63	H	(3)	1281.37	0.145	22.3%	0.052	22.3%	107.2	8.9%	0.377	20.5%	17.49%	31.3%	39.7%	29.0%	[1-0.69 0]
64	H	(3)	1301.11	0.142	21.7%	0.051	21.7%	105.2	8.7%	0.375	19.9%	17.33%	30.6%	40.6%	28.7%	[1-0.69 0]
65	H	(3)	1320.83	0.139	21.4%	0.051	21.4%	102.4	9.2%	0.376	19.4%	17.17%	30.2%	41.9%	27.8%	[1-0.69 0]
66	H	(3)	1340.54	0.137	21.4%	0.051	21.4%	101.4	9.4%	0.376	19.2%	17.02%	31.0%	41.5%	27.5%	[1-0.69 0]
67	H	(3)	1361.42	0.139	21.1%	0.053	21.1%	102.4	9.3%	0.377	18.9%	16.91%	31.3%	41.1%	27.6%	[1-0.69 0]
68	H	(3)	1381.12	0.144	21.3%	0.055	21.3%	105.6	8.8%	0.380	19.4%	16.77%	32.0%	39.3%	28.7%	[1-0.69 0]
69	H	(3)	1401.99	0.140	21.5%	0.055	21.5%	103.0	9.2%	0.378	19.4%	16.69%	32.7%	39.1%	28.1%	[1-0.69 0]
70	H	(3)	1420.54	0.142	20.7%	0.056	20.7%	103.1	8.4%	0.384	18.9%	16.48%	32.7%	39.4%	27.9%	[1-0.69 0]
71	H	(3)	1441.41	0.140	20.5%	0.056	20.5%	102.8	8.0%	0.379	18.8%	16.43%	31.6%	40.5%	27.9%	[1-0.69 0]
72	H	(3)	1462.29	0.160	24.3%	0.065	24.3%	115.1	12.4%	0.387	20.9%	16.23%	32.4%	36.3%	31.4%	[1-0.69 0]
73	H	(3)	1481.98	0.166	25.5%	0.068	25.5%	120.4	12.6%	0.383	22.2%	16.19%	32.6%	34.5%	32.9%	[1-0.43 0]
74	H	(3)	1501.69	0.173	25.0%	0.072	25.0%	124.5	11.4%	0.387	22.2%	15.97%	32.3%	33.5%	34.2%	[1-0.43 0]
75	H	(3)	1522.57	0.196	26.3%	0.083	26.3%	138.1	10.9%	0.395	23.9%	15.88%	32.7%	29.1%	38.1%	[1-0.43 0]
76	H	(3)	1542.29	0.201	26.9%	0.086	26.9%	141.1	11.7%	0.395	24.3%	15.72%	31.8%	29.1%	39.1%	[1-0.43 0]
77	H	(3)	1562.02	0.187	25.3%	0.081	25.3%	131.3	11.5%	0.396	22.6%	15.67%	32.0%	30.9%	37.1%	[1-0.99 1]
78	H	(3)	1581.72	0.195	27.2%	0.086	27.2%	135.5	14.6%	0.399	22.9%	15.60%	32.0%	29.8%	38.1%	[1-0.99 2]
79	H	(3)	1601.45	0.189	27.4%	0.084	27.4%	134.7	15.2%	0.390	22.8%	15.53%	31.3%	31.3%	37.4%	[1-0.43 0]
