[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.30	0.400	100.0%	0.004	100.0%	175.0	31.2%	0.635	100.0%	100.00%	16.3%	35.2%	48.5%	[1-0.43 0]
1	H	(3)	59.03	0.260	100.0%	0.004	100.0%	174.2	39.4%	0.415	100.0%	100.00%	17.0%	35.0%	48.0%	[1-0.43 0]
2	H	(3)	79.75	0.193	100.0%	0.004	100.0%	174.3	46.9%	0.308	100.0%	100.00%	16.8%	35.2%	48.0%	[1-0.43 0]
3	H	(3)	99.49	0.155	100.0%	0.004	100.0%	174.3	54.4%	0.247	100.0%	100.00%	16.7%	35.3%	48.0%	[1-0.43 0]
4	H	(3)	119.19	0.129	100.0%	0.004	100.0%	173.9	62.3%	0.206	100.0%	100.00%	16.9%	35.3%	47.9%	[1-0.43 0]
5	H	(3)	140.03	0.109	100.0%	0.004	100.0%	173.5	77.7%	0.175	100.0%	100.00%	16.9%	35.4%	47.8%	[1-0.43 0]
6	H	(3)	159.74	0.096	100.0%	0.004	100.0%	173.2	93.3%	0.154	100.0%	100.00%	16.7%	35.6%	47.7%	[1-0.43 0]
7	H	(3)	179.44	0.085	100.0%	0.004	100.0%	173.0	100.0%	0.137	100.0%	100.00%	16.7%	35.6%	47.7%	[1-0.43 0]
8	H	(3)	199.14	0.077	100.0%	0.004	100.0%	172.9	100.0%	0.123	100.0%	100.00%	16.7%	35.7%	47.7%	[1-0.43 0]
9	H	(3)	220.01	0.070	100.0%	0.004	100.0%	173.0	100.0%	0.112	100.0%	100.00%	16.5%	35.8%	47.7%	[1-0.43 0]
10	H	(3)	239.72	0.041	100.0%	0.003	100.0%	173.0	100.0%	0.066	100.0%	100.00%	16.5%	35.8%	47.7%	[1-0.43 0]
11	H	(3)	259.42	0.038	100.0%	0.003	100.0%	173.5	100.0%	0.061	100.0%	100.00%	16.5%	35.7%	47.8%	[1-0.43 0]
12	H	(3)	279.10	0.035	100.0%	0.003	100.0%	173.8	100.0%	0.056	100.0%	100.00%	16.5%	35.6%	47.9%	[1-0.43 0]
13	H	(3)	300.02	0.032	100.0%	0.003	100.0%	171.0	100.0%	0.051	100.0%	100.00%	17.8%	35.1%	47.1%	[1-0.43 0]
14	H	(3)	319.72	0.037	100.0%	0.003	100.0%	176.9	100.0%	0.057	100.0%	95.12%	21.0%	30.3%	48.6%	[1-0.43 0]
