[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	24.44	1.299	46.8%	0.009	46.8%	52.0	23.4%	6.934	40.5%	28.65%	10.3%	73.4%	16.3%	[1-0.43 0]
1	H	(3)	41.97	2.083	35.5%	0.024	35.5%	77.8	16.8%	7.443	31.3%	20.78%	12.2%	61.6%	26.2%	[1-0.43 0]
2	H	(3)	60.53	2.147	30.7%	0.036	30.7%	79.4	15.0%	7.508	26.7%	17.12%	13.0%	61.0%	26.1%	[1-0.43 0]
3	H	(3)	79.08	2.177	28.4%	0.048	28.4%	83.5	14.0%	7.241	24.7%	15.38%	14.0%	59.8%	26.2%	[1-1.00 1]
4	H	(3)	99.92	2.252	25.4%	0.062	25.4%	84.7	12.5%	7.380	22.2%	13.56%	15.0%	58.7%	26.3%	[1-1.00 0]
5	H	(3)	119.63	2.402	19.9%	0.080	19.9%	89.5	10.4%	7.456	16.9%	12.25%	16.5%	56.1%	27.4%	[1-0.43 0]
6	H	(3)	139.33	2.709	15.7%	0.105	15.7%	93.3	8.0%	8.063	13.5%	11.10%	19.2%	53.9%	27.0%	[1-1.00 1]
7	H	(3)	159.06	3.010	14.0%	0.133	14.0%	102.7	6.8%	8.143	12.2%	10.38%	21.3%	49.7%	29.1%	[1-0.62 2]
8	H	(6)	179.95	2.804	13.2%	0.140	13.2%	100.2	5.9%	7.770	11.9%	9.88%	21.9%	49.1%	29.0%	[1-0.10 2]
9	H	(6)	199.67	2.936	12.5%	0.163	12.5%	104.2	5.4%	7.829	11.3%	9.40%	22.9%	47.1%	30.0%	[1-0.00 2]
10	H	(6)	219.38	3.176	12.3%	0.194	12.3%	111.7	5.4%	7.901	11.1%	8.98%	24.0%	43.9%	32.1%	[1-0.00 2]
11	H	(6)	239.08	3.116	11.8%	0.207	11.8%	108.9	5.7%	7.945	10.4%	8.58%	23.7%	44.9%	31.4%	[1-0.08 2]
