[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.76	0.577	100.0%	0.003	100.0%	201.3	26.3%	0.796	100.0%	100.00%	34.1%	11.0%	54.9%	[1-0.43 0]
1	H	(3)	39.46	0.346	100.0%	0.004	100.0%	202.3	32.0%	0.476	100.0%	92.96%	33.2%	11.7%	55.0%	[1-0.43 0]
2	H	(3)	59.11	0.336	100.0%	0.006	100.0%	178.7	31.3%	0.523	100.0%	82.45%	38.1%	13.2%	48.7%	[1-0.43 0]
3	H	(3)	79.86	0.169	100.0%	0.004	100.0%	148.7	30.4%	0.316	100.0%	77.57%	30.0%	28.3%	41.7%	[1-0.43 0]
4	H	(3)	99.58	0.159	100.0%	0.004	100.0%	132.1	28.7%	0.334	100.0%	65.65%	28.6%	34.3%	37.1%	[1-0.43 0]
5	H	(3)	120.29	0.190	100.0%	0.006	100.0%	116.7	25.8%	0.451	100.0%	51.83%	28.2%	38.9%	32.9%	[1-0.43 0]
6	H	(3)	140.01	0.133	85.5%	0.005	85.5%	91.5	18.1%	0.405	83.5%	50.54%	26.9%	46.9%	26.2%	[1-0.43 0]
7	H	(3)	159.73	0.107	59.9%	0.005	59.9%	80.4	13.2%	0.369	58.5%	48.90%	21.2%	55.4%	23.4%	[1-0.43 0]
8	H	(3)	180.44	0.115	52.0%	0.006	52.0%	79.3	11.6%	0.402	50.7%	44.67%	22.8%	54.7%	22.6%	[1-0.43 0]
9	H	(3)	200.16	0.118	51.1%	0.007	51.1%	85.2	10.9%	0.386	49.9%	42.87%	22.6%	53.2%	24.2%	[1-0.43 0]
10	H	(3)	219.87	0.117	47.8%	0.007	47.8%	85.8	10.3%	0.379	46.7%	40.94%	21.4%	54.2%	24.4%	[1-0.43 0]
11	H	(3)	239.61	0.111	42.5%	0.007	42.5%	76.7	9.9%	0.401	41.3%	38.08%	20.5%	57.8%	21.7%	[1-0.43 0]
12	H	(3)	260.34	0.098	40.1%	0.007	40.1%	67.5	9.8%	0.405	38.9%	36.21%	20.8%	60.5%	18.7%	[1-0.43 0]
13	H	(3)	280.10	0.095	37.6%	0.007	37.6%	62.8	9.7%	0.422	36.3%	34.31%	22.2%	61.0%	16.8%	[1-0.43 0]
14	H	(3)	299.70	0.084	34.0%	0.007	34.0%	50.9	9.7%	0.458	32.6%	31.87%	23.8%	62.9%	13.3%	[1-0.43 0]
15	H	(3)	320.58	0.050	32.0%	0.004	32.0%	30.0	9.2%	0.465	30.7%	30.57%	24.1%	68.9%	7.1%	[1-0.43 0]
