[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.66	0.495	100.0%	0.003	100.0%	141.4	20.9%	0.973	100.0%	90.24%	25.6%	35.5%	38.8%	[1-0.39 0]
1	H	(3)	39.36	0.353	100.0%	0.004	100.0%	129.3	20.6%	0.758	100.0%	74.86%	33.9%	31.1%	35.1%	[1-0.39 0]
2	H	(3)	59.06	0.296	100.0%	0.005	100.0%	134.9	18.8%	0.610	100.0%	64.77%	27.2%	36.3%	36.5%	[1-0.39 0]
3	H	(3)	79.92	0.457	80.3%	0.010	80.3%	154.8	16.7%	0.821	78.6%	48.41%	27.0%	31.2%	41.8%	[1-0.39 0]
4	H	(3)	99.63	0.603	56.5%	0.017	56.5%	150.0	15.3%	1.117	54.4%	36.62%	30.2%	29.3%	40.5%	[1-0.39 0]
5	H	(3)	119.26	0.612	42.5%	0.020	42.5%	138.5	13.3%	1.227	40.4%	32.25%	35.7%	27.1%	37.2%	[1-0.39 0]
6	H	(3)	140.13	0.518	37.8%	0.020	37.8%	122.7	11.6%	1.171	36.0%	30.10%	37.5%	29.8%	32.7%	[1-0.39 0]
7	H	(3)	159.85	0.514	32.4%	0.023	32.4%	106.3	9.8%	1.343	30.9%	27.16%	45.1%	26.9%	28.1%	[1-0.39 0]
8	H	(3)	179.56	0.349	29.7%	0.017	29.7%	70.3	8.7%	1.380	28.4%	25.48%	49.7%	32.3%	18.0%	[1-0.39 0]
9	H	(3)	199.29	0.247	29.6%	0.014	29.6%	52.9	8.6%	1.297	28.3%	24.79%	49.1%	37.6%	13.2%	[1-0.39 0]
10	H	(3)	220.15	0.191	31.0%	0.012	31.0%	46.0	8.4%	1.156	29.9%	24.79%	46.7%	42.2%	11.2%	[1-0.39 0]
11	H	(3)	239.86	0.207	32.2%	0.014	32.2%	53.2	8.9%	1.083	30.9%	24.55%	44.8%	41.8%	13.3%	[1-0.39 0]
12	H	(3)	260.74	0.185	33.3%	0.013	33.3%	52.5	9.9%	0.978	31.8%	24.55%	42.3%	44.6%	13.2%	[1-0.39 0]
13	H	(3)	280.47	0.187	33.5%	0.015	33.5%	57.2	8.7%	0.906	32.4%	24.55%	40.7%	44.6%	14.6%	[1-0.39 0]
14	H	(3)	300.16	0.190	33.5%	0.016	33.5%	61.8	8.9%	0.853	32.3%	24.55%	40.9%	43.3%	15.8%	[1-0.39 0]
15	H	(3)	319.89	0.183	33.0%	0.016	33.0%	63.5	9.3%	0.801	31.6%	24.55%	40.7%	42.9%	16.3%	[1-0.39 0]
16	H	(3)	340.77	0.168	32.5%	0.016	32.5%	62.3	9.7%	0.749	31.0%	24.55%	40.3%	43.8%	16.0%	[1-0.39 0]
17	H	(3)	359.29	0.161	32.1%	0.016	32.1%	63.2	9.0%	0.709	30.8%	24.55%	40.3%	43.5%	16.1%	[1-0.39 0]
18	H	(3)	379.30	0.158	32.5%	0.017	32.5%	65.5	10.7%	0.671	30.7%	24.55%	39.5%	43.8%	16.7%	[1-0.39 0]
19	H	(3)	400.21	0.147	32.1%	0.016	32.1%	63.9	10.6%	0.638	30.3%	24.55%	40.0%	43.7%	16.3%	[1-0.39 0]
20	H	(3)	419.90	0.148	32.3%	0.017	32.3%	67.5	10.2%	0.610	30.6%	24.55%	39.7%	43.0%	17.2%	[1-0.39 0]
21	H	(3)	440.77	0.139	32.2%	0.017	32.2%	66.8	10.6%	0.580	30.4%	24.55%	39.7%	43.3%	17.1%	[1-0.39 0]
22	H	(3)	460.52	0.137	32.8%	0.017	32.8%	67.9	11.6%	0.559	30.7%	24.50%	39.5%	43.0%	17.6%	[1-0.39 0]
23	H	(3)	480.24	0.141	33.2%	0.019	33.2%	72.9	10.2%	0.538	31.6%	24.50%	38.9%	42.2%	19.0%	[1-0.39 0]
24	H	(3)	499.97	0.143	34.2%	0.020	34.2%	77.1	10.0%	0.515	32.7%	24.50%	38.0%	41.8%	20.2%	[1-0.39 0]
25	H	(3)	520.86	0.134	34.5%	0.019	34.5%	75.4	10.4%	0.493	32.9%	24.50%	37.7%	42.6%	19.7%	[1-0.39 0]
26	H	(3)	540.56	0.140	35.2%	0.021	35.2%	81.3	9.3%	0.478	34.0%	24.50%	37.2%	41.6%	21.3%	[1-0.39 0]
27	H	(3)	560.27	0.141	35.5%	0.022	35.5%	84.9	8.9%	0.461	34.3%	24.50%	36.8%	41.1%	22.1%	[1-0.39 0]
28	H	(3)	579.99	0.125	34.6%	0.020	34.6%	78.5	8.6%	0.443	33.5%	24.50%	37.3%	42.2%	20.4%	[1-0.39 0]
29	H	(3)	600.87	0.124	34.7%	0.021	34.7%	80.4	8.6%	0.427	33.6%	24.50%	36.8%	42.4%	20.8%	[1-0.39 0]
30	H	(3)	620.59	0.122	34.9%	0.021	34.9%	81.8	8.3%	0.414	33.9%	24.50%	37.1%	41.7%	21.2%	[1-0.39 0]
31	H	(3)	640.27	0.115	34.7%	0.020	34.7%	79.9	8.2%	0.399	33.7%	24.50%	37.2%	42.2%	20.6%	[1-0.39 0]
32	H	(3)	661.13	0.104	34.1%	0.019	34.1%	75.0	8.1%	0.385	33.1%	24.50%	37.5%	43.1%	19.4%	[1-0.39 0]
33	H	(3)	680.82	0.100	34.0%	0.019	34.0%	74.1	8.2%	0.374	33.0%	24.50%	37.6%	43.3%	19.1%	[1-0.39 0]
34	H	(3)	701.68	0.092	33.7%	0.018	33.7%	70.5	8.6%	0.362	32.6%	24.50%	37.8%	44.0%	18.2%	[1-0.39 0]
35	H	(3)	720.22	0.094	33.2%	0.019	33.2%	72.5	9.2%	0.359	31.8%	24.25%	37.4%	43.7%	18.8%	[1-0.39 0]
36	H	(3)	741.09	0.095	29.7%	0.020	29.7%	68.0	10.2%	0.387	27.9%	23.00%	38.1%	44.3%	17.7%	[1-0.39 0]
37	H	(3)	759.64	0.107	26.0%	0.023	26.0%	68.5	10.6%	0.433	23.8%	21.41%	37.9%	44.3%	17.7%	[1-0.39 0]
38	H	(3)	780.52	0.106	25.1%	0.023	25.1%	65.1	11.5%	0.454	22.3%	20.53%	37.4%	45.9%	16.8%	[1-0.39 0]
39	H	(3)	800.23	0.103	23.4%	0.023	23.4%	58.4	11.2%	0.490	20.6%	19.44%	36.7%	48.3%	15.0%	[1-0.39 0]
40	H	(3)	819.92	0.086	22.6%	0.020	22.6%	47.6	11.1%	0.502	19.7%	18.72%	36.4%	51.6%	11.9%	[1-0.39 0]
41	H	(3)	839.63	0.084	21.5%	0.020	21.5%	44.6	9.5%	0.525	19.3%	18.01%	35.3%	53.6%	11.1%	[1-0.39 0]
42	H	(3)	861.66	0.107	24.4%	0.026	24.4%	50.6	14.1%	0.590	19.9%	17.10%	36.8%	50.3%	12.9%	[1-0.76 2]
43	H	(3)	880.22	0.129	23.7%	0.031	23.7%	56.7	12.5%	0.630	20.2%	16.56%	38.5%	47.0%	14.6%	[1-0.74 2]
44	H	(3)	899.91	0.144	22.9%	0.036	22.9%	59.3	12.9%	0.675	19.0%	15.98%	41.5%	43.3%	15.1%	[1-0.62 2]
45	H	(3)	920.78	0.177	21.8%	0.045	21.8%	67.6	12.1%	0.728	18.1%	15.48%	44.4%	38.2%	17.5%	[1-0.78 2]
46	H	(3)	940.51	0.200	20.9%	0.052	20.9%	71.5	12.0%	0.776	17.1%	15.14%	47.6%	34.0%	18.4%	[1-1.00 1]
47	H	(3)	960.22	0.180	17.7%	0.048	17.7%	62.3	8.8%	0.803	15.3%	14.77%	50.2%	34.3%	15.5%	[1-1.00 1]
48	H	(3)	979.93	0.178	16.5%	0.048	16.5%	59.0	8.6%	0.837	14.0%	14.40%	52.2%	33.3%	14.5%	[1-0.99 2]
49	H	(3)	1000.87	0.170	16.1%	0.047	16.1%	55.1	8.3%	0.859	13.8%	14.05%	54.3%	32.4%	13.4%	[1-0.81 2]
50	H	(3)	1020.58	0.142	15.6%	0.040	15.6%	44.7	7.8%	0.881	13.5%	13.79%	56.2%	33.5%	10.4%	[1-0.94 2]
51	H	(3)	1040.29	0.118	16.0%	0.034	16.0%	36.9	8.7%	0.888	13.4%	13.54%	57.6%	34.3%	8.1%	[1-0.88 2]
52	H	(3)	1060.02	0.101	15.2%	0.030	15.2%	31.8	7.6%	0.884	13.2%	13.31%	56.8%	36.4%	6.7%	[1-0.76 2]
53	H	(3)	1080.89	0.079	15.3%	0.024	15.3%	25.1	7.8%	0.872	13.2%	13.03%	56.3%	39.0%	4.8%	[1-0.41 2]
54	H	(3)	1100.59	0.077	15.1%	0.023	15.1%	24.8	7.8%	0.861	13.0%	12.76%	53.2%	42.1%	4.7%	[1-0.25 2]
55	H	(3)	1120.28	0.083	15.2%	0.026	15.2%	26.2	8.6%	0.877	12.5%	12.55%	51.4%	43.5%	5.1%	[1-0.48 2]
56	H	(3)	1141.15	0.081	14.9%	0.026	14.9%	25.5	8.4%	0.880	12.3%	12.32%	50.8%	44.2%	5.0%	[1-0.36 2]
57	H	(3)	1160.86	0.084	14.5%	0.027	14.5%	26.1	8.0%	0.889	12.1%	12.11%	49.5%	45.3%	5.1%	[1-0.45 2]
58	H	(3)	1180.56	0.081	15.1%	0.026	15.1%	25.5	7.9%	0.878	12.9%	11.98%	50.5%	44.5%	5.0%	[1-0.00 2]
59	H	(3)	1200.25	0.077	14.7%	0.026	14.7%	23.5	7.7%	0.904	12.5%	11.77%	50.9%	44.8%	4.3%	[1-0.32 2]
60	H	(3)	1221.13	0.074	14.0%	0.025	14.0%	22.8	6.5%	0.902	12.4%	11.64%	50.2%	45.9%	4.0%	[1-0.30 2]
61	H	(3)	1240.86	0.078	14.3%	0.027	14.3%	23.1	7.4%	0.938	12.2%	11.44%	50.9%	45.1%	4.0%	[1-0.62 2]
62	H	(3)	1260.59	0.074	14.4%	0.026	14.4%	21.1	7.0%	0.972	12.6%	11.31%	55.1%	41.4%	3.5%	[1-0.67 2]
63	H	(3)	1280.30	0.098	16.1%	0.035	16.1%	27.7	10.5%	0.985	12.2%	11.25%	54.3%	40.3%	5.4%	[1-0.84 2]
64	H	(3)	1301.18	0.111	16.0%	0.040	16.0%	29.9	10.8%	1.032	11.8%	11.03%	55.1%	38.8%	6.1%	[1-1.00 1]
65	H	(3)	1320.89	0.129	15.8%	0.047	15.8%	33.5	10.8%	1.067	11.6%	10.83%	55.9%	36.8%	7.3%	[1-1.00 1]
66	H	(3)	1340.59	0.132	15.2%	0.049	15.2%	34.0	10.3%	1.081	11.3%	10.67%	54.8%	37.7%	7.6%	[1-1.00 1]
67	H	(3)	1360.29	0.150	14.9%	0.057	14.9%	38.7	10.3%	1.078	10.8%	10.51%	50.9%	40.1%	8.9%	[1-1.00 1]
68	H	(6)	1381.17	0.130	13.4%	0.050	13.4%	33.2	8.3%	1.084	10.5%	10.34%	50.9%	41.7%	7.4%	[1-1.00 1]
69	H	(6)	1400.88	0.127	13.3%	0.049	13.3%	32.3	8.3%	1.088	10.4%	10.23%	50.8%	42.1%	7.2%	[1-0.99 2]
70	H	(6)	1420.61	0.116	13.8%	0.046	13.8%	29.5	9.0%	1.093	10.4%	10.15%	51.4%	42.4%	6.3%	[1-1.00 1]
71	H	(6)	1440.32	0.121	14.4%	0.049	14.4%	30.7	10.1%	1.098	10.3%	10.03%	50.9%	42.6%	6.5%	[1-1.00 1]
72	H	(6)	1461.26	0.119	15.7%	0.048	15.7%	29.6	12.2%	1.113	10.0%	9.87%	51.0%	42.9%	6.1%	[1-1.00 2]
73	H	(6)	1480.99	0.132	16.5%	0.054	16.5%	32.1	13.3%	1.140	9.8%	9.69%	50.9%	42.2%	7.0%	[1-1.00 1]
74	H	(6)	1500.71	0.148	16.1%	0.062	16.1%	35.7	12.9%	1.148	9.7%	9.58%	50.1%	41.8%	8.1%	[1-1.00 1]
75	H	(6)	1520.43	0.148	16.2%	0.062	16.2%	35.9	12.9%	1.143	9.7%	9.53%	49.6%	42.2%	8.2%	[1-1.00 1]
76	H	(6)	1541.30	0.153	16.1%	0.066	16.1%	37.2	12.9%	1.144	9.7%	9.47%	49.0%	42.3%	8.7%	[1-1.00 1]
77	H	(6)	1560.99	0.152	15.6%	0.066	15.6%	36.9	12.3%	1.143	9.7%	9.43%	49.2%	42.1%	8.7%	[1-1.00 1]
78	H	(6)	1580.70	0.160	14.5%	0.070	14.5%	39.2	10.8%	1.138	9.7%	9.39%	48.3%	42.4%	9.4%	[1-1.00 1]
79	H	(6)	1600.42	0.153	14.0%	0.068	14.0%	37.2	10.2%	1.144	9.6%	9.32%	49.1%	42.2%	8.7%	[1-1.00 1]
80	H	(6)	1621.31	0.160	14.1%	0.072	14.1%	38.6	10.4%	1.151	9.5%	9.25%	49.7%	41.2%	9.2%	[1-1.00 1]
81	H	(6)	1641.03	0.163	13.1%	0.074	13.1%	39.4	9.0%	1.150	9.5%	9.20%	50.3%	40.3%	9.4%	[1-1.00 1]
82	H	(6)	1660.77	0.162	13.1%	0.075	13.1%	38.8	9.1%	1.162	9.4%	9.14%	51.8%	38.9%	9.2%	[1-1.00 1]
83	H	(6)	1680.48	0.156	13.8%	0.073	13.8%	36.5	10.3%	1.184	9.2%	9.03%	53.7%	37.8%	8.5%	[1-1.00 1]
84	H	(6)	1701.35	0.167	14.3%	0.079	14.3%	38.6	11.0%	1.200	9.2%	8.95%	55.0%	35.8%	9.2%	[1-1.00 1]
85	H	(6)	1721.06	0.171	14.1%	0.082	14.1%	39.3	10.7%	1.207	9.1%	8.91%	55.6%	35.0%	9.4%	[1-1.00 1]
86	H	(6)	1740.77	0.169	14.6%	0.082	14.6%	38.7	11.4%	1.215	9.1%	8.85%	56.4%	34.3%	9.3%	[1-1.00 1]
87	H	(6)	1760.51	0.174	14.0%	0.085	14.0%	40.0	10.7%	1.208	9.1%	8.83%	56.3%	33.9%	9.8%	[1-1.00 1]
88	H	(6)	1781.39	0.185	13.4%	0.091	13.4%	42.4	10.0%	1.211	9.0%	8.77%	56.0%	33.6%	10.5%	[1-1.00 1]
89	H	(6)	1801.12	0.183	13.2%	0.092	13.2%	42.3	9.7%	1.201	9.0%	8.75%	55.7%	33.8%	10.4%	[1-1.00 1]
90	H	(6)	1820.83	0.185	12.7%	0.094	12.7%	42.9	8.9%	1.201	9.0%	8.71%	55.9%	33.5%	10.6%	[1-1.00 1]
91	H	(6)	1840.52	0.189	12.5%	0.097	12.5%	43.8	8.8%	1.201	8.9%	8.67%	55.3%	34.1%	10.7%	[1-1.00 1]
92	H	(6)	1861.44	0.198	12.0%	0.103	12.0%	45.9	8.1%	1.200	8.9%	8.64%	54.8%	34.1%	11.1%	[1-1.00 1]
93	H	(6)	1881.14	0.186	11.9%	0.097	11.9%	43.3	8.0%	1.195	8.9%	8.62%	55.4%	34.3%	10.3%	[1-1.00 1]
94	H	(6)	1900.84	0.191	11.9%	0.101	11.9%	44.5	8.0%	1.190	8.8%	8.59%	54.6%	34.9%	10.5%	[1-1.00 1]
95	H	(6)	1920.56	0.182	12.8%	0.097	12.8%	43.1	9.3%	1.175	8.8%	8.57%	53.6%	36.4%	10.1%	[1-0.98 1]
96	H	(6)	1941.43	0.180	12.7%	0.097	12.7%	42.6	9.1%	1.173	8.8%	8.53%	53.2%	36.8%	10.0%	[1-1.00 2]
97	H	(6)	1961.15	0.180	13.7%	0.098	13.7%	42.6	10.3%	1.170	9.0%	8.50%	52.9%	37.1%	10.0%	[1-0.99 2]
