[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.39	0.333	100.0%	0.004	100.0%	204.8	45.6%	0.452	100.0%	100.00%	32.2%	12.1%	55.6%	[1-0.02 0]
1	H	(3)	59.07	0.222	100.0%	0.004	100.0%	205.0	56.5%	0.301	100.0%	100.00%	32.2%	12.3%	55.5%	[1-0.02 0]
2	H	(3)	79.92	0.163	100.0%	0.004	100.0%	204.2	67.9%	0.222	100.0%	100.00%	32.1%	12.7%	55.3%	[1-0.02 0]
3	H	(3)	99.61	0.131	100.0%	0.004	100.0%	204.0	79.4%	0.178	100.0%	100.00%	32.1%	12.8%	55.1%	[1-0.02 0]
4	H	(3)	119.31	0.109	100.0%	0.004	100.0%	203.2	90.8%	0.148	100.0%	100.00%	32.3%	12.7%	55.0%	[1-0.02 0]
5	H	(3)	140.17	0.092	100.0%	0.004	100.0%	202.9	100.0%	0.126	100.0%	100.00%	32.4%	12.6%	55.0%	[1-0.02 0]
6	H	(3)	159.86	0.081	100.0%	0.004	100.0%	202.4	100.0%	0.111	100.0%	100.00%	32.3%	12.8%	55.0%	[1-0.02 0]
7	H	(3)	179.57	0.072	100.0%	0.004	100.0%	203.1	100.0%	0.098	100.0%	100.00%	32.1%	12.7%	55.2%	[1-0.02 0]
8	H	(3)	199.28	0.053	100.0%	0.003	100.0%	190.3	100.0%	0.077	100.0%	100.00%	30.8%	17.2%	52.0%	[1-0.02 0]
9	H	(3)	220.15	0.045	100.0%	0.003	100.0%	179.0	100.0%	0.070	100.0%	100.00%	29.7%	21.3%	49.0%	[1-0.02 0]
10	H	(3)	239.85	0.039	100.0%	0.003	100.0%	166.1	100.0%	0.065	100.0%	100.00%	28.3%	26.1%	45.6%	[1-0.02 0]
11	H	(3)	259.56	0.033	100.0%	0.002	100.0%	153.3	100.0%	0.060	100.0%	100.00%	27.4%	30.5%	42.2%	[1-0.02 0]
12	H	(3)	279.26	0.028	100.0%	0.002	100.0%	140.5	100.0%	0.056	100.0%	100.00%	26.2%	34.9%	38.9%	[1-0.02 0]
13	H	(3)	300.12	0.027	100.0%	0.002	100.0%	141.8	100.0%	0.052	100.0%	100.00%	26.4%	34.4%	39.2%	[1-0.02 0]
14	H	(3)	319.83	0.025	100.0%	0.002	100.0%	141.4	100.0%	0.049	100.0%	100.00%	26.1%	34.8%	39.2%	[1-0.02 0]
15	H	(3)	339.51	0.023	100.0%	0.002	100.0%	141.6	100.0%	0.046	100.0%	100.00%	25.9%	34.8%	39.3%	[1-0.02 0]
16	H	(3)	360.35	0.022	100.0%	0.002	100.0%	143.0	100.0%	0.043	100.0%	100.00%	25.5%	34.8%	39.7%	[1-0.02 0]
17	H	(3)	380.06	0.021	100.0%	0.002	100.0%	142.7	100.0%	0.041	100.0%	100.00%	25.7%	34.7%	39.5%	[1-0.02 0]
18	H	(3)	399.76	0.020	100.0%	0.002	100.0%	141.4	100.0%	0.039	100.0%	100.00%	25.5%	35.3%	39.2%	[1-0.02 0]
19	H	(3)	419.47	0.026	100.0%	0.003	100.0%	138.2	100.0%	0.052	100.0%	95.12%	26.3%	35.4%	38.3%	[1-0.02 0]
20	H	(3)	440.33	0.022	100.0%	0.003	100.0%	135.6	100.0%	0.044	100.0%	95.12%	27.5%	35.1%	37.4%	[1-0.02 0]
21	H	(3)	460.03	0.021	100.0%	0.003	100.0%	134.5	100.0%	0.043	100.0%	92.96%	32.5%	30.6%	36.9%	[1-0.02 0]
22	H	(3)	479.74	0.021	100.0%	0.003	100.0%	134.0	100.0%	0.043	100.0%	92.96%	37.5%	25.9%	36.6%	[1-0.02 0]
23	H	(3)	499.44	0.025	100.0%	0.003	100.0%	133.3	100.0%	0.052	100.0%	88.07%	42.7%	21.0%	36.2%	[1-0.02 0]
24	H	(3)	520.32	0.032	100.0%	0.005	100.0%	133.6	100.0%	0.067	100.0%	81.90%	47.2%	16.7%	36.1%	[1-0.02 0]
25	H	(3)	540.01	0.022	100.0%	0.003	100.0%	117.1	100.0%	0.053	100.0%	81.90%	47.8%	20.6%	31.6%	[1-0.02 0]
26	H	(3)	559.73	0.018	100.0%	0.003	100.0%	100.2	100.0%	0.050	100.0%	78.45%	39.3%	33.0%	27.6%	[1-0.02 0]
27	H	(3)	580.58	0.013	100.0%	0.002	100.0%	83.5	100.0%	0.045	100.0%	78.45%	30.7%	45.7%	23.7%	[1-0.02 0]
28	H	(3)	600.26	0.011	100.0%	0.002	100.0%	69.5	100.0%	0.043	100.0%	76.29%	21.1%	58.1%	20.8%	[1-0.02 0]
29	H	(3)	619.96	0.009	100.0%	0.002	100.0%	58.6	100.0%	0.041	100.0%	75.00%	13.4%	68.3%	18.3%	[1-0.02 0]
30	H	(3)	640.84	0.009	100.0%	0.002	100.0%	62.1	100.0%	0.041	100.0%	73.24%	7.5%	72.5%	20.1%	[1-0.02 0]
31	H	(3)	660.53	0.010	100.0%	0.002	100.0%	56.9	100.0%	0.050	100.0%	67.06%	8.9%	73.1%	18.0%	[1-0.02 0]
32	H	(3)	680.22	0.009	100.0%	0.002	100.0%	52.2	100.0%	0.049	100.0%	67.06%	10.2%	73.7%	16.1%	[1-0.02 0]
33	H	(3)	699.92	0.008	100.0%	0.002	100.0%	45.1	100.0%	0.048	100.0%	67.06%	12.3%	74.5%	13.2%	[1-0.02 0]
34	H	(3)	720.78	0.006	100.0%	0.001	100.0%	36.6	100.0%	0.047	100.0%	67.06%	12.5%	77.1%	10.4%	[1-0.02 0]
35	H	(3)	742.81	0.005	100.0%	0.001	100.0%	31.0	100.0%	0.047	100.0%	66.56%	14.8%	76.9%	8.2%	[1-0.02 0]
36	H	(3)	760.20	0.005	100.0%	0.001	100.0%	30.9	100.0%	0.047	100.0%	66.05%	14.8%	77.0%	8.2%	[1-0.02 0]
37	H	(3)	784.56	0.005	100.0%	0.001	100.0%	30.6	100.0%	0.046	100.0%	65.64%	14.8%	77.1%	8.1%	[1-0.02 0]
38	H	(3)	800.79	0.005	100.0%	0.001	100.0%	30.5	100.0%	0.045	100.0%	65.64%	14.8%	77.2%	8.0%	[1-0.02 0]
39	H	(3)	820.50	0.007	100.0%	0.002	100.0%	37.1	100.0%	0.052	100.0%	60.76%	12.6%	76.5%	10.9%	[1-0.02 0]
40	H	(3)	840.19	0.008	100.0%	0.002	100.0%	42.9	100.0%	0.050	100.0%	60.76%	10.1%	76.7%	13.3%	[1-0.02 0]
41	H	(3)	861.04	0.009	100.0%	0.002	100.0%	50.2	100.0%	0.052	100.0%	59.88%	8.0%	75.7%	16.3%	[1-0.02 0]
42	H	(3)	880.74	0.013	100.0%	0.003	100.0%	64.2	100.0%	0.056	100.0%	58.73%	10.6%	68.9%	20.5%	[1-0.02 0]
43	H	(3)	900.45	0.017	100.0%	0.004	100.0%	76.8	100.0%	0.063	100.0%	55.82%	8.2%	66.2%	25.7%	[1-0.02 0]
44	H	(3)	920.16	0.018	100.0%	0.005	100.0%	82.0	100.0%	0.062	100.0%	55.82%	8.0%	64.0%	28.0%	[1-0.02 0]
45	H	(3)	941.01	0.019	100.0%	0.005	100.0%	87.5	100.0%	0.061	100.0%	55.82%	7.8%	62.1%	30.1%	[1-0.02 0]
46	H	(3)	960.71	0.022	100.0%	0.006	100.0%	92.9	100.0%	0.064	100.0%	54.53%	7.1%	59.9%	33.0%	[1-0.02 0]
47	H	(3)	980.41	0.020	100.0%	0.006	100.0%	91.8	100.0%	0.061	100.0%	54.53%	1.8%	63.5%	34.8%	[1-0.02 0]
48	H	(3)	1000.11	0.022	100.0%	0.006	100.0%	94.0	100.0%	0.066	100.0%	52.37%	3.0%	61.1%	35.9%	[1-0.02 0]
49	H	(3)	1021.24	0.024	100.0%	0.007	100.0%	97.5	100.0%	0.068	100.0%	51.96%	5.9%	58.4%	35.7%	[1-0.02 0]
50	H	(3)	1040.95	0.026	100.0%	0.007	100.0%	102.1	100.0%	0.069	100.0%	51.96%	10.4%	53.7%	35.9%	[1-0.02 0]
51	H	(3)	1060.64	0.030	100.0%	0.009	100.0%	109.9	100.0%	0.077	100.0%	50.67%	17.3%	46.9%	35.8%	[1-0.02 0]
52	H	(3)	1080.33	0.033	100.0%	0.010	100.0%	114.4	100.0%	0.081	100.0%	50.34%	22.8%	42.3%	34.8%	[1-0.02 0]
53	H	(3)	1101.19	0.033	100.0%	0.010	100.0%	108.8	100.0%	0.084	100.0%	49.43%	24.0%	44.2%	31.9%	[1-0.02 0]
54	H	(3)	1120.88	0.029	100.0%	0.009	100.0%	99.3	99.4%	0.082	100.0%	49.43%	23.2%	47.7%	29.1%	[1-0.02 0]
55	H	(3)	1140.60	0.026	100.0%	0.008	100.0%	90.6	99.6%	0.078	100.0%	49.43%	21.0%	52.2%	26.8%	[1-0.02 0]
56	H	(3)	1161.45	0.022	100.0%	0.007	100.0%	74.2	100.0%	0.082	100.0%	47.77%	16.9%	60.5%	22.7%	[1-0.02 0]
57	H	(3)	1181.17	0.017	100.0%	0.006	100.0%	60.7	100.0%	0.078	100.0%	47.56%	12.7%	68.0%	19.3%	[1-0.02 0]
58	H	(3)	1200.88	0.015	100.0%	0.005	100.0%	54.6	100.0%	0.076	100.0%	47.56%	12.3%	70.5%	17.2%	[1-0.02 0]
59	H	(3)	1220.58	0.014	100.0%	0.005	100.0%	52.5	100.0%	0.075	100.0%	47.56%	11.5%	72.0%	16.6%	[1-0.02 0]
60	H	(3)	1241.44	0.013	100.0%	0.004	100.0%	47.8	100.0%	0.074	100.0%	47.35%	10.8%	74.2%	15.1%	[1-0.02 0]
61	H	(3)	1261.14	0.012	100.0%	0.004	100.0%	47.8	100.0%	0.072	100.0%	47.35%	9.7%	75.1%	15.2%	[1-0.02 0]
62	H	(3)	1280.83	0.011	100.0%	0.004	100.0%	55.3	89.3%	0.055	100.0%	47.35%	8.2%	72.2%	19.7%	[1-0.02 0]
63	H	(3)	1302.88	0.013	100.0%	0.005	100.0%	63.4	67.2%	0.058	100.0%	47.16%	5.8%	69.7%	24.4%	[1-0.02 0]
64	H	(3)	1323.74	0.015	100.0%	0.006	100.0%	70.9	47.2%	0.059	100.0%	46.99%	4.0%	67.1%	28.9%	[1-0.02 0]
65	H	(3)	1343.45	0.018	100.0%	0.007	100.0%	76.5	30.8%	0.066	100.0%	41.96%	3.1%	65.0%	31.9%	[1-0.02 0]
66	H	(3)	1360.84	0.021	43.5%	0.008	43.5%	79.9	15.1%	0.072	40.8%	38.91%	2.7%	63.9%	33.4%	[1-0.02 0]
67	H	(3)	1381.69	0.020	42.9%	0.008	42.9%	78.6	14.4%	0.071	40.4%	38.91%	4.1%	64.4%	31.5%	[1-0.02 0]
68	H	(3)	1401.40	0.019	42.1%	0.008	42.1%	76.5	13.4%	0.070	39.9%	38.91%	5.2%	65.2%	29.6%	[1-0.02 0]
69	H	(3)	1421.10	0.018	40.8%	0.007	40.8%	72.0	12.1%	0.069	39.0%	38.91%	6.6%	66.7%	26.7%	[1-0.02 0]
70	H	(3)	1440.80	0.017	39.3%	0.007	39.3%	69.3	11.9%	0.069	37.4%	37.63%	7.2%	67.6%	25.2%	[1-0.02 0]
71	H	(3)	1461.67	0.017	39.4%	0.007	39.4%	68.3	12.5%	0.069	37.4%	37.44%	6.5%	68.4%	25.1%	[1-0.02 0]
72	H	(3)	1481.38	0.017	37.4%	0.007	37.4%	65.4	12.6%	0.073	35.2%	36.14%	6.0%	69.8%	24.2%	[1-0.02 0]
73	H	(3)	1501.08	0.016	36.5%	0.007	36.5%	61.0	12.0%	0.074	34.5%	35.63%	6.5%	71.4%	22.1%	[1-0.02 0]
74	H	(3)	1520.78	0.015	37.1%	0.007	37.1%	59.3	12.3%	0.072	35.0%	35.63%	6.3%	72.4%	21.2%	[1-0.02 0]
75	H	(3)	1541.64	0.015	36.7%	0.007	36.7%	58.2	12.0%	0.072	34.7%	35.37%	5.9%	73.5%	20.6%	[1-0.02 0]
76	H	(3)	1561.36	0.016	36.6%	0.007	36.6%	59.8	11.0%	0.072	34.9%	35.26%	5.6%	73.3%	21.1%	[1-0.02 0]
77	H	(3)	1581.06	0.016	35.6%	0.007	35.6%	59.9	10.5%	0.074	34.0%	34.75%	5.9%	72.8%	21.4%	[1-0.02 0]
78	H	(3)	1601.93	0.017	35.5%	0.008	35.5%	63.6	10.5%	0.074	33.9%	34.51%	5.0%	72.0%	23.0%	[1-0.02 0]
79	H	(3)	1621.64	0.021	35.5%	0.009	35.5%	74.9	12.1%	0.076	33.4%	34.10%	5.7%	67.7%	26.6%	[1-0.02 0]
80	H	(3)	1641.32	0.023	34.9%	0.011	34.9%	82.5	12.3%	0.079	32.7%	33.36%	5.9%	64.0%	30.1%	[1-0.02 0]
81	H	(3)	1661.01	0.026	34.5%	0.012	34.5%	90.2	12.3%	0.081	32.3%	32.48%	7.5%	59.3%	33.2%	[1-0.02 0]
82	H	(3)	1681.88	0.031	34.1%	0.014	34.1%	103.0	11.8%	0.082	31.9%	32.14%	8.9%	54.2%	37.0%	[1-0.02 0]
83	H	(3)	1701.58	0.036	33.6%	0.017	33.6%	117.4	11.4%	0.084	31.6%	31.93%	11.1%	47.9%	41.0%	[1-0.02 0]
84	H	(3)	1721.27	0.037	32.6%	0.018	32.6%	118.4	9.7%	0.086	31.1%	31.47%	11.9%	47.2%	40.9%	[1-0.02 0]
85	H	(3)	1742.13	0.037	32.3%	0.018	32.3%	119.3	9.2%	0.085	30.9%	31.32%	12.8%	46.4%	40.8%	[1-0.02 0]
86	H	(3)	1761.85	0.037	31.8%	0.018	31.8%	118.5	8.7%	0.086	30.5%	31.13%	13.2%	47.5%	39.3%	[1-0.02 0]
87	H	(3)	1781.56	0.038	31.3%	0.019	31.3%	120.9	8.7%	0.087	30.1%	30.85%	13.5%	47.2%	39.3%	[1-0.02 0]
88	H	(3)	1801.27	0.040	30.6%	0.020	30.6%	125.9	8.5%	0.089	29.4%	30.44%	13.9%	46.2%	39.9%	[1-0.02 0]
89	H	(3)	1822.15	0.044	30.9%	0.022	30.9%	137.0	8.3%	0.088	29.7%	30.44%	14.1%	43.6%	42.4%	[1-0.02 0]
90	H	(3)	1841.86	0.049	31.1%	0.025	31.1%	152.7	8.2%	0.089	30.0%	30.44%	14.9%	39.5%	45.6%	[1-0.02 0]
91	H	(3)	1861.56	0.058	30.0%	0.030	30.0%	169.9	8.2%	0.094	28.9%	29.57%	15.0%	35.3%	49.7%	[1-0.02 0]
92	H	(3)	1881.25	0.061	30.2%	0.032	30.2%	180.9	7.7%	0.094	29.2%	29.57%	14.9%	33.4%	51.7%	[1-0.02 0]
93	H	(3)	1902.11	0.062	30.5%	0.033	30.5%	185.5	7.6%	0.093	29.5%	29.57%	14.3%	32.9%	52.7%	[1-0.02 0]
94	H	(3)	1921.82	0.063	30.7%	0.034	30.7%	189.7	7.5%	0.092	29.8%	29.57%	14.0%	32.3%	53.7%	[1-0.02 0]
95	H	(3)	1941.51	0.063	30.7%	0.034	30.7%	190.8	7.5%	0.092	29.8%	29.47%	13.4%	32.5%	54.1%	[1-0.02 0]
96	H	(3)	1962.35	0.062	30.5%	0.034	30.5%	186.5	8.0%	0.092	29.5%	29.33%	13.2%	33.3%	53.5%	[1-0.02 0]
97	H	(3)	1982.05	0.063	29.9%	0.035	29.9%	187.8	8.2%	0.094	28.8%	29.01%	12.7%	33.2%	54.1%	[1-0.02 0]
98	H	(3)	2001.75	0.063	29.8%	0.035	29.8%	187.6	8.1%	0.094	28.7%	28.89%	12.1%	33.1%	54.8%	[1-0.02 0]
99	H	(3)	2022.60	0.066	29.4%	0.037	29.4%	191.3	8.2%	0.095	28.2%	28.60%	11.6%	32.6%	55.8%	[1-0.02 0]
100	H	(3)	2042.33	0.067	29.7%	0.038	29.7%	197.7	8.2%	0.095	28.6%	28.60%	11.2%	31.5%	57.3%	[1-0.02 0]
101	H	(3)	2062.04	0.073	29.5%	0.042	29.5%	209.1	7.7%	0.097	28.5%	27.95%	11.9%	28.5%	59.6%	[1-0.02 0]
102	H	(3)	2081.77	0.074	29.7%	0.043	29.7%	213.4	7.5%	0.096	28.7%	27.95%	12.7%	27.0%	60.3%	[1-0.02 0]
103	H	(3)	2102.63	0.076	30.1%	0.044	30.1%	220.7	7.7%	0.095	29.1%	27.95%	13.8%	24.7%	61.5%	[1-0.02 0]
104	H	(3)	2122.36	0.077	30.2%	0.045	30.2%	223.7	7.7%	0.095	29.2%	27.95%	14.9%	23.0%	62.2%	[1-0.02 0]
105	H	(3)	2142.06	0.078	30.3%	0.046	30.3%	226.5	7.7%	0.095	29.3%	27.95%	16.0%	21.6%	62.4%	[1-0.02 0]
106	H	(3)	2161.76	0.076	30.1%	0.046	30.1%	225.0	7.5%	0.094	29.2%	27.95%	15.9%	21.8%	62.2%	[1-0.02 0]
107	H	(3)	2182.61	0.076	30.2%	0.046	30.2%	224.9	7.6%	0.094	29.2%	27.95%	16.0%	21.7%	62.4%	[1-0.02 0]
108	H	(3)	2202.31	0.075	30.1%	0.046	30.1%	224.4	7.4%	0.093	29.1%	27.95%	15.8%	22.2%	62.1%	[1-0.02 0]
109	H	(3)	2222.02	0.073	29.9%	0.045	29.9%	222.2	7.3%	0.092	29.0%	27.95%	15.8%	22.5%	61.6%	[1-0.02 0]
110	H	(3)	2241.72	0.072	29.3%	0.045	29.3%	216.6	7.3%	0.092	28.4%	27.67%	15.6%	24.0%	60.3%	[1-0.02 0]
111	H	(3)	2262.61	0.069	29.1%	0.044	29.1%	210.7	7.4%	0.091	28.1%	27.55%	15.3%	25.9%	58.8%	[1-0.02 0]
112	H	(3)	2282.33	0.066	28.8%	0.042	28.8%	202.4	7.4%	0.091	27.8%	27.45%	15.0%	27.9%	57.1%	[1-0.02 0]
