[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	39.40	0.201	100.0%	0.002	100.0%	142.6	49.5%	0.391	100.0%	100.00%	25.4%	35.1%	39.6%	[1-0.43 0]
1	H	(3)	59.14	0.132	100.0%	0.002	100.0%	140.9	61.0%	0.261	100.0%	100.00%	25.8%	35.4%	38.9%	[1-0.43 0]
2	H	(3)	80.01	0.100	100.0%	0.002	100.0%	140.0	69.6%	0.198	100.0%	100.00%	26.1%	35.4%	38.5%	[1-0.43 0]
3	H	(3)	99.74	0.075	100.0%	0.002	100.0%	139.6	77.2%	0.149	100.0%	100.00%	26.3%	35.3%	38.4%	[1-0.43 0]
4	H	(3)	119.46	0.067	100.0%	0.002	100.0%	142.7	81.2%	0.130	100.0%	100.00%	25.5%	35.2%	39.3%	[1-0.43 0]
5	H	(3)	139.16	0.070	100.0%	0.003	100.0%	144.8	89.7%	0.134	100.0%	95.12%	24.5%	35.7%	39.8%	[1-0.43 0]
6	H	(3)	160.04	0.062	100.0%	0.003	100.0%	147.9	96.0%	0.116	100.0%	95.12%	23.6%	35.6%	40.7%	[1-0.43 0]
7	H	(3)	179.74	0.056	100.0%	0.003	100.0%	151.3	100.0%	0.103	100.0%	95.12%	22.7%	35.7%	41.7%	[1-0.43 0]
8	H	(3)	199.44	0.051	100.0%	0.003	100.0%	154.7	100.0%	0.092	100.0%	95.12%	21.5%	35.8%	42.6%	[1-0.43 0]
9	H	(3)	220.28	0.050	100.0%	0.003	100.0%	154.9	100.0%	0.090	100.0%	92.96%	21.3%	36.0%	42.7%	[1-0.43 0]
10	H	(3)	239.97	0.046	100.0%	0.003	100.0%	154.9	100.0%	0.083	100.0%	92.96%	21.5%	35.8%	42.7%	[1-0.43 0]
11	H	(3)	259.68	0.042	100.0%	0.003	100.0%	153.4	100.0%	0.076	100.0%	92.96%	21.1%	36.4%	42.4%	[1-0.43 0]
12	H	(3)	279.37	0.039	100.0%	0.003	100.0%	153.5	100.0%	0.071	100.0%	92.96%	21.0%	36.5%	42.5%	[1-0.43 0]
13	H	(3)	300.23	0.036	100.0%	0.003	100.0%	152.9	100.0%	0.066	100.0%	92.96%	21.2%	36.5%	42.4%	[1-0.43 0]
14	H	(3)	319.93	0.034	100.0%	0.003	100.0%	152.6	100.0%	0.062	100.0%	92.96%	21.2%	36.5%	42.3%	[1-0.43 0]
15	H	(3)	339.62	0.032	100.0%	0.003	100.0%	151.6	100.0%	0.058	100.0%	92.96%	21.3%	36.7%	42.0%	[1-0.43 0]
16	H	(3)	360.48	0.030	100.0%	0.003	100.0%	153.4	100.0%	0.055	100.0%	92.96%	21.6%	36.1%	42.3%	[1-0.43 0]
17	H	(3)	380.23	0.029	100.0%	0.003	100.0%	153.5	100.0%	0.052	100.0%	92.96%	21.5%	36.1%	42.4%	[1-0.43 0]
18	H	(3)	399.95	0.027	100.0%	0.003	100.0%	153.8	100.0%	0.050	100.0%	92.96%	21.4%	36.1%	42.5%	[1-0.43 0]
19	H	(3)	419.65	0.026	100.0%	0.003	100.0%	154.1	100.0%	0.047	100.0%	92.96%	21.4%	36.0%	42.6%	[1-0.43 0]
20	H	(3)	440.52	0.023	100.0%	0.003	100.0%	156.0	100.0%	0.041	100.0%	92.96%	21.3%	35.6%	43.0%	[1-0.43 0]
21	H	(3)	460.23	0.022	100.0%	0.003	100.0%	156.1	100.0%	0.039	100.0%	92.96%	21.3%	35.7%	43.0%	[1-0.43 0]
22	H	(3)	479.93	0.024	100.0%	0.003	100.0%	158.0	100.0%	0.043	100.0%	88.07%	20.4%	36.0%	43.6%	[1-0.43 0]
23	H	(3)	499.64	0.025	100.0%	0.003	100.0%	158.4	100.0%	0.044	100.0%	83.19%	20.5%	35.9%	43.6%	[1-0.43 0]
24	H	(3)	520.50	0.026	100.0%	0.004	100.0%	160.7	100.0%	0.045	100.0%	81.03%	19.9%	35.8%	44.3%	[1-0.43 0]
25	H	(3)	540.21	0.025	100.0%	0.004	100.0%	163.0	100.0%	0.043	100.0%	81.03%	19.3%	35.8%	45.0%	[1-0.43 0]
26	H	(3)	559.91	0.025	100.0%	0.004	100.0%	165.1	100.0%	0.041	100.0%	81.03%	18.8%	35.6%	45.6%	[1-0.43 0]
27	H	(3)	579.60	0.027	100.0%	0.004	100.0%	169.6	100.0%	0.043	100.0%	78.87%	23.3%	29.8%	46.9%	[1-0.43 0]
28	H	(3)	600.52	0.028	100.0%	0.005	100.0%	169.9	100.0%	0.045	100.0%	77.58%	27.7%	25.6%	46.7%	[1-0.43 0]
29	H	(3)	620.22	0.026	100.0%	0.004	100.0%	158.1	100.0%	0.045	100.0%	76.70%	30.5%	26.2%	43.3%	[1-0.43 0]
30	H	(3)	639.92	0.023	100.0%	0.004	100.0%	146.0	100.0%	0.043	100.0%	76.70%	33.6%	26.9%	39.5%	[1-0.43 0]
31	H	(3)	660.78	0.025	100.0%	0.005	100.0%	135.1	100.0%	0.051	100.0%	71.82%	36.4%	27.3%	36.3%	[1-0.43 0]
32	H	(3)	680.48	0.023	100.0%	0.004	100.0%	128.3	100.0%	0.050	100.0%	69.65%	33.0%	32.7%	34.3%	[1-0.43 0]
33	H	(3)	700.19	0.029	100.0%	0.006	100.0%	128.2	100.0%	0.063	100.0%	64.77%	28.6%	36.9%	34.5%	[1-0.43 0]
34	H	(3)	719.90	0.030	100.0%	0.006	100.0%	137.2	100.0%	0.061	100.0%	64.77%	26.6%	36.1%	37.2%	[1-0.43 0]
35	H	(3)	740.77	0.031	100.0%	0.006	100.0%	146.8	100.0%	0.059	100.0%	64.77%	24.4%	35.4%	40.2%	[1-0.43 0]
36	H	(3)	760.48	0.032	100.0%	0.007	100.0%	155.8	100.0%	0.057	100.0%	64.77%	22.1%	35.0%	42.8%	[1-0.43 0]
37	H	(3)	780.18	0.024	100.0%	0.005	100.0%	160.4	100.0%	0.041	100.0%	64.12%	22.3%	33.6%	44.1%	[1-0.43 0]
38	H	(3)	801.04	0.032	100.0%	0.007	100.0%	160.4	91.5%	0.055	100.0%	57.08%	22.3%	33.6%	44.1%	[1-0.43 0]
39	H	(3)	820.73	0.032	100.0%	0.007	100.0%	160.1	67.4%	0.055	100.0%	56.57%	22.0%	33.8%	44.2%	[1-0.43 0]
40	H	(3)	840.42	0.033	100.0%	0.008	100.0%	158.0	43.1%	0.058	100.0%	54.00%	25.3%	30.8%	44.0%	[1-0.43 0]
41	H	(3)	860.12	0.033	63.5%	0.008	63.5%	156.4	16.5%	0.058	61.4%	54.00%	28.5%	27.5%	44.0%	[1-0.43 0]
42	H	(3)	880.96	0.031	63.6%	0.008	63.6%	149.1	15.0%	0.058	61.8%	53.59%	30.8%	26.4%	42.8%	[1-0.43 0]
43	H	(3)	902.99	0.031	61.9%	0.008	61.9%	144.1	15.7%	0.060	59.9%	51.68%	31.3%	26.5%	42.1%	[1-0.43 0]
44	H	(3)	923.84	0.034	59.9%	0.009	59.9%	144.8	16.0%	0.064	57.7%	48.86%	31.9%	26.0%	42.2%	[1-0.43 0]
45	H	(3)	941.20	0.034	60.1%	0.009	60.1%	147.9	15.0%	0.064	58.2%	47.98%	28.3%	29.1%	42.6%	[1-0.43 0]
46	H	(3)	960.90	0.035	59.9%	0.009	59.9%	150.6	14.5%	0.064	58.1%	47.10%	24.9%	32.1%	43.0%	[1-0.43 0]
47	H	(3)	980.60	0.034	61.8%	0.009	61.8%	154.9	13.6%	0.062	60.3%	47.10%	21.8%	35.0%	43.2%	[1-0.43 0]
48	H	(3)	1000.31	0.040	53.8%	0.011	53.8%	160.6	12.5%	0.070	52.3%	44.94%	20.9%	35.0%	44.0%	[1-0.43 0]
49	H	(3)	1021.17	0.043	49.4%	0.012	49.4%	162.0	11.5%	0.075	48.1%	43.65%	20.3%	35.3%	44.5%	[1-0.43 0]
50	H	(3)	1040.87	0.044	47.8%	0.013	47.8%	162.7	10.9%	0.076	46.5%	43.00%	20.2%	35.2%	44.6%	[1-0.43 0]
51	H	(3)	1060.57	0.043	48.0%	0.013	48.0%	162.2	10.4%	0.074	46.8%	43.00%	20.0%	35.5%	44.5%	[1-0.43 0]
