[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.69	2.916	63.6%	0.016	63.6%	213.9	19.3%	3.787	60.7%	54.27%	18.6%	27.7%	53.7%	[1-0.84 0]
1	H	(3)	40.43	0.832	100.0%	0.009	100.0%	159.4	22.7%	1.450	100.0%	44.81%	27.9%	31.2%	40.9%	[1-0.84 0]
2	H	(3)	59.02	0.900	74.0%	0.015	74.0%	119.2	21.6%	2.099	70.8%	34.22%	31.7%	38.0%	30.3%	[1-0.84 0]
3	H	(3)	81.01	0.972	64.6%	0.022	64.6%	112.5	21.9%	2.398	60.8%	28.04%	40.7%	30.6%	28.7%	[1-0.84 0]
4	H	(3)	99.55	0.878	58.8%	0.024	58.8%	100.1	21.7%	2.435	54.6%	25.50%	43.9%	30.8%	25.3%	[1-0.84 0]
5	H	(3)	119.28	0.654	42.1%	0.022	42.1%	65.8	22.6%	2.759	35.6%	22.18%	49.0%	34.5%	16.5%	[1-0.84 0]
6	H	(3)	140.03	0.459	35.7%	0.018	35.7%	49.0	18.4%	2.601	30.6%	20.73%	49.6%	38.8%	11.6%	[1-0.84 0]
7	H	(3)	160.89	0.405	35.7%	0.018	35.7%	44.6	18.8%	2.524	30.3%	19.71%	50.5%	39.3%	10.2%	[1-1.00 1]
8	H	(3)	179.43	0.242	29.3%	0.012	29.3%	29.2	14.4%	2.297	25.5%	18.56%	43.8%	50.5%	5.8%	[1-0.52 2]
9	H	(3)	199.13	0.207	25.1%	0.011	25.1%	25.2	10.8%	2.285	22.7%	17.51%	39.3%	55.9%	4.8%	[1-0.74 2]
10	H	(3)	219.99	0.169	22.9%	0.010	22.9%	21.1	7.5%	2.219	21.6%	16.66%	36.4%	59.9%	3.7%	[1-0.79 2]
11	H	(3)	239.68	0.272	22.8%	0.018	22.8%	34.2	7.3%	2.213	21.6%	16.14%	34.7%	57.8%	7.5%	[1-1.00 2]
12	H	(3)	259.39	0.343	21.0%	0.025	21.0%	42.5	7.0%	2.245	19.8%	15.42%	32.4%	57.3%	10.3%	[1-1.00 1]
13	H	(3)	280.24	0.406	20.2%	0.032	20.2%	49.2	7.8%	2.295	18.6%	14.74%	32.8%	54.6%	12.5%	[1-1.00 1]
14	H	(3)	299.93	0.468	19.7%	0.039	19.7%	56.6	7.4%	2.295	18.2%	14.31%	32.8%	52.3%	14.9%	[1-1.00 1]
15	H	(3)	319.62	0.501	18.6%	0.044	18.6%	57.7	7.6%	2.411	17.0%	13.51%	33.5%	51.2%	15.3%	[1-1.00 1]
16	H	(3)	339.31	0.385	17.0%	0.036	17.0%	44.9	7.0%	2.381	15.4%	13.12%	33.0%	55.4%	11.6%	[1-1.00 1]
17	H	(3)	360.17	0.398	17.0%	0.040	17.0%	46.6	7.8%	2.375	15.1%	12.74%	33.7%	54.2%	12.0%	[1-1.00 1]
18	H	(3)	379.88	0.420	16.8%	0.044	16.8%	50.3	7.0%	2.318	15.3%	12.59%	33.6%	53.2%	13.2%	[1-1.00 1]
19	H	(3)	399.59	0.425	16.2%	0.047	16.2%	51.0	6.9%	2.316	14.6%	12.30%	33.5%	53.1%	13.4%	[1-1.00 1]
20	H	(3)	420.46	0.508	16.2%	0.059	16.2%	59.4	7.2%	2.375	14.5%	11.91%	32.8%	51.3%	15.9%	[1-1.00 1]
21	H	(3)	440.18	0.502	16.0%	0.061	16.0%	59.4	7.2%	2.346	14.3%	11.71%	31.8%	52.3%	16.0%	[1-1.00 1]
22	H	(3)	459.88	0.436	15.4%	0.056	15.4%	52.4	6.2%	2.310	14.0%	11.45%	29.9%	56.2%	13.9%	[1-1.00 1]
23	H	(3)	479.58	0.378	14.4%	0.050	14.4%	45.8	5.8%	2.289	13.2%	11.17%	27.9%	60.2%	11.9%	[1-1.00 1]
24	H	(3)	500.43	0.293	13.7%	0.041	13.7%	36.2	5.1%	2.250	12.7%	10.92%	25.5%	65.6%	8.9%	[1-1.00 1]
25	H	(3)	520.15	0.223	12.5%	0.032	12.5%	27.7	3.4%	2.235	12.1%	10.64%	23.6%	70.0%	6.4%	[1-1.00 1]
26	H	(3)	539.85	0.225	13.0%	0.034	13.0%	28.5	3.7%	2.196	12.5%	10.53%	23.1%	70.1%	6.7%	[1-1.00 1]
27	H	(6)	560.70	0.217	12.5%	0.034	12.5%	27.5	3.6%	2.189	12.0%	10.29%	22.2%	71.4%	6.4%	[1-1.00 1]
28	H	(6)	580.41	0.222	12.4%	0.036	12.4%	28.3	3.7%	2.183	11.8%	10.11%	21.9%	71.5%	6.6%	[1-1.00 1]
29	H	(6)	600.10	0.250	12.4%	0.042	12.4%	31.6	5.0%	2.195	11.4%	9.95%	22.9%	69.4%	7.7%	[1-1.00 1]
30	H	(6)	619.79	0.276	11.8%	0.048	11.8%	34.4	4.8%	2.230	10.8%	9.76%	24.2%	67.2%	8.6%	[1-1.00 1]
