[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.64	1.278	59.0%	0.007	59.0%	123.5	12.5%	2.873	57.7%	52.98%	30.5%	35.8%	33.7%	[1-0.43 0]
1	H	(3)	39.33	1.411	39.9%	0.015	39.9%	104.0	14.3%	3.768	37.2%	32.38%	30.4%	41.2%	28.4%	[1-0.43 0]
2	H	(3)	59.02	1.601	33.8%	0.026	33.8%	109.5	11.3%	4.062	31.9%	25.70%	32.9%	37.4%	29.7%	[1-0.43 0]
3	H	(3)	79.86	1.600	29.7%	0.035	29.7%	103.3	10.6%	4.303	27.7%	21.34%	33.4%	38.6%	28.0%	[1-0.43 0]
4	H	(3)	99.57	1.548	27.3%	0.043	27.3%	97.0	10.1%	4.432	25.3%	18.78%	35.4%	38.2%	26.4%	[1-0.43 0]
5	H	(3)	119.28	1.313	23.7%	0.044	23.7%	82.6	10.3%	4.419	21.4%	17.35%	38.2%	39.9%	21.9%	[1-1.00 2]
6	H	(3)	138.98	1.182	21.6%	0.046	21.6%	76.3	8.2%	4.306	20.0%	16.40%	40.9%	39.0%	20.1%	[1-0.99 2]
7	H	(3)	159.88	0.892	21.6%	0.040	21.6%	61.3	9.4%	4.043	19.4%	15.61%	41.2%	42.8%	16.0%	[1-0.85 2]
8	H	(3)	179.59	0.762	21.9%	0.038	21.9%	54.9	10.3%	3.853	19.4%	15.01%	41.6%	44.9%	13.5%	[1-0.74 2]
9	H	(3)	200.46	0.710	23.1%	0.040	23.1%	52.3	13.2%	3.766	18.9%	14.14%	40.9%	47.4%	11.7%	[1-0.44 2]
10	H	(3)	220.15	0.779	22.3%	0.048	22.3%	56.5	14.1%	3.830	17.3%	13.42%	39.8%	48.0%	12.2%	[1-0.59 2]
11	H	(3)	239.84	0.755	22.4%	0.050	22.4%	55.6	15.2%	3.769	16.4%	12.91%	38.0%	50.1%	11.9%	[1-0.68 2]
12	H	(3)	260.71	0.717	21.8%	0.052	21.8%	53.8	15.0%	3.701	15.9%	12.53%	37.1%	51.5%	11.4%	[1-0.86 2]
13	H	(3)	279.23	0.741	21.8%	0.057	21.8%	55.2	15.7%	3.727	15.0%	12.03%	36.3%	51.5%	12.2%	[1-0.87 2]
14	H	(3)	300.10	0.777	21.6%	0.065	21.6%	57.5	15.8%	3.754	14.7%	11.61%	36.5%	49.7%	13.8%	[1-0.94 2]
15	H	(3)	319.79	0.747	19.0%	0.066	19.0%	55.3	11.9%	3.749	14.8%	11.27%	36.3%	49.4%	14.3%	[1-1.00 1]
16	H	(3)	340.65	0.964	22.8%	0.091	22.8%	69.4	15.5%	3.858	16.8%	10.88%	38.6%	43.3%	18.2%	[1-1.00 1]
17	H	(3)	360.35	1.039	22.1%	0.104	22.1%	73.9	15.0%	3.908	16.2%	10.59%	40.4%	40.1%	19.4%	[1-1.00 1]
18	H	(3)	381.22	1.339	21.2%	0.142	21.2%	91.1	11.8%	4.082	17.6%	10.24%	42.4%	33.2%	24.3%	[1-1.00 1]
19	H	(6)	400.93	1.427	24.3%	0.159	24.3%	97.0	16.8%	4.087	17.5%	10.04%	43.3%	30.8%	25.9%	[1-1.00 1]
20	H	(6)	419.46	1.394	24.2%	0.162	24.2%	94.1	17.6%	4.116	16.6%	9.78%	43.8%	31.0%	25.1%	[1-0.90 2]
21	H	(6)	440.32	1.181	20.5%	0.144	20.5%	81.7	14.8%	4.016	14.2%	9.58%	42.7%	35.4%	21.8%	[1-0.94 2]
22	H	(6)	460.02	1.167	20.2%	0.149	20.2%	80.9	15.0%	4.007	13.6%	9.37%	41.8%	36.6%	21.7%	[1-1.00 1]
23	H	(6)	479.73	0.851	21.9%	0.113	21.9%	60.9	19.1%	3.878	10.7%	9.19%	41.0%	42.7%	16.4%	[1-0.97 2]
24	H	(6)	499.43	0.717	12.6%	0.100	12.6%	52.3	8.1%	3.806	9.7%	8.99%	40.0%	45.9%	14.1%	[1-1.00 1]
25	H	(6)	520.29	0.704	12.9%	0.102	12.9%	52.1	8.7%	3.752	9.6%	8.88%	39.7%	46.1%	14.2%	[1-1.00 1]
26	H	(6)	539.99	0.687	12.7%	0.103	12.7%	50.8	8.7%	3.756	9.3%	8.68%	38.4%	47.6%	14.0%	[1-1.00 1]
27	H	(6)	559.69	0.671	12.7%	0.104	12.7%	49.9	8.9%	3.736	9.1%	8.51%	37.0%	49.1%	13.8%	[1-1.00 1]
28	H	(6)	580.53	0.676	11.9%	0.109	11.9%	50.7	7.9%	3.703	8.9%	8.37%	35.5%	50.5%	14.0%	[1-1.00 1]
29	H	(6)	600.23	0.623	11.5%	0.104	11.5%	47.7	7.4%	3.632	8.8%	8.26%	33.9%	52.9%	13.2%	[1-1.00 1]
30	H	(6)	619.94	0.619	11.4%	0.107	11.4%	47.5	7.4%	3.620	8.6%	8.11%	32.2%	54.7%	13.0%	[1-1.00 1]
31	H	(6)	639.62	0.581	11.2%	0.103	11.2%	44.7	7.3%	3.605	8.5%	7.96%	31.6%	56.4%	12.0%	[1-1.00 1]
32	H	(6)	660.48	0.565	10.7%	0.104	10.7%	43.7	6.8%	3.592	8.4%	7.84%	31.3%	57.0%	11.7%	[1-1.00 1]
33	H	(6)	680.20	0.583	10.9%	0.110	10.9%	44.6	7.3%	3.626	8.2%	7.69%	31.4%	56.7%	11.9%	[1-1.00 1]
34	H	(6)	699.91	0.596	11.1%	0.116	11.1%	45.4	7.6%	3.643	8.1%	7.57%	31.7%	56.2%	12.1%	[1-1.00 1]
