[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.75	0.326	57.2%	0.002	57.2%	32.9	11.0%	2.747	56.1%	49.32%	19.6%	72.2%	8.2%	[1-0.43 0]
1	H	(3)	40.75	0.296	67.8%	0.003	67.8%	35.9	10.7%	2.290	67.0%	37.24%	20.6%	70.4%	9.1%	[1-0.43 0]
2	H	(3)	59.28	0.385	45.4%	0.006	45.4%	35.6	10.4%	3.008	44.2%	27.46%	26.1%	65.2%	8.7%	[1-0.43 0]
3	H	(3)	81.29	0.427	39.6%	0.010	39.6%	34.9	12.7%	3.405	37.4%	22.52%	30.7%	61.1%	8.2%	[1-0.43 0]
4	H	(3)	99.81	0.438	34.0%	0.012	34.0%	32.7	11.3%	3.716	32.1%	19.63%	34.3%	58.3%	7.4%	[1-0.43 0]
5	H	(3)	119.51	0.554	27.6%	0.018	27.6%	37.7	10.0%	4.077	25.7%	17.61%	42.0%	49.5%	8.5%	[1-0.85 2]
6	H	(3)	140.38	0.630	22.7%	0.025	22.7%	41.1	8.7%	4.253	21.0%	16.23%	48.9%	41.8%	9.3%	[1-0.79 2]
7	H	(3)	161.27	0.831	21.0%	0.037	21.0%	50.2	7.6%	4.601	19.6%	14.89%	51.2%	36.8%	12.0%	[1-1.00 1]
8	H	(3)	179.83	0.956	18.4%	0.048	18.4%	56.2	5.9%	4.725	17.5%	14.16%	53.4%	33.0%	13.7%	[1-1.00 1]
9	H	(3)	200.70	1.219	21.0%	0.068	21.0%	70.7	10.4%	4.789	18.2%	13.33%	51.3%	30.9%	17.8%	[1-1.00 1]
10	H	(3)	220.39	1.197	21.3%	0.073	21.3%	71.3	10.4%	4.666	18.6%	12.91%	50.7%	31.3%	18.0%	[1-1.00 1]
11	H	(3)	240.12	1.247	21.0%	0.083	21.0%	74.0	10.3%	4.681	18.3%	12.35%	50.5%	30.8%	18.8%	[1-1.00 1]
12	H	(3)	260.99	1.246	23.0%	0.090	23.0%	74.9	13.7%	4.620	18.5%	11.87%	49.7%	31.5%	18.8%	[1-0.99 2]
13	H	(3)	280.71	1.282	24.9%	0.100	24.9%	76.2	16.4%	4.677	18.7%	11.28%	47.5%	33.2%	19.3%	[1-0.97 2]
14	H	(3)	301.58	1.284	21.5%	0.108	21.5%	75.7	11.9%	4.714	17.9%	10.91%	48.5%	32.1%	19.4%	[1-0.95 2]
15	H	(3)	321.29	1.326	23.4%	0.118	23.4%	79.5	14.7%	4.632	18.2%	10.52%	45.2%	34.0%	20.7%	[1-0.84 2]
16	H	(6)	340.98	1.372	26.4%	0.130	26.4%	83.0	18.3%	4.591	19.0%	10.19%	42.2%	36.1%	21.7%	[1-0.96 2]
17	H	(6)	360.69	1.405	26.4%	0.141	26.4%	83.5	19.2%	4.675	18.2%	9.82%	41.9%	36.1%	22.1%	[1-0.89 2]
18	H	(6)	381.57	1.453	24.5%	0.154	24.5%	84.9	17.4%	4.754	17.3%	9.48%	42.1%	35.5%	22.4%	[1-0.96 2]
19	H	(6)	401.28	1.449	28.3%	0.162	28.3%	85.8	22.3%	4.692	17.5%	9.26%	41.3%	36.1%	22.6%	[1-1.00 1]
20	H	(6)	420.98	1.505	29.0%	0.176	29.0%	88.8	23.0%	4.707	17.7%	9.07%	42.2%	34.5%	23.3%	[1-1.00 1]
21	H	(6)	440.69	1.495	31.8%	0.183	31.8%	87.9	26.2%	4.722	18.0%	8.86%	42.1%	34.6%	23.2%	[1-1.00 1]
22	H	(6)	461.55	1.484	30.1%	0.190	30.1%	85.7	24.7%	4.807	17.2%	8.58%	42.5%	34.9%	22.6%	[1-1.00 1]
23	H	(6)	481.25	1.449	31.0%	0.194	31.0%	84.3	25.8%	4.775	17.2%	8.43%	43.0%	34.7%	22.2%	[1-1.00 1]
24	H	(6)	500.95	1.377	30.6%	0.192	30.6%	80.4	25.8%	4.759	16.5%	8.30%	43.9%	35.0%	21.1%	[1-1.00 1]
