[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	119.31	0.107	100.0%	0.004	100.0%	200.4	100.0%	0.148	100.0%	100.00%	33.3%	12.8%	53.9%	[1-0.43 0]
1	H	(3)	139.01	0.093	100.0%	0.004	100.0%	203.5	100.0%	0.126	100.0%	100.00%	31.9%	13.1%	55.0%	[1-0.43 0]
2	H	(3)	159.87	0.081	100.0%	0.004	100.0%	203.9	100.0%	0.110	100.0%	100.00%	32.0%	12.8%	55.1%	[1-0.43 0]
3	H	(3)	179.57	0.072	100.0%	0.004	100.0%	204.0	100.0%	0.098	100.0%	100.00%	31.9%	12.9%	55.3%	[1-0.43 0]
4	H	(3)	199.26	0.065	100.0%	0.004	100.0%	203.8	100.0%	0.088	100.0%	100.00%	31.7%	12.9%	55.3%	[1-0.43 0]
5	H	(3)	220.10	0.059	100.0%	0.004	100.0%	204.1	100.0%	0.080	100.0%	100.00%	31.4%	12.9%	55.6%	[1-0.43 0]
6	H	(3)	239.80	0.054	100.0%	0.004	100.0%	203.4	100.0%	0.073	100.0%	100.00%	31.7%	12.8%	55.5%	[1-0.43 0]
7	H	(3)	259.51	0.078	100.0%	0.006	100.0%	198.6	100.0%	0.110	100.0%	95.12%	27.9%	17.8%	54.3%	[1-0.43 0]
8	H	(3)	279.22	0.072	100.0%	0.006	100.0%	198.0	100.0%	0.100	100.0%	92.96%	24.0%	21.8%	54.2%	[1-0.43 0]
9	H	(3)	300.08	0.065	100.0%	0.005	100.0%	195.3	100.0%	0.093	100.0%	92.96%	20.1%	26.3%	53.6%	[1-0.43 0]
10	H	(3)	319.78	0.065	100.0%	0.006	100.0%	208.6	100.0%	0.087	100.0%	88.07%	16.2%	26.6%	57.2%	[1-0.43 0]
11	H	(3)	339.48	0.066	100.0%	0.006	100.0%	222.5	100.0%	0.083	100.0%	88.07%	12.6%	26.4%	61.0%	[1-0.43 0]
12	H	(3)	359.19	0.070	100.0%	0.007	100.0%	240.9	100.0%	0.081	100.0%	88.07%	12.7%	21.3%	66.0%	[1-0.43 0]
13	H	(3)	380.03	0.099	100.0%	0.010	100.0%	258.1	100.0%	0.106	100.0%	83.74%	12.0%	17.2%	70.7%	[1-0.43 0]
14	H	(3)	399.73	0.107	100.0%	0.012	100.0%	276.8	100.0%	0.107	100.0%	83.74%	11.5%	12.7%	75.7%	[1-0.43 0]
15	H	(3)	419.43	0.125	100.0%	0.015	100.0%	280.2	100.0%	0.124	100.0%	78.86%	10.9%	12.4%	76.7%	[1-0.43 0]
16	H	(3)	440.29	0.121	100.0%	0.015	100.0%	283.2	100.0%	0.119	100.0%	78.86%	9.8%	12.6%	77.6%	[1-0.43 0]
17	H	(3)	459.98	0.117	100.0%	0.015	100.0%	286.1	100.0%	0.114	100.0%	78.86%	9.0%	12.6%	78.4%	[1-0.43 0]
18	H	(3)	479.69	0.120	100.0%	0.016	100.0%	287.6	100.0%	0.116	100.0%	78.21%	9.0%	12.3%	78.8%	[1-0.43 0]
19	H	(3)	499.39	0.117	100.0%	0.016	100.0%	290.3	100.0%	0.112	100.0%	78.21%	8.8%	11.7%	79.5%	[1-0.43 0]
20	H	(3)	520.24	0.123	100.0%	0.018	100.0%	289.3	100.0%	0.118	100.0%	73.33%	9.7%	11.4%	78.9%	[1-0.43 0]
21	H	(3)	539.94	0.124	100.0%	0.019	100.0%	287.7	100.0%	0.119	100.0%	72.83%	10.5%	11.1%	78.4%	[1-0.43 0]
22	H	(3)	559.64	0.119	100.0%	0.019	100.0%	286.4	100.0%	0.116	100.0%	72.83%	11.0%	11.0%	78.0%	[1-0.43 0]
