[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	20.86	0.656	39.0%	0.004	39.0%	23.2	9.0%	7.857	38.0%	40.25%	96.4%	0.1%	3.5%	[1-1.00 0]
1	H	(3)	39.31	0.459	36.0%	0.005	36.0%	17.6	8.9%	7.220	34.9%	31.32%	98.1%	0.1%	1.9%	[1-1.00 0]
2	H	(3)	60.16	0.343	37.2%	0.006	37.2%	15.7	8.6%	6.046	36.2%	27.52%	98.7%	0.0%	1.3%	[1-1.00 0]
3	H	(3)	79.86	0.376	30.1%	0.008	30.1%	15.2	8.3%	6.897	29.0%	22.28%	98.8%	0.0%	1.1%	[1-1.00 0]
4	H	(3)	100.70	0.363	28.1%	0.010	28.1%	14.6	8.0%	6.893	27.0%	19.37%	99.0%	0.0%	1.0%	[1-1.00 1]
5	H	(3)	119.25	0.312	22.7%	0.010	22.7%	12.5	7.0%	6.925	21.6%	17.99%	99.6%	0.0%	0.3%	[1-1.00 2]
6	H	(3)	140.11	0.326	19.5%	0.013	19.5%	12.8	6.1%	7.101	18.5%	15.92%	99.5%	0.0%	0.4%	[1-0.69 2]
7	H	(3)	159.81	0.427	19.6%	0.019	19.6%	17.2	6.6%	6.889	18.5%	14.56%	96.7%	1.6%	1.8%	[1-0.08 2]
8	H	(3)	179.51	0.540	19.5%	0.027	19.5%	21.0	8.7%	7.147	17.5%	13.77%	94.8%	2.3%	2.9%	[1-0.46 2]
9	H	(3)	199.23	0.535	19.3%	0.030	19.3%	21.1	8.5%	7.051	17.3%	13.28%	94.8%	2.3%	2.9%	[1-0.75 2]
10	H	(3)	220.09	0.498	19.5%	0.030	19.5%	21.0	8.3%	6.581	17.6%	12.47%	92.4%	4.7%	2.9%	[1-0.00 2]
11	H	(3)	239.80	0.490	19.2%	0.033	19.2%	21.2	8.2%	6.421	17.4%	11.92%	90.2%	6.8%	2.9%	[1-0.00 2]
12	H	(3)	259.50	0.396	18.2%	0.029	18.2%	17.8	7.8%	6.173	16.4%	11.59%	90.3%	7.7%	1.9%	[1-0.07 2]
13	H	(3)	279.20	0.324	16.8%	0.025	16.8%	15.9	4.3%	5.679	16.2%	11.58%	89.2%	9.4%	1.4%	[1-0.07 2]
14	H	(3)	300.06	0.360	17.6%	0.030	17.6%	19.2	6.3%	5.194	16.4%	11.57%	86.1%	11.6%	2.3%	[1-0.07 2]
15	H	(3)	319.76	0.365	17.5%	0.032	17.5%	20.3	6.2%	4.993	16.3%	11.56%	86.2%	11.2%	2.7%	[1-0.31 2]
16	H	(3)	339.43	0.373	17.3%	0.035	17.3%	21.5	6.4%	4.823	16.1%	11.51%	86.4%	10.6%	3.1%	[1-0.48 2]
17	H	(3)	360.28	0.391	18.5%	0.039	18.5%	23.6	8.2%	4.603	16.6%	11.51%	86.9%	9.5%	3.7%	[1-0.48 2]
18	H	(3)	379.97	0.410	18.9%	0.043	18.9%	25.6	8.7%	4.444	16.8%	11.50%	87.5%	8.2%	4.3%	[1-0.54 2]
19	H	(3)	399.67	0.384	18.5%	0.043	18.5%	25.0	7.3%	4.261	17.0%	11.49%	88.6%	7.2%	4.2%	[1-0.47 2]
20	H	(3)	419.38	0.412	19.3%	0.048	19.3%	27.8	7.7%	4.110	17.7%	11.49%	88.5%	6.4%	5.1%	[1-0.47 2]
21	H	(3)	440.23	0.393	19.3%	0.048	19.3%	28.0	7.3%	3.903	17.8%	11.49%	88.5%	6.4%	5.1%	[1-0.39 2]
22	H	(3)	459.94	0.362	18.4%	0.046	18.4%	27.0	5.6%	3.722	17.5%	11.49%	88.6%	6.6%	4.8%	[1-0.39 2]
23	H	(3)	479.65	0.334	17.7%	0.045	17.7%	25.9	4.9%	3.593	17.0%	11.48%	88.9%	6.7%	4.4%	[1-0.47 2]
24	H	(3)	499.35	0.325	17.8%	0.045	17.8%	26.2	5.1%	3.439	17.1%	11.47%	88.6%	6.9%	4.5%	[1-0.39 2]
25	H	(3)	520.22	0.293	17.5%	0.042	17.5%	24.5	5.3%	3.316	16.7%	11.45%	89.1%	6.9%	4.0%	[1-0.46 2]
26	H	(3)	539.91	0.297	17.5%	0.045	17.5%	25.8	5.3%	3.191	16.7%	11.40%	88.8%	6.8%	4.4%	[1-0.39 2]
27	H	(3)	559.60	0.308	17.8%	0.048	17.8%	27.5	5.8%	3.116	16.8%	11.39%	88.6%	6.5%	4.8%	[1-0.46 2]
28	H	(3)	580.46	0.302	18.3%	0.049	18.3%	27.9	7.2%	3.006	16.8%	11.39%	88.4%	6.6%	5.0%	[1-0.46 2]
29	H	(3)	600.16	0.300	18.3%	0.050	18.3%	28.6	7.1%	2.917	16.8%	11.37%	88.4%	6.4%	5.2%	[1-0.46 2]
30	H	(3)	619.85	0.310	18.4%	0.053	18.4%	30.5	6.9%	2.826	17.0%	11.36%	87.7%	6.5%	5.8%	[1-0.46 2]
31	H	(3)	640.74	0.322	19.2%	0.057	19.2%	32.5	7.3%	2.749	17.7%	11.35%	87.2%	6.3%	6.5%	[1-0.46 2]
