[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.56	0.645	76.9%	0.004	76.9%	103.2	15.7%	1.737	75.2%	69.25%	31.5%	41.0%	27.5%	[1-1.00 0]
1	H	(3)	39.28	0.317	91.6%	0.003	91.6%	67.8	16.6%	1.301	90.1%	60.43%	59.8%	23.3%	16.9%	[1-1.00 0]
2	H	(3)	58.97	0.400	56.1%	0.007	56.1%	53.3	15.5%	2.085	54.0%	41.06%	71.7%	15.7%	12.6%	[1-1.00 0]
3	H	(3)	79.76	0.463	44.7%	0.010	44.7%	50.9	14.8%	2.531	42.2%	32.77%	75.7%	12.5%	11.8%	[1-1.00 0]
4	H	(3)	99.52	0.483	39.8%	0.013	39.8%	49.8	13.3%	2.694	37.6%	28.48%	77.5%	11.1%	11.4%	[1-1.00 0]
5	H	(3)	119.11	0.422	31.4%	0.014	31.4%	39.0	10.0%	3.010	29.7%	25.53%	87.4%	4.3%	8.2%	[1-1.00 0]
6	H	(3)	139.98	0.408	28.7%	0.016	28.7%	37.5	7.9%	3.021	27.6%	23.98%	88.9%	3.2%	7.8%	[1-1.00 0]
7	H	(3)	159.64	0.374	28.0%	0.017	28.0%	36.7	7.4%	2.832	26.9%	23.34%	89.2%	3.2%	7.6%	[1-1.00 0]
8	H	(3)	179.36	0.358	25.0%	0.018	25.0%	34.0	5.7%	2.926	24.4%	21.47%	90.5%	2.7%	6.8%	[1-1.00 0]
9	H	(3)	199.07	0.347	23.1%	0.019	23.1%	32.0	5.5%	3.011	22.5%	19.97%	91.9%	1.8%	6.3%	[1-1.00 0]
10	H	(3)	219.93	0.317	22.1%	0.019	22.1%	28.9	6.2%	3.050	21.2%	18.70%	93.7%	1.0%	5.4%	[1-1.00 0]
11	H	(3)	239.63	0.355	21.1%	0.024	21.1%	31.7	7.4%	3.110	19.7%	17.54%	92.8%	1.0%	6.1%	[1-0.79 0]
12	H	(3)	259.32	0.377	21.6%	0.027	21.6%	36.3	8.3%	2.886	19.9%	16.74%	89.7%	2.8%	7.5%	[1-0.00 2]
13	H	(3)	280.19	0.440	21.2%	0.034	21.2%	41.1	10.1%	2.972	18.7%	16.10%	86.7%	4.4%	8.9%	[1-0.62 2]
14	H	(3)	299.90	0.436	20.6%	0.036	20.6%	41.7	9.9%	2.906	18.1%	15.39%	84.8%	6.0%	9.1%	[1-0.46 2]
15	H	(3)	319.60	0.444	20.6%	0.039	20.6%	42.3	10.5%	2.916	17.8%	15.04%	83.8%	6.8%	9.4%	[1-0.67 2]
16	H	(3)	339.30	0.464	20.0%	0.044	20.0%	45.1	9.3%	2.856	17.7%	14.57%	81.5%	8.3%	10.2%	[1-0.54 2]
17	H	(3)	360.17	0.469	20.1%	0.047	20.1%	47.3	8.3%	2.758	18.4%	14.05%	79.7%	9.3%	11.0%	[1-0.00 2]
18	H	(3)	379.89	0.460	18.7%	0.049	18.7%	44.4	6.9%	2.880	17.4%	13.64%	80.1%	9.7%	10.2%	[1-0.59 2]
19	H	(3)	399.59	0.477	19.3%	0.053	19.3%	45.5	7.8%	2.913	17.7%	13.25%	79.8%	9.7%	10.5%	[1-0.73 2]
20	H	(3)	419.32	0.479	19.5%	0.056	19.5%	47.2	8.0%	2.817	17.7%	12.97%	78.4%	10.7%	10.9%	[1-0.43 0]
21	H	(3)	440.18	0.445	19.1%	0.054	19.1%	43.9	7.9%	2.815	17.4%	12.61%	77.9%	12.1%	10.0%	[1-0.43 0]
22	H	(3)	461.07	0.426	19.2%	0.055	19.2%	41.4	8.1%	2.859	17.4%	12.50%	80.3%	10.7%	9.0%	[1-1.00 1]
23	H	(3)	479.62	0.406	19.5%	0.054	19.5%	41.7	8.1%	2.706	17.7%	12.33%	79.2%	11.7%	9.1%	[1-0.43 0]
24	H	(3)	499.32	0.413	19.4%	0.057	19.4%	42.6	8.9%	2.698	17.3%	11.99%	77.8%	13.0%	9.1%	[1-0.43 0]
25	H	(3)	521.33	0.440	19.2%	0.064	19.2%	43.7	8.7%	2.797	17.2%	11.75%	78.1%	12.7%	9.2%	[1-1.00 0]
26	H	(3)	539.87	0.452	19.6%	0.068	19.6%	46.2	9.3%	2.718	17.3%	11.45%	77.3%	12.9%	9.8%	[1-0.43 0]
27	H	(3)	560.73	0.464	19.5%	0.072	19.5%	46.2	10.7%	2.790	16.3%	11.26%	76.6%	13.5%	9.8%	[1-1.00 1]
28	H	(3)	580.41	0.475	19.7%	0.077	19.7%	47.3	10.6%	2.789	16.6%	11.10%	76.9%	12.9%	10.3%	[1-0.97 0]
29	H	(3)	601.28	0.464	19.3%	0.078	19.3%	45.6	10.1%	2.829	16.5%	10.88%	77.9%	12.3%	9.8%	[1-1.00 1]
