[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.68	0.973	74.7%	0.005	74.7%	173.8	15.3%	1.555	73.1%	90.24%	17.4%	34.9%	47.6%	[1-1.00 0]
1	H	(3)	39.35	0.283	100.0%	0.003	100.0%	166.3	18.6%	0.472	100.0%	85.36%	19.9%	34.4%	45.6%	[1-1.00 0]
2	H	(3)	59.05	0.273	100.0%	0.004	100.0%	159.4	18.4%	0.476	100.0%	69.10%	21.6%	34.6%	43.8%	[1-1.00 0]
3	H	(3)	79.89	0.277	100.0%	0.006	100.0%	154.0	17.5%	0.500	100.0%	59.48%	23.0%	34.6%	42.4%	[1-1.00 0]
4	H	(3)	99.60	0.269	100.0%	0.007	100.0%	150.2	16.7%	0.497	100.0%	54.50%	24.9%	33.8%	41.4%	[1-1.00 0]
5	H	(3)	119.29	0.250	78.9%	0.008	78.9%	142.2	16.2%	0.487	77.2%	50.54%	26.9%	33.9%	39.2%	[1-1.00 0]
6	H	(3)	140.18	0.226	72.4%	0.009	72.4%	136.9	14.0%	0.459	71.0%	48.27%	28.1%	34.2%	37.7%	[1-1.00 0]
7	H	(3)	159.88	0.201	71.4%	0.009	71.4%	133.9	13.0%	0.416	70.3%	47.48%	28.9%	34.4%	36.7%	[1-1.00 0]
8	H	(3)	180.74	0.189	69.0%	0.010	69.0%	131.7	13.0%	0.399	67.8%	45.20%	28.8%	35.3%	35.9%	[1-1.00 0]
9	H	(3)	200.44	0.174	70.0%	0.010	70.0%	130.2	13.0%	0.371	68.8%	44.14%	28.1%	36.3%	35.5%	[1-1.00 0]
10	H	(3)	220.13	0.188	58.1%	0.011	58.1%	126.4	13.2%	0.412	56.6%	40.07%	27.8%	37.7%	34.4%	[1-1.00 0]
11	H	(3)	239.83	0.194	53.1%	0.013	53.1%	127.8	12.6%	0.422	51.6%	38.03%	27.3%	37.8%	34.9%	[1-1.00 0]
12	H	(3)	259.52	0.193	49.9%	0.014	49.9%	129.1	11.6%	0.416	48.5%	36.97%	27.1%	37.6%	35.2%	[1-1.00 0]
13	H	(3)	279.20	0.203	44.8%	0.016	44.8%	130.9	10.4%	0.430	43.6%	34.85%	27.4%	36.6%	35.9%	[1-1.00 0]
14	H	(3)	300.06	0.179	42.0%	0.015	42.0%	119.0	9.5%	0.418	40.9%	34.18%	31.0%	36.8%	32.2%	[1-1.00 0]
15	H	(3)	319.74	0.203	37.3%	0.018	37.3%	122.6	8.4%	0.459	36.4%	32.11%	31.4%	35.4%	33.2%	[1-1.00 0]
16	H	(3)	339.42	0.216	35.7%	0.020	35.7%	127.7	8.1%	0.471	34.7%	31.30%	34.9%	30.7%	34.4%	[1-1.00 0]
17	H	(3)	360.27	0.205	35.3%	0.021	35.3%	124.5	7.7%	0.457	34.4%	30.73%	35.3%	31.2%	33.5%	[1-1.00 0]
18	H	(3)	379.97	0.195	34.9%	0.021	34.9%	123.2	7.4%	0.440	34.1%	30.47%	35.6%	31.5%	32.9%	[1-1.00 0]
19	H	(3)	399.69	0.222	34.1%	0.025	34.1%	139.1	7.3%	0.444	33.3%	29.83%	34.7%	27.8%	37.5%	[1-1.00 0]
20	H	(3)	419.39	0.222	32.6%	0.026	32.6%	136.9	7.1%	0.450	31.8%	28.99%	37.8%	25.5%	36.8%	[1-1.00 0]
21	H	(3)	440.23	0.196	32.6%	0.024	32.6%	128.2	6.9%	0.425	31.8%	28.99%	37.8%	27.9%	34.2%	[1-1.00 0]
22	H	(3)	459.92	0.199	31.2%	0.025	31.2%	126.2	6.7%	0.437	30.4%	28.15%	41.9%	24.5%	33.6%	[1-1.00 0]
23	H	(3)	480.78	0.199	32.2%	0.027	32.2%	127.0	6.9%	0.435	31.5%	27.52%	41.5%	24.5%	34.0%	[1-1.00 0]
24	H	(3)	500.48	0.173	31.5%	0.024	31.5%	111.1	6.9%	0.432	30.8%	27.20%	44.1%	26.4%	29.5%	[1-1.00 0]
25	H	(3)	520.16	0.156	30.6%	0.023	30.6%	99.6	6.9%	0.436	29.8%	26.80%	45.8%	28.1%	26.2%	[1-1.00 0]
26	H	(3)	539.85	0.140	30.2%	0.021	30.2%	88.7	6.8%	0.438	29.4%	26.51%	49.0%	27.8%	23.2%	[1-1.00 0]
