[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	H	(3)	19.73	0.870	86.5%	0.005	86.5%	166.9	17.5%	1.448	84.7%	69.98%	18.3%	35.4%	46.3%	[1-0.43 0]
1	H	(3)	39.36	1.089	60.8%	0.012	60.8%	168.0	14.0%	1.800	59.1%	45.69%	17.9%	35.6%	46.5%	[1-0.43 0]
2	H	(3)	58.99	1.110	56.0%	0.018	56.0%	174.3	12.3%	1.769	54.7%	38.02%	23.4%	28.7%	47.9%	[1-0.43 0]
3	H	(3)	79.80	0.966	52.9%	0.021	52.9%	160.8	11.5%	1.668	51.7%	33.65%	23.6%	33.1%	43.4%	[1-0.43 0]
4	H	(3)	99.48	0.946	47.2%	0.026	47.2%	153.6	11.0%	1.711	45.9%	29.79%	23.4%	34.9%	41.7%	[1-0.43 0]
5	H	(3)	119.18	0.878	38.8%	0.029	38.8%	146.2	8.9%	1.669	37.8%	27.44%	24.8%	35.7%	39.5%	[1-0.43 0]
6	H	(3)	140.06	0.703	35.0%	0.027	35.0%	126.5	8.3%	1.544	34.0%	25.89%	25.7%	39.9%	34.3%	[1-0.43 0]
7	H	(3)	159.75	0.740	26.1%	0.033	26.1%	111.2	7.4%	1.848	25.1%	21.86%	27.6%	42.1%	30.3%	[1-0.43 0]
8	H	(3)	179.45	0.912	20.3%	0.045	20.3%	106.9	6.8%	2.368	19.1%	18.43%	32.7%	37.8%	29.6%	[1-0.43 0]
9	H	(3)	199.14	0.875	19.0%	0.048	19.0%	96.9	6.4%	2.507	17.9%	17.04%	35.7%	37.5%	26.9%	[1-0.00 2]
10	H	(3)	220.01	0.916	16.5%	0.056	16.5%	86.7	5.9%	2.935	15.4%	15.37%	39.9%	36.1%	24.0%	[1-0.80 2]
11	H	(3)	239.72	0.989	15.9%	0.066	15.9%	85.6	5.4%	3.211	14.9%	14.46%	47.3%	29.5%	23.2%	[1-0.75 2]
12	H	(3)	259.41	0.956	15.1%	0.069	15.1%	77.7	5.3%	3.419	14.1%	13.46%	48.7%	30.6%	20.8%	[1-0.42 2]
13	H	(3)	280.27	0.905	14.4%	0.070	14.4%	70.4	5.6%	3.570	13.3%	12.63%	48.9%	32.4%	18.7%	[1-0.21 2]
14	H	(3)	299.96	0.875	13.7%	0.073	13.7%	65.1	5.4%	3.736	12.6%	11.98%	51.7%	31.6%	16.8%	[1-0.15 2]
15	H	(3)	319.66	0.850	13.2%	0.075	13.2%	61.3	5.5%	3.849	12.0%	11.38%	52.3%	32.2%	15.5%	[1-0.00 2]
16	H	(3)	339.36	0.838	12.7%	0.079	12.7%	58.2	6.0%	4.000	11.2%	10.84%	50.7%	34.8%	14.5%	[1-0.40 2]
17	H	(3)	360.22	0.749	12.8%	0.075	12.8%	53.4	6.5%	3.893	11.1%	10.48%	49.8%	37.0%	13.2%	[1-0.03 2]
18	H	(6)	379.91	0.700	12.4%	0.074	12.4%	48.9	6.4%	3.978	10.6%	10.13%	49.7%	38.3%	12.0%	[1-0.25 2]
19	H	(6)	399.62	0.671	12.2%	0.074	12.2%	46.9	6.5%	3.977	10.4%	9.85%	49.5%	39.2%	11.3%	[1-0.21 2]
20	H	(6)	420.50	0.627	12.0%	0.073	12.0%	43.0	6.7%	4.057	10.0%	9.53%	49.9%	39.9%	10.2%	[1-0.36 2]
21	H	(6)	441.36	0.733	20.8%	0.090	20.8%	50.4	17.2%	4.038	11.7%	9.29%	47.3%	40.2%	12.5%	[1-0.17 2]
22	H	(6)	461.07	0.760	22.8%	0.097	22.8%	52.0	19.4%	4.059	12.1%	9.09%	47.2%	39.9%	12.9%	[1-0.24 2]
